pairs	pearson_r	pearson_p	spearman_rho	spearman_p	linear_slope	linear_intercept	within_label_pearson_r	within_label_pearson_p	labels_with_correlation	median_within_label_spearman	fraction_positive_within_label_spearman
10437.0	0.14937440232429477	3.84536940174896e-53	0.16532566045578315	7.533296419838205e-65	0.32182072809588014	0.1034524860169616	0.14617272799265868	6.113182894605353e-51	145.0	0.11153583325171841	0.6344827586206897
