comparison	pairs	any_shared_marker_fraction	mean_marker_jaccard	median_marker_jaccard	mean_shared_markers	mean_directional_recovery
same_ontology_term	9082	0.5038537767011672	0.11865570805957133	0.044466403162055336	0.7733979299713719	0.19183072440947738
