replicate	comparison	metric	estimate
152	same_identifier_different_label	any_shared_marker	0.5483870967741935
152	different_identifier_matched_control	any_shared_marker	0.012096774193548387
152	same_label_same_identifier	marker_jaccard	0.11272529718331425
152	same_label_no_accepted_identifier	marker_jaccard	0.12690770131059712
152	same_identifier_different_label	marker_jaccard	0.1024611174457
152	different_identifier_matched_control	marker_jaccard	0.0025089605734767025
153	same_label_same_identifier	any_shared_marker	0.5080645161290323
153	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
153	same_identifier_different_label	any_shared_marker	0.4032258064516129
153	different_identifier_matched_control	any_shared_marker	0.008064516129032258
153	same_label_same_identifier	marker_jaccard	0.11622196664163982
153	same_label_no_accepted_identifier	marker_jaccard	0.13112851578689735
153	same_identifier_different_label	marker_jaccard	0.07563324661581303
153	different_identifier_matched_control	marker_jaccard	0.001058467741935484
154	same_label_same_identifier	any_shared_marker	0.5241935483870968
154	same_label_no_accepted_identifier	any_shared_marker	0.4838709677419355
154	same_identifier_different_label	any_shared_marker	0.4838709677419355
154	different_identifier_matched_control	any_shared_marker	0.012096774193548387
154	same_label_same_identifier	marker_jaccard	0.11860084004998742
154	same_label_no_accepted_identifier	marker_jaccard	0.11909616831530163
154	same_identifier_different_label	marker_jaccard	0.10185064480901766
154	different_identifier_matched_control	marker_jaccard	0.0009563688999172869
155	same_label_same_identifier	any_shared_marker	0.43548387096774194
155	same_label_no_accepted_identifier	any_shared_marker	0.5120967741935484
155	same_identifier_different_label	any_shared_marker	0.45161290322580644
155	different_identifier_matched_control	any_shared_marker	0.012096774193548387
155	same_label_same_identifier	marker_jaccard	0.10194426758409206
155	same_label_no_accepted_identifier	marker_jaccard	0.12066583532427934
155	same_identifier_different_label	marker_jaccard	0.0820509183916442
155	different_identifier_matched_control	marker_jaccard	0.0012558673724158596
156	same_label_same_identifier	any_shared_marker	0.4435483870967742
156	same_label_no_accepted_identifier	any_shared_marker	0.5443548387096774
156	same_identifier_different_label	any_shared_marker	0.4314516129032258
156	different_identifier_matched_control	any_shared_marker	0.008064516129032258
156	same_label_same_identifier	marker_jaccard	0.0952559613616137
156	same_label_no_accepted_identifier	marker_jaccard	0.12766988762185497
156	same_identifier_different_label	marker_jaccard	0.0803588940181682
156	different_identifier_matched_control	marker_jaccard	0.0017412023460410557
157	same_label_same_identifier	any_shared_marker	0.5
157	same_label_no_accepted_identifier	any_shared_marker	0.5040322580645161
157	same_identifier_different_label	any_shared_marker	0.4314516129032258
157	different_identifier_matched_control	any_shared_marker	0.028225806451612902
157	same_label_same_identifier	marker_jaccard	0.1191948609636865
157	same_label_no_accepted_identifier	marker_jaccard	0.1335371262890488
157	same_identifier_different_label	marker_jaccard	0.08271518336449551
157	different_identifier_matched_control	marker_jaccard	0.005070869990224829
158	same_label_same_identifier	any_shared_marker	0.5040322580645161
158	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
158	same_identifier_different_label	any_shared_marker	0.4153225806451613
158	different_identifier_matched_control	any_shared_marker	0.036290322580645164
158	same_label_same_identifier	marker_jaccard	0.126642087158572
158	same_label_no_accepted_identifier	marker_jaccard	0.1479085531560724
158	same_identifier_different_label	marker_jaccard	0.0825707390727552
158	different_identifier_matched_control	marker_jaccard	0.0036110075750730402
159	same_label_same_identifier	any_shared_marker	0.46774193548387094
159	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
159	same_identifier_different_label	any_shared_marker	0.4435483870967742
159	different_identifier_matched_control	any_shared_marker	0.012096774193548387
159	same_label_same_identifier	marker_jaccard	0.10628727396101685
159	same_label_no_accepted_identifier	marker_jaccard	0.1433569211488216
159	same_identifier_different_label	marker_jaccard	0.07828857969987002
159	different_identifier_matched_control	marker_jaccard	0.0030913978494623655
160	same_label_same_identifier	any_shared_marker	0.45161290322580644
160	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
160	same_identifier_different_label	any_shared_marker	0.42338709677419356
160	different_identifier_matched_control	any_shared_marker	0.028225806451612902
160	same_label_same_identifier	marker_jaccard	0.10689008100935096
160	same_label_no_accepted_identifier	marker_jaccard	0.13770437020368362
160	same_identifier_different_label	marker_jaccard	0.0795742909446657
160	different_identifier_matched_control	marker_jaccard	0.003451566354792161
161	same_label_same_identifier	any_shared_marker	0.5040322580645161
161	same_label_no_accepted_identifier	any_shared_marker	0.4717741935483871
161	same_identifier_different_label	any_shared_marker	0.4435483870967742
161	different_identifier_matched_control	any_shared_marker	0.012096774193548387
161	same_label_same_identifier	marker_jaccard	0.11031173010162823
161	same_label_no_accepted_identifier	marker_jaccard	0.11101940650855188
161	same_identifier_different_label	marker_jaccard	0.08213532099620809
161	different_identifier_matched_control	marker_jaccard	0.002158291976840364
162	same_label_same_identifier	any_shared_marker	0.5
162	same_label_no_accepted_identifier	any_shared_marker	0.5846774193548387
162	same_identifier_different_label	any_shared_marker	0.42338709677419356
162	different_identifier_matched_control	any_shared_marker	0.024193548387096774
162	same_label_same_identifier	marker_jaccard	0.12851689641004155
162	same_label_no_accepted_identifier	marker_jaccard	0.16726958834703143
162	same_identifier_different_label	marker_jaccard	0.08984266181846827
162	different_identifier_matched_control	marker_jaccard	0.005906459132265584
163	same_label_same_identifier	any_shared_marker	0.4959677419354839
163	same_label_no_accepted_identifier	any_shared_marker	0.5443548387096774
163	same_identifier_different_label	any_shared_marker	0.45564516129032256
163	different_identifier_matched_control	any_shared_marker	0.016129032258064516
163	same_label_same_identifier	marker_jaccard	0.10815928612511803
163	same_label_no_accepted_identifier	marker_jaccard	0.13422795429904938
163	same_identifier_different_label	marker_jaccard	0.08393606841187486
163	different_identifier_matched_control	marker_jaccard	0.001814516129032258
164	same_label_same_identifier	any_shared_marker	0.43548387096774194
164	same_label_no_accepted_identifier	any_shared_marker	0.5685483870967742
164	same_identifier_different_label	any_shared_marker	0.4637096774193548
164	different_identifier_matched_control	any_shared_marker	0.012096774193548387
164	same_label_same_identifier	marker_jaccard	0.09622875196754153
164	same_label_no_accepted_identifier	marker_jaccard	0.14621077353153372
164	same_identifier_different_label	marker_jaccard	0.08760604413770921
164	different_identifier_matched_control	marker_jaccard	0.0013182382133995036
165	same_label_same_identifier	any_shared_marker	0.5080645161290323
165	same_label_no_accepted_identifier	any_shared_marker	0.4838709677419355
165	same_identifier_different_label	any_shared_marker	0.4475806451612903
165	different_identifier_matched_control	any_shared_marker	0.016129032258064516
165	same_label_same_identifier	marker_jaccard	0.1175811715956403
165	same_label_no_accepted_identifier	marker_jaccard	0.12319156718047536
165	same_identifier_different_label	marker_jaccard	0.08637067786735718
165	different_identifier_matched_control	marker_jaccard	0.0016542597187758478
166	same_label_same_identifier	any_shared_marker	0.46774193548387094
166	same_label_no_accepted_identifier	any_shared_marker	0.5120967741935484
166	same_identifier_different_label	any_shared_marker	0.4435483870967742
166	different_identifier_matched_control	any_shared_marker	0.012096774193548387
166	same_label_same_identifier	marker_jaccard	0.11476096089582934
166	same_label_no_accepted_identifier	marker_jaccard	0.11068431101450675
166	same_identifier_different_label	marker_jaccard	0.08261832352498862
166	different_identifier_matched_control	marker_jaccard	0.0014250366568914956
167	same_label_same_identifier	any_shared_marker	0.5040322580645161
167	same_label_no_accepted_identifier	any_shared_marker	0.5282258064516129
167	same_identifier_different_label	any_shared_marker	0.4112903225806452
167	different_identifier_matched_control	any_shared_marker	0.012096774193548387
167	same_label_same_identifier	marker_jaccard	0.11750447107454465
167	same_label_no_accepted_identifier	marker_jaccard	0.1276230825625987
167	same_identifier_different_label	marker_jaccard	0.07351946328760844
167	different_identifier_matched_control	marker_jaccard	0.0019825268817204303
168	same_label_same_identifier	any_shared_marker	0.4475806451612903
168	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
168	same_identifier_different_label	any_shared_marker	0.5201612903225806
168	different_identifier_matched_control	any_shared_marker	0.008064516129032258
168	same_label_same_identifier	marker_jaccard	0.10929088272838273
168	same_label_no_accepted_identifier	marker_jaccard	0.1473203151961391
168	same_identifier_different_label	marker_jaccard	0.09339100738234989
168	different_identifier_matched_control	marker_jaccard	0.0005252100840336134
169	same_label_same_identifier	any_shared_marker	0.5
169	same_label_no_accepted_identifier	any_shared_marker	0.5806451612903226
169	same_identifier_different_label	any_shared_marker	0.45564516129032256
169	different_identifier_matched_control	any_shared_marker	0.012096774193548387
169	same_label_same_identifier	marker_jaccard	0.1271126716157551
169	same_label_no_accepted_identifier	marker_jaccard	0.14037684593202907
169	same_identifier_different_label	marker_jaccard	0.07814448425809904
169	different_identifier_matched_control	marker_jaccard	0.0012738269794721408
170	same_label_same_identifier	any_shared_marker	0.47580645161290325
170	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
170	same_identifier_different_label	any_shared_marker	0.4838709677419355
170	different_identifier_matched_control	any_shared_marker	0.024193548387096774
170	same_label_same_identifier	marker_jaccard	0.1119176230885696
170	same_label_no_accepted_identifier	marker_jaccard	0.13166227482569362
170	same_identifier_different_label	marker_jaccard	0.08397269732955216
170	different_identifier_matched_control	marker_jaccard	0.0034230554391844717
171	same_label_same_identifier	any_shared_marker	0.5201612903225806
171	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
171	same_identifier_different_label	any_shared_marker	0.4153225806451613
171	different_identifier_matched_control	any_shared_marker	0.020161290322580645
171	same_label_same_identifier	marker_jaccard	0.13159502907486775
171	same_label_no_accepted_identifier	marker_jaccard	0.11779284268198136
171	same_identifier_different_label	marker_jaccard	0.07457167147632043
171	different_identifier_matched_control	marker_jaccard	0.002275722116803711
172	same_label_same_identifier	any_shared_marker	0.4959677419354839
172	same_label_no_accepted_identifier	any_shared_marker	0.5967741935483871
172	same_identifier_different_label	any_shared_marker	0.4717741935483871
172	different_identifier_matched_control	any_shared_marker	0.024193548387096774
172	same_label_same_identifier	marker_jaccard	0.09894231692724494
172	same_label_no_accepted_identifier	marker_jaccard	0.1518911921917702
172	same_identifier_different_label	marker_jaccard	0.0910489777721751
172	different_identifier_matched_control	marker_jaccard	0.004072204677043387
173	same_label_same_identifier	any_shared_marker	0.49193548387096775
173	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
173	same_identifier_different_label	any_shared_marker	0.4637096774193548
173	different_identifier_matched_control	any_shared_marker	0.016129032258064516
173	same_label_same_identifier	marker_jaccard	0.11986092872181582
173	same_label_no_accepted_identifier	marker_jaccard	0.14572692981358185
173	same_identifier_different_label	marker_jaccard	0.08840990537503819
173	different_identifier_matched_control	marker_jaccard	0.00338639854768887
174	same_label_same_identifier	any_shared_marker	0.5080645161290323
174	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
174	same_identifier_different_label	any_shared_marker	0.43548387096774194
174	different_identifier_matched_control	any_shared_marker	0.008064516129032258
174	same_label_same_identifier	marker_jaccard	0.12021491446941486
174	same_label_no_accepted_identifier	marker_jaccard	0.145722068634219
174	same_identifier_different_label	marker_jaccard	0.07865525919368424
174	different_identifier_matched_control	marker_jaccard	0.0007392473118279571
175	same_label_same_identifier	any_shared_marker	0.46774193548387094
175	same_label_no_accepted_identifier	any_shared_marker	0.5846774193548387
175	same_identifier_different_label	any_shared_marker	0.43951612903225806
175	different_identifier_matched_control	any_shared_marker	0.024193548387096774
175	same_label_same_identifier	marker_jaccard	0.10509017973597988
175	same_label_no_accepted_identifier	marker_jaccard	0.1413186055296285
175	same_identifier_different_label	marker_jaccard	0.08304322805330869
175	different_identifier_matched_control	marker_jaccard	0.0023344487054164473
176	same_label_same_identifier	any_shared_marker	0.49193548387096775
176	same_label_no_accepted_identifier	any_shared_marker	0.5806451612903226
176	same_identifier_different_label	any_shared_marker	0.42338709677419356
176	different_identifier_matched_control	any_shared_marker	0.016129032258064516
176	same_label_same_identifier	marker_jaccard	0.11381896116696719
176	same_label_no_accepted_identifier	marker_jaccard	0.14405048555253153
176	same_identifier_different_label	marker_jaccard	0.07684172346470733
176	different_identifier_matched_control	marker_jaccard	0.0022530896522832008
177	same_label_same_identifier	any_shared_marker	0.5241935483870968
177	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
177	same_identifier_different_label	any_shared_marker	0.46774193548387094
177	different_identifier_matched_control	any_shared_marker	0.03225806451612903
177	same_label_same_identifier	marker_jaccard	0.14437088135670603
177	same_label_no_accepted_identifier	marker_jaccard	0.1595700062434544
177	same_identifier_different_label	marker_jaccard	0.10020444484094863
177	different_identifier_matched_control	marker_jaccard	0.004884866477608414
178	same_label_same_identifier	any_shared_marker	0.4314516129032258
178	same_label_no_accepted_identifier	any_shared_marker	0.5201612903225806
178	same_identifier_different_label	any_shared_marker	0.4435483870967742
178	different_identifier_matched_control	any_shared_marker	0.016129032258064516
178	same_label_same_identifier	marker_jaccard	0.10881489471681596
178	same_label_no_accepted_identifier	marker_jaccard	0.1235892898873212
178	same_identifier_different_label	marker_jaccard	0.0940360243935908
178	different_identifier_matched_control	marker_jaccard	0.003237007168458781
179	same_label_same_identifier	any_shared_marker	0.5040322580645161
179	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
179	same_identifier_different_label	any_shared_marker	0.47580645161290325
179	different_identifier_matched_control	any_shared_marker	0.004032258064516129
179	same_label_same_identifier	marker_jaccard	0.10025204574836928
179	same_label_no_accepted_identifier	marker_jaccard	0.1444632766900368
179	same_identifier_different_label	marker_jaccard	0.09026335217333795
179	different_identifier_matched_control	marker_jaccard	0.00033602150537634406
180	same_label_same_identifier	any_shared_marker	0.4959677419354839
180	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
180	same_identifier_different_label	any_shared_marker	0.47580645161290325
180	different_identifier_matched_control	any_shared_marker	0.016129032258064516
180	same_label_same_identifier	marker_jaccard	0.11728723835944578
180	same_label_no_accepted_identifier	marker_jaccard	0.14188305295038417
180	same_identifier_different_label	marker_jaccard	0.0856939049775862
180	different_identifier_matched_control	marker_jaccard	0.0014601661779081133
181	same_label_same_identifier	any_shared_marker	0.4798387096774194
181	same_label_no_accepted_identifier	any_shared_marker	0.592741935483871
181	same_identifier_different_label	any_shared_marker	0.4637096774193548
181	different_identifier_matched_control	any_shared_marker	0.016129032258064516
181	same_label_same_identifier	marker_jaccard	0.12034191167255684
181	same_label_no_accepted_identifier	marker_jaccard	0.14139994467537412
181	same_identifier_different_label	marker_jaccard	0.0839961861220163
181	different_identifier_matched_control	marker_jaccard	0.0018679777445555848
182	same_label_same_identifier	any_shared_marker	0.5241935483870968
182	same_label_no_accepted_identifier	any_shared_marker	0.6048387096774194
182	same_identifier_different_label	any_shared_marker	0.43548387096774194
182	different_identifier_matched_control	any_shared_marker	0.008064516129032258
182	same_label_same_identifier	marker_jaccard	0.1256910584345856
182	same_label_no_accepted_identifier	marker_jaccard	0.14832343727741668
182	same_identifier_different_label	marker_jaccard	0.08266476236708684
182	different_identifier_matched_control	marker_jaccard	0.0005880376344086021
183	same_label_same_identifier	any_shared_marker	0.4475806451612903
183	same_label_no_accepted_identifier	any_shared_marker	0.5725806451612904
183	same_identifier_different_label	any_shared_marker	0.43951612903225806
183	different_identifier_matched_control	any_shared_marker	0.004032258064516129
183	same_label_same_identifier	marker_jaccard	0.09604447559137712
183	same_label_no_accepted_identifier	marker_jaccard	0.14601289365133052
183	same_identifier_different_label	marker_jaccard	0.08297552581826777
183	different_identifier_matched_control	marker_jaccard	0.00025201612903225806
184	same_label_same_identifier	any_shared_marker	0.5201612903225806
184	same_label_no_accepted_identifier	any_shared_marker	0.5685483870967742
184	same_identifier_different_label	any_shared_marker	0.4596774193548387
184	different_identifier_matched_control	any_shared_marker	0.024193548387096774
184	same_label_same_identifier	marker_jaccard	0.1227327818616019
184	same_label_no_accepted_identifier	marker_jaccard	0.14329917056669153
184	same_identifier_different_label	marker_jaccard	0.08245419784200618
184	different_identifier_matched_control	marker_jaccard	0.006384408602150537
185	same_label_same_identifier	any_shared_marker	0.45161290322580644
185	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
185	same_identifier_different_label	any_shared_marker	0.4798387096774194
185	different_identifier_matched_control	any_shared_marker	0.020161290322580645
185	same_label_same_identifier	marker_jaccard	0.10352530424356556
185	same_label_no_accepted_identifier	marker_jaccard	0.14549872993599275
185	same_identifier_different_label	marker_jaccard	0.08614340408695248
185	different_identifier_matched_control	marker_jaccard	0.0033954620648169033
186	same_label_same_identifier	any_shared_marker	0.43951612903225806
186	same_label_no_accepted_identifier	any_shared_marker	0.5685483870967742
186	same_identifier_different_label	any_shared_marker	0.4717741935483871
186	different_identifier_matched_control	any_shared_marker	0.012096774193548387
186	same_label_same_identifier	marker_jaccard	0.10293642877417938
186	same_label_no_accepted_identifier	marker_jaccard	0.1432670434591375
186	same_identifier_different_label	marker_jaccard	0.09301805714578484
186	different_identifier_matched_control	marker_jaccard	0.0012106880103484518
187	same_label_same_identifier	any_shared_marker	0.47580645161290325
187	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
187	same_identifier_different_label	any_shared_marker	0.45161290322580644
187	different_identifier_matched_control	any_shared_marker	0.020161290322580645
187	same_label_same_identifier	marker_jaccard	0.1080919607304329
187	same_label_no_accepted_identifier	marker_jaccard	0.13672384634658136
187	same_identifier_different_label	marker_jaccard	0.08028025500748459
187	different_identifier_matched_control	marker_jaccard	0.0023326301067411537
188	same_label_same_identifier	any_shared_marker	0.5362903225806451
188	same_label_no_accepted_identifier	any_shared_marker	0.5201612903225806
188	same_identifier_different_label	any_shared_marker	0.4637096774193548
188	different_identifier_matched_control	any_shared_marker	0.004032258064516129
188	same_label_same_identifier	marker_jaccard	0.13491649479552706
188	same_label_no_accepted_identifier	marker_jaccard	0.12429633491134653
188	same_identifier_different_label	marker_jaccard	0.09587064020472463
188	different_identifier_matched_control	marker_jaccard	0.00033602150537634406
189	same_label_same_identifier	any_shared_marker	0.4596774193548387
189	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
189	same_identifier_different_label	any_shared_marker	0.43548387096774194
189	different_identifier_matched_control	any_shared_marker	0.004032258064516129
189	same_label_same_identifier	marker_jaccard	0.10807292409419773
189	same_label_no_accepted_identifier	marker_jaccard	0.13020820993072554
189	same_identifier_different_label	marker_jaccard	0.07843199916254945
189	different_identifier_matched_control	marker_jaccard	0.0002880184331797235
190	same_label_same_identifier	any_shared_marker	0.4798387096774194
190	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
190	same_identifier_different_label	any_shared_marker	0.43548387096774194
190	different_identifier_matched_control	any_shared_marker	0.020161290322580645
190	same_label_same_identifier	marker_jaccard	0.10996254676751281
190	same_label_no_accepted_identifier	marker_jaccard	0.13674287393670945
190	same_identifier_different_label	marker_jaccard	0.07922403866426637
190	different_identifier_matched_control	marker_jaccard	0.002988401784029967
191	same_label_same_identifier	any_shared_marker	0.4637096774193548
191	same_label_no_accepted_identifier	any_shared_marker	0.5766129032258065
191	same_identifier_different_label	any_shared_marker	0.3790322580645161
191	different_identifier_matched_control	any_shared_marker	0.008064516129032258
191	same_label_same_identifier	marker_jaccard	0.10457089499240953
191	same_label_no_accepted_identifier	marker_jaccard	0.13759994621358543
191	same_identifier_different_label	marker_jaccard	0.07608536177084564
191	different_identifier_matched_control	marker_jaccard	0.0013824884792626728
192	same_label_same_identifier	any_shared_marker	0.5040322580645161
192	same_label_no_accepted_identifier	any_shared_marker	0.5806451612903226
192	same_identifier_different_label	any_shared_marker	0.4314516129032258
192	different_identifier_matched_control	any_shared_marker	0.004032258064516129
192	same_label_same_identifier	marker_jaccard	0.11770290582366134
192	same_label_no_accepted_identifier	marker_jaccard	0.1424704796816364
192	same_identifier_different_label	marker_jaccard	0.08568960721178463
192	different_identifier_matched_control	marker_jaccard	0.0006720430107526881
193	same_label_same_identifier	any_shared_marker	0.5403225806451613
193	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
193	same_identifier_different_label	any_shared_marker	0.4637096774193548
193	different_identifier_matched_control	any_shared_marker	0.016129032258064516
193	same_label_same_identifier	marker_jaccard	0.11535583041757021
193	same_label_no_accepted_identifier	marker_jaccard	0.13784409041299947
193	same_identifier_different_label	marker_jaccard	0.08726977876645808
193	different_identifier_matched_control	marker_jaccard	0.0018498638458315877
194	same_label_same_identifier	any_shared_marker	0.49193548387096775
194	same_label_no_accepted_identifier	any_shared_marker	0.532258064516129
194	same_identifier_different_label	any_shared_marker	0.4153225806451613
194	different_identifier_matched_control	any_shared_marker	0.028225806451612902
194	same_label_same_identifier	marker_jaccard	0.11275055754123592
194	same_label_no_accepted_identifier	marker_jaccard	0.1312827433456553
194	same_identifier_different_label	marker_jaccard	0.0729863280562996
194	different_identifier_matched_control	marker_jaccard	0.0039475981008239075
195	same_label_same_identifier	any_shared_marker	0.5403225806451613
195	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
195	same_identifier_different_label	any_shared_marker	0.5524193548387096
195	different_identifier_matched_control	any_shared_marker	0.012096774193548387
195	same_label_same_identifier	marker_jaccard	0.12500980661606223
195	same_label_no_accepted_identifier	marker_jaccard	0.13107136218691065
195	same_identifier_different_label	marker_jaccard	0.09906582881855652
195	different_identifier_matched_control	marker_jaccard	0.0013458315877670716
196	same_label_same_identifier	any_shared_marker	0.4717741935483871
196	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
196	same_identifier_different_label	any_shared_marker	0.4798387096774194
196	different_identifier_matched_control	any_shared_marker	0.020161290322580645
196	same_label_same_identifier	marker_jaccard	0.11002064296656326
196	same_label_no_accepted_identifier	marker_jaccard	0.13231569932302595
196	same_identifier_different_label	marker_jaccard	0.0938933131621699
196	different_identifier_matched_control	marker_jaccard	0.0032434437794969105
197	same_label_same_identifier	any_shared_marker	0.49193548387096775
197	same_label_no_accepted_identifier	any_shared_marker	0.5604838709677419
197	same_identifier_different_label	any_shared_marker	0.4879032258064516
197	different_identifier_matched_control	any_shared_marker	0.020161290322580645
197	same_label_same_identifier	marker_jaccard	0.10286947104029401
197	same_label_no_accepted_identifier	marker_jaccard	0.14404073575619317
197	same_identifier_different_label	marker_jaccard	0.08781437306105239
197	different_identifier_matched_control	marker_jaccard	0.001921549252111912
198	same_label_same_identifier	any_shared_marker	0.4798387096774194
198	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
198	same_identifier_different_label	any_shared_marker	0.4798387096774194
198	different_identifier_matched_control	any_shared_marker	0.012096774193548387
198	same_label_same_identifier	marker_jaccard	0.1141188024623933
198	same_label_no_accepted_identifier	marker_jaccard	0.14160955972410183
198	same_identifier_different_label	marker_jaccard	0.08981831110329688
198	different_identifier_matched_control	marker_jaccard	0.0034946236559139786
199	same_label_same_identifier	any_shared_marker	0.45564516129032256
199	same_label_no_accepted_identifier	any_shared_marker	0.5604838709677419
199	same_identifier_different_label	any_shared_marker	0.43951612903225806
199	different_identifier_matched_control	any_shared_marker	0.008064516129032258
199	same_label_same_identifier	marker_jaccard	0.1094524987513084
199	same_label_no_accepted_identifier	marker_jaccard	0.1294461228363392
199	same_identifier_different_label	marker_jaccard	0.08620961581113383
199	different_identifier_matched_control	marker_jaccard	0.0013182382133995038
200	same_label_same_identifier	any_shared_marker	0.5
200	same_label_no_accepted_identifier	any_shared_marker	0.4717741935483871
200	same_identifier_different_label	any_shared_marker	0.5040322580645161
200	different_identifier_matched_control	any_shared_marker	0.020161290322580645
200	same_label_same_identifier	marker_jaccard	0.11141477750932335
200	same_label_no_accepted_identifier	marker_jaccard	0.1273333634771578
200	same_identifier_different_label	marker_jaccard	0.10247795208955074
200	different_identifier_matched_control	marker_jaccard	0.004147465437788018
201	same_label_same_identifier	any_shared_marker	0.5
201	same_label_no_accepted_identifier	any_shared_marker	0.532258064516129
201	same_identifier_different_label	any_shared_marker	0.43951612903225806
201	different_identifier_matched_control	any_shared_marker	0.020161290322580645
201	same_label_same_identifier	marker_jaccard	0.11043535221267424
201	same_label_no_accepted_identifier	marker_jaccard	0.13898932455429933
201	same_identifier_different_label	marker_jaccard	0.07358420029790998
201	different_identifier_matched_control	marker_jaccard	0.0027293306580233575
202	same_label_same_identifier	any_shared_marker	0.5120967741935484
202	same_label_no_accepted_identifier	any_shared_marker	0.5725806451612904
202	same_identifier_different_label	any_shared_marker	0.4717741935483871
202	different_identifier_matched_control	any_shared_marker	0.012096774193548387
202	same_label_same_identifier	marker_jaccard	0.12360271484316475
202	same_label_no_accepted_identifier	marker_jaccard	0.14146148348334964
202	same_identifier_different_label	marker_jaccard	0.08474568995204669
202	different_identifier_matched_control	marker_jaccard	0.000812051971326165
203	same_label_same_identifier	any_shared_marker	0.4637096774193548
203	same_label_no_accepted_identifier	any_shared_marker	0.47580645161290325
203	same_identifier_different_label	any_shared_marker	0.4879032258064516
203	different_identifier_matched_control	any_shared_marker	0.028225806451612902
203	same_label_same_identifier	marker_jaccard	0.09659142278721201
203	same_label_no_accepted_identifier	marker_jaccard	0.11682509910866036
203	same_identifier_different_label	marker_jaccard	0.08615064930589124
203	different_identifier_matched_control	marker_jaccard	0.005337941628264209
204	same_label_same_identifier	any_shared_marker	0.49193548387096775
204	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
204	same_identifier_different_label	any_shared_marker	0.43951612903225806
204	different_identifier_matched_control	any_shared_marker	0.020161290322580645
204	same_label_same_identifier	marker_jaccard	0.11754915210501074
204	same_label_no_accepted_identifier	marker_jaccard	0.12420546138234882
204	same_identifier_different_label	marker_jaccard	0.08484268966064507
204	different_identifier_matched_control	marker_jaccard	0.005770405669599218
205	same_label_same_identifier	any_shared_marker	0.49193548387096775
205	same_label_no_accepted_identifier	any_shared_marker	0.5887096774193549
205	same_identifier_different_label	any_shared_marker	0.4798387096774194
205	different_identifier_matched_control	any_shared_marker	0.008064516129032258
205	same_label_same_identifier	marker_jaccard	0.11813772448721607
205	same_label_no_accepted_identifier	marker_jaccard	0.1521644519961382
205	same_identifier_different_label	marker_jaccard	0.09233352892627085
205	different_identifier_matched_control	marker_jaccard	0.0014784946236559141
206	same_label_same_identifier	any_shared_marker	0.4596774193548387
206	same_label_no_accepted_identifier	any_shared_marker	0.532258064516129
206	same_identifier_different_label	any_shared_marker	0.4475806451612903
206	different_identifier_matched_control	any_shared_marker	0.016129032258064516
206	same_label_same_identifier	marker_jaccard	0.10914754257970577
206	same_label_no_accepted_identifier	marker_jaccard	0.12045665832920392
206	same_identifier_different_label	marker_jaccard	0.07420052275365367
206	different_identifier_matched_control	marker_jaccard	0.0020385304659498206
207	same_label_same_identifier	any_shared_marker	0.47580645161290325
207	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
207	same_identifier_different_label	any_shared_marker	0.43548387096774194
207	different_identifier_matched_control	any_shared_marker	0.012096774193548387
207	same_label_same_identifier	marker_jaccard	0.1153111097861048
207	same_label_no_accepted_identifier	marker_jaccard	0.1476234196869857
207	same_identifier_different_label	marker_jaccard	0.07987811688890911
207	different_identifier_matched_control	marker_jaccard	0.000872577770110977
208	same_label_same_identifier	any_shared_marker	0.4838709677419355
208	same_label_no_accepted_identifier	any_shared_marker	0.5685483870967742
208	same_identifier_different_label	any_shared_marker	0.45564516129032256
208	different_identifier_matched_control	any_shared_marker	0.020161290322580645
208	same_label_same_identifier	marker_jaccard	0.10758177695253247
208	same_label_no_accepted_identifier	marker_jaccard	0.1363759342250076
208	same_identifier_different_label	marker_jaccard	0.08543090961852821
208	different_identifier_matched_control	marker_jaccard	0.002804516798824199
209	same_label_same_identifier	any_shared_marker	0.5
209	same_label_no_accepted_identifier	any_shared_marker	0.5766129032258065
209	same_identifier_different_label	any_shared_marker	0.4717741935483871
209	different_identifier_matched_control	any_shared_marker	0.024193548387096774
209	same_label_same_identifier	marker_jaccard	0.11769159423811847
209	same_label_no_accepted_identifier	marker_jaccard	0.1555774794597138
209	same_identifier_different_label	marker_jaccard	0.08952754235012299
209	different_identifier_matched_control	marker_jaccard	0.0027144730269730273
