replicate	papers_combined	fraction_labels_with_shared_marker	mean_shared_markers
235	8	0.037037037037037035	0.037037037037037035
235	9	0.037037037037037035	0.037037037037037035
235	10	0.037037037037037035	0.037037037037037035
236	1	1.0	4.074074074074074
236	2	0.5185185185185185	0.6296296296296297
236	3	0.18518518518518517	0.18518518518518517
236	4	0.07407407407407407	0.07407407407407407
236	5	0.037037037037037035	0.037037037037037035
236	6	0.0	0.0
236	7	0.0	0.0
236	8	0.0	0.0
236	9	0.0	0.0
236	10	0.0	0.0
237	1	1.0	4.925925925925926
237	2	0.48148148148148145	0.8148148148148148
237	3	0.2222222222222222	0.3333333333333333
237	4	0.14814814814814814	0.2222222222222222
237	5	0.14814814814814814	0.18518518518518517
237	6	0.07407407407407407	0.07407407407407407
237	7	0.037037037037037035	0.037037037037037035
237	8	0.037037037037037035	0.037037037037037035
237	9	0.037037037037037035	0.037037037037037035
237	10	0.037037037037037035	0.037037037037037035
238	1	1.0	4.888888888888889
238	2	0.4444444444444444	0.7407407407407407
238	3	0.25925925925925924	0.37037037037037035
238	4	0.14814814814814814	0.2222222222222222
238	5	0.07407407407407407	0.1111111111111111
238	6	0.037037037037037035	0.07407407407407407
238	7	0.037037037037037035	0.07407407407407407
238	8	0.037037037037037035	0.037037037037037035
238	9	0.037037037037037035	0.037037037037037035
238	10	0.0	0.0
239	1	1.0	3.888888888888889
239	2	0.48148148148148145	0.7777777777777778
239	3	0.2962962962962963	0.37037037037037035
239	4	0.1111111111111111	0.1111111111111111
239	5	0.1111111111111111	0.1111111111111111
239	6	0.07407407407407407	0.07407407407407407
239	7	0.07407407407407407	0.07407407407407407
239	8	0.07407407407407407	0.07407407407407407
239	9	0.037037037037037035	0.037037037037037035
239	10	0.0	0.0
240	1	1.0	5.62962962962963
240	2	0.5555555555555556	1.1851851851851851
240	3	0.2962962962962963	0.5185185185185185
240	4	0.25925925925925924	0.37037037037037035
240	5	0.14814814814814814	0.18518518518518517
240	6	0.14814814814814814	0.18518518518518517
240	7	0.07407407407407407	0.1111111111111111
240	8	0.037037037037037035	0.037037037037037035
240	9	0.037037037037037035	0.037037037037037035
240	10	0.037037037037037035	0.037037037037037035
241	1	1.0	4.814814814814815
241	2	0.48148148148148145	0.7407407407407407
241	3	0.2962962962962963	0.37037037037037035
241	4	0.07407407407407407	0.07407407407407407
241	5	0.07407407407407407	0.07407407407407407
241	6	0.0	0.0
241	7	0.0	0.0
241	8	0.0	0.0
241	9	0.0	0.0
241	10	0.0	0.0
242	1	1.0	3.7777777777777777
242	2	0.5925925925925926	0.9629629629629629
242	3	0.4074074074074074	0.5555555555555556
242	4	0.2222222222222222	0.25925925925925924
242	5	0.18518518518518517	0.2222222222222222
242	6	0.1111111111111111	0.14814814814814814
242	7	0.1111111111111111	0.14814814814814814
242	8	0.037037037037037035	0.037037037037037035
242	9	0.037037037037037035	0.037037037037037035
242	10	0.0	0.0
243	1	1.0	4.518518518518518
243	2	0.37037037037037035	0.7037037037037037
243	3	0.18518518518518517	0.25925925925925924
243	4	0.14814814814814814	0.14814814814814814
243	5	0.07407407407407407	0.07407407407407407
243	6	0.07407407407407407	0.07407407407407407
243	7	0.07407407407407407	0.07407407407407407
243	8	0.037037037037037035	0.037037037037037035
243	9	0.037037037037037035	0.037037037037037035
243	10	0.0	0.0
244	1	1.0	4.111111111111111
244	2	0.4074074074074074	0.7037037037037037
244	3	0.25925925925925924	0.3333333333333333
244	4	0.1111111111111111	0.18518518518518517
244	5	0.07407407407407407	0.07407407407407407
244	6	0.037037037037037035	0.037037037037037035
244	7	0.037037037037037035	0.037037037037037035
244	8	0.037037037037037035	0.037037037037037035
244	9	0.0	0.0
244	10	0.0	0.0
245	1	1.0	4.888888888888889
245	2	0.48148148148148145	0.8518518518518519
245	3	0.25925925925925924	0.4074074074074074
245	4	0.14814814814814814	0.2222222222222222
245	5	0.07407407407407407	0.1111111111111111
245	6	0.037037037037037035	0.037037037037037035
245	7	0.037037037037037035	0.037037037037037035
245	8	0.037037037037037035	0.037037037037037035
245	9	0.0	0.0
245	10	0.0	0.0
246	1	1.0	4.37037037037037
246	2	0.5925925925925926	0.9259259259259259
246	3	0.2962962962962963	0.3333333333333333
246	4	0.18518518518518517	0.18518518518518517
246	5	0.07407407407407407	0.07407407407407407
246	6	0.037037037037037035	0.037037037037037035
246	7	0.0	0.0
246	8	0.0	0.0
246	9	0.0	0.0
246	10	0.0	0.0
247	1	1.0	5.2592592592592595
247	2	0.4444444444444444	0.7037037037037037
247	3	0.14814814814814814	0.2222222222222222
247	4	0.14814814814814814	0.14814814814814814
247	5	0.07407407407407407	0.07407407407407407
247	6	0.07407407407407407	0.07407407407407407
247	7	0.037037037037037035	0.037037037037037035
247	8	0.0	0.0
247	9	0.0	0.0
247	10	0.0	0.0
248	1	1.0	5.518518518518518
248	2	0.4074074074074074	0.5555555555555556
248	3	0.14814814814814814	0.2222222222222222
248	4	0.07407407407407407	0.1111111111111111
248	5	0.07407407407407407	0.1111111111111111
248	6	0.07407407407407407	0.07407407407407407
248	7	0.037037037037037035	0.037037037037037035
248	8	0.037037037037037035	0.037037037037037035
248	9	0.0	0.0
248	10	0.0	0.0
249	1	1.0	4.37037037037037
249	2	0.5185185185185185	0.9259259259259259
249	3	0.2962962962962963	0.37037037037037035
249	4	0.25925925925925924	0.2962962962962963
249	5	0.18518518518518517	0.2222222222222222
249	6	0.14814814814814814	0.14814814814814814
249	7	0.1111111111111111	0.1111111111111111
249	8	0.07407407407407407	0.07407407407407407
249	9	0.07407407407407407	0.07407407407407407
249	10	0.07407407407407407	0.07407407407407407
250	1	1.0	4.814814814814815
250	2	0.6296296296296297	0.8888888888888888
250	3	0.3333333333333333	0.37037037037037035
250	4	0.18518518518518517	0.18518518518518517
250	5	0.1111111111111111	0.1111111111111111
250	6	0.037037037037037035	0.037037037037037035
250	7	0.037037037037037035	0.037037037037037035
250	8	0.0	0.0
250	9	0.0	0.0
250	10	0.0	0.0
251	1	1.0	4.555555555555555
251	2	0.48148148148148145	0.8148148148148148
251	3	0.2222222222222222	0.25925925925925924
251	4	0.14814814814814814	0.18518518518518517
251	5	0.07407407407407407	0.1111111111111111
251	6	0.07407407407407407	0.1111111111111111
251	7	0.037037037037037035	0.07407407407407407
251	8	0.037037037037037035	0.07407407407407407
251	9	0.037037037037037035	0.07407407407407407
251	10	0.0	0.0
252	1	1.0	3.814814814814815
252	2	0.5185185185185185	0.7037037037037037
252	3	0.4074074074074074	0.48148148148148145
252	4	0.25925925925925924	0.2962962962962963
252	5	0.2222222222222222	0.25925925925925924
252	6	0.1111111111111111	0.14814814814814814
252	7	0.07407407407407407	0.07407407407407407
252	8	0.037037037037037035	0.037037037037037035
252	9	0.037037037037037035	0.037037037037037035
252	10	0.0	0.0
253	1	1.0	4.37037037037037
253	2	0.5185185185185185	0.9629629629629629
253	3	0.2962962962962963	0.4074074074074074
253	4	0.14814814814814814	0.18518518518518517
253	5	0.1111111111111111	0.1111111111111111
253	6	0.07407407407407407	0.07407407407407407
253	7	0.037037037037037035	0.037037037037037035
253	8	0.0	0.0
253	9	0.0	0.0
253	10	0.0	0.0
254	1	1.0	3.5925925925925926
254	2	0.5925925925925926	0.9629629629629629
254	3	0.18518518518518517	0.18518518518518517
254	4	0.14814814814814814	0.14814814814814814
254	5	0.07407407407407407	0.07407407407407407
254	6	0.037037037037037035	0.037037037037037035
254	7	0.0	0.0
254	8	0.0	0.0
254	9	0.0	0.0
254	10	0.0	0.0
255	1	1.0	3.814814814814815
255	2	0.25925925925925924	0.37037037037037035
255	3	0.18518518518518517	0.18518518518518517
255	4	0.1111111111111111	0.1111111111111111
255	5	0.07407407407407407	0.07407407407407407
255	6	0.07407407407407407	0.07407407407407407
255	7	0.037037037037037035	0.037037037037037035
255	8	0.037037037037037035	0.037037037037037035
255	9	0.037037037037037035	0.037037037037037035
255	10	0.0	0.0
256	1	1.0	3.888888888888889
256	2	0.5555555555555556	0.9259259259259259
256	3	0.2962962962962963	0.4444444444444444
256	4	0.14814814814814814	0.25925925925925924
256	5	0.14814814814814814	0.2222222222222222
256	6	0.1111111111111111	0.1111111111111111
256	7	0.037037037037037035	0.037037037037037035
256	8	0.037037037037037035	0.037037037037037035
256	9	0.037037037037037035	0.037037037037037035
256	10	0.037037037037037035	0.037037037037037035
257	1	1.0	4.222222222222222
257	2	0.4444444444444444	0.6296296296296297
257	3	0.18518518518518517	0.2222222222222222
257	4	0.18518518518518517	0.2222222222222222
257	5	0.037037037037037035	0.037037037037037035
257	6	0.0	0.0
257	7	0.0	0.0
257	8	0.0	0.0
257	9	0.0	0.0
257	10	0.0	0.0
258	1	1.0	4.074074074074074
258	2	0.4444444444444444	0.7407407407407407
258	3	0.2962962962962963	0.4444444444444444
258	4	0.14814814814814814	0.2222222222222222
258	5	0.14814814814814814	0.2222222222222222
258	6	0.07407407407407407	0.1111111111111111
258	7	0.037037037037037035	0.037037037037037035
258	8	0.037037037037037035	0.037037037037037035
258	9	0.0	0.0
258	10	0.0	0.0
259	1	1.0	4.481481481481482
259	2	0.5185185185185185	1.037037037037037
259	3	0.2962962962962963	0.4074074074074074
259	4	0.1111111111111111	0.1111111111111111
259	5	0.1111111111111111	0.1111111111111111
259	6	0.07407407407407407	0.07407407407407407
259	7	0.0	0.0
259	8	0.0	0.0
259	9	0.0	0.0
259	10	0.0	0.0
260	1	1.0	4.777777777777778
260	2	0.48148148148148145	0.7407407407407407
260	3	0.3333333333333333	0.48148148148148145
260	4	0.25925925925925924	0.2962962962962963
260	5	0.2222222222222222	0.2222222222222222
260	6	0.14814814814814814	0.14814814814814814
260	7	0.14814814814814814	0.14814814814814814
260	8	0.07407407407407407	0.07407407407407407
260	9	0.037037037037037035	0.037037037037037035
260	10	0.037037037037037035	0.037037037037037035
261	1	1.0	4.555555555555555
261	2	0.5185185185185185	0.8148148148148148
261	3	0.2962962962962963	0.3333333333333333
261	4	0.1111111111111111	0.1111111111111111
261	5	0.1111111111111111	0.1111111111111111
261	6	0.1111111111111111	0.1111111111111111
261	7	0.1111111111111111	0.1111111111111111
261	8	0.07407407407407407	0.07407407407407407
261	9	0.0	0.0
261	10	0.0	0.0
262	1	1.0	3.962962962962963
262	2	0.48148148148148145	0.8888888888888888
262	3	0.3333333333333333	0.4074074074074074
262	4	0.2222222222222222	0.2222222222222222
262	5	0.14814814814814814	0.14814814814814814
262	6	0.07407407407407407	0.07407407407407407
262	7	0.07407407407407407	0.07407407407407407
262	8	0.07407407407407407	0.07407407407407407
262	9	0.037037037037037035	0.037037037037037035
262	10	0.0	0.0
263	1	1.0	4.592592592592593
263	2	0.6296296296296297	1.2962962962962963
263	3	0.37037037037037035	0.6296296296296297
263	4	0.2222222222222222	0.3333333333333333
263	5	0.037037037037037035	0.07407407407407407
263	6	0.037037037037037035	0.07407407407407407
263	7	0.037037037037037035	0.07407407407407407
263	8	0.0	0.0
263	9	0.0	0.0
263	10	0.0	0.0
264	1	1.0	4.2592592592592595
264	2	0.4444444444444444	0.6666666666666666
264	3	0.4074074074074074	0.48148148148148145
264	4	0.25925925925925924	0.2962962962962963
264	5	0.14814814814814814	0.14814814814814814
264	6	0.07407407407407407	0.07407407407407407
264	7	0.037037037037037035	0.037037037037037035
264	8	0.037037037037037035	0.037037037037037035
264	9	0.037037037037037035	0.037037037037037035
264	10	0.037037037037037035	0.037037037037037035
265	1	1.0	4.37037037037037
265	2	0.5185185185185185	0.8888888888888888
265	3	0.4074074074074074	0.5185185185185185
265	4	0.2222222222222222	0.25925925925925924
265	5	0.07407407407407407	0.07407407407407407
265	6	0.07407407407407407	0.07407407407407407
265	7	0.07407407407407407	0.07407407407407407
265	8	0.037037037037037035	0.037037037037037035
265	9	0.037037037037037035	0.037037037037037035
265	10	0.037037037037037035	0.037037037037037035
266	1	1.0	4.814814814814815
266	2	0.4444444444444444	0.8518518518518519
266	3	0.2962962962962963	0.48148148148148145
266	4	0.14814814814814814	0.2962962962962963
266	5	0.1111111111111111	0.25925925925925924
266	6	0.1111111111111111	0.18518518518518517
266	7	0.1111111111111111	0.14814814814814814
266	8	0.1111111111111111	0.1111111111111111
266	9	0.0	0.0
266	10	0.0	0.0
267	1	1.0	4.518518518518518
267	2	0.5185185185185185	0.9629629629629629
267	3	0.2962962962962963	0.4444444444444444
267	4	0.2222222222222222	0.3333333333333333
267	5	0.14814814814814814	0.14814814814814814
267	6	0.07407407407407407	0.07407407407407407
267	7	0.037037037037037035	0.037037037037037035
267	8	0.037037037037037035	0.037037037037037035
267	9	0.037037037037037035	0.037037037037037035
267	10	0.037037037037037035	0.037037037037037035
268	1	1.0	4.444444444444445
268	2	0.6296296296296297	1.1111111111111112
268	3	0.3333333333333333	0.4444444444444444
268	4	0.25925925925925924	0.2962962962962963
268	5	0.18518518518518517	0.2222222222222222
268	6	0.07407407407407407	0.1111111111111111
268	7	0.07407407407407407	0.1111111111111111
268	8	0.07407407407407407	0.1111111111111111
268	9	0.07407407407407407	0.1111111111111111
268	10	0.07407407407407407	0.07407407407407407
269	1	1.0	4.074074074074074
269	2	0.48148148148148145	0.6296296296296297
269	3	0.3333333333333333	0.4444444444444444
269	4	0.2222222222222222	0.3333333333333333
269	5	0.2222222222222222	0.25925925925925924
269	6	0.07407407407407407	0.07407407407407407
269	7	0.037037037037037035	0.037037037037037035
269	8	0.0	0.0
269	9	0.0	0.0
269	10	0.0	0.0
270	1	1.0	4.333333333333333
270	2	0.37037037037037035	0.5555555555555556
270	3	0.14814814814814814	0.2222222222222222
270	4	0.07407407407407407	0.14814814814814814
270	5	0.07407407407407407	0.07407407407407407
270	6	0.037037037037037035	0.037037037037037035
270	7	0.037037037037037035	0.037037037037037035
270	8	0.037037037037037035	0.037037037037037035
270	9	0.037037037037037035	0.037037037037037035
270	10	0.037037037037037035	0.037037037037037035
271	1	1.0	4.2592592592592595
271	2	0.5185185185185185	0.8518518518518519
271	3	0.25925925925925924	0.2962962962962963
271	4	0.18518518518518517	0.2222222222222222
271	5	0.14814814814814814	0.18518518518518517
271	6	0.07407407407407407	0.1111111111111111
271	7	0.07407407407407407	0.07407407407407407
271	8	0.07407407407407407	0.07407407407407407
271	9	0.037037037037037035	0.037037037037037035
271	10	0.037037037037037035	0.037037037037037035
272	1	1.0	4.111111111111111
272	2	0.5555555555555556	1.1111111111111112
272	3	0.4074074074074074	0.5925925925925926
272	4	0.2962962962962963	0.4444444444444444
272	5	0.18518518518518517	0.25925925925925924
272	6	0.14814814814814814	0.2222222222222222
272	7	0.1111111111111111	0.14814814814814814
272	8	0.07407407407407407	0.1111111111111111
272	9	0.07407407407407407	0.1111111111111111
272	10	0.07407407407407407	0.07407407407407407
273	1	1.0	3.888888888888889
273	2	0.37037037037037035	0.8148148148148148
273	3	0.18518518518518517	0.2962962962962963
273	4	0.07407407407407407	0.14814814814814814
273	5	0.07407407407407407	0.1111111111111111
273	6	0.07407407407407407	0.07407407407407407
273	7	0.07407407407407407	0.07407407407407407
273	8	0.07407407407407407	0.07407407407407407
273	9	0.07407407407407407	0.07407407407407407
273	10	0.07407407407407407	0.07407407407407407
274	1	1.0	5.407407407407407
274	2	0.6296296296296297	1.0
274	3	0.2962962962962963	0.3333333333333333
274	4	0.2222222222222222	0.25925925925925924
274	5	0.07407407407407407	0.1111111111111111
274	6	0.037037037037037035	0.037037037037037035
274	7	0.0	0.0
274	8	0.0	0.0
274	9	0.0	0.0
274	10	0.0	0.0
275	1	1.0	4.037037037037037
275	2	0.5555555555555556	0.6666666666666666
275	3	0.14814814814814814	0.18518518518518517
275	4	0.07407407407407407	0.1111111111111111
275	5	0.07407407407407407	0.07407407407407407
275	6	0.037037037037037035	0.037037037037037035
275	7	0.037037037037037035	0.037037037037037035
275	8	0.0	0.0
275	9	0.0	0.0
275	10	0.0	0.0
276	1	1.0	4.074074074074074
276	2	0.5925925925925926	1.037037037037037
276	3	0.4444444444444444	0.5555555555555556
276	4	0.18518518518518517	0.2222222222222222
276	5	0.07407407407407407	0.1111111111111111
276	6	0.07407407407407407	0.07407407407407407
276	7	0.07407407407407407	0.07407407407407407
276	8	0.07407407407407407	0.07407407407407407
276	9	0.037037037037037035	0.037037037037037035
276	10	0.0	0.0
277	1	1.0	4.444444444444445
277	2	0.4074074074074074	0.6296296296296297
277	3	0.2962962962962963	0.37037037037037035
277	4	0.18518518518518517	0.2222222222222222
277	5	0.18518518518518517	0.18518518518518517
277	6	0.07407407407407407	0.07407407407407407
277	7	0.07407407407407407	0.07407407407407407
277	8	0.0	0.0
277	9	0.0	0.0
277	10	0.0	0.0
278	1	1.0	4.518518518518518
278	2	0.5925925925925926	0.9259259259259259
278	3	0.4074074074074074	0.6296296296296297
278	4	0.18518518518518517	0.2222222222222222
278	5	0.07407407407407407	0.1111111111111111
278	6	0.07407407407407407	0.07407407407407407
278	7	0.037037037037037035	0.037037037037037035
278	8	0.0	0.0
278	9	0.0	0.0
278	10	0.0	0.0
279	1	1.0	4.7407407407407405
279	2	0.48148148148148145	0.9259259259259259
279	3	0.25925925925925924	0.3333333333333333
279	4	0.18518518518518517	0.18518518518518517
279	5	0.037037037037037035	0.037037037037037035
279	6	0.0	0.0
279	7	0.0	0.0
279	8	0.0	0.0
279	9	0.0	0.0
279	10	0.0	0.0
280	1	1.0	4.407407407407407
280	2	0.48148148148148145	0.7407407407407407
280	3	0.2222222222222222	0.37037037037037035
280	4	0.1111111111111111	0.18518518518518517
280	5	0.037037037037037035	0.037037037037037035
280	6	0.037037037037037035	0.037037037037037035
280	7	0.037037037037037035	0.037037037037037035
280	8	0.037037037037037035	0.037037037037037035
280	9	0.0	0.0
280	10	0.0	0.0
281	1	1.0	4.666666666666667
281	2	0.5925925925925926	1.1111111111111112
281	3	0.25925925925925924	0.37037037037037035
281	4	0.18518518518518517	0.2222222222222222
281	5	0.1111111111111111	0.14814814814814814
281	6	0.037037037037037035	0.037037037037037035
281	7	0.037037037037037035	0.037037037037037035
281	8	0.037037037037037035	0.037037037037037035
281	9	0.037037037037037035	0.037037037037037035
281	10	0.037037037037037035	0.037037037037037035
282	1	1.0	4.592592592592593
282	2	0.4444444444444444	0.6296296296296297
282	3	0.2222222222222222	0.25925925925925924
282	4	0.1111111111111111	0.1111111111111111
282	5	0.0	0.0
282	6	0.0	0.0
282	7	0.0	0.0
282	8	0.0	0.0
282	9	0.0	0.0
282	10	0.0	0.0
283	1	1.0	4.7407407407407405
283	2	0.48148148148148145	0.7037037037037037
283	3	0.25925925925925924	0.3333333333333333
283	4	0.18518518518518517	0.25925925925925924
283	5	0.1111111111111111	0.1111111111111111
283	6	0.037037037037037035	0.037037037037037035
283	7	0.0	0.0
283	8	0.0	0.0
283	9	0.0	0.0
283	10	0.0	0.0
284	1	1.0	4.222222222222222
284	2	0.4074074074074074	0.7407407407407407
284	3	0.14814814814814814	0.18518518518518517
284	4	0.07407407407407407	0.07407407407407407
284	5	0.037037037037037035	0.037037037037037035
284	6	0.037037037037037035	0.037037037037037035
284	7	0.037037037037037035	0.037037037037037035
284	8	0.0	0.0
284	9	0.0	0.0
284	10	0.0	0.0
285	1	1.0	4.037037037037037
285	2	0.7037037037037037	1.1111111111111112
285	3	0.4074074074074074	0.4074074074074074
285	4	0.18518518518518517	0.18518518518518517
285	5	0.07407407407407407	0.07407407407407407
285	6	0.07407407407407407	0.07407407407407407
285	7	0.037037037037037035	0.037037037037037035
285	8	0.037037037037037035	0.037037037037037035
285	9	0.037037037037037035	0.037037037037037035
285	10	0.0	0.0
286	1	1.0	4.037037037037037
286	2	0.5185185185185185	0.8148148148148148
286	3	0.14814814814814814	0.14814814814814814
286	4	0.07407407407407407	0.07407407407407407
286	5	0.07407407407407407	0.07407407407407407
286	6	0.0	0.0
286	7	0.0	0.0
286	8	0.0	0.0
286	9	0.0	0.0
286	10	0.0	0.0
287	1	1.0	4.407407407407407
287	2	0.4074074074074074	0.5925925925925926
287	3	0.14814814814814814	0.14814814814814814
287	4	0.1111111111111111	0.1111111111111111
287	5	0.07407407407407407	0.07407407407407407
287	6	0.037037037037037035	0.037037037037037035
287	7	0.0	0.0
287	8	0.0	0.0
287	9	0.0	0.0
287	10	0.0	0.0
288	1	1.0	5.037037037037037
288	2	0.7037037037037037	1.0
288	3	0.3333333333333333	0.4444444444444444
288	4	0.2222222222222222	0.2222222222222222
288	5	0.1111111111111111	0.1111111111111111
288	6	0.07407407407407407	0.07407407407407407
288	7	0.07407407407407407	0.07407407407407407
288	8	0.037037037037037035	0.037037037037037035
288	9	0.037037037037037035	0.037037037037037035
288	10	0.037037037037037035	0.037037037037037035
289	1	1.0	4.703703703703703
289	2	0.5925925925925926	0.9259259259259259
289	3	0.18518518518518517	0.2962962962962963
289	4	0.037037037037037035	0.037037037037037035
289	5	0.037037037037037035	0.037037037037037035
289	6	0.0	0.0
289	7	0.0	0.0
289	8	0.0	0.0
289	9	0.0	0.0
289	10	0.0	0.0
290	1	1.0	5.0
290	2	0.6296296296296297	1.037037037037037
290	3	0.3333333333333333	0.5185185185185185
290	4	0.25925925925925924	0.3333333333333333
290	5	0.18518518518518517	0.2222222222222222
290	6	0.07407407407407407	0.1111111111111111
290	7	0.037037037037037035	0.037037037037037035
290	8	0.037037037037037035	0.037037037037037035
290	9	0.037037037037037035	0.037037037037037035
290	10	0.037037037037037035	0.037037037037037035
291	1	1.0	4.222222222222222
291	2	0.5555555555555556	0.8518518518518519
291	3	0.18518518518518517	0.2962962962962963
291	4	0.1111111111111111	0.1111111111111111
291	5	0.037037037037037035	0.037037037037037035
291	6	0.037037037037037035	0.037037037037037035
291	7	0.037037037037037035	0.037037037037037035
291	8	0.037037037037037035	0.037037037037037035
291	9	0.037037037037037035	0.037037037037037035
291	10	0.037037037037037035	0.037037037037037035
292	1	1.0	4.703703703703703
292	2	0.5555555555555556	0.9629629629629629
292	3	0.37037037037037035	0.48148148148148145
292	4	0.18518518518518517	0.2222222222222222
292	5	0.14814814814814814	0.18518518518518517
292	6	0.1111111111111111	0.1111111111111111
292	7	0.0	0.0
292	8	0.0	0.0
292	9	0.0	0.0
292	10	0.0	0.0
293	1	1.0	4.555555555555555
293	2	0.5555555555555556	0.8888888888888888
293	3	0.2962962962962963	0.48148148148148145
293	4	0.2222222222222222	0.2962962962962963
293	5	0.1111111111111111	0.1111111111111111
293	6	0.07407407407407407	0.07407407407407407
293	7	0.07407407407407407	0.07407407407407407
293	8	0.07407407407407407	0.07407407407407407
293	9	0.07407407407407407	0.07407407407407407
293	10	0.07407407407407407	0.07407407407407407
294	1	1.0	4.518518518518518
294	2	0.7037037037037037	1.1111111111111112
294	3	0.2962962962962963	0.4074074074074074
294	4	0.14814814814814814	0.18518518518518517
294	5	0.1111111111111111	0.1111111111111111
294	6	0.1111111111111111	0.1111111111111111
294	7	0.07407407407407407	0.07407407407407407
294	8	0.07407407407407407	0.07407407407407407
294	9	0.07407407407407407	0.07407407407407407
294	10	0.0	0.0
295	1	1.0	4.37037037037037
295	2	0.4074074074074074	0.48148148148148145
295	3	0.07407407407407407	0.07407407407407407
295	4	0.037037037037037035	0.037037037037037035
295	5	0.0	0.0
295	6	0.0	0.0
295	7	0.0	0.0
295	8	0.0	0.0
295	9	0.0	0.0
295	10	0.0	0.0
296	1	1.0	4.555555555555555
296	2	0.4444444444444444	0.6666666666666666
296	3	0.2222222222222222	0.2222222222222222
296	4	0.1111111111111111	0.1111111111111111
296	5	0.07407407407407407	0.07407407407407407
296	6	0.07407407407407407	0.07407407407407407
296	7	0.07407407407407407	0.07407407407407407
296	8	0.07407407407407407	0.07407407407407407
296	9	0.07407407407407407	0.07407407407407407
296	10	0.07407407407407407	0.07407407407407407
297	1	1.0	4.037037037037037
297	2	0.5925925925925926	0.9259259259259259
297	3	0.5185185185185185	0.7407407407407407
297	4	0.25925925925925924	0.3333333333333333
297	5	0.14814814814814814	0.2222222222222222
297	6	0.1111111111111111	0.14814814814814814
297	7	0.07407407407407407	0.1111111111111111
297	8	0.037037037037037035	0.037037037037037035
297	9	0.037037037037037035	0.037037037037037035
297	10	0.037037037037037035	0.037037037037037035
298	1	1.0	4.2592592592592595
298	2	0.5925925925925926	0.8148148148148148
298	3	0.1111111111111111	0.1111111111111111
298	4	0.07407407407407407	0.07407407407407407
298	5	0.0	0.0
298	6	0.0	0.0
298	7	0.0	0.0
298	8	0.0	0.0
298	9	0.0	0.0
298	10	0.0	0.0
299	1	1.0	5.185185185185185
299	2	0.4444444444444444	0.6666666666666666
299	3	0.18518518518518517	0.2222222222222222
299	4	0.18518518518518517	0.18518518518518517
299	5	0.037037037037037035	0.037037037037037035
299	6	0.0	0.0
299	7	0.0	0.0
299	8	0.0	0.0
299	9	0.0	0.0
299	10	0.0	0.0
300	1	1.0	4.2592592592592595
300	2	0.4444444444444444	0.7037037037037037
300	3	0.18518518518518517	0.2962962962962963
300	4	0.037037037037037035	0.037037037037037035
300	5	0.037037037037037035	0.037037037037037035
300	6	0.037037037037037035	0.037037037037037035
300	7	0.0	0.0
300	8	0.0	0.0
300	9	0.0	0.0
300	10	0.0	0.0
301	1	1.0	3.6296296296296298
301	2	0.4074074074074074	0.7037037037037037
301	3	0.2962962962962963	0.37037037037037035
301	4	0.14814814814814814	0.18518518518518517
301	5	0.1111111111111111	0.1111111111111111
301	6	0.037037037037037035	0.037037037037037035
301	7	0.0	0.0
301	8	0.0	0.0
301	9	0.0	0.0
301	10	0.0	0.0
302	1	1.0	4.2592592592592595
302	2	0.5555555555555556	0.7037037037037037
302	3	0.37037037037037035	0.48148148148148145
302	4	0.25925925925925924	0.3333333333333333
302	5	0.18518518518518517	0.25925925925925924
302	6	0.18518518518518517	0.25925925925925924
302	7	0.14814814814814814	0.2222222222222222
302	8	0.14814814814814814	0.18518518518518517
302	9	0.1111111111111111	0.1111111111111111
302	10	0.037037037037037035	0.037037037037037035
303	1	1.0	4.7407407407407405
303	2	0.7037037037037037	1.2222222222222223
303	3	0.3333333333333333	0.5185185185185185
303	4	0.14814814814814814	0.2222222222222222
303	5	0.1111111111111111	0.18518518518518517
303	6	0.037037037037037035	0.037037037037037035
303	7	0.0	0.0
303	8	0.0	0.0
303	9	0.0	0.0
303	10	0.0	0.0
304	1	1.0	3.8518518518518516
304	2	0.4074074074074074	0.6296296296296297
304	3	0.18518518518518517	0.25925925925925924
304	4	0.1111111111111111	0.14814814814814814
304	5	0.07407407407407407	0.1111111111111111
304	6	0.037037037037037035	0.07407407407407407
304	7	0.0	0.0
304	8	0.0	0.0
304	9	0.0	0.0
304	10	0.0	0.0
305	1	1.0	4.111111111111111
305	2	0.4074074074074074	0.7407407407407407
305	3	0.25925925925925924	0.37037037037037035
305	4	0.14814814814814814	0.18518518518518517
305	5	0.14814814814814814	0.18518518518518517
305	6	0.1111111111111111	0.14814814814814814
305	7	0.1111111111111111	0.14814814814814814
305	8	0.07407407407407407	0.1111111111111111
305	9	0.07407407407407407	0.1111111111111111
305	10	0.07407407407407407	0.07407407407407407
306	1	1.0	4.703703703703703
306	2	0.5555555555555556	0.7777777777777778
306	3	0.2962962962962963	0.3333333333333333
306	4	0.07407407407407407	0.07407407407407407
306	5	0.037037037037037035	0.037037037037037035
306	6	0.037037037037037035	0.037037037037037035
306	7	0.037037037037037035	0.037037037037037035
306	8	0.0	0.0
306	9	0.0	0.0
306	10	0.0	0.0
307	1	1.0	5.296296296296297
307	2	0.7407407407407407	1.2962962962962963
307	3	0.4444444444444444	0.6296296296296297
307	4	0.25925925925925924	0.25925925925925924
307	5	0.14814814814814814	0.14814814814814814
307	6	0.1111111111111111	0.1111111111111111
307	7	0.07407407407407407	0.07407407407407407
307	8	0.037037037037037035	0.037037037037037035
307	9	0.0	0.0
307	10	0.0	0.0
308	1	1.0	4.518518518518518
