profile_id	paper_key	target_key	target_label	marker_count	local_comparison_profiles	reported_panel_exclusivity	global_same_label_profiles	global_marker_recovery
profile:f80cbc1d2f6067ff05f2	biorxiv:001efeeb-7491-1014-a82f-ef19de5990ad	regenerative epithelial cell	regenerative epithelial cell	9	0		0	
profile:9ffc923fd5db7351a2ed	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	dendritic cell	dendritic cell	5	5	1.0	11	0.0
profile:e0d49b0bd578680fdb5c	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	keratinocyte	keratinocyte	5	5	1.0	2	0.0
profile:2322c45864cf54d05701	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	langerhans cell	Langerhans cell	3	5	1.0	3	0.0
profile:a814f33d334cd3757590	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	melanocyte	melanocyte	8	5	1.0	9	0.0
profile:4d31c1756b8f2621335b	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	t cell	T-cell	7	5	1.0	36	0.0
profile:4555739d8091054bec09	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	cd4 tissue resident memory t cell	CD4+ tissue resident memory T cell	3	39	1.0	1	0.6666666666666666
profile:c42144834effd7efd442	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	cd8 exhausted t cell	CD8+ exhausted T cell	3	39	0.6666666666666666	0	
profile:47c040c556d80d276df6	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	cd8 proliferating exhausted t cell	CD8+ proliferating exhausted T cell	3	39	0.0	0	
profile:76672a3f37b57a11dd4c	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	germinal center light zone b cell	germinal center light-zone B cell	3	39	1.0	0	
profile:5d2afbc8599d38de354f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	inflammatory cancer associated fibroblast	inflammatory cancer-associated fibroblast	3	39	0.6666666666666666	4	0.25
profile:6539bdb1505a405da912	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	mast cell	mast cell	3	39	1.0	19	0.49122807017543857
profile:96264011b2d575f70c18	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	myofibroblast like cancer associated fibroblast	myofibroblast-like cancer-associated fibroblast	3	39	0.6666666666666666	0	
profile:3dba2e2212b90833cb8f	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	plasma cell	plasma cell	3	39	1.0	22	0.19696969696969693
profile:f4a94ee37586f6a20fc1	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	smooth muscle cell	smooth muscle cell	3	39	1.0	24	0.3333333333333333
profile:ea8fd50e4efd57c641ee	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	stard13 positive macrophage	STARD13-positive macrophage	3	39	1.0	0	
profile:f3be52c30781e621b71e	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	trem2high macrophage	TREM2high macrophage	3	39	0.3333333333333333	0	
profile:988c71bf592be319ea54	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	trem2low macrophage	TREM2low macrophage	3	39	0.3333333333333333	0	
profile:70e158b1f3e271464114	biorxiv:0900c414-6db3-1014-86e7-ea4583587c92	lysozyme positive cancer cell	lysozyme-positive cancer cell	3	1	1.0	0	
profile:fae519a9acf78194cc80	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	cholangiocyte	cholangiocyte	6	8	1.0	3	0.3333333333333333
profile:91251da6e98a98ac114a	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	endothelial epithelial and immune cell	endothelial/epithelial and immune cell	4	8	1.0	0	
profile:65027f73e3d0d8b5ba60	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	hepatocyte	hepatocyte	4	8	0.25	3	0.3333333333333333
profile:161283a5f818b3d36e4e	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	pericentral hepatocyte	pericentral hepatocyte	3	8	0.3333333333333333	1	0.6666666666666666
profile:aa31934cd033aa9e54a1	biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	periportal hepatocyte	periportal hepatocyte	4	8	0.75	1	0.0
profile:cba6e5943e5015227feb	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	epithelial differentiated 4 oral squamous cell carcinoma cell	epithelial differentiated 4 oral squamous cell carcinoma cell	4	11	1.0	0	
profile:b146b2adba44b2b26a66	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	epithelial differentiated oral squamous cell carcinoma cell	epithelial differentiated oral squamous cell carcinoma cell	6	11	0.8333333333333334	0	
profile:07b6c4f83434eabde37b	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	immune regulatory oral squamous cell carcinoma cell	immune-regulatory oral squamous cell carcinoma cell	5	11	1.0	0	
profile:4463e0c18e67b72bdad0	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	metabolic oral squamous cell carcinoma cell	metabolic oral squamous cell carcinoma cell	3	11	1.0	0	
profile:69fff863d64d8fd3d3e1	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	oral squamous cell carcinoma cell	oral squamous cell carcinoma cell	6	11	1.0	0	
profile:394e7aa3351cf92f1695	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	partial epithelial mesenchymal transition 1 oral squamous cell carcinoma cell	partial epithelial-mesenchymal transition 1 oral squamous cell carcinoma cell	3	11	1.0	0	
profile:e77a3e3b0f74ab9c1da4	biorxiv:0c5b4463-70b4-1014-b7ae-f953f2710002	immunosuppressive and angiogenic neutrophil	immunosuppressive and angiogenic neutrophil	7	4	1.0	0	
profile:d4462c9f7223f44c3d4a	biorxiv:0c5b4463-70b4-1014-b7ae-f953f2710002	mature normal density neutrophil	mature normal density neutrophil	7	4	0.7142857142857143	0	
profile:3bfcb9f4b12e228a8eaf	biorxiv:0c5b4463-70b4-1014-b7ae-f953f2710002	vascular immature neutrophil	vascular immature neutrophil	10	4	1.0	0	
profile:3b5f47e803da77e9ac72	biorxiv:0c7fdd53-755f-1014-abd5-c154158d9e44	pluripotent stem cell	pluripotent stem cell	3	1	0.6666666666666666	1	1.0
profile:607ad9284378461fd39e	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	adult intestinal stem cell	adult intestinal stem cell	3	21	0.3333333333333333	0	
profile:e7e77b6ead8276027772	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	enterocyte	enterocyte	3	21	0.0	7	0.3333333333333333
profile:b4d44de857c99ee172de	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	enteroendocrine cell	enteroendocrine cell	4	21	0.0	8	0.34375
profile:d1b6517f04c02ed3a209	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	enteroendocrine l cell	enteroendocrine L-cell	4	21	1.0	0	
profile:8e7e970e5b3828b1959a	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	goblet cell	goblet cell	5	21	0.8	13	0.3384615384615385
profile:a06bc94af155715f03f0	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	intestinal stem cell	intestinal stem cell	4	21	0.5	7	0.6785714285714286
profile:64ea9c0541b75834f9ea	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	mature enterocyte	mature enterocyte	3	21	0.0	0	
profile:d19d5b338713e82fe626	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	paneth cell	Paneth cell	6	21	0.6666666666666666	5	0.3666666666666667
profile:bae5a3617c52f27258f1	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	acinar cell	acinar cell	3	6	1.0	6	0.27777777777777773
profile:c5e2d2759546132315e1	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	alpha cell	alpha cell	9	6	0.8888888888888888	13	0.15384615384615385
profile:c1a0a4d122d80e7354d8	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	beta cell	beta cell	21	6	0.9523809523809523	15	0.09523809523809523
profile:a5065d0c0dc449051db5	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	delta cell	delta cell	5	6	1.0	9	0.2
profile:65e2286c9e409a3131b6	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	gamma cell	gamma cell	4	6	1.0	2	0.125
profile:8c4d7ee32ad59c70eac3	biorxiv:11b72b7e-6c1b-1014-84e4-aaf6df161d14	cd11c cd14 graft versus host disease macrophage	CD11c+CD14+ graft versus host disease macrophage	5	4	0.6	0	
profile:61f7720821ad02cebdf6	biorxiv:11b72b7e-6c1b-1014-84e4-aaf6df161d14	graft versus host disease macrophage	graft versus host disease macrophage	13	4	0.6153846153846154	0	
profile:515033a1b321127dda14	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	mature b cell	mature B cell	3	12	0.0	1	0.3333333333333333
profile:912b33e8ddd3e434e1e6	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	regulatory b cell	regulatory B cell	3	12	0.0	0	
profile:cbcd6d427f9e159934cf	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	t helper 17 cell	T helper 17 cell	4	12	0.0	5	0.1
profile:46e89f5ab98f65ec1aad	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	th1 17 cell	Th1/17 cell	4	12	0.0	0	
profile:d9ae107f2890a7338af0	biorxiv:166eb232-7528-1014-af8e-ff8db1c08d2e	hepatic stellate cell	hepatic stellate cell	3	4	0.3333333333333333	2	0.0
profile:c37e80edda6b44b51821	biorxiv:166eb232-7528-1014-af8e-ff8db1c08d2e	lx 2 hepatic stellate cell	LX-2 hepatic stellate cell	4	4	1.0	0	
profile:b575c8dc17e5e3685c4f	biorxiv:166eb232-7528-1014-af8e-ff8db1c08d2e	mrc2 high hepatic stellate cell	MRC2-high hepatic stellate cell	5	4	0.6	0	
profile:8519d5fcb2fd19b3e4a2	biorxiv:1819420a-7028-1014-9d82-b8532c727b67	dopaminergic neuron	dopaminergic neuron	3	10	1.0	2	0.0
profile:d35fb0a9bcc24eaba492	biorxiv:1819420a-7028-1014-9d82-b8532c727b67	eccentric medium spiny neuron	eccentric medium spiny neuron	3	10	0.3333333333333333	0	
profile:3ba3e9d50d4a0a6f3b4f	biorxiv:1819420a-7028-1014-9d82-b8532c727b67	ob dopa gaba neuron	OB Dopa-GABA neuron	6	10	1.0	0	
profile:8bb3781abbf8022cc014	biorxiv:1819420a-7028-1014-9d82-b8532c727b67	strd d2 striomat hybrid medium spiny neuron	STRd D2 StrioMat Hybrid medium spiny neuron	5	10	1.0	0	
profile:e70ba6d8b8d86e7e529d	biorxiv:1b938bfc-6db4-1014-bcdd-aff1924d9f72	vascular smooth muscle cell	vascular smooth muscle cell	12	0		9	0.12037037037037036
profile:fdc71eba17b6cfb80d55	biorxiv:1d26f338-6e4a-1014-b712-c54808557510	ciliated cell	ciliated cell	3	8	1.0	4	0.0
profile:756a96948f9d26d143c5	biorxiv:1d26f338-6e4a-1014-b712-c54808557510	neural crest cell	neural crest cell	6	8	0.8333333333333334	0	
profile:a008f1f9379b64bde63a	biorxiv:1d26f338-6e4a-1014-b712-c54808557510	neural progenitor cell	neural progenitor cell	4	8	1.0	1	0.0
profile:990088c5db55e3264140	biorxiv:1d26f338-6e4a-1014-b712-c54808557510	neuronal lineage cell	neuronal lineage cell	3	8	1.0	0	
profile:6f365a0b04b11f5a0c66	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	interferon stimulated gene positive ap1 high classical monocyte	interferon-stimulated gene-positive AP1 high classical monocyte	5	7	0.0	0	
profile:c60e49d89fa4e9c37049	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	interferon stimulated gene positive ap1low classical monocyte	interferon-stimulated gene-positive AP1low classical monocyte	5	7	0.0	0	
profile:c6ddbc1e096bd77aa123	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	interferon stimulated gene positive gzmk positive effector memory cd8 positive t cell	interferon-stimulated gene-positive GZMK-positive effector memory CD8-positive T cell	5	7	0.8	0	
profile:9a3378dd5d70a4a7dc6a	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	interferon stimulated gene positive naive cd4 positive t cell	interferon-stimulated gene-positive naive CD4-positive T cell	3	7	0.0	0	
profile:a880f2277026bd392898	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	interferon stimulated gene positive non classical monocyte	interferon-stimulated gene-positive non-classical monocyte	5	7	0.0	0	
profile:2f127a52779316bb2536	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	transitional b cell	transitional B cell	4	7	1.0	0	
profile:f78c443c81e5641896e2	biorxiv:1e0a6787-73c3-1014-991b-bc3d9c192616	type i interferon responsive cell	type I interferon responsive cell	3	7	0.3333333333333333	0	
profile:1e0395da7878ec6eac6e	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	bystander cd8 t cell	bystander CD8+ T cell	3	11	0.0	0	
profile:784249cac8c44c0b32d8	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	cd8 t cell cluster 3	CD8+ T cell cluster 3	3	11	0.0	0	
profile:5eecd9d0114b84c92c75	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	dividing cd8 t cell	dividing CD8+ T cell	4	11	0.0	0	
profile:60382f0cbca6efa1765f	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	terminally differentiated cd8 t cell	terminally-differentiated CD8+ T cell	8	11	0.25	0	
profile:2518a51f0a5c37664ab8	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	terminally differentiated pd 1 cd8 t cell	terminally-differentiated PD-1+ CD8+ T cell	4	11	0.0	0	
profile:876872ca9954552a4695	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb	monocyte	monocyte	4	5	0.0	35	0.0
profile:1241fd7410f4f92d0362	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb	myeloid dendritic cell	myeloid dendritic cell	4	5	0.0	1	0.0
profile:891bf252d4798a04cdbf	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb	plasmacytoid dendritic cell	plasmacytoid dendritic cell	3	5	0.0	14	0.16666666666666666
profile:6b714b7504b0e3820c67	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec	cd14 monocyte	CD14+ monocyte	4	7	1.0	0	
profile:9479759f5626cc6e89e9	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec	natural killer cell	natural killer cell	3	7	1.0	33	0.25252525252525254
profile:ba3a3662390b537fd766	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	cytotoxic t cell	cytotoxic T cell	12	13	0.9166666666666666	5	0.16666666666666666
profile:d7be07280b7200cf6dd2	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	naïve t cell	naïve T cell	4	13	1.0	2	0.5
profile:3c1b5ee22e5c4669d3bc	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	t cell	T cell	3	13	1.0	36	0.40740740740740744
profile:dce4d381f10f0f5a8e76	biorxiv:200cf446-75b0-1014-a31c-a786c6d74a08	brown adipose tissue	brown adipose tissue	5	1	1.0	0	
profile:aae799bfb05bbffa4f7f	biorxiv:219b21d9-7007-1014-9157-ab439216a355	chondromyocyte	chondromyocyte	6	19	0.3333333333333333	0	
profile:6c6d5c8885304aec88c8	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 1	fibroblast 1	3	19	1.0	3	0.0
profile:5481926dc294c3d91c24	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 2	fibroblast 2	3	19	1.0	2	0.0
profile:469e3dc8cd808bfe571a	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 3	fibroblast 3	3	19	1.0	1	0.0
profile:0f07fe98cb994139d386	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 4	fibroblast 4	3	19	1.0	0	
profile:d08c0f13ffa2c3d50572	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 5	fibroblast 5	3	19	1.0	1	0.0
profile:9402c1bfae7827fae027	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 6	fibroblast 6	3	19	1.0	0	
profile:e8686273e416c49503bc	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibroblast 7	fibroblast 7	3	19	1.0	0	
profile:9186f57fb73eb0a747a1	biorxiv:219b21d9-7007-1014-9157-ab439216a355	fibromyocyte	fibromyocyte	6	19	0.3333333333333333	2	0.0
profile:c6a7889f717c8fdf6cfb	biorxiv:219b21d9-7007-1014-9157-ab439216a355	mac4 macrophage	Mac4 macrophage	6	19	1.0	0	
profile:cab0fc6a6e9c076e672d	biorxiv:219b21d9-7007-1014-9157-ab439216a355	pericyte	pericyte	3	19	1.0	29	0.2298850574712644
profile:cda7c222798bc6a22e38	biorxiv:219b21d9-7007-1014-9157-ab439216a355	smooth muscle cell 1	smooth muscle cell 1	5	19	0.8	0	
profile:0af85ff30f0d93d961f3	biorxiv:219b21d9-7007-1014-9157-ab439216a355	smooth muscle cell 2	smooth muscle cell 2	3	19	0.6666666666666666	0	
profile:3992b4fc989dc7171e09	biorxiv:219b21d9-7007-1014-9157-ab439216a355	smooth muscle cell 3	smooth muscle cell 3	3	19	1.0	0	
profile:cdee61ae1dd927d7997e	biorxiv:219b21d9-7007-1014-9157-ab439216a355	smooth muscle cell 4	smooth muscle cell 4	3	19	1.0	0	
profile:84edb3639f3595e85c93	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	aberrant basal like cell	aberrant basal-like cell	9	11	0.6666666666666666	0	
profile:71217a591247806b535d	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	alveolar epithelial cell type 2	alveolar epithelial cell type 2	3	11	1.0	0	
profile:f18b3c9b527a57a81501	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	basal cell	basal cell	5	11	0.4	11	0.41818181818181815
profile:678265428b0b9e8b15ba	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	cytotoxic cd8 positive t cell	cytotoxic CD8-positive T cell	5	3	1.0	0	
profile:26abe492d62c282a765f	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	monocyte macrophage and dendritic cell cluster	monocyte/macrophage and dendritic cell cluster	11	3	1.0	0	
profile:262042ad76ddb6429a59	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	t cell cluster 1	T cell cluster 1	5	3	0.8	0	
profile:719a3c6d0e2a13965df9	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	t cell cluster 8	T cell cluster 8	7	3	0.8571428571428571	0	
profile:3c0de31ed1dbdfba1e33	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	endothelial cell	endothelial cell	3	3	0.0	51	0.3333333333333333
profile:eb29d71cb4223790752b	biorxiv:2746af96-6da7-1014-ab14-859a63e4801c	h1 derived endothelial cell	H1-derived endothelial cell	3	3	0.0	0	
profile:dcbf0274dc33af10220d	biorxiv:278ac735-6c7d-1014-a21b-fd84484249ca	cd8 positive t cell	CD8-positive T cell	3	4	0.0	7	0.0
profile:59448897277ed052e8c7	biorxiv:278ac735-6c7d-1014-a21b-fd84484249ca	natural killer cell	natural killer cell	4	4	0.0	33	0.0
profile:5adb41dc371b71bd62f9	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	fibroblast	fibroblast	3	2	0.6666666666666666	49	0.1564625850340136
profile:1be8b2fc65e4cede36ad	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	plaque cell	plaque cell	8	2	0.875	0	
profile:eb49066baf38b56ef687	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	plaque smooth muscle cell	plaque smooth muscle cell	3	2	1.0	0	
profile:1cecde97b027be4f3c60	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	multinucleated osteoclast	multinucleated osteoclast	4	2	0.25	0	
profile:aef037c5155170faa589	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	osteoclast	osteoclast	10	2	0.7	3	0.1
profile:ce5a638c21b4b8e2213b	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	differentiated spermatogonia	differentiated spermatogonia	3	19	1.0	0	
profile:c9f792ee6db7d0fc1157	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	differentiating spermatogonia	differentiating spermatogonia	4	19	0.75	0	
profile:1c0a20b5bd66c065d939	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell	Sertoli cell	3	19	1.0	1	0.6666666666666666
profile:e4bcd46b4a37ca168443	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 1	Sertoli cell subtype 1	3	19	1.0	0	
profile:9a1ad3844261a03c13e4	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 3	Sertoli cell subtype 3	3	19	1.0	0	
profile:ec29db00082356865e39	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 4	Sertoli cell subtype 4	3	19	0.6666666666666666	0	
profile:1a7071774bc0ca83f19d	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 5	Sertoli cell subtype 5	3	19	1.0	0	
profile:040dbd87b2c5e762206b	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 6	Sertoli cell subtype 6	3	19	1.0	0	
profile:170726d8682874a18b77	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 7	Sertoli cell subtype 7	3	19	0.6666666666666666	0	
profile:0c9023e01cd56b1543c6	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	sertoli cell subtype 8	Sertoli cell subtype 8	3	19	0.6666666666666666	0	
profile:c1a724ae101b196c87f9	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	spermatogonial stem cell 0	spermatogonial stem cell 0	8	19	0.0	0	
profile:6b764a1b51584a67f034	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	spermatogonial stem cell 1	spermatogonial stem cell 1	9	19	0.1111111111111111	0	
profile:4c98388680f286e69897	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	spermatogonial stem cell 2	spermatogonial stem cell 2	5	19	0.4	0	
profile:41a451fc22971d4ac020	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	g2 m phase neural stem cell	G2/M phase neural stem cell	5	9	0.4	0	
profile:3874c0ea812a502ddde7	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	late g1 neural stem cell	Late G1 neural stem cell	4	9	0.75	0	
profile:296386e8c0533859d6c2	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	neural g0 glioma cell	Neural G0 glioma cell	9	9	0.6666666666666666	0	
profile:a30d0d8a547dac1ac4e7	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	neural g0 neural stem cell	Neural G0 neural stem cell	7	9	0.42857142857142855	0	
profile:947ed7a087c04a1e2bd0	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	oligodendrocyte progenitor cell	oligodendrocyte progenitor cell	10	9	0.0	2	0.05
profile:e44b8c98ad8ae3ef32e7	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	quiescent neural stem cell	quiescent neural stem cell	10	9	0.0	0	
profile:6a84e8e4c587972983b1	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	s phase neural stem cell	S phase neural stem cell	3	9	0.3333333333333333	0	
profile:0e57aaf2b94a920cf684	biorxiv:30133163-6da7-1014-b9ea-c64da98c767d	intestinal epithelial cell	intestinal epithelial cell	7	6	0.2857142857142857	0	
profile:8c408d77704ecbd460b2	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	b cell	B cell	4	12	1.0	30	0.4583333333333333
profile:6d546f54a942ad759c7c	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	monocyte	monocyte	5	12	0.8	35	0.22285714285714286
profile:c31e33d3481aa8eed238	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	natural killer cell	natural killer cell	5	12	0.6	33	0.12727272727272726
profile:234075370cb2ed99d60c	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	natural killer t cell	natural killer T cell	4	12	0.5	5	0.15
profile:d7ac3296569c7a2d8c04	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	plasmacytoid dendritic cell	plasmacytoid dendritic cell	4	12	1.0	14	0.23214285714285715
profile:97cf818914d5e836fe63	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	t cell	T cell	5	12	1.0	36	0.2611111111111111
profile:a1954e7577abf7d75014	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	cthrc1 fibroblast population	CTHRC1+ fibroblast population	6	8	0.16666666666666666	0	
profile:44312098b000888f5e53	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	high collagen expressing fibroblast population	high collagen expressing fibroblast population	3	8	0.0	0	
profile:793b7e382d0c482e803d	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	pathologic cthrc1 fibroblast population	pathologic CTHRC1+ fibroblast population	4	8	0.0	0	
profile:3c9028d8984963341781	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	cd4 cytotoxic t lymphocyte	CD4 cytotoxic T lymphocyte	4	13	0.0	1	0.0
profile:082804d571ccfdb3e968	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	cd4 t cell	CD4 T cell	4	13	0.0	9	0.0
profile:325ef43001ec1df26d7a	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	cd56brightcd16 negative natural killer cell	CD56BrightCD16-negative natural killer cell	6	13	0.0	0	
profile:5e40698f89c60475ce2d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	cd56dimcd16 positive natural killer cell	CD56DimCD16-positive natural killer cell	8	13	0.0	0	
profile:d7386b7f51a403953700	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	cd8 positive t cell	CD8-positive T cell	5	13	0.0	7	0.02857142857142857
profile:8e5d4baf08bef3c57efa	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	double negative t cell	double-negative T cell	3	13	0.0	0	
profile:4ed1057740964e2a7e60	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	natural killer cell	natural killer cell	4	13	0.0	33	0.17424242424242425
profile:ae594edadb922349d0a0	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	platelet	platelet	4	13	0.0	0	
profile:e683c0c5c436f0d46a6b	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	acinar cell	acinar cell	12	6	1.0	6	0.18055555555555555
profile:930d8f5b2fa70c039542	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	alpha cell	alpha cell	5	6	1.0	13	0.16923076923076924
profile:c01ccd56e374ea1c180b	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	beta cell	beta cell	11	6	1.0	15	0.1878787878787879
profile:f6652ea06e7ee6413fa2	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	basophil progenitor	basophil progenitor	4	15	0.5	0	
profile:421981039e926a552e0d	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	basophilic erythroblast	basophilic erythroblast	3	15	0.3333333333333333	0	
profile:b6a4be28323ad6eab64f	biorxiv:35208be1-70ce-1014-9f75-f7d24dac9096	erythroid progenitor colony forming unit erythroid	erythroid progenitor (colony-forming unit-erythroid)	4	15	0.0	0	
