comparison	pairs	any_shared_marker_fraction	mean_marker_jaccard	median_marker_jaccard	mean_shared_markers	mean_directional_recovery
same_label	10437	0.5140366005557152	0.12067738782550813	0.058823529411764705	0.8123981987161062	0.19524592768491666
matched_different_label	10437	0.01833477052792948	0.0026630732816401393	0.0	0.02198716106160774	0.004867682213809749
