pair_id	target_key	target_label	target_label_a	target_label_b	profile_a	profile_b	paper_a	paper_b	collection_pair	markers_a	markers_b	shared_markers	union_markers	any_shared_marker	marker_jaccard	recovery_a_from_b	recovery_b_from_a	mean_directional_recovery	context_a	context_b	context_jaccard	normalized_label_a	normalized_label_b
pair:d73fa744cdaaf1710b6f	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:cebc7da7e54e53208f9f	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	hca-hca	9	3	2	10	1	0.2	0.2222222222222222	0.6666666666666666	0.4444444444444444	5	17	0.047619047619047616	b lymphocyte	b cell
pair:7f4f7bf58dfc982bce25	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:d2a86f680f385d750026	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0293_10.1172_jci.insight.150861_5764a5bfad	hca-hca	9	3	2	10	1	0.2	0.2222222222222222	0.6666666666666666	0.4444444444444444	5	5	0.25	b lymphocyte	b cell
pair:7d2b33b5fddbec4fbdfa	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:df8fe37d6f96003383b5	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0309_10.1101_721258_f9cb0ad906	hca-hca	9	4	1	12	1	0.08333333333333333	0.1111111111111111	0.25	0.18055555555555555	5	5	0.1111111111111111	b lymphocyte	b cell
pair:b0166cdf63420e3cf070	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:8dde2d9bac6d029828c7	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0331_10.3389_fdmed.2021.806294_aea78ef1b6	hca-hca	9	4	1	12	1	0.08333333333333333	0.1111111111111111	0.25	0.18055555555555555	5	9	0.4	b lymphocyte	b cell
pair:8bc36831f0af1adb2584	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:46c8b0ca8d7d33cc909a	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0342_10.18632_aging.203124_280d72e18e	hca-hca	9	3	2	10	1	0.2	0.2222222222222222	0.6666666666666666	0.4444444444444444	5	7	0.2	b lymphocyte	b cell
pair:2a5b334635a4183b9cfb	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:725366d4c444c742e1e1	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	hca-hca	9	3	1	11	1	0.09090909090909091	0.1111111111111111	0.3333333333333333	0.2222222222222222	5	1	0.0	b lymphocyte	b cell
pair:71e296884bd4e5be2a04	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:07aeabbcb1021df90e4a	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca-hca	9	5	2	12	1	0.16666666666666666	0.2222222222222222	0.4	0.3111111111111111	5	7	0.2	b lymphocyte	b cell
pair:1b84d707ba28eb10b8c3	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:dc7feaaf74eec97ad9ce	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0355_10.3389_fgene.2021.745483_5f4326fce7	hca-hca	9	10	2	17	1	0.11764705882352941	0.2222222222222222	0.2	0.2111111111111111	5	4	0.125	b lymphocyte	b cell
pair:bffa9d439a0cd94f5616	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:0e0d4a5f3648eefad284	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0365_10.3389_fendo.2022.874915_81de77d539	hca-hca	9	3	0	12	0	0.0	0.0	0.0	0.0	5	9	0.4	b lymphocyte	b cell
pair:92385d9bc9d2310c220c	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:69d00100652ffd969c84	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	hca-hca	9	3	0	12	0	0.0	0.0	0.0	0.0	5	6	0.1	b lymphocyte	b cell
pair:b7bc3aa154293e0ca917	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:e71c5378e055d941c551	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0410_10.3389_fcell.2021.820274_b0973e038f	hca-hca	9	3	1	11	1	0.09090909090909091	0.1111111111111111	0.3333333333333333	0.2222222222222222	5	12	0.3076923076923077	b lymphocyte	b cell
pair:22fe0fc503a5f6f73a3a	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:6b95a24178ecb8993596	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	hca-hca	9	3	1	11	1	0.09090909090909091	0.1111111111111111	0.3333333333333333	0.2222222222222222	5	11	0.14285714285714285	b lymphocyte	b cell
pair:9fe67aba7ec3e970109f	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:9f86cf2a6c588659c0d9	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca-hca	9	6	2	13	1	0.15384615384615385	0.2222222222222222	0.3333333333333333	0.2777777777777778	5	22	0.125	b lymphocyte	b cell
pair:68c079d2b6e5b307b257	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:2ffdf539451141d407f7	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	hca-hca	9	6	4	11	1	0.36363636363636365	0.4444444444444444	0.6666666666666666	0.5555555555555556	5	8	0.08333333333333333	b lymphocyte	b cell
pair:eb74ab040c7a21a4fa77	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:8d15807a0416a3f7482e	profile:342f44a787f92546067c	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	13	13	0.3684210526315789	plasma cell	plasma b cell
pair:82a2cf65b9ba28b5dc60	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:8d15807a0416a3f7482e	profile:708deb1e346f4da2428a	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	3	3	2	4	1	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	13	9	0.4666666666666667	plasma cell	plasma b cell
pair:3656f941a7d137ae14e6	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:8d15807a0416a3f7482e	profile:a6027db8ffd465fbbb7a	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	3	11	1	13	1	0.07692307692307693	0.3333333333333333	0.09090909090909091	0.2121212121212121	13	10	0.09523809523809523	plasma cell	plasma b cell
pair:df5e3510869a12b84a9b	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:0eb93b6f3f10376dcc49	profile:342f44a787f92546067c	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv-biorxiv	4	3	0	7	0	0.0	0.0	0.0	0.0	16	13	0.20833333333333334	plasma cell	plasma b cell
pair:f4f0048a68a111c64ced	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:0eb93b6f3f10376dcc49	profile:708deb1e346f4da2428a	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	4	3	0	7	0	0.0	0.0	0.0	0.0	16	9	0.19047619047619047	plasma cell	plasma b cell
pair:292b44d6c76fc7495107	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:0eb93b6f3f10376dcc49	profile:a6027db8ffd465fbbb7a	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	4	11	1	14	1	0.07142857142857142	0.25	0.09090909090909091	0.17045454545454547	16	10	0.0	plasma cell	plasma b cell
pair:2db805389d1652abc1a1	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:6886c4956173b6c10daf	profile:342f44a787f92546067c	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv-biorxiv	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	13	0.0	plasma cell	plasma b cell
pair:a3370cdbabcf342a6c33	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:6886c4956173b6c10daf	profile:708deb1e346f4da2428a	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	0	9	0.0	plasma cell	plasma b cell
pair:9593ac58e8c23af9b453	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:6886c4956173b6c10daf	profile:a6027db8ffd465fbbb7a	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	3	11	1	13	1	0.07692307692307693	0.3333333333333333	0.09090909090909091	0.2121212121212121	0	10	0.0	plasma cell	plasma b cell
pair:9a7b078a8789c95216b1	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:04d0a596e4fe2c82988f	profile:342f44a787f92546067c	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv-biorxiv	8	3	2	9	1	0.2222222222222222	0.25	0.6666666666666666	0.4583333333333333	1	13	0.0	plasma cell	plasma b cell
pair:e0f09339ffbeea1f0135	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:04d0a596e4fe2c82988f	profile:708deb1e346f4da2428a	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	8	3	1	10	1	0.1	0.125	0.3333333333333333	0.22916666666666666	1	9	0.0	plasma cell	plasma b cell
pair:fd461b0bf6efcc618215	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:04d0a596e4fe2c82988f	profile:a6027db8ffd465fbbb7a	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	8	11	1	18	1	0.05555555555555555	0.125	0.09090909090909091	0.10795454545454546	1	10	0.0	plasma cell	plasma b cell
pair:01acf482945c0bc55f1a	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:2b67441414fc9e87302a	profile:342f44a787f92546067c	biorxiv:7325dd4b-6f8e-1014-8543-942cb0c9e964	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv-biorxiv	4	3	1	6	1	0.16666666666666666	0.25	0.3333333333333333	0.29166666666666663	0	13	0.0	plasma cell	plasma b cell
pair:ea97804ad2fcfa29fce7	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:2b67441414fc9e87302a	profile:708deb1e346f4da2428a	biorxiv:7325dd4b-6f8e-1014-8543-942cb0c9e964	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	4	3	0	7	0	0.0	0.0	0.0	0.0	0	9	0.0	plasma cell	plasma b cell
pair:3194023715d63a4eda51	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:2b67441414fc9e87302a	profile:a6027db8ffd465fbbb7a	biorxiv:7325dd4b-6f8e-1014-8543-942cb0c9e964	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	4	11	1	14	1	0.07142857142857142	0.25	0.09090909090909091	0.17045454545454547	0	10	0.0	plasma cell	plasma b cell
pair:21573560a3e3d61f5c11	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:7425380ef2ed73c9436a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	13	13	0.3684210526315789	plasma b cell	plasma cell
pair:6cf9386c1c218373f36d	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:c9f439bcb0f46a17db34	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:eda68d46-7b76-1014-b9f8-bf62f9afae8d	biorxiv-biorxiv	3	4	0	7	0	0.0	0.0	0.0	0.0	13	3	0.14285714285714285	plasma b cell	plasma cell
pair:693f84e533a23229c8dc	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:a2213e3d5a997dd624cc	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	biorxiv-hca	3	5	1	7	1	0.14285714285714285	0.3333333333333333	0.2	0.26666666666666666	13	5	0.058823529411764705	plasma b cell	plasma cell
pair:5b096b08086464c17da0	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:598fc3e3739199fc5e42	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0068_10.1093_ibd_izac201_351dddd961	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	13	11	0.09090909090909091	plasma b cell	plasma cell
pair:e39ca4de3cfb744cb19f	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:f0434505f3d6fdac6a88	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	biorxiv-hca	3	4	1	6	1	0.16666666666666666	0.3333333333333333	0.25	0.29166666666666663	13	7	0.25	plasma b cell	plasma cell
pair:a1cccba18b80c87f244e	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:3b5d4643e75d876c8777	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	biorxiv-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	13	3	0.06666666666666667	plasma b cell	plasma cell
pair:75b95b6f36f6fc43460a	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:b96412491fdbbdf78a0c	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	biorxiv-hca	3	6	1	8	1	0.125	0.3333333333333333	0.16666666666666666	0.25	13	7	0.17647058823529413	plasma b cell	plasma cell
pair:43f4fc456a7523ef48b4	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:1dda0718b9592c0cd175	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0130_10.1038_s41422-020-00455-9_6ab85d317a	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	13	2	0.15384615384615385	plasma b cell	plasma cell
pair:df816194d34642f6df8f	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:1ede0f3b056be2ec27dc	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa	biorxiv-hca	3	3	2	4	1	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	13	1	0.07692307692307693	plasma b cell	plasma cell
pair:eb5d1d7a0544bcdd35c2	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:9dcdc0e896a9fc39f683	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0228_10.1128_mbio.02583-20_5085db2792	biorxiv-hca	3	4	1	6	1	0.16666666666666666	0.3333333333333333	0.25	0.29166666666666663	13	8	0.23529411764705882	plasma b cell	plasma cell
pair:2f785301451a598db4d6	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:916234b5506e373c3959	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	biorxiv-hca	3	6	1	8	1	0.125	0.3333333333333333	0.16666666666666666	0.25	13	10	0.09523809523809523	plasma b cell	plasma cell
pair:4b50cae0a813f2aa6a18	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:ea0310e2ab8d339cb610	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0309_10.1101_721258_f9cb0ad906	biorxiv-hca	3	5	1	7	1	0.14285714285714285	0.3333333333333333	0.2	0.26666666666666666	13	5	0.2857142857142857	plasma b cell	plasma cell
pair:ae6570ec292810d064ec	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:1760e27f419c66f29b5d	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0331_10.3389_fdmed.2021.806294_aea78ef1b6	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	13	9	0.375	plasma b cell	plasma cell
pair:be0e197a88d0a1c106be	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:db67f6761473c9389f33	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0355_10.3389_fgene.2021.745483_5f4326fce7	biorxiv-hca	3	10	1	12	1	0.08333333333333333	0.3333333333333333	0.1	0.21666666666666667	13	4	0.13333333333333333	plasma b cell	plasma cell
pair:7b10cc58272eae8dd7f8	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:ecc0dd59325ba3a17667	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0368_10.1016_j.cell.2019.08.008_98c14c4ebe	biorxiv-hca	3	12	1	14	1	0.07142857142857142	0.3333333333333333	0.08333333333333333	0.20833333333333331	13	11	0.09090909090909091	plasma b cell	plasma cell
pair:638118992805bd9ff996	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:e6b3cf3916232e801a76	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	biorxiv-hca	3	4	1	6	1	0.16666666666666666	0.3333333333333333	0.25	0.29166666666666663	13	22	0.20689655172413793	plasma b cell	plasma cell
pair:69c96299ee62739a843f	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:5e2bcf99b3b52ec0687d	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	biorxiv-hca	3	6	2	7	1	0.2857142857142857	0.6666666666666666	0.3333333333333333	0.5	13	8	0.23529411764705882	plasma b cell	plasma cell
pair:1c91fc6fe6f9d3e56103	CL:0000786	plasma B cell	plasma B cell	plasma cell	profile:342f44a787f92546067c	profile:68dd9ae207021b118447	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0513_10.1186_s13059-019-1906-x_0a4cb34cd5	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	13	4	0.0	plasma b cell	plasma cell
pair:efb1d739308e6e16ac23	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:7425380ef2ed73c9436a	profile:708deb1e346f4da2428a	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	3	3	2	4	1	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	13	9	0.5714285714285714	plasma cell	plasma b cell
pair:eec47943124a71c9c3c3	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:7425380ef2ed73c9436a	profile:a6027db8ffd465fbbb7a	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	3	11	2	12	1	0.16666666666666666	0.6666666666666666	0.18181818181818182	0.4242424242424242	13	10	0.15	plasma cell	plasma b cell
pair:3df1375fb136204ded34	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:c9f439bcb0f46a17db34	profile:708deb1e346f4da2428a	biorxiv:eda68d46-7b76-1014-b9f8-bf62f9afae8d	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	biorxiv-hca	4	3	1	6	1	0.16666666666666666	0.25	0.3333333333333333	0.29166666666666663	3	9	0.09090909090909091	plasma cell	plasma b cell
pair:054bae8abf766876ecce	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:c9f439bcb0f46a17db34	profile:a6027db8ffd465fbbb7a	biorxiv:eda68d46-7b76-1014-b9f8-bf62f9afae8d	hca:0420_10.1111_cas.15979_052ebae233	biorxiv-hca	4	11	3	12	1	0.25	0.75	0.2727272727272727	0.5113636363636364	3	10	0.0	plasma cell	plasma b cell
pair:36c503183227d2852aa4	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:a2213e3d5a997dd624cc	profile:708deb1e346f4da2428a	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	5	3	1	7	1	0.14285714285714285	0.2	0.3333333333333333	0.26666666666666666	5	9	0.07692307692307693	plasma cell	plasma b cell
pair:a6ee02be6905b8a8358f	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:a2213e3d5a997dd624cc	profile:a6027db8ffd465fbbb7a	hca:0058_10.1016_j.immuni.2024.01.006_4c90d18ac6	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	5	11	0	16	0	0.0	0.0	0.0	0.0	5	10	0.0	plasma cell	plasma b cell
pair:a127cd0fc6fe29de7ee9	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:598fc3e3739199fc5e42	profile:708deb1e346f4da2428a	hca:0068_10.1093_ibd_izac201_351dddd961	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	4	3	2	5	1	0.4	0.5	0.6666666666666666	0.5833333333333333	11	9	0.17647058823529413	plasma cell	plasma b cell
pair:f8371a6600383f56e8d8	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:598fc3e3739199fc5e42	profile:a6027db8ffd465fbbb7a	hca:0068_10.1093_ibd_izac201_351dddd961	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	4	11	1	14	1	0.07142857142857142	0.25	0.09090909090909091	0.17045454545454547	11	10	0.05	plasma cell	plasma b cell
pair:69726172173e87b6d498	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:f0434505f3d6fdac6a88	profile:708deb1e346f4da2428a	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	4	3	0	7	0	0.0	0.0	0.0	0.0	7	9	0.23076923076923078	plasma cell	plasma b cell
pair:07997877bdeb15eb8008	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:f0434505f3d6fdac6a88	profile:a6027db8ffd465fbbb7a	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	4	11	0	15	0	0.0	0.0	0.0	0.0	7	10	0.0625	plasma cell	plasma b cell
pair:d64b82df468b84e70a39	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:3b5d4643e75d876c8777	profile:708deb1e346f4da2428a	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	3	9	0.09090909090909091	plasma cell	plasma b cell
pair:3e1d25a72b81e2760e01	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:3b5d4643e75d876c8777	profile:a6027db8ffd465fbbb7a	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	3	11	1	13	1	0.07692307692307693	0.3333333333333333	0.09090909090909091	0.2121212121212121	3	10	0.0	plasma cell	plasma b cell
pair:cd83a042786cfba0200f	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:b96412491fdbbdf78a0c	profile:708deb1e346f4da2428a	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	6	3	2	7	1	0.2857142857142857	0.3333333333333333	0.6666666666666666	0.5	7	9	0.45454545454545453	plasma cell	plasma b cell
pair:e682107244d051a4d3d0	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:b96412491fdbbdf78a0c	profile:a6027db8ffd465fbbb7a	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	6	11	0	17	0	0.0	0.0	0.0	0.0	7	10	0.0625	plasma cell	plasma b cell
pair:6be384db83701fdf452d	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:1dda0718b9592c0cd175	profile:708deb1e346f4da2428a	hca:0130_10.1038_s41422-020-00455-9_6ab85d317a	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	2	9	0.1	plasma cell	plasma b cell
pair:270320f278a03498f2e3	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:1dda0718b9592c0cd175	profile:a6027db8ffd465fbbb7a	hca:0130_10.1038_s41422-020-00455-9_6ab85d317a	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	3	11	1	13	1	0.07692307692307693	0.3333333333333333	0.09090909090909091	0.2121212121212121	2	10	0.09090909090909091	plasma cell	plasma b cell
pair:cc3f535223cc2ed8d1f3	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:1ede0f3b056be2ec27dc	profile:708deb1e346f4da2428a	hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	1	9	0.0	plasma cell	plasma b cell
pair:a9ff52498f52a78e0448	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:1ede0f3b056be2ec27dc	profile:a6027db8ffd465fbbb7a	hca:0135_10.1016_j.cell.2022.06.007_78f5f057fa	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	3	11	1	13	1	0.07692307692307693	0.3333333333333333	0.09090909090909091	0.2121212121212121	1	10	0.1	plasma cell	plasma b cell
pair:27a22f876d9ea443c8e8	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:9dcdc0e896a9fc39f683	profile:708deb1e346f4da2428a	hca:0228_10.1128_mbio.02583-20_5085db2792	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	hca-hca	4	3	0	7	0	0.0	0.0	0.0	0.0	8	9	0.4166666666666667	plasma cell	plasma b cell
pair:05175b2bb1273d4ed68e	CL:0000786	plasma cell	plasma cell	plasma B cell	profile:9dcdc0e896a9fc39f683	profile:a6027db8ffd465fbbb7a	hca:0228_10.1128_mbio.02583-20_5085db2792	hca:0420_10.1111_cas.15979_052ebae233	hca-hca	4	11	2	13	1	0.15384615384615385	0.5	0.18181818181818182	0.34090909090909094	8	10	0.125	plasma cell	plasma b cell
