pair_id	target_key	target_label	target_label_a	target_label_b	profile_a	profile_b	paper_a	paper_b	collection_pair	markers_a	markers_b	shared_markers	union_markers	any_shared_marker	marker_jaccard	recovery_a_from_b	recovery_b_from_a	mean_directional_recovery	context_a	context_b	context_jaccard	normalized_label_a	normalized_label_b
pair:a18e157bf1f2742c774a	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:b9b67845cf8550aab92c	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca-hca	3	8	0	11	0	0.0	0.0	0.0	0.0	5	13	0.058823529411764705	t lymphocyte	t cell
pair:5b3bc2454171420f34d6	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:861df81afcf5cf77cdc5	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	hca-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	5	4	0.125	t lymphocyte	t cell
pair:b401247faa1879fe33c6	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:535867c472b921ca7988	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0229_10.15252_msb.20178041_0277072a61	hca-hca	3	4	2	5	1	0.4	0.6666666666666666	0.5	0.5833333333333333	5	3	0.14285714285714285	t lymphocyte	t cell
pair:b2e56a010370402157eb	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:dea78dacea6043997fc2	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	hca-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	5	17	0.047619047619047616	t lymphocyte	t cell
pair:bb06e19e6df437965d89	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:a6bc2463dcaa5734ed56	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	hca-hca	3	4	1	6	1	0.16666666666666666	0.3333333333333333	0.25	0.29166666666666663	5	2	0.0	t lymphocyte	t cell
pair:54a1e5ff8cf619d105f4	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:1a3812d8db839a5b0e3f	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0293_10.1172_jci.insight.150861_5764a5bfad	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	5	0.25	t lymphocyte	t cell
pair:7042c077cdee4e24038a	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:221a877cd255f479703e	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0309_10.1101_721258_f9cb0ad906	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	5	0.1111111111111111	t lymphocyte	t cell
pair:c7bdd5ac86fa6ad0f3d1	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:3bfc038499e5445d3a37	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	1	0.0	t lymphocyte	t cell
pair:3d3d952aadf2e8fc8f8d	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:76625832a7fdaf9bf6e7	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0398_10.3389_fimmu.2022.1034159_e51dfc8bb5	hca-hca	3	7	0	10	0	0.0	0.0	0.0	0.0	5	4	0.125	t lymphocyte	t cell
pair:8ce1b8c5a10f4d047644	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:b574b6fa4b41476cce26	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0410_10.3389_fcell.2021.820274_b0973e038f	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	12	0.3076923076923077	t lymphocyte	t cell
pair:6f87f7aca036f3711893	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:383ba2c5b4c38bfb278b	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0418_10.1038_s42003-020-0922-4_8904851286	hca-hca	3	4	1	6	1	0.16666666666666666	0.3333333333333333	0.25	0.29166666666666663	5	5	0.1111111111111111	t lymphocyte	t cell
pair:f509229601121e6c86d4	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:8969b9b3870e054d1f8e	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0442_10.1038_s41591-024-03011-9_e42f5ec07c	hca-hca	3	5	0	8	0	0.0	0.0	0.0	0.0	5	4	0.2857142857142857	t lymphocyte	t cell
pair:1066ec9c2c03e691e501	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:2901af37a085f90d8769	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	hca-hca	3	7	0	10	0	0.0	0.0	0.0	0.0	5	2	0.16666666666666666	t lymphocyte	t cell
pair:fee5e409c5e74634d76f	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:df1bda99478353d111b6	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0475_10.1101_2021.07.19.452956_e30bf05aad	hca-hca	3	9	0	12	0	0.0	0.0	0.0	0.0	5	2	0.16666666666666666	t lymphocyte	t cell
pair:796f45fa55380a37d1ed	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:97014a08084495f2996d	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0476_10.1126_science.abl4896_6d8fed9731	hca-hca	3	9	0	12	0	0.0	0.0	0.0	0.0	5	3	0.14285714285714285	t lymphocyte	t cell
pair:42e8a1b1e145ec90c0df	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:36d386572555ca9a23bd	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	22	0.125	t lymphocyte	t cell
pair:56b1d531c497d88b95b1	CL:0000084	T-lymphocyte	T-lymphocyte	T cell	profile:70ad0ddd15d9a6d6942e	profile:1484ade40d6b5c959528	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	hca-hca	3	3	1	5	1	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	5	8	0.08333333333333333	t lymphocyte	t cell
pair:f08135ee70ec94803fdc	CL:0000121	Purkinje cell	Purkinje cell	Purkinje neuron	profile:e527f9616b9284872dcf	profile:63b509d5eb77b340c9eb	hca:0093_10.1101_2021.12.20.473443_1d1224d1ea	hca:0195_10.1038_nbt.4038_23df984b1c	hca-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	8	1	0.0	purkinje cell	purkinje neuron
pair:0c52b911f359ebd4eb86	CL:0000121	Purkinje neuron	Purkinje neuron	Purkinje cell	profile:63b509d5eb77b340c9eb	profile:1894f0b7e077db88e23a	hca:0195_10.1038_nbt.4038_23df984b1c	hca:0450_10.1101_2020.06.30.174391_27363b5885	hca-hca	3	23	0	26	0	0.0	0.0	0.0	0.0	1	0	0.0	purkinje neuron	purkinje cell
pair:14e798bf51e2b9ad001f	CL:0000121	Purkinje neuron	Purkinje neuron	Purkinje cell	profile:63b509d5eb77b340c9eb	profile:27f8860ffcc89af37bf1	hca:0195_10.1038_nbt.4038_23df984b1c	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca-hca	3	6	0	9	0	0.0	0.0	0.0	0.0	1	2	0.0	purkinje neuron	purkinje cell
pair:d00171d5dc8db5b8c616	CL:0000232	red blood cell	red blood cell	erythrocyte	profile:7275bae99c7212d030f1	profile:7f7e0c8bd38e8c855654	biorxiv:83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	biorxiv-hca	4	3	3	4	1	0.75	0.75	1.0	0.875	0	4	0.0	red blood cell	erythrocyte
pair:118c6f1e6587688ae938	CL:0000232	red blood cell	red blood cell	erythrocyte	profile:7275bae99c7212d030f1	profile:3b1ebea1a96934c15c16	biorxiv:83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	hca:0418_10.1038_s42003-020-0922-4_8904851286	biorxiv-hca	4	3	3	4	1	0.75	0.75	1.0	0.875	0	5	0.0	red blood cell	erythrocyte
pair:2982fbecf542c1bb90fd	CL:0000236	B cell	B cell	B lymphocyte	profile:0bb208f206cce8c4b194	profile:0148080b683c5459abd3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	4	3	0	7	0	0.0	0.0	0.0	0.0	7	7	0.4	b cell	b lymphocyte
pair:d18441531f9b6d663798	CL:0000236	B cell	B cell	B-lymphocyte	profile:0bb208f206cce8c4b194	profile:d06b51a9656481ea386e	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	4	9	2	11	1	0.18181818181818182	0.5	0.2222222222222222	0.3611111111111111	7	5	0.2	b cell	b lymphocyte
pair:0e39f9ce566d8c2db848	CL:0000236	B cell	B cell	B lymphocyte	profile:2661388f1f9271401566	profile:0148080b683c5459abd3	biorxiv:51fac41a-6c0a-1014-9c40-ecb16ebed7ec	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	4	3	0	7	0	0.0	0.0	0.0	0.0	2	7	0.2857142857142857	b cell	b lymphocyte
pair:c5dc19ffd627819cb69a	CL:0000236	B cell	B cell	B-lymphocyte	profile:2661388f1f9271401566	profile:d06b51a9656481ea386e	biorxiv:51fac41a-6c0a-1014-9c40-ecb16ebed7ec	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	4	9	0	13	0	0.0	0.0	0.0	0.0	2	5	0.0	b cell	b lymphocyte
pair:7984742a89b10012e6a1	CL:0000236	B cell	B cell	B lymphocyte	profile:2ca44ad4a0076b00dcd1	profile:0148080b683c5459abd3	biorxiv:57ac822b-6c7d-1014-a047-d6c2f45edeb7	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	2	7	0.2857142857142857	b cell	b lymphocyte
pair:ca512c7274cb85b8b4ab	CL:0000236	B cell	B cell	B-lymphocyte	profile:2ca44ad4a0076b00dcd1	profile:d06b51a9656481ea386e	biorxiv:57ac822b-6c7d-1014-a047-d6c2f45edeb7	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	3	9	2	10	1	0.2	0.6666666666666666	0.2222222222222222	0.4444444444444444	2	5	0.16666666666666666	b cell	b lymphocyte
pair:349cfa6aebff921a8f60	CL:0000236	B cell	B cell	B lymphocyte	profile:72eaf159412dc70819aa	profile:0148080b683c5459abd3	biorxiv:8f45ef4c-6d70-1014-815c-a556cc0c38ce	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	0	7	0.0	b cell	b lymphocyte
pair:9bdb4a875a746bf16d37	CL:0000236	B cell	B cell	B-lymphocyte	profile:72eaf159412dc70819aa	profile:d06b51a9656481ea386e	biorxiv:8f45ef4c-6d70-1014-815c-a556cc0c38ce	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	3	9	2	10	1	0.2	0.6666666666666666	0.2222222222222222	0.4444444444444444	0	5	0.0	b cell	b lymphocyte
pair:b2c0c03ea53e2d5d9712	CL:0000236	B cell	B cell	B lymphocyte	profile:ebef9507d311dc226815	profile:0148080b683c5459abd3	biorxiv:9c7f8281-6c21-1014-a6df-b6c543b29cb8	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	1	7	0.0	b cell	b lymphocyte
pair:f35b7634f01fd8d7a58f	CL:0000236	B cell	B cell	B-lymphocyte	profile:ebef9507d311dc226815	profile:d06b51a9656481ea386e	biorxiv:9c7f8281-6c21-1014-a6df-b6c543b29cb8	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	3	9	0	12	0	0.0	0.0	0.0	0.0	1	5	0.0	b cell	b lymphocyte
pair:beec6558250c6918a1ac	CL:0000236	B cell	B cell	B lymphocyte	profile:997f9c7158c4acbd1197	profile:0148080b683c5459abd3	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	6	3	0	9	0	0.0	0.0	0.0	0.0	13	7	0.17647058823529413	b cell	b lymphocyte
pair:edd6dddd5f404b35621a	CL:0000236	B cell	B cell	B-lymphocyte	profile:997f9c7158c4acbd1197	profile:d06b51a9656481ea386e	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	6	9	2	13	1	0.15384615384615385	0.3333333333333333	0.2222222222222222	0.2777777777777778	13	5	0.2857142857142857	b cell	b lymphocyte
pair:8715ac651f9e01197713	CL:0000236	B cell	B cell	B lymphocyte	profile:fed8054493f834af2a58	profile:0148080b683c5459abd3	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	13	7	0.05263157894736842	b cell	b lymphocyte
pair:97638486c5e14caf9a66	CL:0000236	B cell	B cell	B-lymphocyte	profile:fed8054493f834af2a58	profile:d06b51a9656481ea386e	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	3	9	1	11	1	0.09090909090909091	0.3333333333333333	0.1111111111111111	0.2222222222222222	13	5	0.2	b cell	b lymphocyte
pair:a4e77e9098f4d980fae3	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:fe624e9f1e2ccd13a061	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	biorxiv-biorxiv	3	3	0	6	0	0.0	0.0	0.0	0.0	7	7	0.4	b lymphocyte	b cell
pair:a9b0bf80c1945f9a8773	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:6580d6ad090174cd6fe1	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	7	0.07692307692307693	b lymphocyte	b cell
pair:4d8a6af52425973eb93b	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:981e2e3406f3d0fbeb41	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	10	0.21428571428571427	b lymphocyte	b cell
pair:63390ce915a7d9ad65ba	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:f5ad82964ec35d6fa9e7	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	7	0.2727272727272727	b lymphocyte	b cell
pair:0831d7d486cf6eff1053	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:c82b578205f9e23ad3b4	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0117_10.1038_s41586-019-1652-y_d63955188b	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	6	0.3	b lymphocyte	b cell
pair:fbc1e79108f6e08bf426	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:c0a0f52162c744d6a1b0	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0148_10.1113_jp287812_fd3137bc12	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	13	0.25	b lymphocyte	b cell
pair:8669c9d8ac6d6acbc138	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:974f4f610f455bde7ef8	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0164_10.1177_00220345221147908_13bf485ac8	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	6	0.18181818181818182	b lymphocyte	b cell
pair:aa34dfcc5987c92a5efd	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:a10722d10541362ad6fe	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	13	0.17647058823529413	b lymphocyte	b cell
pair:9a99c7ccdabaa4212f34	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:ffd7880a23c15b140a74	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0229_10.15252_msb.20178041_0277072a61	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	3	0.1111111111111111	b lymphocyte	b cell
pair:82f4462bacb63d33b18d	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:cebc7da7e54e53208f9f	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	17	0.14285714285714285	b lymphocyte	b cell
pair:f9c6632877a66fe7d57b	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:d2a86f680f385d750026	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0293_10.1172_jci.insight.150861_5764a5bfad	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	5	0.2	b lymphocyte	b cell
pair:d998c6efc021020feb02	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:df8fe37d6f96003383b5	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0309_10.1101_721258_f9cb0ad906	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	5	0.3333333333333333	b lymphocyte	b cell
pair:72b297580345a00f1b31	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:8dde2d9bac6d029828c7	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0331_10.3389_fdmed.2021.806294_aea78ef1b6	biorxiv-hca	3	4	0	7	0	0.0	0.0	0.0	0.0	7	9	0.23076923076923078	b lymphocyte	b cell
pair:c6c89b314880651472d9	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:46c8b0ca8d7d33cc909a	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0342_10.18632_aging.203124_280d72e18e	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	7	0.16666666666666666	b lymphocyte	b cell
pair:db68cfe161286c02b810	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:725366d4c444c742e1e1	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	1	0.14285714285714285	b lymphocyte	b cell
pair:3e8e1986a9f913299125	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:07aeabbcb1021df90e4a	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	biorxiv-hca	3	5	0	8	0	0.0	0.0	0.0	0.0	7	7	0.2727272727272727	b lymphocyte	b cell
pair:79e8374146cfc603ad7d	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:dc7feaaf74eec97ad9ce	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0355_10.3389_fgene.2021.745483_5f4326fce7	biorxiv-hca	3	10	0	13	0	0.0	0.0	0.0	0.0	7	4	0.1	b lymphocyte	b cell
pair:fd9a083727c27b40d21b	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:0e0d4a5f3648eefad284	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0365_10.3389_fendo.2022.874915_81de77d539	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	9	0.3333333333333333	b lymphocyte	b cell
pair:4044c1d6f39a1d194d8c	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:69d00100652ffd969c84	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	6	0.18181818181818182	b lymphocyte	b cell
pair:4ee760c0b5c8ebd0371c	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:e71c5378e055d941c551	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0410_10.3389_fcell.2021.820274_b0973e038f	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	12	0.1875	b lymphocyte	b cell
pair:ac9891c60f005374ea47	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:6b95a24178ecb8993596	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	biorxiv-hca	3	3	0	6	0	0.0	0.0	0.0	0.0	7	11	0.2	b lymphocyte	b cell
pair:338b094c268a994c5aed	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:9f86cf2a6c588659c0d9	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	biorxiv-hca	3	6	0	9	0	0.0	0.0	0.0	0.0	7	22	0.11538461538461539	b lymphocyte	b cell
pair:650eada799a1ed82b492	CL:0000236	B lymphocyte	B lymphocyte	B cell	profile:0148080b683c5459abd3	profile:2ffdf539451141d407f7	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	biorxiv-hca	3	6	0	9	0	0.0	0.0	0.0	0.0	7	8	0.15384615384615385	b lymphocyte	b cell
pair:03b871e6328041fe5987	CL:0000236	B cell	B cell	B-lymphocyte	profile:fe624e9f1e2ccd13a061	profile:d06b51a9656481ea386e	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	biorxiv-hca	3	9	1	11	1	0.09090909090909091	0.3333333333333333	0.1111111111111111	0.2222222222222222	7	5	0.2	b cell	b lymphocyte
pair:265d3bf679a3a7a18a07	CL:0000236	B cell	B cell	B-lymphocyte	profile:6580d6ad090174cd6fe1	profile:d06b51a9656481ea386e	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca-hca	3	9	1	11	1	0.09090909090909091	0.3333333333333333	0.1111111111111111	0.2222222222222222	7	5	0.0	b cell	b lymphocyte
pair:af05bdc8795ce887a5ce	CL:0000236	B cell	B cell	B-lymphocyte	profile:981e2e3406f3d0fbeb41	profile:d06b51a9656481ea386e	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca-hca	4	9	1	12	1	0.08333333333333333	0.25	0.1111111111111111	0.18055555555555555	10	5	0.07142857142857142	b cell	b lymphocyte
pair:f0270536f103d1207cc7	CL:0000236	B cell	B cell	B-lymphocyte	profile:f5ad82964ec35d6fa9e7	profile:d06b51a9656481ea386e	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca-hca	4	9	2	11	1	0.18181818181818182	0.5	0.2222222222222222	0.3611111111111111	7	5	0.09090909090909091	b cell	b lymphocyte
pair:2ec631e41bf799f39178	CL:0000236	B cell	B cell	B-lymphocyte	profile:c82b578205f9e23ad3b4	profile:d06b51a9656481ea386e	hca:0117_10.1038_s41586-019-1652-y_d63955188b	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca-hca	3	9	0	12	0	0.0	0.0	0.0	0.0	6	5	0.1	b cell	b lymphocyte
pair:1dd076ef3d4e0a1d775a	CL:0000236	B cell	B cell	B-lymphocyte	profile:c0a0f52162c744d6a1b0	profile:d06b51a9656481ea386e	hca:0148_10.1113_jp287812_fd3137bc12	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca-hca	3	9	1	11	1	0.09090909090909091	0.3333333333333333	0.1111111111111111	0.2222222222222222	13	5	0.125	b cell	b lymphocyte
pair:8cedb880e4ef2a26709c	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:974f4f610f455bde7ef8	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0164_10.1177_00220345221147908_13bf485ac8	hca-hca	9	4	1	12	1	0.08333333333333333	0.1111111111111111	0.25	0.18055555555555555	5	6	0.2222222222222222	b lymphocyte	b cell
pair:de50981b3f5f869485ab	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:a10722d10541362ad6fe	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	hca-hca	9	3	1	11	1	0.09090909090909091	0.1111111111111111	0.3333333333333333	0.2222222222222222	5	13	0.058823529411764705	b lymphocyte	b cell
pair:9da42ff3409c47913d02	CL:0000236	B-lymphocyte	B-lymphocyte	B cell	profile:d06b51a9656481ea386e	profile:ffd7880a23c15b140a74	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0229_10.15252_msb.20178041_0277072a61	hca-hca	9	4	3	10	1	0.3	0.3333333333333333	0.75	0.5416666666666666	5	3	0.14285714285714285	b lymphocyte	b cell
