comparison	pairs	any_shared_marker_fraction	mean_marker_jaccard	median_marker_jaccard	mean_shared_markers	mean_directional_recovery	minimum_markers	profiles	recurring_targets
same_label	62443	0.33720352961901257	0.11707956421264488	0.0	0.4115112983040533	0.18950808061124993	1	7802	639
same_label	10437	0.5140366005557152	0.12067738782550813	0.058823529411764705	0.8123981987161062	0.19524592768491666	3	3454	312
same_label	1445	0.6103806228373703	0.106797088217049	0.07142857142857142	1.2463667820069204	0.17918106459034214	5	1337	124
same_label	56	0.9642857142857143	0.15451014909473787	0.1297335203366059	3.4107142857142856	0.2552237048849402	10	239	17
