context_jaccard	fitted_marker_jaccard	label_cluster_bootstrap_95_lower	label_cluster_bootstrap_95_upper	bootstrap_draws
0.5483405483405484	0.279919840528411	0.22414760556728128	0.3574838393800717	1000
0.5555555555555556	0.28224177940356165	0.22578802171851728	0.36069564010278204	1000
0.5627705627705628	0.28456371827871235	0.22737375639615434	0.36390744082549237	1000
0.56998556998557	0.286885657153863	0.22896716158083624	0.36711924154820263	1000
0.5772005772005772	0.28920759602901364	0.2305605667655181	0.3703310422709129	1000
0.5844155844155844	0.2915295349041643	0.23215397195019996	0.37354284299362317	1000
0.5916305916305916	0.2938514737793149	0.23374737713488186	0.37675464371633344	1000
0.5988455988455988	0.29617341265446556	0.23534078231956373	0.37996644443904376	1000
0.6060606060606061	0.2984953515296162	0.23693418750424564	0.3831782451617541	1000
0.6132756132756133	0.3008172904047669	0.23857208989673664	0.38646880110278786	1000
0.6204906204906205	0.30313922927991754	0.24025679451582543	0.38989586557145794	1000
0.6277056277056277	0.3054611681550682	0.24194149913491422	0.393322930040128	1000
0.6349206349206349	0.3077831070302188	0.24362620375400298	0.3967499945087981	1000
0.6421356421356421	0.31010504590536947	0.24526256361585191	0.40017705897746836	1000
0.6493506493506493	0.3124269847805201	0.24658706307916106	0.40360412344613844	1000
0.6565656565656566	0.31474892365567075	0.24806831212858801	0.4070311879148085	1000
0.6637806637806638	0.31707086253082145	0.24965248128363451	0.4104582523834787	1000
0.670995670995671	0.3193928014059721	0.25123665043868104	0.4138853168521488	1000
0.6782106782106783	0.32171474028112274	0.25282081959372754	0.4173123813208189	1000
0.6854256854256854	0.3240366791562734	0.25440498874877404	0.420739445789489	1000
0.6926406926406926	0.326358618031424	0.25598915790382054	0.4241665102581591	1000
0.6998556998556998	0.32868055690657466	0.2575768913064444	0.4275935747268293	1000
0.7070707070707071	0.3310024957817253	0.2589085189330166	0.4310206391954994	1000
0.7142857142857143	0.333324434656876	0.2601171585910416	0.43444770366416946	1000
