paper_key	paper_id	collection	organism	source_sha256	manuscript	title	title_key	article_key
biorxiv:001efeeb-7491-1014-a82f-ef19de5990ad	001efeeb-7491-1014-a82f-ef19de5990ad	biorxiv	homo_sapiens	sha256:ca85eb1b5002d3d2cae46033f9274566f85fae1bcfbac0441c24719aed583fa1	data/biorxiv/meca/001efeeb-7491-1014-a82f-ef19de5990ad/manuscript.md	Integrative Multi-Omic Profiling of the Human Phosphatome Identifies DUSP15 as a Tumour-Selective Regulator of Immune-Metabolic Reprogramming in Chromophobe Renal Cell Carcinoma	integrative multi omic profiling of the human phosphatome identifies dusp15 as a tumour selective regulator of immune metabolic reprogramming in chromophobe renal cell carcinoma	title:integrative multi omic profiling of the human phosphatome identifies dusp15 as a tumour selective regulator of immune metabolic reprogramming in chromophobe renal cell carcinoma
biorxiv:00f35402-6c29-1014-b443-c03ca585b6ab	00f35402-6c29-1014-b443-c03ca585b6ab	biorxiv	homo_sapiens	sha256:5cf5ea1f6a98e01f893ba6041f376f06732efeff44292d3f22ed19132f7ca148	data/biorxiv/meca/00f35402-6c29-1014-b443-c03ca585b6ab/manuscript.md	Label-free imaging flow cytometry: analysis and sorting of enzymatically dissociated tissues	label free imaging flow cytometry analysis and sorting of enzymatically dissociated tissues	title:label free imaging flow cytometry analysis and sorting of enzymatically dissociated tissues
biorxiv:0136dd0f-6c39-1014-a9ca-cd3ee66443fe	0136dd0f-6c39-1014-a9ca-cd3ee66443fe	biorxiv	homo_sapiens	sha256:d8f059cd91280459c6af3f1f9b6f4d59846dfc0816192078dc1c0a31a0e381c4	data/biorxiv/meca/0136dd0f-6c39-1014-a9ca-cd3ee66443fe/manuscript.md	CRISPR/Cas-9 mediated knock-in by homology dependent repair in the West Nile Virus vector Culex quinquefasciatus Say	crispr cas 9 mediated knock in by homology dependent repair in the west nile virus vector culex quinquefasciatus say	title:crispr cas 9 mediated knock in by homology dependent repair in the west nile virus vector culex quinquefasciatus say
biorxiv:013a7c23-7117-1014-9b42-823175dea768	013a7c23-7117-1014-9b42-823175dea768	biorxiv	homo_sapiens	sha256:76e8c66372aad5c632c041de5863a0e822dd61c52e839188af57cd8d751e25a4	data/biorxiv/meca/013a7c23-7117-1014-9b42-823175dea768/manuscript.md	A genome-wide, machine learning-guided exploration of the cis-regulatory code involved in neuronal differentiation	a genome wide machine learning guided exploration of the cis regulatory code involved in neuronal differentiation	title:a genome wide machine learning guided exploration of the cis regulatory code involved in neuronal differentiation
biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	01e5e65d-751c-1014-a8e3-b5f1d7a951ab	biorxiv	homo_sapiens	sha256:c398b63e7c4066e21d94b56bb8d34edf5e25d38a1278363a860b9842261b3540	data/biorxiv/meca/01e5e65d-751c-1014-a8e3-b5f1d7a951ab/manuscript.md	singIST: an integrative method for comparative single-cell transcriptomics between disease models and humans	singist an integrative method for comparative single cell transcriptomics between disease models and humans	title:singist an integrative method for comparative single cell transcriptomics between disease models and humans
biorxiv:02107348-6c12-1014-a284-d4a1f7037327	02107348-6c12-1014-a284-d4a1f7037327	biorxiv	homo_sapiens	sha256:f7182bb3359a70884f490eeae30b0a66b5c7bfbd308afa162064c5f988100569	data/biorxiv/meca/02107348-6c12-1014-a284-d4a1f7037327/manuscript.md	Single-cell DNA and RNA sequencing reveals the dynamics of intra-tumor heterogeneity in a colorectal cancer model	single cell dna and rna sequencing reveals the dynamics of intra tumor heterogeneity in a colorectal cancer model	title:single cell dna and rna sequencing reveals the dynamics of intra tumor heterogeneity in a colorectal cancer model
biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	03092aac-75a4-1014-b9cc-d44d468fbd97	biorxiv	homo_sapiens	sha256:b5e2c3bf2ee54fece3e810b00c20b43fa168866b6d713f8200a75cbff06ed3e6	data/biorxiv/meca/03092aac-75a4-1014-b9cc-d44d468fbd97/manuscript.md	Deciphering Tumor Microenvironment Dynamics in Tumorigenesis and Lymph Node Metastasis of Esophageal Squamous Cell Carcinoma using Single-cell RNA Sequencing	deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing	title:deciphering tumor microenvironment dynamics in tumorigenesis and lymph node metastasis of esophageal squamous cell carcinoma using single cell rna sequencing
biorxiv:03a1691c-70ce-1014-bf1a-b6bd63c41968	03a1691c-70ce-1014-bf1a-b6bd63c41968	biorxiv	homo_sapiens	sha256:39defc9ef679ba0f7f5d9c1c256721aabf4e7d1858ceed2d88962df7f8a234e3	data/biorxiv/meca/03a1691c-70ce-1014-bf1a-b6bd63c41968/manuscript.md	A single-cell immune atlas of primary and secondary lymphoid organs in pigs	a single cell immune atlas of primary and secondary lymphoid organs in pigs	title:a single cell immune atlas of primary and secondary lymphoid organs in pigs
biorxiv:03bcb34d-755c-1014-ade5-9b7bdb3d9312	03bcb34d-755c-1014-ade5-9b7bdb3d9312	biorxiv	homo_sapiens	sha256:8dadab1bd121142d632341cfed9befa5dd6265b4a3967284740eeeb8ed9bb15b	data/biorxiv/meca/03bcb34d-755c-1014-ade5-9b7bdb3d9312/manuscript.md	Optical tissue clearing and 3D imaging of intact primate testicular tissue: a novel technology development	optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development	title:optical tissue clearing and 3d imaging of intact primate testicular tissue a novel technology development
biorxiv:0517eca3-71a7-1014-8287-ebb9aa6433a6	0517eca3-71a7-1014-8287-ebb9aa6433a6	biorxiv	homo_sapiens	sha256:04c17c88895f25504776a0ec88fc4548a07afd8580b9fc84b61a43b35438cb1c	data/biorxiv/meca/0517eca3-71a7-1014-8287-ebb9aa6433a6/manuscript.md	Network Analysis and Transcriptome Profiling Identify Autophagic and Mitochondrial Dysfunctions in SARS-CoV-2 Infection	network analysis and transcriptome profiling identify autophagic and mitochondrial dysfunctions in sars cov 2 infection	title:network analysis and transcriptome profiling identify autophagic and mitochondrial dysfunctions in sars cov 2 infection
biorxiv:06056998-6fcf-1014-a978-d2cf5726c0ad	06056998-6fcf-1014-a978-d2cf5726c0ad	biorxiv	homo_sapiens	sha256:f07f31c43a64c84d3ccfdeda71dba8ba06c1b591c2313004715cc4405dd814e5	data/biorxiv/meca/06056998-6fcf-1014-a978-d2cf5726c0ad/manuscript.md	Molecular Mechanisms of Chinese Medicine in Regulating Colorectal Cancer Immune Microenvironment: Insights from Single-Cell Transcriptomics and Network Pharmacology	molecular mechanisms of chinese medicine in regulating colorectal cancer immune microenvironment insights from single cell transcriptomics and network pharmacology	title:molecular mechanisms of chinese medicine in regulating colorectal cancer immune microenvironment insights from single cell transcriptomics and network pharmacology
biorxiv:066e7933-6c23-1014-9764-c2e8306362fb	066e7933-6c23-1014-9764-c2e8306362fb	biorxiv	homo_sapiens	sha256:2812661f93f5984cb88a2e03a64df97603aaf1705fc981eacd5b68bfb5de7792	data/biorxiv/meca/066e7933-6c23-1014-9764-c2e8306362fb/manuscript.md	Evaluating Cell Identity from Transcription Profiles	evaluating cell identity from transcription profiles	title:evaluating cell identity from transcription profiles
biorxiv:0900c414-6db3-1014-86e7-ea4583587c92	0900c414-6db3-1014-86e7-ea4583587c92	biorxiv	homo_sapiens	sha256:01b61a0d65ef32b4be7b0ae7ed306a2eea484a0d54faf4688065614b6b8c8f9d	data/biorxiv/meca/0900c414-6db3-1014-86e7-ea4583587c92/manuscript.md	Metastasis of colon cancer requires Dickkopf-2 to generate cancer cells with Paneth cell properties	metastasis of colon cancer requires dickkopf 2 to generate cancer cells with paneth cell properties	title:metastasis of colon cancer requires dickkopf 2 to generate cancer cells with paneth cell properties
biorxiv:09d40fbc-6c3d-1014-b39f-eee50a07ad3b	09d40fbc-6c3d-1014-b39f-eee50a07ad3b	biorxiv	homo_sapiens	sha256:8312a9079c5b1bdfe2dff63960937bbcf3be55063800d480ec1cb86c8afd9ec4	data/biorxiv/meca/09d40fbc-6c3d-1014-b39f-eee50a07ad3b/manuscript.md	Integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid-derived hepatocytes from primary human hepatocytes	integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes	title:integrative omics analysis reveals gene regulatory mechanisms distinguishing organoid derived hepatocytes from primary human hepatocytes
biorxiv:0a537c3c-6dba-1014-a3da-a09fc644eb0b	0a537c3c-6dba-1014-a3da-a09fc644eb0b	biorxiv	homo_sapiens	sha256:87202b2a22853d39d78b46cbe838b4c4b9b7069d2e05e133fa0bbb9ee83ad01a	data/biorxiv/meca/0a537c3c-6dba-1014-a3da-a09fc644eb0b/manuscript.md	Time-resolved immune dynamics in rheumatoid arthritis under methotrexate therapy	time resolved immune dynamics in rheumatoid arthritis under methotrexate therapy	title:time resolved immune dynamics in rheumatoid arthritis under methotrexate therapy
biorxiv:0a6d6372-6dad-1014-aa2c-84eb1d405c37	0a6d6372-6dad-1014-aa2c-84eb1d405c37	biorxiv	homo_sapiens	sha256:1defbd8d1e80d58a1cb44194d037b1ba930e8a507f26ed8b96e6bb74edbb7bf3	data/biorxiv/meca/0a6d6372-6dad-1014-aa2c-84eb1d405c37/manuscript.md	Uncovering strain- and age-dependent differences in innate immune response to SARS-CoV-2 infection in nasal epithelia using 10X single-cell sequencing	uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing	title:uncovering strain and age dependent differences in innate immune response to sars cov 2 infection in nasal epithelia using 10x single cell sequencing
biorxiv:0b080d95-70b5-1014-9f85-f75794076023	0b080d95-70b5-1014-9f85-f75794076023	biorxiv	homo_sapiens	sha256:77316cb2cc34469ea5bbb1dc6046962826ce00dee1a475671181dfab906c9147	data/biorxiv/meca/0b080d95-70b5-1014-9f85-f75794076023/manuscript.md	Identification of critical cell-types using genetic modules: A case study of neurodevelopmental disorders	identification of critical cell types using genetic modules a case study of neurodevelopmental disorders	title:identification of critical cell types using genetic modules a case study of neurodevelopmental disorders
biorxiv:0b572d92-6c10-1014-9fee-b7ba4db4740b	0b572d92-6c10-1014-9fee-b7ba4db4740b	biorxiv	homo_sapiens	sha256:ca7fdbfe84e10545fa0ddc2a99ea7f03adba50547de39d3e4a60192980bb2301	data/biorxiv/meca/0b572d92-6c10-1014-9fee-b7ba4db4740b/manuscript.md	On the prediction of protein abundance from RNA	on the prediction of protein abundance from rna	title:on the prediction of protein abundance from rna
biorxiv:0bcdadb5-70f3-1014-974d-abbf00aa9865	0bcdadb5-70f3-1014-974d-abbf00aa9865	biorxiv	homo_sapiens	sha256:69896f1cfdf2f5a76b261599b76792eccd2e700ffedd64a3c6fee95ce62e0784	data/biorxiv/meca/0bcdadb5-70f3-1014-974d-abbf00aa9865/manuscript.md	Mouse-Geneformer: A Deep Learning Model for Mouse Single-Cell Transcriptome and Its Cross-Species Utility	mouse geneformer a deep learning model for mouse single cell transcriptome and its cross species utility	title:mouse geneformer a deep learning model for mouse single cell transcriptome and its cross species utility
biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	0bd28b37-6e2e-1014-871e-a496f0a6bacd	biorxiv	homo_sapiens	sha256:e79e1319dc1898b1403a15f0525be2009c367f852c8ede079b72ba0dc9e3be51	data/biorxiv/meca/0bd28b37-6e2e-1014-871e-a496f0a6bacd/manuscript.md	Mesenchymal-epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by ZEB1 expression	mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression	title:mesenchymal epithelial transition in lymph node metastases of oral squamous cell carcinoma is accompanied by zeb1 expression
biorxiv:0c36d8d8-6cad-1014-ad28-fa021d92b954	0c36d8d8-6cad-1014-ad28-fa021d92b954	biorxiv	homo_sapiens	sha256:1991c25b9de307cfb5a04d83c6bc3db5c167cf6783167ef8e2f97f6e1f7ca86c	data/biorxiv/meca/0c36d8d8-6cad-1014-ad28-fa021d92b954/manuscript.md	Transcriptomic Hallmarks of Mortality Reveal Universal and Specific Mechanisms of Aging, Chronic Disease, and Rejuvenation	transcriptomic hallmarks of mortality reveal universal and specific mechanisms of aging chronic disease and rejuvenation	title:transcriptomic hallmarks of mortality reveal universal and specific mechanisms of aging chronic disease and rejuvenation
biorxiv:0c424138-6e62-1014-af20-f8123674b4d1	0c424138-6e62-1014-af20-f8123674b4d1	biorxiv	homo_sapiens	sha256:2a036630a3f53fde8bd498002afa0d9f8923d053fd53926f8a2b8055851cf7c4	data/biorxiv/meca/0c424138-6e62-1014-af20-f8123674b4d1/manuscript.md	A dataset of differentiable biologically-derived single neuron models	a dataset of differentiable biologically derived single neuron models	title:a dataset of differentiable biologically derived single neuron models
biorxiv:0c5b4463-70b4-1014-b7ae-f953f2710002	0c5b4463-70b4-1014-b7ae-f953f2710002	biorxiv	homo_sapiens	sha256:adee0a844ea7d1ba5abf9f98f4d035ea89236eb9ca977a162eeac0e9f4423b85	data/biorxiv/meca/0c5b4463-70b4-1014-b7ae-f953f2710002/manuscript.md	Single cell proteomic analysis defines discrete neutrophil functional states in human glioblastoma	single cell proteomic analysis defines discrete neutrophil functional states in human glioblastoma	title:single cell proteomic analysis defines discrete neutrophil functional states in human glioblastoma
biorxiv:0c7fdd53-755f-1014-abd5-c154158d9e44	0c7fdd53-755f-1014-abd5-c154158d9e44	biorxiv	homo_sapiens	sha256:4bb9b5ee71d9fa3e4641e56bc56fb5dfbb1c43db5d821b09c055d788c9b2c0f9	data/biorxiv/meca/0c7fdd53-755f-1014-abd5-c154158d9e44/manuscript.md	Engineering fluorescent reporters in human pluripotent cells and strategies for live imaging human neurogenesis	engineering fluorescent reporters in human pluripotent cells and strategies for live imaging human neurogenesis	title:engineering fluorescent reporters in human pluripotent cells and strategies for live imaging human neurogenesis
biorxiv:0d005ebb-6c05-1014-a888-cf4cdb861f63	0d005ebb-6c05-1014-a888-cf4cdb861f63	biorxiv	homo_sapiens	sha256:f6d5accd9fa8eb6adbd1c63f2a0b0f76f61c940c19b5dcdcc850762d1382f2f6	data/biorxiv/meca/0d005ebb-6c05-1014-a888-cf4cdb861f63/manuscript.md	In situ single-cell analysis of canonical breast cancer biomarkers: phenotypic heterogeneity and implications on response to HER2 targeting agents	in situ single cell analysis of canonical breast cancer biomarkers phenotypic heterogeneity and implications on response to her2 targeting agents	title:in situ single cell analysis of canonical breast cancer biomarkers phenotypic heterogeneity and implications on response to her2 targeting agents
biorxiv:0d0fe934-6c52-1014-9f5d-fbe8eb84282e	0d0fe934-6c52-1014-9f5d-fbe8eb84282e	biorxiv	homo_sapiens	sha256:33b9a8f80d4b341870f8ee6162c4b095cfc87c0110a63ec2151d9a0c42fff46e	data/biorxiv/meca/0d0fe934-6c52-1014-9f5d-fbe8eb84282e/manuscript.md	Publication, Funding, and Experimental Data in Support of Human Reference Atlas Construction and Usage	publication funding and experimental data in support of human reference atlas construction and usage	title:publication funding and experimental data in support of human reference atlas construction and usage
biorxiv:0e0023bc-6fb8-1014-8fdc-a5e7354ecc53	0e0023bc-6fb8-1014-8fdc-a5e7354ecc53	biorxiv	homo_sapiens	sha256:8f4497afefa7cb2931f6b3607c5315030aa5ca13af519b131769d8445cfb4325	data/biorxiv/meca/0e0023bc-6fb8-1014-8fdc-a5e7354ecc53/manuscript.md	Stratified Test Accurately Identifies Differentially Expressed Genes Under Batch Effects in Single-Cell Data	stratified test accurately identifies differentially expressed genes under batch effects in single cell data	title:stratified test accurately identifies differentially expressed genes under batch effects in single cell data
biorxiv:0e1885b4-6c0f-1014-862f-a7f02207dcc6	0e1885b4-6c0f-1014-862f-a7f02207dcc6	biorxiv	homo_sapiens	sha256:990abb8d8d233ad12ebf9bd375e785f61e2673354e9b699eaf20e87c60b270d6	data/biorxiv/meca/0e1885b4-6c0f-1014-862f-a7f02207dcc6/manuscript.md	A convex optimization approach for identification of human tissue-specific interactomes	a convex optimization approach for identification of human tissue specific interactomes	title:a convex optimization approach for identification of human tissue specific interactomes
biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	biorxiv	homo_sapiens	sha256:881e672541e5b8da5d9a952390f1cebdc9e93f62e50d73799e9de4143e0532d9	data/biorxiv/meca/0e94bf21-6c7c-1014-b6a7-bcc9b09c8181/manuscript.md	Detailed Survey of an in-vitro Intestinal Epithelium Model by Single-Cell Transcriptomics	detailed survey of an in vitro intestinal epithelium model by single cell transcriptomics	title:detailed survey of an in vitro intestinal epithelium model by single cell transcriptomics
biorxiv:0ea346cb-7048-1014-a5d3-d23c8828e500	0ea346cb-7048-1014-a5d3-d23c8828e500	biorxiv	homo_sapiens	sha256:8b180324519c04891844af5fa331b1452a28ed1b85b54e8621c113c48051d520	data/biorxiv/meca/0ea346cb-7048-1014-a5d3-d23c8828e500/manuscript.md	Continuous DNA Methylation Deconvolution-Based Surrogate for B-Cell Differentiation State in CLL	continuous dna methylation deconvolution based surrogate for b cell differentiation state in cll	title:continuous dna methylation deconvolution based surrogate for b cell differentiation state in cll
biorxiv:10734c8a-6c0a-1014-92cc-d1ee9ab862fc	10734c8a-6c0a-1014-92cc-d1ee9ab862fc	biorxiv	homo_sapiens	sha256:6bbf6097498084b24aea58e427756e88c7fb7b1155a0382c6f19be3879645cb8	data/biorxiv/meca/10734c8a-6c0a-1014-92cc-d1ee9ab862fc/manuscript.md	Longitudinal differential abundance analysis of microbial marker-gene surveys using smoothing splines	longitudinal differential abundance analysis of microbial marker gene surveys using smoothing splines	title:longitudinal differential abundance analysis of microbial marker gene surveys using smoothing splines
biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	10f6f17d-749e-1014-bdcf-fe1d1407f022	biorxiv	homo_sapiens	sha256:7e68eb0955300d887a5a0a30353116a3bcc63a98a6d6532e82518dabed736769	data/biorxiv/meca/10f6f17d-749e-1014-bdcf-fe1d1407f022/manuscript.md	Single-cell proteomics of pancreatic islet cells reveals type 1 diabetes and donor-specific features	single cell proteomics of pancreatic islet cells reveals type 1 diabetes and donor specific features	title:single cell proteomics of pancreatic islet cells reveals type 1 diabetes and donor specific features
biorxiv:11b72b7e-6c1b-1014-84e4-aaf6df161d14	11b72b7e-6c1b-1014-84e4-aaf6df161d14	biorxiv	homo_sapiens	sha256:957416bea2dae2e01a14bc774ece644f5636253131a6d12fa0c49410f7970f3d	data/biorxiv/meca/11b72b7e-6c1b-1014-84e4-aaf6df161d14/manuscript.md	Donor monocyte-derived macrophages promote human acute graft versus host disease	donor monocyte derived macrophages promote human acute graft versus host disease	title:donor monocyte derived macrophages promote human acute graft versus host disease
biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	1219c420-6c6a-1014-afb9-e13c88e111ed	biorxiv	homo_sapiens	sha256:e13b146e74a948a768d64b7ffc180ab1cfe8d8abd083e4e662af983f503ee5bb	data/biorxiv/meca/1219c420-6c6a-1014-afb9-e13c88e111ed/manuscript.md	Multiscale networks in multiple sclerosis	multiscale networks in multiple sclerosis	title:multiscale networks in multiple sclerosis
biorxiv:13c39b66-72f2-1014-9c8c-e313c291b504	13c39b66-72f2-1014-9c8c-e313c291b504	biorxiv	homo_sapiens	sha256:95f1b2776a6d4074792ba03cc9ce358db89a1f5bfa37137861658ff9497d9ac9	data/biorxiv/meca/13c39b66-72f2-1014-9c8c-e313c291b504/manuscript.md	Development of immortalized Callithrix jacchus kidney cell lines supporting infection with a panel of viruses	development of immortalized callithrix jacchus kidney cell lines supporting infection with a panel of viruses	title:development of immortalized callithrix jacchus kidney cell lines supporting infection with a panel of viruses
biorxiv:15193886-7949-1014-85b7-a7b77d3859e6	15193886-7949-1014-85b7-a7b77d3859e6	biorxiv	homo_sapiens	sha256:30bd49d77958d4107c12fc4b3d823a34f66dd4ac4e2c16114554512f5276d5f7	data/biorxiv/meca/15193886-7949-1014-85b7-a7b77d3859e6/manuscript.md	The Dual Molecular Identity of Vestibular Kinocilia: Bridging Structural and Functional Traits of Primary and Motile Cilia	the dual molecular identity of vestibular kinocilia bridging structural and functional traits of primary and motile cilia	title:the dual molecular identity of vestibular kinocilia bridging structural and functional traits of primary and motile cilia
biorxiv:15360e56-7361-1014-9683-c96cb33ab32f	15360e56-7361-1014-9683-c96cb33ab32f	biorxiv	homo_sapiens	sha256:3cbe61e0b66efe5a35715a9ddc9fdfe5251a8c0e2286cd92e5a4dd7ab1b083e1	data/biorxiv/meca/15360e56-7361-1014-9683-c96cb33ab32f/manuscript.md	M. tuberculosis invades and disrupts the blood brain barrier directly to initiate meningitis	m tuberculosis invades and disrupts the blood brain barrier directly to initiate meningitis	title:m tuberculosis invades and disrupts the blood brain barrier directly to initiate meningitis
biorxiv:15502cad-6fa3-1014-af49-efb26407f09f	15502cad-6fa3-1014-af49-efb26407f09f	biorxiv	homo_sapiens	sha256:2b6ac5e5517215fbc3e1b5606ec84d914579abbc31b9129272d9496509767041	data/biorxiv/meca/15502cad-6fa3-1014-af49-efb26407f09f/manuscript.md	ImmCellTyper: an integrated computational pipeline for systematic mining of Mass Cytometry data to assist deep immune profiling	immcelltyper an integrated computational pipeline for systematic mining of mass cytometry data to assist deep immune profiling	title:immcelltyper an integrated computational pipeline for systematic mining of mass cytometry data to assist deep immune profiling
biorxiv:166eb232-7528-1014-af8e-ff8db1c08d2e	166eb232-7528-1014-af8e-ff8db1c08d2e	biorxiv	homo_sapiens	sha256:ac8c864695e76067d507dda09370d11bd8fd137e6f260ecd0b521fc33accd19f	data/biorxiv/meca/166eb232-7528-1014-af8e-ff8db1c08d2e/manuscript.md	An Integrated Single-Cell Atlas Reveals Hepatic Stellate Cell Heterogeneity and Spatiotemporal Dynamics after Liver Injury	an integrated single cell atlas reveals hepatic stellate cell heterogeneity and spatiotemporal dynamics after liver injury	title:an integrated single cell atlas reveals hepatic stellate cell heterogeneity and spatiotemporal dynamics after liver injury
biorxiv:1733c102-6e42-1014-9550-8e3adf788fb0	1733c102-6e42-1014-9550-8e3adf788fb0	biorxiv	homo_sapiens	sha256:58888845683c09f74c12dbf27134ac52c3609a0bfe689e087694a3941aa236ea	data/biorxiv/meca/1733c102-6e42-1014-9550-8e3adf788fb0/manuscript.md	Cell Type-Agnostic Transcriptomic Signatures Enable Uniform Comparisons of Neurodevelopment	cell type agnostic transcriptomic signatures enable uniform comparisons of neurodevelopment	title:cell type agnostic transcriptomic signatures enable uniform comparisons of neurodevelopment
biorxiv:17b22fef-6c42-1014-9172-81e1e1e715e2	17b22fef-6c42-1014-9172-81e1e1e715e2	biorxiv	homo_sapiens	sha256:59b54a6100a417daa2a270ebd0b417be996d13fc4230adbe0d15a86a27dc1267	data/biorxiv/meca/17b22fef-6c42-1014-9172-81e1e1e715e2/manuscript.md	Single-cell transcriptome analysis illuminating the characteristics of species-specific innate immune responses against viral infections	single cell transcriptome analysis illuminating the characteristics of species specific innate immune responses against viral infections	title:single cell transcriptome analysis illuminating the characteristics of species specific innate immune responses against viral infections
biorxiv:17b98f90-75a4-1014-8c7c-92eb33e9a97c	17b98f90-75a4-1014-8c7c-92eb33e9a97c	biorxiv	homo_sapiens	sha256:aa545e8e193ec726aa81f9c837a6ff8f66332fc10146cb671b27e9690dcee46c	data/biorxiv/meca/17b98f90-75a4-1014-8c7c-92eb33e9a97c/manuscript.md	Sample-level modeling of single-cell data at scale with tinydenseR	sample level modeling of single cell data at scale with tinydenser	title:sample level modeling of single cell data at scale with tinydenser
biorxiv:1819420a-7028-1014-9d82-b8532c727b67	1819420a-7028-1014-9d82-b8532c727b67	biorxiv	homo_sapiens	sha256:3ecd1bc159b5f06a2fc6a2708080476efde589940e6949765844c539cad21862	data/biorxiv/meca/1819420a-7028-1014-9d82-b8532c727b67/manuscript.md	Cross-species consensus atlas of the primate basal ganglia	cross species consensus atlas of the primate basal ganglia	title:cross species consensus atlas of the primate basal ganglia
biorxiv:18602a3d-6dc0-1014-810c-a2e4e5ffbc67	18602a3d-6dc0-1014-810c-a2e4e5ffbc67	biorxiv	homo_sapiens	sha256:0c526011e37433f7ba24ee7faefdb4588b7a99b5ede17e760eaeb2d0e54f8667	data/biorxiv/meca/18602a3d-6dc0-1014-810c-a2e4e5ffbc67/manuscript.md	Nucleoredoxin regulates WNT signaling during pituitary stem cell differentiation	nucleoredoxin regulates wnt signaling during pituitary stem cell differentiation	title:nucleoredoxin regulates wnt signaling during pituitary stem cell differentiation
biorxiv:1898c531-75b0-1014-a18a-e291a49d1496	1898c531-75b0-1014-a18a-e291a49d1496	biorxiv	homo_sapiens	sha256:9bfcf2c28e14ea7da90475a18ddc1756969aa352486382615c3a3f9cf95b4267	data/biorxiv/meca/1898c531-75b0-1014-a18a-e291a49d1496/manuscript.md	Single cell transcriptome analysis of cavernous tissues reveals the key roles of pericytes in diabetic erectile dysfunction	single cell transcriptome analysis of cavernous tissues reveals the key roles of pericytes in diabetic erectile dysfunction	title:single cell transcriptome analysis of cavernous tissues reveals the key roles of pericytes in diabetic erectile dysfunction
biorxiv:19171707-6bff-1014-a4ad-dee5b65db460	19171707-6bff-1014-a4ad-dee5b65db460	biorxiv	homo_sapiens	sha256:c029de1d74da12d480d2c8e3b18f6ee9abd735533dcc4b52f8c2a87443801f34	data/biorxiv/meca/19171707-6bff-1014-a4ad-dee5b65db460/manuscript.md	Image-based Cell Phenotyping Using Deep Learning	image based cell phenotyping using deep learning	title:image based cell phenotyping using deep learning
biorxiv:1934a72f-6bf9-1014-9f9e-eb610960180d	1934a72f-6bf9-1014-9f9e-eb610960180d	biorxiv	homo_sapiens	sha256:5763a2ff6d736d6da5e4ba13920695cffd621f4ba241588f759d3e221aa2883f	data/biorxiv/meca/1934a72f-6bf9-1014-9f9e-eb610960180d/manuscript.md	An autocrine Vitamin D-driven Th1 shutdown program can be exploited for COVID-19	an autocrine vitamin d driven th1 shutdown program can be exploited for covid 19	title:an autocrine vitamin d driven th1 shutdown program can be exploited for covid 19
biorxiv:19bb1c1b-6db2-1014-98d9-d205973cd54c	19bb1c1b-6db2-1014-98d9-d205973cd54c	biorxiv	homo_sapiens	sha256:7b90d7f7a9f7dd83a84cda5c17dd4207fc2818adfa514340d40c1e43151f3102	data/biorxiv/meca/19bb1c1b-6db2-1014-98d9-d205973cd54c/manuscript.md	OpenAnnotate: a web server to annotate the chromatin accessibility of genomic regions	openannotate a web server to annotate the chromatin accessibility of genomic regions	title:openannotate a web server to annotate the chromatin accessibility of genomic regions
biorxiv:19eb5dbb-6c0f-1014-84dd-dd5e0b8da0c0	19eb5dbb-6c0f-1014-84dd-dd5e0b8da0c0	biorxiv	homo_sapiens	sha256:a1f44d8410f7ad0c1f4a4adc69fbd28a03569714126a7e5e6ff8ee792a225ff7	data/biorxiv/meca/19eb5dbb-6c0f-1014-84dd-dd5e0b8da0c0/manuscript.md	SRSF10 is essential for progenitor spermatogonia expansion by regulating alternative splicing	srsf10 is essential for progenitor spermatogonia expansion by regulating alternative splicing	title:srsf10 is essential for progenitor spermatogonia expansion by regulating alternative splicing
biorxiv:1ab70329-6c66-1014-a2d5-a62d8f9b31d2	1ab70329-6c66-1014-a2d5-a62d8f9b31d2	biorxiv	homo_sapiens	sha256:d1b79ff9a824740fd8145908736c9f3e1d08a228b4604543927d59831515f5d1	data/biorxiv/meca/1ab70329-6c66-1014-a2d5-a62d8f9b31d2/manuscript.md	GeoWaVe: Geometric median clustering with weighted voting for ensemble clustering of cytometry data	geowave geometric median clustering with weighted voting for ensemble clustering of cytometry data	title:geowave geometric median clustering with weighted voting for ensemble clustering of cytometry data
