paper_key	paper_id	collection	organism	source_sha256	manuscript	title	title_key	article_key
biorxiv:771e3d5c-7119-1014-bcb2-db210f671702	771e3d5c-7119-1014-bcb2-db210f671702	biorxiv	homo_sapiens	sha256:e416c3bb5f7a1b8a36e836890be5091886de0c6598d580037629b0c46c873896	data/biorxiv/meca/771e3d5c-7119-1014-bcb2-db210f671702/manuscript.md	Truncated radial glia as a common precursor in the late corticogenesis of gyrencephalic mammals	truncated radial glia as a common precursor in the late corticogenesis of gyrencephalic mammals	title:truncated radial glia as a common precursor in the late corticogenesis of gyrencephalic mammals
biorxiv:77d5f6bb-6c27-1014-a74d-a25d8b68d181	77d5f6bb-6c27-1014-a74d-a25d8b68d181	biorxiv	homo_sapiens	sha256:8192feb27c590da7cda86f42e54daf48d9c006c9f4842cbc1e9cec3ac7b2f674	data/biorxiv/meca/77d5f6bb-6c27-1014-a74d-a25d8b68d181/manuscript.md	Single-cell transcriptome analysis of human, marmoset and mouse embryos reveals common and divergent features of preimplantation development	single cell transcriptome analysis of human marmoset and mouse embryos reveals common and divergent features of preimplantation development	title:single cell transcriptome analysis of human marmoset and mouse embryos reveals common and divergent features of preimplantation development
biorxiv:78211bc7-6c0f-1014-bc42-c103d41718b8	78211bc7-6c0f-1014-bc42-c103d41718b8	biorxiv	homo_sapiens	sha256:15c06072d3b1469031e3b04c61780b3e9b90c96167bac7138c9bff980cc56484	data/biorxiv/meca/78211bc7-6c0f-1014-bc42-c103d41718b8/manuscript.md	A spatial multi-omics atlas of the human lung reveals a novel immune cell survival niche	a spatial multi omics atlas of the human lung reveals a novel immune cell survival niche	title:a spatial multi omics atlas of the human lung reveals a novel immune cell survival niche
biorxiv:783f7e3b-7683-1014-81ff-bc1eeadb858f	783f7e3b-7683-1014-81ff-bc1eeadb858f	biorxiv	homo_sapiens	sha256:27e26fe304b67964f7346e599a0e423b9b4d2a970df182fa648ffec756f877c8	data/biorxiv/meca/783f7e3b-7683-1014-81ff-bc1eeadb858f/manuscript.md	Transcriptomic analysis of the human habenula in schizophrenia	transcriptomic analysis of the human habenula in schizophrenia	title:transcriptomic analysis of the human habenula in schizophrenia
biorxiv:7883a920-6c54-1014-9611-e2c343a4c7dc	7883a920-6c54-1014-9611-e2c343a4c7dc	biorxiv	homo_sapiens	sha256:4664055b79a874c2f4bbff3252c91d5c3459b674679b676552e5df9acce66f19	data/biorxiv/meca/7883a920-6c54-1014-9611-e2c343a4c7dc/manuscript.md	The centrosomal protein 83 (CEP83) regulates human pluripotent stem cell differentiation towards the kidney lineage	the centrosomal protein 83 cep83 regulates human pluripotent stem cell differentiation towards the kidney lineage	title:the centrosomal protein 83 cep83 regulates human pluripotent stem cell differentiation towards the kidney lineage
biorxiv:78e3a11a-7eb2-1014-99eb-f342cda99662	78e3a11a-7eb2-1014-99eb-f342cda99662	biorxiv	homo_sapiens	sha256:b6276266fb0f84e35fd7a3196a1d29690c5bda02a9c42f701ada53e52490ec43	data/biorxiv/meca/78e3a11a-7eb2-1014-99eb-f342cda99662/manuscript.md	Rapid generation of ventral A9-like dopaminergic neurons from patterned iPSCs	rapid generation of ventral a9 like dopaminergic neurons from patterned ipscs	title:rapid generation of ventral a9 like dopaminergic neurons from patterned ipscs
biorxiv:7a206a01-6c0e-1014-b046-f87c164ca53d	7a206a01-6c0e-1014-b046-f87c164ca53d	biorxiv	homo_sapiens	sha256:1200c75cf147a2b4bf62d6cd71190a38bc7d1b20b761459f5514618783d49982	data/biorxiv/meca/7a206a01-6c0e-1014-b046-f87c164ca53d/manuscript.md	Analysis of single-cell RNA-sequencing data to identify quiescent and proliferating neural cell populations in Glioblastoma	analysis of single cell rna sequencing data to identify quiescent and proliferating neural cell populations in glioblastoma	title:analysis of single cell rna sequencing data to identify quiescent and proliferating neural cell populations in glioblastoma
biorxiv:7b112e1c-7312-1014-8132-b667bffdb7c9	7b112e1c-7312-1014-8132-b667bffdb7c9	biorxiv	homo_sapiens	sha256:9aa6a4aa516dca1f2b7bd52003f390066085d7d33faf8100890d204fb6b0c153	data/biorxiv/meca/7b112e1c-7312-1014-8132-b667bffdb7c9/manuscript.md	Rethinking the Estrogen Receptor Beta Dominance Hypothesis in Endometriosis: Insights from Single Cell RNA Sequencing Meta-analysis	rethinking the estrogen receptor beta dominance hypothesis in endometriosis insights from single cell rna sequencing meta analysis	title:rethinking the estrogen receptor beta dominance hypothesis in endometriosis insights from single cell rna sequencing meta analysis
biorxiv:7b12a61e-6fce-1014-85ee-aa7b9d657ce6	7b12a61e-6fce-1014-85ee-aa7b9d657ce6	biorxiv	homo_sapiens	sha256:e9c0c3c9c3e55b8f4e8328280fabc4e10e1852c5b1684db3a139e289fab172f4	data/biorxiv/meca/7b12a61e-6fce-1014-85ee-aa7b9d657ce6/manuscript.md	Sensei: How many samples to tell evolution in single-cell studies?	sensei how many samples to tell evolution in single cell studies	title:sensei how many samples to tell evolution in single cell studies
biorxiv:7c2da8c6-7024-1014-8c11-de157ff3a710	7c2da8c6-7024-1014-8c11-de157ff3a710	biorxiv	homo_sapiens	sha256:679c4696690dedfb90e666b3dbeda2e6ad8a0a106e1bd3a57fcb59198b0df27c	data/biorxiv/meca/7c2da8c6-7024-1014-8c11-de157ff3a710/manuscript.md	Patient induced pluripotent stem cells identify specificities of a reticular pseudodrusen phenotype in age-related macular degeneration	patient induced pluripotent stem cells identify specificities of a reticular pseudodrusen phenotype in age related macular degeneration	title:patient induced pluripotent stem cells identify specificities of a reticular pseudodrusen phenotype in age related macular degeneration
biorxiv:7c369d90-739f-1014-825b-83f20b310b82	7c369d90-739f-1014-825b-83f20b310b82	biorxiv	homo_sapiens	sha256:3c8432fc6ffeeb882420742f31b665e2c52704e0df4dfd0feff1575b492773cd	data/biorxiv/meca/7c369d90-739f-1014-825b-83f20b310b82/manuscript.md	S3R: Modeling spatially varying associations with Spatially Smooth Sparse Regression	s3r modeling spatially varying associations with spatially smooth sparse regression	title:s3r modeling spatially varying associations with spatially smooth sparse regression
biorxiv:7c5d5c2e-7293-1014-98d5-eebfad1ae1b1	7c5d5c2e-7293-1014-98d5-eebfad1ae1b1	biorxiv	homo_sapiens	sha256:5c9e9d97a7f696de909fbe063d3ddd066cf67e1645a295a2d8bbac6b5382b19d	data/biorxiv/meca/7c5d5c2e-7293-1014-98d5-eebfad1ae1b1/manuscript.md	Mouse-to-human modeling of microglia single-nuclei transcriptomics identifies immune signaling pathways and potential therapeutic candidates associated with Alzheimer’s disease	mouse to human modeling of microglia single nuclei transcriptomics identifies immune signaling pathways and potential therapeutic candidates associated with alzheimer s disease	title:mouse to human modeling of microglia single nuclei transcriptomics identifies immune signaling pathways and potential therapeutic candidates associated with alzheimer s disease
biorxiv:7d48f408-80c3-1014-8100-959ab60f80b6	7d48f408-80c3-1014-8100-959ab60f80b6	biorxiv	homo_sapiens	sha256:d6a5998ac8e0e47d861b3d59c3a1b4c0f3058c0edb7077dbe65761ebc290b739	data/biorxiv/meca/7d48f408-80c3-1014-8100-959ab60f80b6/manuscript.md	A Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures	a single cell atlas of human pediatric liver reveals age related hepatic gene signatures	title:a single cell atlas of human pediatric liver reveals age related hepatic gene signatures
biorxiv:7d4ba889-7057-1014-89ac-e20dcbc1c90f	7d4ba889-7057-1014-89ac-e20dcbc1c90f	biorxiv	homo_sapiens	sha256:ce984837a514449b95b94c6533ef0847b689705d81e1dee03e9bf2b032263994	data/biorxiv/meca/7d4ba889-7057-1014-89ac-e20dcbc1c90f/manuscript.md	Effects of diffusion MRI spatial resolution on human brain short-range association fiber reconstruction and structural connectivity estimation	effects of diffusion mri spatial resolution on human brain short range association fiber reconstruction and structural connectivity estimation	title:effects of diffusion mri spatial resolution on human brain short range association fiber reconstruction and structural connectivity estimation
biorxiv:7e2bfe95-6d70-1014-a610-a94ffdb50ceb	7e2bfe95-6d70-1014-a610-a94ffdb50ceb	biorxiv	homo_sapiens	sha256:739be791c1cf3c6439fb5e5f983d5466666a6025de7bfe40dabd6106ce466bde	data/biorxiv/meca/7e2bfe95-6d70-1014-a610-a94ffdb50ceb/manuscript.md	A single-cell transposable element atlas of human cell identity	a single cell transposable element atlas of human cell identity	title:a single cell transposable element atlas of human cell identity
biorxiv:7e910c38-6ebb-1014-b1e5-a9b49ac3c33a	7e910c38-6ebb-1014-b1e5-a9b49ac3c33a	biorxiv	homo_sapiens	sha256:5083852d1e53dd957d4d933f2d7b54c697609dcb270395989af0f713d3098649	data/biorxiv/meca/7e910c38-6ebb-1014-b1e5-a9b49ac3c33a/manuscript.md	HiIDDD: A high-throughput imaging pipeline for the quantitative detection of DNA damage in primary human immune cells	hiiddd a high throughput imaging pipeline for the quantitative detection of dna damage in primary human immune cells	title:hiiddd a high throughput imaging pipeline for the quantitative detection of dna damage in primary human immune cells
biorxiv:8060bfa3-6d4f-1014-b2ea-be74caad434f	8060bfa3-6d4f-1014-b2ea-be74caad434f	biorxiv	homo_sapiens	sha256:a8efe838fda33a94124195fed1b10dd16d9fcd2bbbdef2e0fef2aeb89a325528	data/biorxiv/meca/8060bfa3-6d4f-1014-b2ea-be74caad434f/manuscript.md	TERT expression is associated with metastasis from thin primaries, exhausted CD4+ T cells in melanoma and with DNA repair across cancer entities	tert expression is associated with metastasis from thin primaries exhausted cd4 t cells in melanoma and with dna repair across cancer entities	title:tert expression is associated with metastasis from thin primaries exhausted cd4 t cells in melanoma and with dna repair across cancer entities
biorxiv:816eac17-6c09-1014-a981-a165e522c342	816eac17-6c09-1014-a981-a165e522c342	biorxiv	homo_sapiens	sha256:bede9be4995a153cd25a90edc9e47b936eeaf979da632c9b5f23e4212248d9ef	data/biorxiv/meca/816eac17-6c09-1014-a981-a165e522c342/manuscript.md	Integrated bioinformatics and wet-lab analysis revealed prominent inflammatory genes of Extracellular Matrix as prognostic biomarkers in patients with advance IBD requiring early surgery	integrated bioinformatics and wet lab analysis revealed prominent inflammatory genes of extracellular matrix as prognostic biomarkers in patients with advance ibd requiring early surgery	title:integrated bioinformatics and wet lab analysis revealed prominent inflammatory genes of extracellular matrix as prognostic biomarkers in patients with advance ibd requiring early surgery
biorxiv:824fd1db-6db8-1014-aa73-9a84848dcec3	824fd1db-6db8-1014-aa73-9a84848dcec3	biorxiv	homo_sapiens	sha256:003f58e4a966dcb0291739c4c98dea55423efd03bfcfc2110f8ecdea4551234d	data/biorxiv/meca/824fd1db-6db8-1014-aa73-9a84848dcec3/manuscript.md	Single-Cell RNA and ATAC Sequencing Reveal Cellular Heterogeneity and Chromatin Accessibility Dynamics in Young Chinese Breast Cancer Patients across Pre- and Post-Neoadjuvant Therapy	single cell rna and atac sequencing reveal cellular heterogeneity and chromatin accessibility dynamics in young chinese breast cancer patients across pre and post neoadjuvant therapy	title:single cell rna and atac sequencing reveal cellular heterogeneity and chromatin accessibility dynamics in young chinese breast cancer patients across pre and post neoadjuvant therapy
biorxiv:827e8e62-71fa-1014-9f86-eb351ccc3b26	827e8e62-71fa-1014-9f86-eb351ccc3b26	biorxiv	homo_sapiens	sha256:cbd06b4d8bbd583b75850b712b8c86d6ef75f7380b051b0e65439ab5cbea1325	data/biorxiv/meca/827e8e62-71fa-1014-9f86-eb351ccc3b26/manuscript.md	Genomic signatures of selection associated with benzimidazole drug treatments in Haemonchus contortus field populations	genomic signatures of selection associated with benzimidazole drug treatments in haemonchus contortus field populations	title:genomic signatures of selection associated with benzimidazole drug treatments in haemonchus contortus field populations
biorxiv:83575146-7136-1014-babd-f8bef1289909	83575146-7136-1014-babd-f8bef1289909	biorxiv	homo_sapiens	sha256:8d086cbef132fa9c33bcfc0b2db4e5c332c5373c27edb236931b05158e09b759	data/biorxiv/meca/83575146-7136-1014-babd-f8bef1289909/manuscript.md	Topography-dependent gene expression and function of common cell archetypes in large and small porcine airways	topography dependent gene expression and function of common cell archetypes in large and small porcine airways	title:topography dependent gene expression and function of common cell archetypes in large and small porcine airways
biorxiv:83bdb6b6-6c6e-1014-9f71-e3b544524924	83bdb6b6-6c6e-1014-9f71-e3b544524924	biorxiv	homo_sapiens	sha256:1ce12ae98d126d05e2fb726090134b4821502522ec75271142268b8d3e62501c	data/biorxiv/meca/83bdb6b6-6c6e-1014-9f71-e3b544524924/manuscript.md	Leveraging gene correlations in single cell transcriptomic data	leveraging gene correlations in single cell transcriptomic data	title:leveraging gene correlations in single cell transcriptomic data
biorxiv:83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	biorxiv	homo_sapiens	sha256:a5f885a970f1f500a9bd89dfdddc59f1fae0d8a6a54f7ad5b818c64a4fea9518	data/biorxiv/meca/83c8ac0b-6e16-1014-a00e-d78ba7f4ca02/manuscript.md	Transcriptomic perspective on acromegaly- related PIT-1/SF-1 positive pituitary tumors	transcriptomic perspective on acromegaly related pit 1 sf 1 positive pituitary tumors	title:transcriptomic perspective on acromegaly related pit 1 sf 1 positive pituitary tumors
biorxiv:84e54dbc-6c17-1014-b8ff-c69d804e210e	84e54dbc-6c17-1014-b8ff-c69d804e210e	biorxiv	homo_sapiens	sha256:cdf7e2a5f527046fe09bfb7d51e501d6cf5b859c97e48d794b127ae9a68df0c8	data/biorxiv/meca/84e54dbc-6c17-1014-b8ff-c69d804e210e/manuscript.md	Take ACTION to characterize the functional identity of single cells	take action to characterize the functional identity of single cells	title:take action to characterize the functional identity of single cells
biorxiv:84ed12c4-6e9b-1014-9992-a35711e43c7c	84ed12c4-6e9b-1014-9992-a35711e43c7c	biorxiv	homo_sapiens	sha256:d6c7395bd7b8d332187676458a1a16a39ac62f242b94821d8048ef7e05ee0ad7	data/biorxiv/meca/84ed12c4-6e9b-1014-9992-a35711e43c7c/manuscript.md	Integrative analysis identifies candidate tumor microenvironment and intracellular signaling pathways that define tumor heterogeneity in NF1	integrative analysis identifies candidate tumor microenvironment and intracellular signaling pathways that define tumor heterogeneity in nf1	title:integrative analysis identifies candidate tumor microenvironment and intracellular signaling pathways that define tumor heterogeneity in nf1
biorxiv:84f938de-6f01-1014-a936-f09782a0030f	84f938de-6f01-1014-a936-f09782a0030f	biorxiv	homo_sapiens	sha256:9a566f24674382f3575cc03ae896144f87d8001f5e1fb7416d8ddc2d42337efa	data/biorxiv/meca/84f938de-6f01-1014-a936-f09782a0030f/manuscript.md	LincRNA sequences are biased to counteract their translation	lincrna sequences are biased to counteract their translation	title:lincrna sequences are biased to counteract their translation
biorxiv:850e4c52-6c08-1014-94cb-cbafeca800a1	850e4c52-6c08-1014-94cb-cbafeca800a1	biorxiv	homo_sapiens	sha256:2aa670eb2bed122ed094a95914169064f0011769cb5888ac1f79a9c0ca5780a3	data/biorxiv/meca/850e4c52-6c08-1014-94cb-cbafeca800a1/manuscript.md	Stochastic Single Cell Behaviour Leads to Robust Horizontal Cell Layer Formation in the Vertebrate Retina	stochastic single cell behaviour leads to robust horizontal cell layer formation in the vertebrate retina	title:stochastic single cell behaviour leads to robust horizontal cell layer formation in the vertebrate retina
biorxiv:8702b86a-6d86-1014-a411-ea275db41a53	8702b86a-6d86-1014-a411-ea275db41a53	biorxiv	homo_sapiens	sha256:80502bed413f99945f47dcc23396f84e9957654dec5bdd288e63d1015a695ab1	data/biorxiv/meca/8702b86a-6d86-1014-a411-ea275db41a53/manuscript.md	Multi-cell type deconvolution using a probabilistic model for single-molecule DNA methylation haplotypes	multi cell type deconvolution using a probabilistic model for single molecule dna methylation haplotypes	title:multi cell type deconvolution using a probabilistic model for single molecule dna methylation haplotypes
biorxiv:876ca999-6c0e-1014-8ed9-e7563228589e	876ca999-6c0e-1014-8ed9-e7563228589e	biorxiv	homo_sapiens	sha256:865e40e905ec02341c081fa7352b61a6a8c3de3747df3d25489a70791a2ab212	data/biorxiv/meca/876ca999-6c0e-1014-8ed9-e7563228589e/manuscript.md	Integrative Single-cell RNA-Seq and ATAC-Seq Analysis of Human Developmental Haematopoiesis	integrative single cell rna seq and atac seq analysis of human developmental haematopoiesis	title:integrative single cell rna seq and atac seq analysis of human developmental haematopoiesis
biorxiv:880f4bc6-6c21-1014-906b-ba7d2d5d7afe	880f4bc6-6c21-1014-906b-ba7d2d5d7afe	biorxiv	homo_sapiens	sha256:5086738b1d09dc21a02b540d33fcf47629de1f6b5bd4a3157b3bc1eb9ef9ea49	data/biorxiv/meca/880f4bc6-6c21-1014-906b-ba7d2d5d7afe/manuscript.md	Comparison of gene set scoring methods for reproducible evaluation of multiple tuberculosis gene signatures	comparison of gene set scoring methods for reproducible evaluation of multiple tuberculosis gene signatures	title:comparison of gene set scoring methods for reproducible evaluation of multiple tuberculosis gene signatures
biorxiv:88b6dd17-6fa5-1014-96e8-90837e572e81	88b6dd17-6fa5-1014-96e8-90837e572e81	biorxiv	homo_sapiens	sha256:ec75802c697e072565b83459ea12caad26569eb83459c449107620fa27114c63	data/biorxiv/meca/88b6dd17-6fa5-1014-96e8-90837e572e81/manuscript.md	Robust induction of functional astrocytes using NGN2 expression in human pluripotent stem cells	robust induction of functional astrocytes using ngn2 expression in human pluripotent stem cells	title:robust induction of functional astrocytes using ngn2 expression in human pluripotent stem cells
biorxiv:89346aa3-6c78-1014-b6b6-97c1a41d8677	89346aa3-6c78-1014-b6b6-97c1a41d8677	biorxiv	homo_sapiens	sha256:7fd0b726b09d9877a3fbd8f8d63ee6ba1ec9caedddebc57331e8eba270d4c0c9	data/biorxiv/meca/89346aa3-6c78-1014-b6b6-97c1a41d8677/manuscript.md	SC3 – consensus clustering of single-cell RNA-Seq data	sc3 consensus clustering of single cell rna seq data	title:sc3 consensus clustering of single cell rna seq data
biorxiv:8a01ad8e-6f98-1014-87fe-958d6d9f1bce	8a01ad8e-6f98-1014-87fe-958d6d9f1bce	biorxiv	homo_sapiens	sha256:78ea920f9b6254f2eed8c22455eb9894b12f902bbcc40e5aad1dae6def96ef59	data/biorxiv/meca/8a01ad8e-6f98-1014-87fe-958d6d9f1bce/manuscript.md	Identification of five characteristic ferroptosis-related genes as novel biomarkers for ischemic stroke using bioinformatic and machine learning strategies	identification of five characteristic ferroptosis related genes as novel biomarkers for ischemic stroke using bioinformatic and machine learning strategies	title:identification of five characteristic ferroptosis related genes as novel biomarkers for ischemic stroke using bioinformatic and machine learning strategies
biorxiv:8a79edc5-6e0d-1014-bd87-aa1de4068967	8a79edc5-6e0d-1014-bd87-aa1de4068967	biorxiv	homo_sapiens	sha256:ea3cbf9e9e17c99735e1575ff3209906016af7d10c152e150c2a11df47a18695	data/biorxiv/meca/8a79edc5-6e0d-1014-bd87-aa1de4068967/manuscript.md	Bronchoalveolar Lavage Single-Cell Transcriptomics Identifies Immune Cells Driving COVID-19 Severity in Patients	bronchoalveolar lavage single cell transcriptomics identifies immune cells driving covid 19 severity in patients	title:bronchoalveolar lavage single cell transcriptomics identifies immune cells driving covid 19 severity in patients
biorxiv:8af2a1e7-6c95-1014-9717-9ea941939b19	8af2a1e7-6c95-1014-9717-9ea941939b19	biorxiv	homo_sapiens	sha256:3cf8d4aa2f07e7eb20dd6b4f9d3ac5a39919c8137c98a2218cf44db10edeeb00	data/biorxiv/meca/8af2a1e7-6c95-1014-9717-9ea941939b19/manuscript.md	Redefining Nephrotic Syndrome in Molecular Terms: Outcome-associated molecular clusters and patient stratification with noninvasive surrogate biomarkers	redefining nephrotic syndrome in molecular terms outcome associated molecular clusters and patient stratification with noninvasive surrogate biomarkers	title:redefining nephrotic syndrome in molecular terms outcome associated molecular clusters and patient stratification with noninvasive surrogate biomarkers
biorxiv:8bff4e38-6c13-1014-bcce-e068e3eafd28	8bff4e38-6c13-1014-bcce-e068e3eafd28	biorxiv	homo_sapiens	sha256:2539f3af04574c58186b31b2a479f9c1522bf6bcc4f8b8cbe9aa03abae678e8a	data/biorxiv/meca/8bff4e38-6c13-1014-bcce-e068e3eafd28/manuscript.md	Systemic Lupus Erythematosus Serum Stimulation of Human Intestinal Organoids Induces Changes in Goblet Cell Differentiation and Mitochondrial Fitness	systemic lupus erythematosus serum stimulation of human intestinal organoids induces changes in goblet cell differentiation and mitochondrial fitness	title:systemic lupus erythematosus serum stimulation of human intestinal organoids induces changes in goblet cell differentiation and mitochondrial fitness
biorxiv:8c2f79d9-6d11-1014-b01f-be5bb307bf23	8c2f79d9-6d11-1014-b01f-be5bb307bf23	biorxiv	homo_sapiens	sha256:890210370132965d003a6fad6f943a62a1889e40f71f1e6d0ca66b4c1df7bcbe	data/biorxiv/meca/8c2f79d9-6d11-1014-b01f-be5bb307bf23/manuscript.md	Adrenomedullin-RAMP2 enhances endothelial cell homeostasis synergically with shear stress	adrenomedullin ramp2 enhances endothelial cell homeostasis synergically with shear stress	title:adrenomedullin ramp2 enhances endothelial cell homeostasis synergically with shear stress
biorxiv:8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1	8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1	biorxiv	homo_sapiens	sha256:c070f0ae99bf197a9bc16a06443631f09307797d670fe6734f237f3a01d5f620	data/biorxiv/meca/8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1/manuscript.md	ACVR1R206H increases osteogenic/ECM gene expression and impairs myofiber formation in human skeletal muscle stem cells	acvr1r206h increases osteogenic ecm gene expression and impairs myofiber formation in human skeletal muscle stem cells	title:acvr1r206h increases osteogenic ecm gene expression and impairs myofiber formation in human skeletal muscle stem cells
biorxiv:8c89bfcc-72a3-1014-8b5b-bfbf03f5a496	8c89bfcc-72a3-1014-8b5b-bfbf03f5a496	biorxiv	homo_sapiens	sha256:f8d609560811209fe6d7b0ec4789fdeeeb97e944545bd07309445e130d662c7b	data/biorxiv/meca/8c89bfcc-72a3-1014-8b5b-bfbf03f5a496/manuscript.md	Drug combination prioritization for cancer treatment using single-cell RNA-seq based transfer learning	drug combination prioritization for cancer treatment using single cell rna seq based transfer learning	title:drug combination prioritization for cancer treatment using single cell rna seq based transfer learning
biorxiv:8d44f270-700b-1014-9cfd-eaa340332e7a	8d44f270-700b-1014-9cfd-eaa340332e7a	biorxiv	homo_sapiens	sha256:35c08910b63b4bbbcdb6bae1ec451029ac620cc9a90c64869ec70d94e15a8bb8	data/biorxiv/meca/8d44f270-700b-1014-9cfd-eaa340332e7a/manuscript.md	Extending and improving metagenomic taxonomic profiling with uncharacterized species with MetaPhlAn 4	extending and improving metagenomic taxonomic profiling with uncharacterized species with metaphlan 4	title:extending and improving metagenomic taxonomic profiling with uncharacterized species with metaphlan 4
biorxiv:8d61fcbb-6db3-1014-a496-ab5a9a5b86d0	8d61fcbb-6db3-1014-a496-ab5a9a5b86d0	biorxiv	homo_sapiens	sha256:9a9f10e4cec04e9d12ebec1b5f6ad15887f7b15f6b190dc33edcd1fc57991461	data/biorxiv/meca/8d61fcbb-6db3-1014-a496-ab5a9a5b86d0/manuscript.md	High-throughput single-cell phenotypic profiling and backtracing exposes and predicts clinically relevant subpopulations in isogenic Staphylococcus aureus communities	high throughput single cell phenotypic profiling and backtracing exposes and predicts clinically relevant subpopulations in isogenic staphylococcus aureus communities	title:high throughput single cell phenotypic profiling and backtracing exposes and predicts clinically relevant subpopulations in isogenic staphylococcus aureus communities
biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	8e460cfc-7020-1014-9694-e5bf39316223	biorxiv	homo_sapiens	sha256:8d719312473857a12b55e63ddd9324e97b03689d747fda53f5e3260dc7c66656	data/biorxiv/meca/8e460cfc-7020-1014-9694-e5bf39316223/manuscript.md	Human Immune Cell Epigenomic Signatures in Response to Infectious Diseases and Chemical Exposures	human immune cell epigenomic signatures in response to infectious diseases and chemical exposures	title:human immune cell epigenomic signatures in response to infectious diseases and chemical exposures
biorxiv:8ed9ce3f-6c18-1014-9a88-fb4d60bf2f45	8ed9ce3f-6c18-1014-9a88-fb4d60bf2f45	biorxiv	homo_sapiens	sha256:4e0c5066d3e75c8fdb23b57e4306c982f5471f5d9e9d180e54c858b83100ce9b	data/biorxiv/meca/8ed9ce3f-6c18-1014-9a88-fb4d60bf2f45/manuscript.md	Revealing the Organ-Specific Expression of SPTBN1 using Single-Cell RNA Sequencing Analysis	revealing the organ specific expression of sptbn1 using single cell rna sequencing analysis	title:revealing the organ specific expression of sptbn1 using single cell rna sequencing analysis
biorxiv:8f45ef4c-6d70-1014-815c-a556cc0c38ce	8f45ef4c-6d70-1014-815c-a556cc0c38ce	biorxiv	homo_sapiens	sha256:6df871521e32413f73e77f1c670670279c54f502af15689ba669bad3f95e2ccc	data/biorxiv/meca/8f45ef4c-6d70-1014-815c-a556cc0c38ce/manuscript.md	ACTIVA: realistic single-cell RNA-seq generation with automatic cell-type identification using introspective variational autoencoders	activa realistic single cell rna seq generation with automatic cell type identification using introspective variational autoencoders	title:activa realistic single cell rna seq generation with automatic cell type identification using introspective variational autoencoders
biorxiv:8f74778a-6c1f-1014-8563-ba83ee46ac17	8f74778a-6c1f-1014-8563-ba83ee46ac17	biorxiv	homo_sapiens	sha256:4f148843d81e37cbfd46864d686a473196dbdde342d0fc27e3ed44cc042a1720	data/biorxiv/meca/8f74778a-6c1f-1014-8563-ba83ee46ac17/manuscript.md	Terminal type-specific cannabinoid CB1 receptor alterations in patients with schizophrenia: a pilot study	terminal type specific cannabinoid cb1 receptor alterations in patients with schizophrenia a pilot study	title:terminal type specific cannabinoid cb1 receptor alterations in patients with schizophrenia a pilot study
biorxiv:9081da13-83e1-1014-ba34-dc521a45201b	9081da13-83e1-1014-ba34-dc521a45201b	biorxiv	homo_sapiens	sha256:ea1f3d3987088cd86a35c98638d6340067f107bc8485c513dbd10817b0ec881f	data/biorxiv/meca/9081da13-83e1-1014-ba34-dc521a45201b/manuscript.md	Targeting glucocorticoid-induced CD20 activation in preclinical models of B-ALL	targeting glucocorticoid induced cd20 activation in preclinical models of b all	title:targeting glucocorticoid induced cd20 activation in preclinical models of b all
biorxiv:908d1092-6d64-1014-97d2-9cbab43c84c5	908d1092-6d64-1014-97d2-9cbab43c84c5	biorxiv	homo_sapiens	sha256:3d2d8b582518362d9faa856befa09821c6970c8cf650f7893bf339880d4078ca	data/biorxiv/meca/908d1092-6d64-1014-97d2-9cbab43c84c5/manuscript.md	Algorithms for a Commons Cell Atlas	algorithms for a commons cell atlas	title:algorithms for a commons cell atlas
biorxiv:9143aeff-6c86-1014-8d9c-e6611dda1bec	9143aeff-6c86-1014-8d9c-e6611dda1bec	biorxiv	homo_sapiens	sha256:939f5d78d442b4b5eebdd9026b7c304a1f7fc42ac092c7e70b07aa19c6d89952	data/biorxiv/meca/9143aeff-6c86-1014-8d9c-e6611dda1bec/manuscript.md	A Minimal Plasma Proteome-Based Biomarker Panel for Accurate Prostate Cancer Diagnosis	a minimal plasma proteome based biomarker panel for accurate prostate cancer diagnosis	title:a minimal plasma proteome based biomarker panel for accurate prostate cancer diagnosis
biorxiv:92058d90-6c14-1014-ad6f-e307709dbfc8	92058d90-6c14-1014-ad6f-e307709dbfc8	biorxiv	homo_sapiens	sha256:37d4f4c59741f7919480a249a7829825c57123e1f85ebbabd44751b56bd183ec	data/biorxiv/meca/92058d90-6c14-1014-ad6f-e307709dbfc8/manuscript.md	Systematic temporal analysis of transcriptomes using TrendCatcher identifies early and persistent neutrophil activation as an early hallmark of severe COVID-19	systematic temporal analysis of transcriptomes using trendcatcher identifies early and persistent neutrophil activation as an early hallmark of severe covid 19	title:systematic temporal analysis of transcriptomes using trendcatcher identifies early and persistent neutrophil activation as an early hallmark of severe covid 19
