group	target	rank	nnz	nnz_frac	mean	log_fc	p_raw	p_corr
B	ENSG00000116251	94.0	30.0	1.0	1.5094707710144846	0.517916533266448	1.209839648803348e-07	0.004076433712678001
B	ENSG00000142676	23.0	30.0	1.0	2.732390221554471	0.7899156406204098	3.5970081509933407e-10	1.2119759263956962e-05
B	ENSG00000169442	77.0	29.0	0.9666666666666667	1.8220119619069532	1.0933856649584777	1.3752358869052475e-10	4.633719797338541e-06
B	ENSG00000142937	18.0	30.0	1.0	2.8198718405747187	0.8679236265382442	1.6821593270600994e-09	5.667867636596299e-05
B	ENSG00000177954	1.0	30.0	1.0	3.490398272853006	0.8295368119541973	2.6974628650972303e-09	9.088831377658608e-05
B	ENSG00000171863	59.0	30.0	1.0	2.074059181120472	0.7064045615674384	1.9036047711089334e-07	0.00641400591577444
B	ENSG00000144713	20.0	30.0	1.0	2.78080040565811	0.6640102797758378	4.6958478775286554e-07	0.015822189838545053
B	ENSG00000174748	30.0	30.0	1.0	2.5428298840776895	0.7948239758932618	1.0437774673292325e-11	3.516903798419116e-07
B	ENSG00000162244	70.0	30.0	1.0	1.9023497173759967	0.6345748538872138	6.298414261322609e-09	0.000212218770121004
B	ENSG00000163682	55.0	30.0	1.0	2.1408078865530262	0.6377606343491531	1.796120976872963e-09	6.0518500194757615e-05
B	ENSG00000019582	6.0	30.0	1.0	3.108272787261003	2.0893787058915567	4.052272438447101e-16	1.3653726754103661e-11
B	ENSG00000204287	44.0	30.0	1.0	2.3511366625249117	1.6485803475256238	6.016678845099684e-14	2.0272597700678874e-09
B	ENSG00000196126	96.0	29.0	0.9666666666666667	1.4920007765214471	0.998047380474274	2.7014672232144634e-09	9.102323661898813e-05
B	ENSG00000179344	113.0	22.0	0.7333333333333333	0.9913801802929257	0.850497863395673	1.2274430888646856e-07	0.004135746743620672
B	ENSG00000223865	105.0	25.0	0.8333333333333334	1.242405455700225	0.788514510787662	6.917498785449586e-07	0.023307820407693837
B	ENSG00000198755	53.0	29.0	0.9666666666666667	2.1456399312466785	0.7605926731747901	7.24615670359593e-08	0.0024415200397096127
B	ENSG00000156508	11.0	30.0	1.0	3.00929274835938	0.6439029343099096	9.65354867508557e-09	0.0003252666690583332
B	ENSG00000198034	26.0	30.0	1.0	2.581595520883353	0.6017847156554086	7.942313827865079e-07	0.026760832211608597
B	ENSG00000198918	14.0	30.0	1.0	2.8769306648753146	0.7077252413890465	2.7119805287047367e-08	0.000913774719341774
B	ENSG00000147403	4.0	30.0	1.0	3.193401598555542	0.6589094015129682	4.121467647874625e-09	0.00013886873092748762
B	ENSG00000161016	47.0	29.0	0.9666666666666667	2.2341473121056556	0.8290591573798078	3.33664550958855e-08	0.001124249338000766
B	ENSG00000137154	16.0	30.0	1.0	2.8665429383062664	0.8784897617011196	1.0358178396431477e-11	3.490084628893622e-07
B	ENSG00000148303	88.0	29.0	0.9666666666666667	1.576261877523968	0.48090035604948156	7.713961467379175e-07	0.02599142176818739
B	ENSG00000177600	17.0	30.0	1.0	2.821417469200534	0.7183906038370185	3.497185784976004e-08	0.0011783417783898147
B	ENSG00000166441	38.0	30.0	1.0	2.436276545127457	0.4858140451084485	9.133409706134728e-07	0.030774110663850354
B	ENSG00000110700	46.0	29.0	0.9666666666666667	2.257587970002948	0.6867746116523221	5.544289430286122e-07	0.01868092880640606
B	ENSG00000156738	142.0	19.0	0.6333333333333333	0.6948926198020249	0.6847437979728184	6.76237462911889e-07	0.02278514507535319
B	ENSG00000023445	115.0	24.0	0.8	0.9679092998674945	0.795289823842908	1.2166629788734224e-06	0.04099424241016109
B	ENSG00000122026	2.0	30.0	1.0	3.273459973006287	0.7036630938559538	2.45249391612647e-08	0.0008263433000996528
B	ENSG00000213741	28.0	30.0	1.0	2.5509115924280565	0.5424134278400734	8.137498302133942e-07	0.027418486779210105
B	ENSG00000100721	117.0	22.0	0.7333333333333333	0.9572503428835875	0.9560697718456498	7.797993497426903e-09	0.00026274559290230206
B	ENSG00000134419	24.0	30.0	1.0	2.6752603795225993	0.7451840214137992	8.540158650746149e-10	2.8775210557824074e-05
B	ENSG00000167526	8.0	30.0	1.0	3.0247037903432514	0.6944154579935788	6.441563050148744e-08	0.0021704202541171177
B	ENSG00000161970	40.0	30.0	1.0	2.384935740773693	0.5129486535900716	1.1741803680001612e-06	0.03956283331939743
B	ENSG00000198242	31.0	30.0	1.0	2.511338328962723	0.7322004025695468	5.248397342042147e-10	1.768395000427681e-05
B	ENSG00000125691	85.0	29.0	0.9666666666666667	1.6078285917275543	0.6219393310367948	2.4032168490642167e-08	0.0008097398851236972
B	ENSG00000108298	33.0	30.0	1.0	2.490821395280771	0.6729201497721367	4.618213141815012e-07	0.015560607360031502
B	ENSG00000105640	15.0	30.0	1.0	2.8725376360535586	1.1994345442163732	8.233529677541603e-14	2.774205489550868e-09
B	ENSG00000105372	13.0	30.0	1.0	2.89090859662796	0.8167890818219137	9.363938822053862e-11	3.1550855467028285e-06
B	ENSG00000105369	118.0	25.0	0.8333333333333334	0.945856865445955	0.9439105735126143	1.4577135161440274e-10	4.911619921295686e-06
B	ENSG00000063177	69.0	29.0	0.9666666666666667	1.9293718700334543	0.6741795626888571	1.4688961164174266e-06	0.049492985746568775
B	ENSG00000142541	3.0	30.0	1.0	3.2229427298040103	0.7968388911588975	4.303145282158782e-11	1.4499017713705801e-06
B	ENSG00000142534	76.0	30.0	1.0	1.8232003293292864	0.8089335750386479	1.2489692871013067e-09	4.2082771159591426e-05
B	ENSG00000083845	68.0	29.0	0.9666666666666667	1.9377087944234903	0.840893528121482	3.975866169084457e-08	0.001339628347011317
B	ENSG00000100316	35.0	30.0	1.0	2.482618623628694	0.6696207770755327	8.342662338734454e-11	2.8109766484131868e-06
CD8 T	ENSG00000116824	144.0	119.0	0.5639810426540285	0.707251517783706	0.466093665577186	3.326256349322753e-17	1.1207488143408084e-12
CD8 T	ENSG00000197956	76.0	184.0	0.8720379146919431	1.5015219027398439	0.37564224342479857	9.773185375426264e-11	3.2929770803961255e-06
CD8 T	ENSG00000177954	3.0	211.0	1.0	3.140706732336772	0.5295596255491453	8.087380709382493e-31	2.7249620562193373e-26
CD8 T	ENSG00000143184	407.0	44.0	0.20853080568720378	0.23081753097907573	0.16545964947469416	1.0125340813093224e-06	0.03411632333563631
CD8 T	ENSG00000081237	136.0	130.0	0.6161137440758294	0.8064447794694443	0.41660464098274874	4.493993497636927e-14	1.5142061690937862e-09
CD8 T	ENSG00000228474	150.0	120.0	0.5687203791469194	0.6873083376839556	0.2496417044219632	1.3996931587409764e-07	0.004716126129061846
CD8 T	ENSG00000152518	105.0	147.0	0.6966824644549763	1.0420683890812368	0.3992449961598521	2.496967179999203e-11	8.413281216289314e-07
CD8 T	ENSG00000153563	299.0	59.0	0.2796208530805687	0.2996896640155554	0.2721671138914025	1.7384232250996166e-13	5.857443214650648e-09
CD8 T	ENSG00000172116	401.0	47.0	0.22274881516587677	0.23569765224148587	0.21808893366718118	7.378270400292854e-11	2.4860344286746744e-06
CD8 T	ENSG00000158050	179.0	83.0	0.3933649289099526	0.5343446782995854	0.410259191591808	2.247698027655378e-14	7.573393734382031e-10
CD8 T	ENSG00000121966	77.0	183.0	0.8672985781990521	1.4917033194957003	0.8458288858742425	3.626512713669938e-37	1.221917193743949e-32
CD8 T	ENSG00000172215	400.0	44.0	0.20853080568720378	0.23582604194006393	0.19582475769052748	1.2678482496969148e-08	0.0004271887892528785
CD8 T	ENSG00000182899	45.0	207.0	0.981042654028436	1.9705383969623136	0.23586942377118447	7.85377399693924e-08	0.0026462506105287076
CD8 T	ENSG00000145220	286.0	60.0	0.2843601895734597	0.30840311618872196	0.2311621924648639	5.909428064716363e-10	1.9911226921255315e-05
CD8 T	ENSG00000113088	111.0	131.0	0.6208530805687204	1.0131292987840612	0.9371129378800481	1.5813110355534586e-34	5.328069403193823e-30
CD8 T	ENSG00000145649	107.0	153.0	0.7251184834123223	1.0397561114176421	0.8306974328624478	6.112429198676807e-37	2.0595218942021634e-32
CD8 T	ENSG00000164587	16.0	209.0	0.990521327014218	2.369293528959386	0.360058104598763	5.154798641041267e-15	1.7368578541124443e-10
CD8 T	ENSG00000206503	58.0	196.0	0.9289099526066351	1.7073395109305176	0.69241781655153	2.106643676948365e-30	7.098125205109821e-26
CD8 T	ENSG00000204525	84.0	184.0	0.8720379146919431	1.387659211634053	0.4479017407216098	8.39669884420608e-16	2.8291837085667966e-11
CD8 T	ENSG00000234745	40.0	208.0	0.985781990521327	2.0373293307549614	0.6244937153024654	6.785806849552171e-32	2.2864097598881084e-27
CD8 T	ENSG00000231500	9.0	210.0	0.995260663507109	2.605235936035421	0.24460094525307596	3.606331699783067e-08	0.0012151174029249067
CD8 T	ENSG00000075624	17.0	207.0	0.981042654028436	2.3483101118565908	0.3188960176949518	2.5799059246314645e-09	8.692735022453256e-05
CD8 T	ENSG00000211772	148.0	116.0	0.5497630331753555	0.6963372425224826	0.45245724955560584	2.1558790382179618e-16	7.2640188313716e-12
CD8 T	ENSG00000179144	251.0	63.0	0.2985781990521327	0.3424656379257122	0.2093501680105471	4.2861791821465673e-07	0.014441852136324644
CD8 T	ENSG00000205542	2.0	211.0	1.0	3.7612248025036537	0.3338157032328275	1.1215224427926322e-16	3.778857718745495e-12
CD8 T	ENSG00000078596	181.0	93.0	0.44075829383886256	0.5316234124598125	0.38134274472887086	1.1226577552384252e-14	3.78268304050035e-10
CD8 T	ENSG00000183918	462.0	41.0	0.1943127962085308	0.20114304625238766	0.15129775843760826	5.918172457513621e-07	0.019940690278346395
CD8 T	ENSG00000147403	5.0	211.0	1.0	2.776010844356172	0.26182668933038356	8.017134902080588e-10	2.7012934339070335e-05
CD8 T	ENSG00000135046	127.0	139.0	0.6587677725118484	0.8761973666032491	0.30795202586353543	1.0925505127403216e-08	0.00036812396976272394
CD8 T	ENSG00000166441	24.0	209.0	0.990521327014218	2.20097272515556	0.2754342070054101	5.063333946604607e-10	1.7060397399689564e-05
CD8 T	ENSG00000251562	0.0	211.0	1.0	5.347951685820532	0.9154082726582109	9.160495618347431e-35	3.0865373936459835e-30
CD8 T	ENSG00000172757	109.0	160.0	0.7582938388625592	1.0239238471844563	0.2804726463865185	3.102312524471876e-08	0.001045293181995554
CD8 T	ENSG00000172543	253.0	62.0	0.2938388625592417	0.3389007376152643	0.2403440017101625	2.4615351138197903e-09	8.293896412504401e-05
CD8 T	ENSG00000149273	25.0	204.0	0.966824644549763	2.173956859996252	0.37911988723408996	2.472540821826842e-13	8.330979045063362e-09
CD8 T	ENSG00000198851	194.0	91.0	0.4312796208530806	0.4809350705712042	0.31495562768401963	8.84371964790208e-13	2.9798028981641268e-08
CD8 T	ENSG00000167286	140.0	125.0	0.5924170616113744	0.7384536292388018	0.48154018765131595	2.74345056836506e-19	9.243782345049233e-15
CD8 T	ENSG00000118181	46.0	205.0	0.9715639810426541	1.967216410800197	0.24559359347637644	3.5901328161539196e-07	0.012096593510749017
CD8 T	ENSG00000139193	410.0	46.0	0.21800947867298578	0.22857958156355462	0.1690348891870235	1.5779149350728793e-07	0.00531662658223456
CD8 T	ENSG00000139187	415.0	40.0	0.1895734597156398	0.22242036285067115	0.18701743176209573	7.911960428845055e-08	0.0026658559468950528
CD8 T	ENSG00000069493	258.0	66.0	0.3127962085308057	0.3351724960460992	0.20895765042586006	7.292341240720227e-08	0.0024570814576482733
CD8 T	ENSG00000110848	118.0	144.0	0.6824644549763034	0.9409447337855344	0.5568517115018294	4.880923392930833e-21	1.644578328014115e-16
CD8 T	ENSG00000197728	56.0	204.0	0.966824644549763	1.802175369885108	0.24801575902747452	1.070531981935851e-07	0.003607050459934656
CD8 T	ENSG00000229117	12.0	208.0	0.985781990521327	2.4724090702538297	0.2842842974094424	2.4442641122548445e-10	8.235703499831474e-06
CD8 T	ENSG00000133639	64.0	195.0	0.9241706161137441	1.6269505770182977	0.6937976445995128	3.1489516382943345e-31	1.061007765006893e-26
CD8 T	ENSG00000132965	172.0	97.0	0.4597156398104265	0.5656929978959333	0.26294741046177145	9.366506537768721e-08	0.003155950712835793
CD8 T	ENSG00000277734	113.0	146.0	0.6919431279620853	0.9549348751118376	0.5432733291361036	5.84571575330845e-20	1.9696554659197493e-15
CD8 T	ENSG00000213741	13.0	210.0	0.995260663507109	2.445534410007149	0.48647781114067845	1.338893566635469e-27	4.5112679834215494e-23
CD8 T	ENSG00000166710	1.0	211.0	1.0	3.782061998608291	0.7801688451247868	8.336764289041567e-53	2.808989359549666e-48
CD8 T	ENSG00000008517	71.0	192.0	0.909952606635071	1.5852709718192413	1.0667856578474448	1.4200107360585333e-53	4.784584174075622e-49
CD8 T	ENSG00000134419	27.0	204.0	0.966824644549763	2.160584931574448	0.24761911276176485	2.042705732087728e-07	0.00688269269369639
CD8 T	ENSG00000102879	151.0	115.0	0.5450236966824644	0.6715883075274836	0.30984919798263705	6.54724733163461e-10	2.2060295159209657e-05
CD8 T	ENSG00000167526	11.0	211.0	1.0	2.5710529827548863	0.2602756383581406	1.714477376306101e-10	5.776760071725777e-06
CD8 T	ENSG00000108518	101.0	159.0	0.7535545023696683	1.0875446046225454	0.26720745897493625	1.2095897295954222e-06	0.040755916348988154
CD8 T	ENSG00000072818	209.0	82.0	0.3886255924170616	0.4328632229488671	0.27519973754339055	1.8559056963701672e-10	6.253288653349641e-06
CD8 T	ENSG00000198242	31.0	209.0	0.990521327014218	2.1197944510855216	0.3731516514065383	3.2345260358591475e-16	1.0898412025223811e-11
CD8 T	ENSG00000271503	43.0	200.0	0.9478672985781991	1.9809070195448182	1.4557396623415415	9.553133750606154e-76	3.2188328859292375e-71
CD8 T	ENSG00000275302	93.0	142.0	0.6729857819905213	1.1932831250161289	0.8538547277247183	4.5202660197668204e-24	1.5230584327002324e-19
CD8 T	ENSG00000276070	205.0	64.0	0.3033175355450237	0.44297879189807654	0.3312816685638118	1.932006165612944e-09	6.509701574416254e-05
CD8 T	ENSG00000108298	41.0	207.0	0.981042654028436	2.0360611593610276	0.23498552409308227	1.0583211325687262e-07	0.003565907224077066
CD8 T	ENSG00000101608	99.0	163.0	0.7725118483412322	1.1183504242132778	0.39181607785080563	2.3649885203552217e-12	7.968592320484885e-08
CD8 T	ENSG00000077984	167.0	100.0	0.47393364928909953	0.584071014343826	0.439588936651385	1.5565433989436984e-17	5.244617328400897e-13
CD8 T	ENSG00000197540	233.0	70.0	0.33175355450236965	0.3797375172524755	0.2604946668538176	5.611580511855963e-10	1.890765937664748e-05
CD8 T	ENSG00000233927	37.0	209.0	0.990521327014218	2.080045764950197	0.22106355843901637	7.836722783451936e-08	0.0026405053746562956
CD8 T	ENSG00000126264	128.0	137.0	0.6492890995260664	0.8692881075736816	0.4375698457680046	2.0830729091363973e-15	7.018705860044177e-11
CD8 T	ENSG00000105372	21.0	208.0	0.985781990521327	2.2899803435649906	0.22956067408022296	7.374604476527471e-07	0.02484799232321166
CD8 T	ENSG00000142541	6.0	211.0	1.0	2.7722178937256534	0.3780964111269034	1.636236397878104e-17	5.513134919010484e-13
CD8 T	ENSG00000105374	158.0	100.0	0.47393364928909953	0.6321058960875251	0.42489390450698683	9.660889528164294e-14	3.255140117619677e-09
CD8 T	ENSG00000108107	39.0	208.0	0.985781990521327	2.0400988488322978	0.36912780559016367	5.808615170443507e-16	1.9571547955292353e-11
CD8 T	ENSG00000100097	115.0	141.0	0.6682464454976303	0.949214330838122	0.29303038839245277	2.883779778949345e-07	0.009716607587191924
CD8 T	ENSG00000100316	29.0	206.0	0.976303317535545	2.1391651553579716	0.35789431326154797	6.250027286599528e-13	2.105884193946845e-08
LAM	ENSG00000162511	168.0	40.0	0.9090909090909091	0.6744875560036211	0.3323224665392405	6.180557526344123e-08	0.002082477052926389
LAM	ENSG00000065978	95.0	41.0	0.9318181818181818	1.054761409676099	0.4481405751107167	1.675095884561929e-08	0.0005644068073442964
LAM	ENSG00000117450	180.0	36.0	0.8181818181818182	0.598352969957959	0.3805203508806754	3.4701460412262857e-07	0.011692310071307848
LAM	ENSG00000163131	127.0	38.0	0.8636363636363636	0.8642202303622201	0.6310924944967937	6.059805339825887e-10	2.0417908112009345e-05
LAM	ENSG00000163191	54.0	43.0	0.9772727272727273	1.3265752953369572	0.7254279007715914	1.324435745731269e-14	4.4625538016669376e-10
LAM	ENSG00000158869	110.0	42.0	0.9545454545454546	0.9520174064933248	0.4119901240082021	1.2119551573320919e-08	0.00040835617071147503
LAM	ENSG00000135821	204.0	38.0	0.8636363636363636	0.5258256024086347	0.2967720340468986	3.906184767478278e-07	0.01316149895554131
LAM	ENSG00000135838	677.0	28.0	0.6363636363636364	0.1683228650890529	0.14568736185427814	1.3835852652988886e-07	0.004661852192898075
LAM	ENSG00000133063	150.0	26.0	0.5909090909090909	0.7729644039600702	0.7681681254383574	1.6442998044945151e-07	0.005540303761263819
LAM	ENSG00000115355	599.0	29.0	0.6590909090909091	0.18759352052206596	0.15661484507035248	1.7369184374444633e-07	0.005852372983125374
LAM	ENSG00000042493	189.0	33.0	0.75	0.5678296728590065	0.49817600920134497	4.766235362689126e-08	0.001605935343104474
LAM	ENSG00000155368	157.0	42.0	0.9545454545454546	0.7297549224742419	0.4808220271705924	9.141729625637131e-10	3.080214380062175e-05
LAM	ENSG00000135929	326.0	26.0	0.5909090909090909	0.32658284733421633	0.3078045325059797	1.3825998797105276e-06	0.04658532034696652
LAM	ENSG00000233276	99.0	40.0	0.9090909090909091	1.0277027682756712	0.5442286459726203	5.573237120028208e-09	0.00018778465152223046
LAM	ENSG00000074416	398.0	26.0	0.5909090909090909	0.270478702880757	0.23784254316986989	5.466550637109863e-07	0.01841899571667797
LAM	ENSG00000164111	194.0	37.0	0.8409090909090909	0.5549452127058931	0.35075598236803446	4.041017518654121e-07	0.013615804427353195
LAM	ENSG00000049860	314.0	32.0	0.7272727272727273	0.33984626978803373	0.26395783856728466	9.646430036553991e-08	0.003250268136516502
LAM	ENSG00000113648	190.0	41.0	0.9318181818181818	0.5612325132219775	0.4283629664028682	7.153289694258086e-10	2.4102294295833194e-05
LAM	ENSG00000196743	497.0	28.0	0.6363636363636364	0.22173158928079792	0.20189165156643046	1.0697433812018401e-06	0.036043933486214805
LAM	ENSG00000113269	256.0	37.0	0.8409090909090909	0.414044456819327	0.2962321411333486	3.4465228218758913e-09	0.00011612713996028629
LAM	ENSG00000095970	197.0	35.0	0.7954545454545454	0.5407157402798186	0.5216711675368858	1.929281481296879e-12	6.500521023081703e-08
LAM	ENSG00000146070	354.0	30.0	0.6818181818181818	0.2999345733085672	0.2981430032366018	9.503295138206912e-09	0.0003202040263867437
LAM	ENSG00000136238	181.0	41.0	0.9318181818181818	0.5964488674122341	0.2793019651923821	2.2016368150062743e-07	0.007418195084482141
LAM	ENSG00000136235	149.0	39.0	0.8863636363636364	0.7758910400701926	0.7273432366969766	3.0022586404790617e-12	1.011581026323015e-07
LAM	ENSG00000135218	215.0	36.0	0.8181818181818182	0.49534015616315064	0.4093494442883696	3.0763968217932707e-07	0.010365611451350246
LAM	ENSG00000164713	216.0	34.0	0.7727272727272727	0.4900027027870019	0.3695183227394252	6.808498664315925e-07	0.022940555399546075
LAM	ENSG00000130429	143.0	40.0	0.9090909090909091	0.7895993500940631	0.3626691318927793	1.1992483510585396e-06	0.04040747394056643
LAM	ENSG00000128524	171.0	41.0	0.9318181818181818	0.6410671261565456	0.48681398245178376	1.0977617975764174e-11	3.6987986007539805e-07
LAM	ENSG00000130066	49.0	44.0	1.0	1.3431782306293791	0.5640317832116242	4.060266251256177e-08	0.0013680661106982564
LAM	ENSG00000185825	226.0	36.0	0.8181818181818182	0.46196413857214785	0.33284748089306837	1.3126901941098826e-06	0.04422978340033838
LAM	ENSG00000164733	88.0	39.0	0.8863636363636364	1.090009139547814	0.7795365614693727	2.2675465290844606e-11	7.640271275097181e-07
LAM	ENSG00000104763	192.0	36.0	0.8181818181818182	0.5582100234890588	0.4201842228855931	5.353293021691538e-10	1.803738550728747e-05
LAM	ENSG00000137575	122.0	43.0	0.9772727272727273	0.8897508394945957	0.5354885058093812	2.2850295123662622e-10	7.699178438966884e-06
LAM	ENSG00000164687	36.0	43.0	0.9772727272727273	1.4290532451521176	1.3139352149207986	4.8458208114362006e-17	1.6327508642053134e-12
LAM	ENSG00000170323	15.0	39.0	0.8863636363636364	1.7447096097535344	1.2310692328377684	4.819152620857737e-10	1.6237652840718057e-05
LAM	ENSG00000169439	509.0	24.0	0.5454545454545454	0.2148240297213152	0.1974147300463883	7.684202107954962e-07	0.02589115058254345
LAM	ENSG00000147872	230.0	34.0	0.7727272727272727	0.45762803505640365	0.3493893049378683	5.018145039953531e-09	0.00016908137897619427
LAM	ENSG00000135047	236.0	35.0	0.7954545454545454	0.44708250107314224	0.3485296989199261	6.565500316948761e-08	0.0022121796767927155
LAM	ENSG00000117984	57.0	40.0	0.9090909090909091	1.31572199044403	1.0740240282953764	5.2315799879366384e-14	1.762728561135371e-09
LAM	ENSG00000167996	1.0	44.0	1.0	3.445237219182709	1.3521545823276413	6.441285831728418e-17	2.170326848142573e-12
LAM	ENSG00000137714	267.0	29.0	0.6590909090909091	0.39644845993280503	0.35998370057492957	2.7513517436673548e-08	0.0009270404565112785
LAM	ENSG00000026025	28.0	42.0	0.9545454545454546	1.563631726734313	0.881498793283123	1.8441429235832618e-14	6.213655166721442e-10
