"cellType"	"gene"	"log1p_FC"	"pct.ipf"	"pct.ctrl"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"1929"	"Myofibroblast"	"LINC00578"	0.335661714914433	0.903225806451613	0.454545454545455	3.83426591824596e-05	0.00026433196860635	0.0174459099280191
"1930"	"Myofibroblast"	"CCL18"	0.260243613800623	0.903225806451613	0.454545454545455	3.83426591824596e-05	0.00026433196860635	0.0174459099280191
"1931"	"Myofibroblast"	"DOCK1"	0.440207936058387	0.967741935483871	0.818181818181818	3.98647961743256e-05	0.000264389003100594	0.0181384822593182
"1932"	"Myofibroblast"	"CAPZB"	0.568133080641117	1	0.863636363636364	4.00941565141561e-05	0.000264389003100594	0.018242841213941
"1933"	"Myofibroblast"	"NAV2"	-0.951007743843409	0.935483870967742	0.954545454545455	4.00941565141561e-05	0.000264389003100594	0.018242841213941
"1934"	"Myofibroblast"	"C9orf3"	0.437940422021606	1	0.818181818181818	4.32530284197757e-05	0.000281144684728542	0.0196801279309979
"1935"	"Myofibroblast"	"CHST11"	0.447356102164883	0.935483870967742	0.590909090909091	4.6903414259447e-05	0.000300578218141526	0.0213410534880484
"1936"	"Myofibroblast"	"INTS6"	0.286176642519248	0.967741935483871	0.5	4.76342144416891e-05	0.000301021771819008	0.0216735675709686
"1937"	"Myofibroblast"	"LDB2"	0.367608898992703	0.967741935483871	0.727272727272727	4.96997270318849e-05	0.000309772271226132	0.0226133757995076
"1938"	"Myofibroblast"	"PRDX5"	0.377299566805288	0.967741935483871	0.636363636363636	5.25030246840571e-05	0.000322822651773595	0.023888876231246
"1939"	"Myofibroblast"	"ENSG00000234287"	-0.831233230742116	1	0.954545454545455	5.36135989811905e-05	0.000323776137642264	0.0243941875364417
"1940"	"Myofibroblast"	"ENSG00000255439"	0.319898522911639	1	0.727272727272727	5.40812889248617e-05	0.000323776137642264	0.0246069864608121
"1941"	"Myofibroblast"	"COL24A1"	0.262189764980416	0.935483870967742	0.5	5.62620300524382e-05	0.000332457450309862	0.0255992236738594
"1942"	"Myofibroblast"	"TTC3"	0.452381334239265	0.967741935483871	0.681818181818182	5.96660997955702e-05	0.000348052248807493	0.0271480754069844
"1943"	"Myofibroblast"	"PDE4D"	0.65031967026611	1	0.772727272727273	6.33660154741016e-05	0.000361805199050814	0.0288315370407162
"1944"	"Myofibroblast"	"CDC42BPA"	0.382337965606342	0.967741935483871	0.681818181818182	6.44092771936613e-05	0.000361805199050814	0.0293062211231159
"1945"	"Myofibroblast"	"TCIM"	0.395072228446391	0.967741935483871	0.681818181818182	6.44092771936613e-05	0.000361805199050814	0.0293062211231159
"1946"	"Myofibroblast"	"CASC15"	0.554211044452247	0.967741935483871	0.727272727272727	6.75515245366776e-05	0.000372775713192057	0.0307359436641883
"1947"	"Myofibroblast"	"MAPK10"	0.358048413333027	0.935483870967742	0.818181818181818	6.80337654176262e-05	0.000372775713192057	0.0309553632650199
"1948"	"Myofibroblast"	"VPS13B"	0.36956245113344	1	0.909090909090909	6.88201316662259e-05	0.000372775713192057	0.0313131599081328
"1949"	"Myofibroblast"	"CTSK"	0.329558431323997	0.903225806451613	0.5	7.13563220505303e-05	0.00038196619450578	0.0324671265329913
"1950"	"Myofibroblast"	"CHN1"	0.406592098455939	0.967741935483871	0.590909090909091	7.2970606021433e-05	0.00038331396367209	0.033201625739752
"1951"	"Myofibroblast"	"FGD4"	-0.493606789817778	0.903225806451613	0.909090909090909	7.37674477782369e-05	0.00038331396367209	0.0335641887390978
"1952"	"Myofibroblast"	"COL18A1"	0.265643303507789	0.870967741935484	0.545454545454545	7.41354479189976e-05	0.00038331396367209	0.0337316288031439
"1953"	"Myofibroblast"	"PITPNC1"	0.366310607080846	0.967741935483871	0.590909090909091	7.87164165124562e-05	0.000402426623743456	0.0358159695131676
"1954"	"Myofibroblast"	"EMP1"	0.703175095589243	1	0.818181818181818	7.9819484985602e-05	0.000403531840760543	0.0363178656684489
"1955"	"Myofibroblast"	"APBB2"	0.548259626614118	0.967741935483871	0.863636363636364	8.28806144068242e-05	0.00041085065191738	0.037710679555105
"1956"	"Myofibroblast"	"TCF12"	0.408708093804885	1	0.954545454545455	8.35150055414469e-05	0.00041085065191738	0.0379993275213583
"1957"	"Myofibroblast"	"SH3RF3"	0.42813938027421	1	0.636363636363636	8.3976067314981e-05	0.00041085065191738	0.0382091106283164
"1958"	"Myofibroblast"	"KAZN"	0.635930953690061	0.967741935483871	0.909090909090909	8.62225153801231e-05	0.000417353664871872	0.039231244497956
"1959"	"Myofibroblast"	"ESYT2"	0.399278737680303	0.967741935483871	0.681818181818182	8.71923640919413e-05	0.000417605533282456	0.0396725256618333
"1960"	"Myofibroblast"	"ARHGEF12"	0.292750287523196	0.935483870967742	0.636363636363636	9.50091087950475e-05	0.00045030358855986	0.0432291445017466
"1961"	"Myofibroblast"	"ITGB5"	0.304621158730018	0.967741935483871	0.681818181818182	0.000101258684277051	0.000474976302536681	0.046072701346058
"1962"	"Myofibroblast"	"MDK"	0.340708430870662	0.935483870967742	0.5	0.000103394741471281	0.000477435208916478	0.0470446073694327
"1963"	"Myofibroblast"	"CLMP"	0.483900566905378	0.935483870967742	0.681818181818182	0.000103881506995014	0.000477435208916478	0.0472660856827313
"1964"	"Myofibroblast"	"CACNA2D3"	-0.497305164816165	0.870967741935484	0.863636363636364	0.000106048048043024	0.000482518618595759	0.0482518618595759
"1965"	"Myofibroblast"	"SORBS1"	0.265473729084804	0.935483870967742	0.454545454545455	0.000116538987669948	0.000520396429345471	0.0530252393898264
"1966"	"Myofibroblast"	"BEX3"	0.32790392939609	0.967741935483871	0.681818181818182	0.000117448054613771	0.000520396429345471	0.0534388648492657
"1967"	"Myofibroblast"	"RPL23A"	-0.533526685189222	1	0.954545454545455	0.000117804026862821	0.000520396429345471	0.0536008322225835
"1968"	"Myofibroblast"	"CAMK1D"	0.272441670191279	0.967741935483871	0.636363636363636	0.000129684077941629	0.000567367840994627	0.0590062554634412
"1969"	"Myofibroblast"	"PTPN14"	0.26519977333214	0.967741935483871	0.590909090909091	0.000132644924200708	0.000574794671536402	0.0603534405113222
"1970"	"Myofibroblast"	"FARP1"	0.291485425683326	0.935483870967742	0.590909090909091	0.000145533139468879	0.000623103882159218	0.0662175784583398
"1971"	"Myofibroblast"	"MICAL2"	0.300373114458761	0.903225806451613	0.590909090909091	0.000147880731628185	0.000623103882159218	0.0672857328908243
"1972"	"Myofibroblast"	"SCGB3A1"	0.274834203889081	0.806451612903226	0.363636363636364	0.00014790158082021	0.000623103882159218	0.0672952192731956
"1973"	"Myofibroblast"	"UBE2E3"	0.254474928725702	0.967741935483871	0.636363636363636	0.000150121656696125	0.00062665462198841	0.0683053537967367
"1974"	"Myofibroblast"	"KLF12"	0.306098521349789	0.935483870967742	0.545454545454545	0.000153385286465332	0.000634457321288419	0.0697903053417261
"1975"	"Myofibroblast"	"SNX29"	0.309770894074926	1	0.681818181818182	0.000190154959644439	0.000779464023767746	0.0865205066382198
"1976"	"Myofibroblast"	"KIAA1217"	0.319347200732047	1	0.590909090909091	0.000200418198871802	0.000814198932916697	0.09119028048667
"1977"	"Myofibroblast"	"GLG1"	0.293563543134937	1	0.636363636363636	0.000202577672046561	0.000815688856470667	0.0921728407811854
"1978"	"Myofibroblast"	"TMEM132C"	0.315916085067161	1	0.454545454545455	0.00020489816195529	0.000817795295523308	0.0932286636896571
"1979"	"Myofibroblast"	"THBS2"	0.324354148307085	0.935483870967742	0.545454545454545	0.000220108748930131	0.000870865050114866	0.10014948076321
"1980"	"Myofibroblast"	"SH3BGRL"	0.34663691451082	0.967741935483871	0.636363636363636	0.000231140000964755	0.000906626727922099	0.105168700438963
"1981"	"Myofibroblast"	"SERINC5"	0.304793994173024	0.967741935483871	0.727272727272727	0.000235499064769509	0.000915829696325867	0.107152074470126
"1982"	"Myofibroblast"	"SYNE1"	0.456617570189901	1	0.863636363636364	0.000239084759717777	0.000921894624335498	0.108783565671589
"1983"	"Myofibroblast"	"LRBA"	0.25413460043682	0.967741935483871	0.681818181818182	0.000242004488786401	0.000925311280653887	0.110112042397813
"1984"	"Myofibroblast"	"PHLDA1"	0.285538238332067	1	0.545454545454545	0.000244886785631694	0.000928529062186838	0.111423487462421
"1985"	"Myofibroblast"	"ITGBL1"	0.329183563308275	0.870967741935484	0.590909090909091	0.000266271112838864	0.0010012674077825	0.121153356341683
"1986"	"Myofibroblast"	"CPQ"	0.317196263156414	1	0.727272727272727	0.000272799177291755	0.00101635255929201	0.124123625667748
"1987"	"Myofibroblast"	"IQGAP1"	0.345251933542995	1	0.818181818181818	0.000274750252292127	0.00101635255929201	0.125011364792918
"1988"	"Myofibroblast"	"CDH13"	-0.800828716397967	0.870967741935484	0.818181818181818	0.000288545933405407	0.00105877741693113	0.13128839969946
"1989"	"Myofibroblast"	"FAM155A"	0.29280215201389	0.870967741935484	0.409090909090909	0.000309937993057631	0.00112817429472978	0.141021786841222
"1990"	"Myofibroblast"	"CRIP1"	0.623749536658745	1	0.727272727272727	0.000313694582362212	0.00113278599186354	0.142731034974806
"1991"	"Myofibroblast"	"NAV1"	0.327489120210399	0.967741935483871	0.681818181818182	0.000320366348815114	0.00114776920244785	0.145766688710877
"1992"	"Myofibroblast"	"ITIH5"	0.32055350325863	0.967741935483871	0.636363636363636	0.000328370435274771	0.00116725428164079	0.149408548050021
"1993"	"Myofibroblast"	"FNDC3B"	0.520655448065108	1	0.954545454545455	0.000338876975940041	0.00118606941579014	0.154189024052719
"1994"	"Myofibroblast"	"LAMA2"	0.598939650359937	1	1	0.000338876975940041	0.00118606941579014	0.154189024052719
"1995"	"Myofibroblast"	"FKBP5"	0.595248983692936	1	0.909090909090909	0.000363652665217105	0.00125349971722563	0.165461962673783
"1996"	"Myofibroblast"	"MYO10"	-0.323301326313754	1	0.909090909090909	0.000363652665217105	0.00125349971722563	0.165461962673783
"1997"	"Myofibroblast"	"COL14A1"	0.371323317964658	1	0.772727272727273	0.000387498570893809	0.00130311854960897	0.176311849756683
"1998"	"Myofibroblast"	"ENSG00000282278"	-0.458193003743554	1	0.863636363636364	0.000389186498485431	0.00130311854960897	0.177079856810871
"1999"	"Myofibroblast"	"HMCN1"	0.365899917461982	1	0.909090909090909	0.000389503566476527	0.00130311854960897	0.17722412274682
"2000"	"Myofibroblast"	"TXNRD1"	-0.402954182650435	1	0.909090909090909	0.000389503566476527	0.00130311854960897	0.17722412274682
"2001"	"Myofibroblast"	"RPS25"	-0.300791770146505	1	1	0.000395536533089076	0.00131364323033233	0.17996912255553
"2002"	"Myofibroblast"	"SEPT11"	0.342249130559579	0.967741935483871	0.863636363636364	0.000430478881894681	0.00141251973378871	0.19586789126208
"2003"	"Myofibroblast"	"SVEP1"	-0.680533858727826	0.967741935483871	0.954545454545455	0.000431517017575012	0.00141251973378871	0.19634024299663
"2004"	"Myofibroblast"	"TSHZ2"	0.658987350868844	0.967741935483871	0.727272727272727	0.000470838625807536	0.00153022553387449	0.214231574742429
"2005"	"Myofibroblast"	"PTK2"	0.468637396120671	1	0.818181818181818	0.000476598846757531	0.0015379608175509	0.216852475274677
"2006"	"Myofibroblast"	"RAB1A"	0.333071727072694	1	0.863636363636364	0.000510662884291317	0.00163627896022922	0.232351612352549
"2007"	"Myofibroblast"	"ARL15"	0.332699656162686	0.967741935483871	0.681818181818182	0.000517216694391468	0.00164568948215467	0.235333595948118
"2008"	"Myofibroblast"	"PTPRK"	0.326608497445981	1	0.727272727272727	0.000541761830950234	0.00171181689640525	0.246501633082357
"2009"	"Myofibroblast"	"CLASP1"	0.255739790428521	1	0.636363636363636	0.00057199957338918	0.0017826014102197	0.260259805892077
"2010"	"Myofibroblast"	"TENM3"	0.313988170114997	0.935483870967742	0.727272727272727	0.00057199957338918	0.0017826014102197	0.260259805892077
"2011"	"Myofibroblast"	"MACF1"	-0.435791252845505	1	0.954545454545455	0.000577037937394494	0.00178298256620915	0.262552261514495
"2012"	"Myofibroblast"	"AOC3"	-0.525237263829151	0.741935483870968	0.818181818181818	0.000580512133380367	0.00178298256620915	0.264133020688067
"2013"	"Myofibroblast"	"THBS1"	-0.744565015913445	0.935483870967742	0.954545454545455	0.000583877807395963	0.00178298256620915	0.265664402365163
"2014"	"Myofibroblast"	"CREB3L2"	0.267764512756261	1	0.681818181818182	0.000615853074263851	0.00186808765860035	0.280213148790052
"2015"	"Myofibroblast"	"YWHAQ"	0.327897015533724	1	0.772727272727273	0.000621516389420674	0.00187278117341991	0.282789957186407
"2016"	"Myofibroblast"	"RPL21"	-0.387737679833654	1	0.954545454545455	0.000668812731710348	0.00200203811136979	0.304309792928208
"2017"	"Myofibroblast"	"ZNF521"	0.256907844332066	0.935483870967742	0.590909090909091	0.000674659647138975	0.00200634078070741	0.306970139448234
"2018"	"Myofibroblast"	"CACNA2D1"	0.255181447320705	0.967741935483871	0.772727272727273	0.000683815862898628	0.00202036504947322	0.311136217618876
"2019"	"Myofibroblast"	"APP"	0.29977217770007	1	0.863636363636364	0.000712203534155778	0.00209066198736051	0.324052608040879
"2020"	"Myofibroblast"	"SUGCT"	0.300720726992604	0.935483870967742	0.636363636363636	0.000730769174210737	0.00213141009144798	0.332499974265885
"2021"	"Myofibroblast"	"SLIT2"	-0.593470446208038	1	0.954545454545455	0.000773678105050404	0.00222799707467047	0.352023537797934
"2022"	"Myofibroblast"	"ENSG00000266865"	-0.576884431645627	1	0.954545454545455	0.000773678105050404	0.00222799707467047	0.352023537797934
"2023"	"Myofibroblast"	"OGN"	0.259065761139937	0.870967741935484	0.454545454545455	0.000783043084633131	0.0022407836698621	0.356284603508074
"2024"	"Myofibroblast"	"C6orf48"	0.303061525828858	1	0.863636363636364	0.000811820588243291	0.00230861479781686	0.369378367650697
"2025"	"Myofibroblast"	"ANTXR1"	0.45010658499997	1	0.727272727272727	0.000859878722179677	0.00240899124196706	0.391244818591753
"2026"	"Myofibroblast"	"VCAN"	0.488299206323425	0.967741935483871	0.818181818181818	0.000863001258111277	0.00240899124196706	0.392665572440631
"2027"	"Myofibroblast"	"DYNLL1"	0.403546644127459	0.967741935483871	0.818181818181818	0.000863001258111277	0.00240899124196706	0.392665572440631
"2028"	"Myofibroblast"	"PTPN13"	0.26197455624812	0.967741935483871	0.636363636363636	0.000898877882527023	0.00249383802774266	0.408989436549796
"2029"	"Myofibroblast"	"PPIC"	0.258427448690371	0.903225806451613	0.681818181818182	0.000918474248461536	0.00253276232151515	0.417905783049999
"2030"	"Myofibroblast"	"RPS28"	-0.491789647950053	1	1	0.000959144588781462	0.00262898064997328	0.436410787895565
"2031"	"Myofibroblast"	"ERCC1"	0.309792013600223	0.967741935483871	0.727272727272727	0.000973640709958304	0.00263694358947041	0.443006523031028
"2032"	"Myofibroblast"	"AHR"	0.274866988101791	0.967741935483871	0.727272727272727	0.000973640709958304	0.00263694358947041	0.443006523031028
"2033"	"Myofibroblast"	"RPL36A"	-0.406425509663446	1	1	0.00102939299776262	0.00277144268628397	0.468373813981991
"2034"	"Myofibroblast"	"TAGLN2"	0.390227458309542	1	0.772727272727273	0.0010470092939215	0.00278204897412878	0.476389228734284
"2035"	"Myofibroblast"	"FSTL1"	0.344224831635385	0.967741935483871	0.909090909090909	0.00105093794214145	0.00278204897412878	0.47817676367436
"2036"	"Myofibroblast"	"CALD1"	0.611721774094682	1	0.909090909090909	0.00105167565615418	0.00278204897412878	0.47851242355015
"2037"	"Myofibroblast"	"MT-CYB"	0.431180846253438	1	0.954545454545455	0.00110426946381962	0.00290429252045045	0.502442606037927
"2038"	"Myofibroblast"	"RANBP9"	0.256891708690646	0.967741935483871	0.818181818181818	0.0011160010561893	0.00291827862394328	0.50778048056613
"2039"	"Myofibroblast"	"NXN"	0.290060280226993	0.903225806451613	0.636363636363636	0.00113543258605453	0.00295212472374177	0.516621826654809
"2040"	"Myofibroblast"	"RPL32"	-0.263036911039377	1	0.954545454545455	0.00118404131283517	0.00306101589397729	0.538738797340003
"2041"	"Myofibroblast"	"CMSS1"	0.317502282310824	1	0.818181818181818	0.00119190593355597	0.00306393898173992	0.542317199767966
"2042"	"Myofibroblast"	"CSGALNACT1"	0.278315173382368	0.903225806451613	0.636363636363636	0.00121009167771368	0.00309321187280745	0.550591713359726
"2043"	"Myofibroblast"	"CTNNA1"	0.352299400551458	0.967741935483871	0.727272727272727	0.00125643450079301	0.00316105275202301	0.57167769786082
"2044"	"Myofibroblast"	"GAS7"	0.436109345935641	0.967741935483871	0.818181818181818	0.00126676105626481	0.00316105275202301	0.576376280600489
"2045"	"Myofibroblast"	"EIF4G3"	0.328131523586248	1	0.818181818181818	0.00126963940247197	0.00316105275202301	0.577685928124745
"2046"	"Myofibroblast"	"RGCC"	-0.868269813961563	0.935483870967742	0.954545454545455	0.00127136846949497	0.00316105275202301	0.578472653620211
"2047"	"Myofibroblast"	"DLG2"	0.417857815298584	1	0.863636363636364	0.00127136846949497	0.00316105275202301	0.578472653620211
"2048"	"Myofibroblast"	"PDE3B"	0.338523243875401	0.903225806451613	0.681818181818182	0.00134729998103866	0.00332542857288487	0.61302149137259
"2049"	"Myofibroblast"	"RBPMS"	0.364396313839368	1	0.863636363636364	0.00135385197740725	0.00332542857288487	0.616002649720298
"2050"	"Myofibroblast"	"RPS27"	-0.423532808060872	1	1	0.00135940596605843	0.00332542857288487	0.618529714556586
"2051"	"Myofibroblast"	"NUMB"	0.279585635208566	1	0.727272727272727	0.00143134827121844	0.00348269231767054	0.65126346340439
"2052"	"Myofibroblast"	"AKAP13"	0.307471424051773	1	1	0.00145560013024206	0.00352286201734115	0.662298059260136
"2053"	"Myofibroblast"	"COL8A1"	0.336963692325588	0.967741935483871	0.772727272727273	0.00147670969739729	0.00355504186410459	0.671902912315768
"2054"	"Myofibroblast"	"CASK"	0.272528423097552	0.935483870967742	0.681818181818182	0.00149504456190845	0.00358023829299128	0.680245275668343
"2055"	"Myofibroblast"	"MOXD1"	0.318435430666522	0.967741935483871	0.772727272727273	0.00157143131083897	0.00374346202320279	0.715001246431732
"2056"	"Myofibroblast"	"PDZRN3"	0.391505549059838	1	0.909090909090909	0.00163289968676154	0.0038696320701901	0.742969357476499
"2057"	"Myofibroblast"	"SCHLAP1"	-0.482324952365883	1	1	0.00166662260027644	0.00392908436852735	0.758313283125779
"2058"	"Myofibroblast"	"SCGB1A1"	0.344373650799731	0.870967741935484	0.454545454545455	0.00169481271948302	0.00397494735755039	0.771139787364775
"2059"	"Myofibroblast"	"ENSG00000253736"	0.287123505354016	0.967741935483871	0.681818181818182	0.00175924534816209	0.00410490581237822	0.800456633413753
"2060"	"Myofibroblast"	"TAX1BP1"	-0.295057729399994	1	0.954545454545455	0.00178214005503041	0.00413711084203489	0.810873725038838
"2061"	"Myofibroblast"	"DNAJC1"	0.286904511234474	0.967741935483871	0.727272727272727	0.00182503014230521	0.0042151711408572	0.830388714748869
"2062"	"Myofibroblast"	"ARMC9"	-0.517756858841658	1	1	0.00190481394875799	0.00437722397315599	0.866690346684885
"2063"	"Myofibroblast"	"SCN7A"	-0.677113567742326	0.935483870967742	0.954545454545455	0.00196151544762547	0.00448487200336478	0.892489528669591
"2064"	"Myofibroblast"	"CRY1"	0.32574347001553	0.967741935483871	0.636363636363636	0.00203436168915602	0.00460665718429118	0.925634568565988
"2065"	"Myofibroblast"	"ABCA1"	-0.432588066691679	1	1	0.00203502877811545	0.00460665718429118	0.925938094042528
"2066"	"Myofibroblast"	"DNAJB1"	0.269544101602421	0.903225806451613	0.545454545454545	0.00205375323914079	0.00462602833568842	0.934457723809061
"2067"	"Myofibroblast"	"NAALADL2"	0.303116669306682	1	0.909090909090909	0.00208563095046698	0.0046746900613915	0.948962082462475
"2068"	"Myofibroblast"	"MT-ATP6"	0.418289578241024	1	1	0.00217318611371501	0.00484705726343299	0.98879968174033
"2069"	"Myofibroblast"	"TFPI"	-0.257601202227951	0.935483870967742	0.863636363636364	0.0213107954958403	0.0296890567822975	1
"2070"	"Myofibroblast"	"REV3L"	0.291707341585332	0.967741935483871	0.909090909090909	0.00235136213265748	0.00511899411655097	1
"2071"	"Myofibroblast"	"PHF20"	0.265335435238889	1	0.727272727272727	0.00419510018634218	0.00793215677097498	1
"2072"	"Myofibroblast"	"TRIO"	0.322908871980197	0.967741935483871	0.863636363636364	0.018022312423582	0.0259498485845881	1
"2073"	"Myofibroblast"	"ARHGAP6"	-0.483158754547649	1	0.909090909090909	0.00818052833623967	0.0136342138937328	1
"2074"	"Myofibroblast"	"CDK14"	0.361269675238467	0.967741935483871	0.909090909090909	0.00235136213265748	0.00511899411655097	1
"2075"	"Myofibroblast"	"ATP2B4"	0.288043014714567	0.967741935483871	0.681818181818182	0.00224461126391083	0.00495775788873509	1
"2076"	"Myofibroblast"	"PKM"	0.272052599906028	1	0.636363636363636	0.00521223745529765	0.00941098429428742	1
"2077"	"Myofibroblast"	"RASAL2"	0.289237965711112	0.967741935483871	0.818181818181818	0.00860194527440188	0.0141807431154089	1
"2078"	"Myofibroblast"	"RUNX1T1"	0.250910809270056	0.967741935483871	0.772727272727273	0.00407704869414902	0.0077617454219155	1
"2079"	"Myofibroblast"	"HSP90AA1"	0.383222562254132	1	0.818181818181818	0.0184663510299772	0.026444164860483	1
"2080"	"Myofibroblast"	"APLP2"	-0.276471399717991	0.967741935483871	0.909090909090909	0.0106363591796644	0.0166307334252485	1
"2081"	"Myofibroblast"	"EPS15"	0.277365048915483	0.967741935483871	0.818181818181818	0.00354079794388427	0.00711058701286047	1
"2082"	"Myofibroblast"	"MMP2"	0.45081676905837	0.967741935483871	0.909090909090909	0.00376244403424963	0.00737893118786026	1
"2083"	"Myofibroblast"	"FUS"	0.286678302982091	0.967741935483871	0.818181818181818	0.00315180367887063	0.0065482679172883	1
"2084"	"Myofibroblast"	"CCDC80"	0.512409553975154	0.967741935483871	0.818181818181818	0.0033411488025529	0.00683796814407779	1
"2085"	"Myofibroblast"	"TTC28"	0.255903094563372	1	0.818181818181818	0.0111909647059253	0.0174013199522373	1
"2086"	"Myofibroblast"	"TIMP3"	-0.554447747135879	0.967741935483871	0.954545454545455	0.00715259193749157	0.0121888739009688	1
"2087"	"Myofibroblast"	"RBFOX2"	-0.253066435859468	1	0.954545454545455	0.0225714382285009	0.0311212254362664	1
"2088"	"Myofibroblast"	"SAMHD1"	0.423870924734381	0.967741935483871	0.818181818181818	0.00906949304278725	0.0147606106376592	1
"2089"	"Myofibroblast"	"TSC22D1"	0.324199975603844	1	0.818181818181818	0.00957412861212243	0.015379848539009	1
"2090"	"Myofibroblast"	"RPL18A"	-0.256537721128053	1	0.954545454545455	0.00247502197595996	0.00531195754274426	1
"2091"	"Myofibroblast"	"NAMPT"	-0.443213617989732	0.967741935483871	1	0.024890299372719	0.0337056137338904	1
"2092"	"Myofibroblast"	"HSPB1"	0.428171149048179	1	0.909090909090909	0.014446645148556	0.0215515525986656	1
"2093"	"Myofibroblast"	"TMEM176B"	0.275744296392702	0.967741935483871	0.772727272727273	0.00407704869414902	0.0077617454219155	1
"2094"	"Myofibroblast"	"SH3PXD2A"	0.286257221809784	0.967741935483871	0.772727272727273	0.00407704869414902	0.0077617454219155	1
"2095"	"Myofibroblast"	"WSB1"	0.392927693464284	1	0.863636363636364	0.00376244403424963	0.00737893118786026	1
"2096"	"Myofibroblast"	"HIPK3"	0.250682425396873	0.967741935483871	0.681818181818182	0.00224461126391083	0.00495775788873509	1
"2097"	"Myofibroblast"	"HES1"	-0.331987735580544	0.838709677419355	0.772727272727273	0.0176639954398666	0.0255146600798073	1
"2098"	"Myofibroblast"	"USP4"	-0.269814988360752	0.870967741935484	0.863636363636364	0.0308086767048724	0.0407498485485958	1
"2099"	"Myofibroblast"	"NID1"	-0.449424071785119	0.935483870967742	0.863636363636364	0.0117644544280009	0.0180117999843878	1
"2100"	"Myofibroblast"	"AKT3"	0.268461690668734	1	0.818181818181818	0.0213369704787061	0.0296890567822975	1
"2101"	"Myofibroblast"	"UAP1"	0.277251479619345	1	0.727272727272727	0.0130000782668694	0.0195862106338595	1
"2102"	"Myofibroblast"	"PLXDC2"	0.655712918907116	1	0.909090909090909	0.0112056851560561	0.0174013199522373	1
"2103"	"Myofibroblast"	"MED13L"	0.367971569565459	1	0.863636363636364	0.00499806074371939	0.00910126602603426	1
"2104"	"Myofibroblast"	"RPL23"	-0.327539435929254	1	1	0.0237067544124095	0.0323921118848237	1
"2105"	"Myofibroblast"	"DOCK4"	-0.420755084356725	1	0.909090909090909	0.0370752992783454	0.048197889061849	1
"2106"	"Myofibroblast"	"APOE"	0.328631077133296	1	0.772727272727273	0.0323622164394015	0.0425078357886468	1
"2107"	"Myofibroblast"	"MAP1B"	0.257182812603512	0.903225806451613	0.590909090909091	0.00682545893426705	0.0117658528010651	1
"2108"	"Myofibroblast"	"SERPINF1"	0.372294484991527	0.935483870967742	0.909090909090909	0.00733771186819018	0.0124113713755633	1
"2109"	"Myofibroblast"	"SLC38A2"	-0.371714137403666	0.935483870967742	0.909090909090909	0.0100883013847249	0.0159596241379681	1
"2110"	"Myofibroblast"	"IL6ST"	-0.305555646642516	1	1	0.00828414819587117	0.0137565234639467	1
"2111"	"Myofibroblast"	"ADGRB3"	-0.365671534782521	0.903225806451613	0.772727272727273	0.0119590596973631	0.018198569104683	1
"2112"	"Myofibroblast"	"GYPC"	-0.312646611520155	0.870967741935484	0.863636363636364	0.00728327981278141	0.0123652698314013	1
"2113"	"Myofibroblast"	"TLN1"	-0.283414837196997	0.935483870967742	0.863636363636364	0.00354079794388427	0.00711058701286047	1
"2114"	"Myofibroblast"	"RPS6"	-0.263165082356151	1	0.954545454545455	0.0135444363468782	0.0202721004533868	1
"2115"	"Myofibroblast"	"YAP1"	0.303868126228575	1	0.818181818181818	0.00354747967454797	0.00711058701286047	1
"2116"	"Myofibroblast"	"MYOF"	0.275954832232631	1	0.818181818181818	0.00499279332663627	0.00910126602603426	1
"2117"	"Myofibroblast"	"PPP3CA"	0.424565737939879	1	0.772727272727273	0.00280215081588849	0.00587547751718555	1
"2118"	"Myofibroblast"	"SERF2"	0.399806202594615	1	0.954545454545455	0.0150452263979983	0.0222982997103883	1
"2119"	"Myofibroblast"	"EMP3"	0.332045009215736	1	0.818181818181818	0.0167458254981437	0.0243621759430823	1
"2120"	"Myofibroblast"	"CYR61"	-0.538891802464646	0.935483870967742	0.954545454545455	0.0234768229218288	0.032174561534434	1
"2121"	"Myofibroblast"	"USP53"	-0.473265852838409	0.967741935483871	0.863636363636364	0.00753807703648669	0.0126561810022194	1
"2122"	"Myofibroblast"	"SSBP2"	0.311532432462123	1	0.772727272727273	0.00471151691816032	0.00871439104781686	1
"2123"	"Myofibroblast"	"PAM"	0.297859694735377	0.967741935483871	0.818181818181818	0.0039729960632531	0.00771936378886698	1
"2124"	"Myofibroblast"	"GPC3"	-0.591496405918627	0.870967741935484	0.863636363636364	0.00689905796618808	0.0118455523570399	1
"2125"	"Myofibroblast"	"ZEB1"	0.253646170145646	0.935483870967742	0.818181818181818	0.020276413664256	0.028562749898565	1
"2126"	"Myofibroblast"	"HERC4"	0.263290361385142	0.967741935483871	0.636363636363636	0.0068267805263323	0.0117658528010651	1
"2127"	"Myofibroblast"	"SERPING1"	-0.553249905223363	1	1	0.00659132666634053	0.0114467695923089	1
"2128"	"Myofibroblast"	"PTPRJ"	-0.279791662676329	0.903225806451613	0.818181818181818	0.0244557876308544	0.0333155190779603	1
"2129"	"Myofibroblast"	"ADAM17"	0.27530021407372	0.935483870967742	0.727272727272727	0.00650278618356475	0.011336274764452	1
"2130"	"Myofibroblast"	"GRIA1"	-0.346241541165497	0.709677419354839	0.727272727272727	0.00977895473369276	0.0156120154520358	1
