"cellType"	"gene"	"log1p_FC"	"pct.copd"	"pct.ctrl"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"529"	"Lymphatic"	"PSME4"	0.361703559300137	1	0.88	1.86851722347173e-05	0.000320949503278009	0.00513842236454725
"530"	"Lymphatic"	"MMRN1"	-0.739661138332622	1	1	2.04976223116476e-05	0.000320949503278009	0.00563684613570309
"531"	"Lymphatic"	"LMNA"	0.617953045045119	1	0.96	2.04976223116476e-05	0.000320949503278009	0.00563684613570309
"532"	"Lymphatic"	"RALGDS"	0.289893987463434	1	0.92	2.10076038509243e-05	0.000320949503278009	0.00577709105900417
"533"	"Lymphatic"	"TIMP1"	-0.575139400302115	1	0.96	2.37078312703633e-05	0.000343139663123679	0.00651965359934991
"534"	"Lymphatic"	"NTN1"	-0.643254175109102	0.764705882352941	0.96	2.60055976201021e-05	0.000345461041537325	0.00715153934552808
"535"	"Lymphatic"	"CREB5"	0.6617865400762	1	0.92	2.63806613537594e-05	0.000345461041537325	0.00725468187228383
"536"	"Lymphatic"	"DLC1"	0.715799711169074	1	0.92	4.1288641211515e-05	0.000516108015143938	0.0113543763331666
"537"	"Lymphatic"	"RBM39"	0.345579997015413	1	0.96	5.48033078829671e-05	0.000649049421058722	0.0150709096678159
"538"	"Lymphatic"	"NPAS3"	0.411627492539199	1	0.8	5.66443131105794e-05	0.000649049421058722	0.0155771861054093
"539"	"Lymphatic"	"SOCS3"	0.675672245129972	1	0.92	6.39760511016916e-05	0.000702748325420133	0.0175934140529652
"540"	"Lymphatic"	"YWHAQ"	0.322894895790127	1	0.88	7.11219185336353e-05	0.000702748325420133	0.0195585275967497
"541"	"Lymphatic"	"ARHGAP26"	0.737273521809601	1	0.92	7.12662874453569e-05	0.000702748325420133	0.0195982290474731
"542"	"Lymphatic"	"BIRC6"	0.276997587432979	1	1	7.15525567700499e-05	0.000702748325420133	0.0196769531117637
"543"	"Lymphatic"	"DOCK9"	0.506848848249507	1	0.96	8.15756569189638e-05	0.000741032274818341	0.022433305652715
"544"	"Lymphatic"	"RAPGEF5"	-0.619838222555413	0.941176470588235	1	8.15756569189638e-05	0.000741032274818341	0.022433305652715
"545"	"Lymphatic"	"EGR1"	0.282544511696582	0.882352941176471	0.48	8.35345473431584e-05	0.000741032274818341	0.0229720005193686
"546"	"Lymphatic"	"STK32B"	0.327232635073375	1	0.76	8.63059839691754e-05	0.000741692049735101	0.0237341455915232
"547"	"Lymphatic"	"RRP12"	0.332130797654101	0.941176470588235	0.8	9.10251219459131e-05	0.000758542682882609	0.0250319085351261
"548"	"Lymphatic"	"LDLRAD4"	0.423902277010247	0.941176470588235	0.88	0.000114267837913833	0.000924225159597176	0.031423655426304
"549"	"Lymphatic"	"MT1E"	0.687099681047591	0.941176470588235	0.84	0.000119645587349525	0.000925069644482165	0.0329025365211195
"550"	"Lymphatic"	"PRKG1"	0.784145754363425	1	0.92	0.000121100026186756	0.000925069644482165	0.0333025072013579
"551"	"Lymphatic"	"SVIL"	0.512270223741424	1	0.96	0.000135845771632789	0.00100966451889235	0.0373575871990171
"552"	"Lymphatic"	"LYVE1"	-0.613392275140089	0.941176470588235	0.96	0.000141546807558879	0.00102435189680768	0.0389253720786917
"553"	"Lymphatic"	"NEDD9"	0.28191828072004	1	0.8	0.000163303700478659	0.00115150045209311	0.0449085176316313
"554"	"Lymphatic"	"NHSL1"	0.701470888457741	1	0.96	0.000173850612435204	0.00119522296049203	0.0478089184196812
"555"	"Lymphatic"	"ULK4"	0.383330916974136	0.941176470588235	0.84	0.000200311893485427	0.00129566367744567	0.0550857707084923
"556"	"Lymphatic"	"SMC5"	0.295177865253778	1	0.88	0.000202232977938124	0.00129566367744567	0.0556140689329841
"557"	"Lymphatic"	"FOS"	1.03046193140317	1	0.92	0.000202594684109686	0.00129566367744567	0.0557135381301637
"558"	"Lymphatic"	"LRRFIP1"	0.473762463515711	1	1	0.000221307152700043	0.00138316970437527	0.0608594669925117
"559"	"Lymphatic"	"BCLAF1"	0.267254047955893	0.941176470588235	0.88	0.000234460960316656	0.00138838184346345	0.0644767640870803
"560"	"Lymphatic"	"PRKAA2"	-0.253347443514913	0.823529411764706	0.96	0.000234460960316656	0.00138838184346345	0.0644767640870803
"561"	"Lymphatic"	"OSBPL10"	0.300972892851588	1	0.84	0.00024652405342874	0.00138838184346345	0.0677941146929035
"562"	"Lymphatic"	"GGT5"	-0.420996696103409	0.882352941176471	0.96	0.000247384401198943	0.00138838184346345	0.0680307103297092
"563"	"Lymphatic"	"PROX1"	-0.508448520277174	0.941176470588235	0.92	0.000247384401198943	0.00138838184346345	0.0680307103297092
"564"	"Lymphatic"	"HSPG2"	0.320620844077952	1	0.92	0.000273825130770188	0.00150603821923604	0.0753019109618018
"565"	"Lymphatic"	"CNKSR3"	0.665714120829695	1	0.96	0.000280266660969225	0.00151124179934386	0.0770733317665367
"566"	"Lymphatic"	"ERCC1"	0.46142701580243	1	0.92	0.000333698263266437	0.00176475043073596	0.0917670223982702
"567"	"Lymphatic"	"GALNT18"	0.534400853336639	1	0.96	0.000353156849963314	0.00183241761773418	0.0971181337399115
"568"	"Lymphatic"	"ELL"	0.286977944498143	1	0.84	0.000366217503632602	0.00183714443427615	0.100709813498966
"569"	"Lymphatic"	"SLC22A23"	0.413638008618902	1	0.88	0.000367428886855229	0.00183714443427615	0.101042943885188
"570"	"Lymphatic"	"ENSG00000250644"	-0.361297283955788	1	0.96	0.000395700618170029	0.00194317267851353	0.108817669996758
"571"	"Lymphatic"	"KRAS"	0.259292458742816	1	0.88	0.000404994892444019	0.0019539227267036	0.111373595422105
"572"	"Lymphatic"	"ASAP1"	0.61069234042835	1	0.96	0.000442836945669218	0.00209965793205233	0.121780160059035
"573"	"Lymphatic"	"HS3ST1"	-0.260172745966394	0.764705882352941	0.88	0.000477772561594731	0.00219556040668903	0.131387454438551
"574"	"Lymphatic"	"TNFRSF10D"	0.272397399997454	1	0.8	0.000486990832402076	0.00219556040668903	0.133922478910571
"575"	"Lymphatic"	"MTUS1"	0.354917385150434	1	0.92	0.000491906073611946	0.00219556040668903	0.135274170243285
"576"	"Lymphatic"	"MT2A"	1.01203138562461	1	1	0.000494999073508072	0.00219556040668903	0.13612474521472
"577"	"Lymphatic"	"SEMA4A"	0.286573681629935	0.882352941176471	0.6	0.000512325784575405	0.00223634271044819	0.140889590758236
"578"	"Lymphatic"	"NOL10"	0.253409382748943	1	0.8	0.000535846401768515	0.00230246500759909	0.147357760486342
"579"	"Lymphatic"	"CRY1"	0.444336596056888	0.941176470588235	0.88	0.00056487050616218	0.00238983675683999	0.1553393891946
"580"	"Lymphatic"	"NUPR1"	-0.447068643372563	0.941176470588235	0.96	0.000623773863187253	0.00259793235190307	0.171537812376494
"581"	"Lymphatic"	"PRKCH"	0.302094833701544	1	0.96	0.000686528944285031	0.00259793235190307	0.188795459678383
"582"	"Lymphatic"	"TRIO"	0.337321092046398	1	1	0.000686528944285031	0.00259793235190307	0.188795459678383
"583"	"Lymphatic"	"ZFAND3"	0.402356878630719	1	0.96	0.000686528944285031	0.00259793235190307	0.188795459678383
"584"	"Lymphatic"	"IQCJ-SCHIP1"	0.277047868926116	1	0.96	0.000686528944285031	0.00259793235190307	0.188795459678383
"585"	"Lymphatic"	"ENSG00000223653"	0.288207267801464	0.882352941176471	0.84	0.000705863265173392	0.00259793235190307	0.194112397922683
"586"	"Lymphatic"	"PFKFB3"	0.32830664346985	0.941176470588235	0.84	0.000711188833220848	0.00259793235190307	0.195576929135733
"587"	"Lymphatic"	"CDK17"	0.446979824446769	1	0.92	0.000717974031798667	0.00259793235190307	0.197442858744634
"588"	"Lymphatic"	"ZFP36"	0.77384579575142	1	0.92	0.000717974031798667	0.00259793235190307	0.197442858744634
"589"	"Lymphatic"	"SNED1"	0.363974343406382	1	0.92	0.000717974031798667	0.00259793235190307	0.197442858744634
"590"	"Lymphatic"	"LINC-PINT"	0.617208796528216	1	0.92	0.000717974031798667	0.00259793235190307	0.197442858744634
"591"	"Lymphatic"	"MGAT5"	0.359753521533939	1	0.96	0.000763874043412998	0.00272812158361785	0.210065361938574
"592"	"Lymphatic"	"JUND"	0.368021381894807	1	0.96	0.000848987449417824	0.00293399991612729	0.233471548589901
"593"	"Lymphatic"	"CNOT2"	0.263739233945405	1	0.88	0.000862939674193656	0.00293399991612729	0.237308410403255
"594"	"Lymphatic"	"IQGAP1"	0.315618407655459	1	0.92	0.000864196338932039	0.00293399991612729	0.237653993206311
"595"	"Lymphatic"	"YWHAZ"	0.350054198651132	1	0.92	0.000864196338932039	0.00293399991612729	0.237653993206311
"596"	"Lymphatic"	"PVT1"	0.252413763459586	0.941176470588235	0.68	0.000894388659466535	0.00299947416284509	0.245956881353297
"597"	"Lymphatic"	"FNDC3B"	0.417517393070402	1	0.96	0.00104527725432996	0.00338177935224399	0.287451244940739
"598"	"Lymphatic"	"FABP4"	0.647497957335474	0.941176470588235	1	0.00104527725432996	0.00338177935224399	0.287451244940739
"599"	"Lymphatic"	"ASXL1"	0.508961220248408	1	0.96	0.00104527725432996	0.00338177935224399	0.287451244940739
"600"	"Lymphatic"	"SSH2"	-0.311133701028769	0.941176470588235	0.96	0.0010857653872258	0.0034320170285873	0.298585481487095
"601"	"Lymphatic"	"TSPAN5"	-0.428689290247872	0.941176470588235	0.96	0.0010857653872258	0.0034320170285873	0.298585481487095
"602"	"Lymphatic"	"ENSG00000266865"	-0.314211880560971	1	1	0.00115796003467514	0.00361862510835982	0.318439009535664
"603"	"Lymphatic"	"ADAMTS9-AS2"	0.330702422778045	1	0.88	0.00124111468828086	0.00379750412708599	0.341306539277237
"604"	"Lymphatic"	"SPRY1"	0.341524414141776	1	0.92	0.00124281953250087	0.00379750412708599	0.341775371437739
"605"	"Lymphatic"	"DDX5"	0.444713297333267	1	0.96	0.00128142970425295	0.00386901732571118	0.352393168669562
"606"	"Lymphatic"	"ENSG00000266903"	0.307546047910325	0.941176470588235	0.88	0.00129436215987429	0.00386901732571118	0.355949593965429
"607"	"Lymphatic"	"PSMG4"	0.275118594400785	0.941176470588235	0.84	0.00134730012351543	0.0039755191167563	0.370507533966743
"608"	"Lymphatic"	"LUZP1"	0.419561458401936	1	0.92	0.00135890471627306	0.0039755191167563	0.373698796975093
"609"	"Lymphatic"	"HIPK3"	0.287201709616573	1	0.96	0.00141657530840491	0.00401606401867372	0.389558209811351
"610"	"Lymphatic"	"GAS5"	-0.378313659632996	1	0.96	0.00141657530840491	0.00401606401867372	0.389558209811351
"611"	"Lymphatic"	"CASP17P"	-0.366655907481744	1	1	0.00141657530840491	0.00401606401867372	0.389558209811351
"612"	"Lymphatic"	"GRB10"	0.298944170503101	0.882352941176471	0.88	0.00147242706277127	0.00412477867698116	0.404917442262099
"613"	"Lymphatic"	"RPS6KA2"	0.396981965472036	1	0.92	0.00148492032371322	0.00412477867698116	0.408353089021135
"614"	"Lymphatic"	"RHOB"	0.333833399239369	0.941176470588235	0.92	0.00161949911963379	0.00441531844809564	0.445362257899293
"615"	"Lymphatic"	"FUS"	0.295434160020265	1	0.92	0.00162162604820967	0.00441531844809564	0.445947163257659
"616"	"Lymphatic"	"RPL18A"	-0.397000692529683	1	1	0.00172576831923046	0.00460763386202307	0.474586287788376
"617"	"Lymphatic"	"LHFPL6"	0.34878539643536	1	0.96	0.00172576831923046	0.00460763386202307	0.474586287788376
"618"	"Lymphatic"	"RPLP0"	-0.476389387049818	1	1	0.00190191169684859	0.00487027081171579	0.523025716633362
"619"	"Lymphatic"	"EMP1"	0.528944983274593	1	1	0.00190191169684859	0.00487027081171579	0.523025716633362
"620"	"Lymphatic"	"JUNB"	0.693030020804457	1	0.96	0.00190191169684859	0.00487027081171579	0.523025716633362
"621"	"Lymphatic"	"ENSG00000229119"	-0.430188334499888	1	1	0.00190191169684859	0.00487027081171579	0.523025716633362
"622"	"Lymphatic"	"SEMA3D"	-0.312402716466071	0.941176470588235	0.92	0.00192794224292774	0.00487027081171579	0.530184116805128
"623"	"Lymphatic"	"MORF4L2"	0.258332845236105	1	0.92	0.00193039824900735	0.00487027081171579	0.530859518477021
"624"	"Lymphatic"	"NASP"	0.292793830632739	1	0.88	0.00210160714656296	0.00516666918836413	0.577941965304815
"625"	"Lymphatic"	"NUP153"	0.340632455477936	1	0.92	0.00210424345126103	0.00516666918836413	0.578666949096782
"626"	"Lymphatic"	"SBF2"	0.422190737986872	1	0.92	0.00210424345126103	0.00516666918836413	0.578666949096782
"627"	"Lymphatic"	"XPR1"	0.25116784026437	1	0.88	0.00228951374166889	0.00552294981542933	0.629616278958944
"628"	"Lymphatic"	"KCMF1"	0.267973838460715	1	0.88	0.00228951374166889	0.00552294981542933	0.629616278958944
"629"	"Lymphatic"	"MLF1"	0.252307322556259	0.823529411764706	0.76	0.00237723216221534	0.00568468560529755	0.653738844609218
"630"	"Lymphatic"	"MRTFA"	0.319209861459792	1	0.88	0.00249269644622785	0.00586602597201172	0.68549152271266
"631"	"Lymphatic"	"PACSIN2"	0.33120013751033	1	0.92	0.0024957274135468	0.00586602597201172	0.686325038725371
"632"	"Lymphatic"	"THSD4"	0.496537554935216	1	1	0.0025305555926514	0.00589748125406047	0.695902787979136
"633"	"Lymphatic"	"GPC5"	0.330608553360099	0.882352941176471	0.72	0.00258853628818222	0.00598191159033705	0.711847479250109
"634"	"Lymphatic"	"ZFP36L2"	0.414650532955977	1	0.92	0.00271549927931637	0.00622301918176669	0.746762301812003
"635"	"Lymphatic"	"NRXN3"	0.297074754244041	1	0.88	0.00294934681569876	0.00670306094476992	0.81107037431716
"636"	"Lymphatic"	"TFPI"	-0.282638385520309	1	1	0.00304635578103031	0.00681095804701898	0.837747839783335
"637"	"Lymphatic"	"RBM25"	0.262069249921618	1	1	0.00304635578103031	0.00681095804701898	0.837747839783335
"638"	"Lymphatic"	"MT1X"	0.530003885224656	1	0.84	0.00319778647364084	0.00699550004683725	0.879391280251232
"639"	"Lymphatic"	"VEZT"	0.256015213406723	1	0.88	0.00320521093055089	0.00699550004683725	0.881433005901493
"640"	"Lymphatic"	"TMEM165"	0.280351869839529	1	0.88	0.00320521093055089	0.00699550004683725	0.881433005901493
"641"	"Lymphatic"	"PPFIBP1"	-0.254664586257892	1	0.96	0.00333764767074635	0.00717072741761911	0.917853109455246
"642"	"Lymphatic"	"MT-ND5"	-0.430188394786215	1	1	0.00333764767074635	0.00717072741761911	0.917853109455246
"643"	"Lymphatic"	"ADAMTSL4-AS1"	0.313474334909468	0.941176470588235	0.92	0.00348114993620292	0.00731609455158314	0.957316232455803
"644"	"Lymphatic"	"FOXN3"	0.349284348714682	1	0.92	0.00348512140457233	0.00731609455158314	0.958408386257392
"645"	"Lymphatic"	"PTBP2"	0.311688915950898	1	0.92	0.00348512140457233	0.00731609455158314	0.958408386257392
"646"	"Lymphatic"	"CERS6"	0.270582682751637	0.941176470588235	0.88	0.00361887474877265	0.00753932239327636	0.995190555912479
"647"	"Lymphatic"	"CFLAR"	-0.251009613187603	0.941176470588235	1	0.00670362133462626	0.0117420118918613	1
"648"	"Lymphatic"	"GAS7"	0.395027778242614	1	0.96	0.00616333787907966	0.0110059604983565	1
"649"	"Lymphatic"	"ARID1B"	0.269015527722875	1	0.92	0.0103893951241535	0.0164200210295529	1
"650"	"Lymphatic"	"YBX3"	0.413413126916938	1	0.92	0.00481957957532573	0.0090779752274971	1
"651"	"Lymphatic"	"SLC9A3R2"	-0.334360407396557	0.882352941176471	0.88	0.0332881144269598	0.0411915694180946	1
"652"	"Lymphatic"	"KLF6"	0.569776989725708	1	0.96	0.00436494828423672	0.00869826650844275	1
"653"	"Lymphatic"	"RORA"	0.323336249806211	1	0.88	0.00768922083481392	0.0132158483098364	1
"654"	"Lymphatic"	"TGFBR3"	0.25616767466885	0.941176470588235	0.96	0.00686062354183161	0.0119409586962259	1
"655"	"Lymphatic"	"PPP1R15A"	0.279203700843042	1	0.92	0.0111817674909869	0.0171786930727453	1
"656"	"Lymphatic"	"FTL"	-0.425766638443729	1	1	0.00519609942003387	0.00965491446290077	1
"657"	"Lymphatic"	"ANGPT2"	0.320323252815853	0.941176470588235	0.84	0.00890033524985528	0.0147429395974484	1
"658"	"Lymphatic"	"WAC"	0.340942293547294	1	0.92	0.00410337540016804	0.00829726643416331	1
"659"	"Lymphatic"	"ABLIM1"	0.401168565064435	1	0.96	0.0108999714680538	0.0170312054188341	1
"660"	"Lymphatic"	"GADD45B"	0.374594817570355	1	0.92	0.0149139152726947	0.0215859299999528	1
"661"	"Lymphatic"	"NFAT5"	-0.266408806393291	1	0.96	0.0369247035825648	0.0447325704194067	1
"662"	"Lymphatic"	"RPS19"	-0.321716828672671	1	1	0.0172025146708185	0.0240136626115487	1
"663"	"Lymphatic"	"NAMPT"	0.355938781860733	1	0.96	0.0369247035825648	0.0447325704194067	1
"664"	"Lymphatic"	"ABHD17B"	0.268983172817432	1	0.96	0.0137431459939281	0.0204290008017851	1
"665"	"Lymphatic"	"SMURF2"	0.257459852392689	1	0.76	0.00373487939567267	0.00770814772386886	1
"666"	"Lymphatic"	"UBE2D3"	0.293350481064362	1	0.92	0.0403572213025154	0.0478372235266886	1
"667"	"Lymphatic"	"KLHL2"	0.281125126584611	1	0.84	0.00767440637506689	0.0132158483098364	1
"668"	"Lymphatic"	"MAN1A1"	0.278946561190765	1	0.96	0.0246204863680278	0.0320883116170979	1
"669"	"Lymphatic"	"SASH1"	0.37222916314759	1	0.92	0.0171623592164731	0.0240136626115487	1
"670"	"Lymphatic"	"FOXP1"	-0.292437479624241	1	1	0.0302519281387543	0.0376438019826128	1
"671"	"Lymphatic"	"FN1"	0.29834676890884	1	0.96	0.0108999714680538	0.0170312054188341	1
"672"	"Lymphatic"	"SRSF4"	0.251430313381769	1	0.92	0.0293908893665489	0.0369063679260317	1
"673"	"Lymphatic"	"ELL2"	0.286082837164876	1	0.92	0.0111817674909869	0.0171786930727453	1
"674"	"Lymphatic"	"TNFRSF10B"	0.312368010029438	0.882352941176471	0.84	0.0223800137997595	0.0296918144306981	1
"675"	"Lymphatic"	"RHOJ"	0.327181288964641	1	0.92	0.0171623592164731	0.0240136626115487	1
"676"	"Lymphatic"	"ZSWIM6"	0.267004214773488	1	0.88	0.0225493651733017	0.0296918144306981	1
"677"	"Lymphatic"	"RRAS2"	0.267888871461033	0.941176470588235	0.8	0.00919756877085066	0.015055544118952	1
"678"	"Lymphatic"	"CATSPERB"	-0.371862407053358	0.882352941176471	0.96	0.0171488547331581	0.0240136626115487	1
"679"	"Lymphatic"	"ADAM19"	-0.367506886141354	0.941176470588235	0.92	0.00444360599784737	0.00873799245584734	1
"680"	"Lymphatic"	"MDFIC"	-0.285905399637118	0.823529411764706	0.92	0.00890033524985528	0.0147429395974484	1
"681"	"Lymphatic"	"SYNCRIP"	0.253172341262711	1	0.92	0.00444843252297683	0.00873799245584734	1
"682"	"Lymphatic"	"LRCH1"	0.307651203866237	1	0.92	0.00895298513735958	0.0147429395974484	1
"683"	"Lymphatic"	"KLF4"	0.36513970647078	1	0.92	0.00964738251320703	0.0156060599478349	1
"684"	"Lymphatic"	"CCL21"	-0.541119324448852	1	1	0.0199012781792678	0.0268277034279346	1
"685"	"Lymphatic"	"RPLP1"	-0.370004340168729	1	1	0.00790974066871834	0.0135104266080593	1
"686"	"Lymphatic"	"CYP1B1"	-0.296870670339032	0.529411764705882	0.88	0.00662916032019601	0.0116860197952173	1
"687"	"Lymphatic"	"ETV6"	0.344567390327715	1	0.92	0.006107120855961	0.0110059604983565	1
"688"	"Lymphatic"	"RPS2"	-0.266984911725328	1	1	0.0394039742417129	0.0471134474629176	1
"689"	"Lymphatic"	"MGST3"	-0.321817572700754	0.941176470588235	0.96	0.0249440364361168	0.0323566510374157	1
"690"	"Lymphatic"	"RGS16"	0.362826135600199	1	0.76	0.00603710787297696	0.0109947328812494	1
"691"	"Lymphatic"	"TPM3"	0.269376310122583	1	0.88	0.00564124935253436	0.0103422904796463	1
"692"	"Lymphatic"	"LPP"	0.288258749888311	1	0.96	0.0369247035825648	0.0447325704194067	1
"693"	"Lymphatic"	"MARCH6"	0.29090814753552	1	0.92	0.00481957957532573	0.0090779752274971	1
"694"	"Lymphatic"	"DOCK5"	0.396662471549982	1	0.96	0.00616333787907966	0.0110059604983565	1
"695"	"Lymphatic"	"MPP7"	-0.286679553928655	1	0.92	0.0171623592164731	0.0240136626115487	1
"696"	"Lymphatic"	"DIP2C"	0.295476699592922	0.941176470588235	0.88	0.00499955462917753	0.00935290831988994	1
"697"	"Lymphatic"	"WWC2"	0.275489920031428	0.882352941176471	0.84	0.0047614726063328	0.0090779752274971	1
"698"	"Lymphatic"	"TCF7L1"	-0.254225771547294	0.882352941176471	1	0.0225657789673305	0.0296918144306981	1
"699"	"Lymphatic"	"CAST"	0.271573672450624	1	0.92	0.00895298513735958	0.0147429395974484	1
"700"	"Lymphatic"	"L3MBTL4"	0.265850412173762	1	0.88	0.0275174974761028	0.0350578431165487	1
"701"	"Lymphatic"	"DGKI"	-0.46119528351126	1	1	0.0127317193669623	0.0191323651689325	1
"702"	"Lymphatic"	"KALRN"	0.272718395720849	1	1	0.0199012781792678	0.0268277034279346	1
"703"	"Lymphatic"	"SIK3"	0.341814915536415	1	0.96	0.0047645862008133	0.0090779752274971	1
"704"	"Lymphatic"	"DDX21"	0.304545012912166	1	0.92	0.0210920257935382	0.0282941809425513	1
"705"	"Lymphatic"	"ARIH1"	0.3331092633067	1	0.88	0.0120169622793902	0.0182578156178581	1
"706"	"Lymphatic"	"NNMT"	0.390799776437831	1	0.96	0.0137431459939281	0.0204290008017851	1
"707"	"Lymphatic"	"STAT3"	0.308928747166642	1	0.96	0.0127317193669623	0.0191323651689325	1
"708"	"Lymphatic"	"NPIPB3"	0.296495070241414	1	0.88	0.0149017227023101	0.0215859299999528	1
"709"	"Lymphatic"	"SIK2"	0.265170519352755	1	0.92	0.00481957957532573	0.0090779752274971	1
"710"	"Lymphatic"	"AKAP13"	0.414718369198489	1	0.96	0.0185099848282874	0.0255791247627088	1
"711"	"Lymphatic"	"RAB4B-EGLN2"	0.267012274691824	1	0.88	0.0111719197327707	0.0171786930727453	1
"712"	"Lymphatic"	"SRGAP2C"	0.344876690211351	1	0.92	0.00895298513735958	0.0147429395974484	1
"713"	"Lymphatic"	"MIR4435-2HG"	0.471297922429386	1	0.96	0.0148229554066306	0.0215859299999528	1
"714"	"Lymphatic"	"STOX2"	-0.378167886480353	1	1	0.0213805681941008	0.0285420206474647	1
"715"	"Lymphatic"	"MARCH3"	0.401542534096865	1	0.92	0.00964738251320703	0.0156060599478349	1
"716"	"Lymphatic"	"JUN"	0.40497068122559	1	0.88	0.0334026181099458	0.0411915694180946	1
"717"	"Lymphatic"	"APOLD1"	0.269908140698588	1	0.92	0.0257836229412929	0.0332887150650496	1
"718"	"Lymphatic"	"SELENOW"	-0.252299612716441	1	0.96	0.0263900913852864	0.0339125006119335	1
"719"	"Lymphatic"	"UBE2E2"	0.279219716985455	1	0.96	0.0100729505059805	0.0160119155441887	1
"720"	"Lymphatic"	"MAFF"	0.261793729193975	0.941176470588235	0.92	0.0183800491878653	0.0255278460942574	1
"721"	"Lymphatic"	"FAF1"	0.389454420168384	1	0.96	0.00436494828423672	0.00869826650844275	1
"722"	"Lymphatic"	"AQP7P1"	0.279747358402269	1	0.92	0.0275363422297255	0.0350578431165487	1
"723"	"Lymphatic"	"KANK3"	-0.357899334639435	0.941176470588235	1	0.0369247035825648	0.0447325704194067	1
"724"	"Lymphatic"	"TEAD1"	0.298288675386248	1	0.88	0.0120169622793902	0.0182578156178581	1
"725"	"Lymphatic"	"RELN"	0.308266317680494	0.941176470588235	0.88	0.0390519069129967	0.0471020807064654	1
"726"	"Lymphatic"	"PLAC9"	-0.360149866769485	0.941176470588235	1	0.0100729505059805	0.0160119155441887	1
"727"	"Lymphatic"	"KIAA1671"	0.298318641263944	1	0.96	0.0100729505059805	0.0160119155441887	1
"728"	"Lymphatic"	"S100A6"	-0.305096984127603	1	1	0.0302519281387543	0.0376438019826128	1
"729"	"Lymphatic"	"ZNF521"	-0.314162624552075	0.941176470588235	1	0.0282656418664049	0.035820513885997	1
"730"	"Lymphatic"	"HLA-DRA"	0.250650442155561	1	0.96	0.0394039742417129	0.0471134474629176	1
"731"	"Lymphatic"	"HLA-C"	0.299002080675156	1	1	0.0246204863680278	0.0320883116170979	1
"732"	"Lymphatic"	"MT-RNR1"	0.390033056987354	1	0.96	0.0420195128086224	0.0495938455895758	1
"733"	"Lymphatic"	"IGHA1"	0.265756981428829	0.705882352941177	0.44	0.00659508014172345	0.0116860197952173	1
"734"	"Lymphatic"	"MT-ND4L"	-0.280296193046085	1	1	0.0159748113250864	0.0230003827978993	1
"735"	"Lymphatic"	"CYTOR"	0.421339000444523	1	0.92	0.0197028457947225	0.0268277034279346	1
"736"	"Lymphatic"	"HLA-B"	0.437062546209875	1	1	0.00858081117347939	0.0145661918068323	1
"737"	"Lymphatic"	"RPL6P27"	-0.294703361750864	1	1	0.0172025146708185	0.0240136626115487	1
"738"	"Lymphatic"	"CCDC200"	0.273338043042891	0.941176470588235	0.88	0.0189950787118825	0.0261182332288384	1
"739"	"Lymphatic"	"ENSG00000240040"	0.330699307583129	0.882352941176471	0.72	0.0054184788475392	0.0100005482085455	1
"740"	"Lymphatic"	"ARFGAP3"	0.296438472423432	0.941176470588235	0.84	0.00375597016363064	0.00770814772386886	1
"741"	"Lymphatic"	"NEAT1"	-0.321786669346663	1	1	0.0199012781792678	0.0268277034279346	1
"742"	"Lymphatic"	"ENSG00000260971"	-0.293593573171793	0.941176470588235	0.92	0.0149017227023101	0.0215859299999528	1
"743"	"Lymphatic"	"SRGAP2"	0.350954696374236	1	0.88	0.013878697725943	0.0205195799711522	1
"744"	"Lymphatic"	"ENSG00000267519"	0.332928683781033	0.882352941176471	0.88	0.029266184214072	0.0369063679260317	1
"745"	"Lymphatic"	"CCL14"	0.502635868987338	0.941176470588235	0.92	0.00409884927665951	0.00829726643416331	1
"746"	"Lymphatic"	"SCHLAP1"	-0.45301303184673	1	1	0.0047645862008133	0.0090779752274971	1
"747"	"Lymphatic"	"ENSG00000282278"	0.251675125265528	1	0.88	0.0403329089573613	0.0478372235266886	1
"748"	"Macrophage"	"EEPD1"	-0.384043312871339	1	1	1.479982054945e-09	1.9535763125274e-07	1.9535763125274e-07
"749"	"Macrophage"	"KIF13B"	0.501348521461121	1	1	4.07030539272266e-09	2.68640155919695e-07	5.37280311839391e-07
"750"	"Macrophage"	"CRYBG1"	0.462127584121109	1	1	8.11677214831869e-08	2.67853480894517e-06	1.07141392357807e-05
"751"	"Macrophage"	"PELI1"	0.887640335853899	1	1	8.11677214831869e-08	2.67853480894517e-06	1.07141392357807e-05
"752"	"Macrophage"	"MT2A"	1.40267052650998	1	1	2.42993755477628e-07	6.41503514460939e-06	3.2075175723047e-05
"753"	"Macrophage"	"TBC1D9"	0.398032413571659	1	1	7.86919087416068e-07	1.48390456484173e-05	0.000103873319538921
"754"	"Macrophage"	"HLA-DRB1"	0.841356232097775	1	1	7.86919087416068e-07	1.48390456484173e-05	0.000103873319538921
"755"	"Macrophage"	"HLA-DPB1"	0.770967703924252	1	1	1.08122125240928e-06	1.78401506647532e-05	0.000142721205318025
"756"	"Macrophage"	"SMAP2"	0.36593370508465	1	1	1.26386210592816e-06	1.85366442202797e-05	0.000166829797982517
"757"	"Macrophage"	"SGK1"	0.433308467947673	1	1	1.47475245392535e-06	1.94667323918146e-05	0.000194667323918146
"758"	"Macrophage"	"ZBTB16"	0.467765561504335	1	1	1.71778310253186e-06	2.02821246574043e-05	0.000226747369534206
