"cellType"	"gene"	"log1p_FC"	"pct.copd"	"pct.ctrl"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"21"	"ncMonocyte"	"SH2B3"	-0.410905796472288	0.888888888888889	1	1.82817304875443e-05	0.000288154894827485	0.00605125279137718
"22"	"ncMonocyte"	"MT2A"	1.08338929566677	1	1	1.93086675886607e-05	0.000290507680538485	0.00639116897184668
"23"	"ncMonocyte"	"GPD2"	-0.262461902821445	0.888888888888889	0.961538461538462	2.03073736353034e-05	0.000292249594490671	0.00672174067328542
"24"	"ncMonocyte"	"CD14"	-0.377451549133909	0.944444444444444	0.961538461538462	2.14633033910873e-05	0.000296014725935413	0.0071043534224499
"25"	"ncMonocyte"	"SASH1"	-0.39686761740529	0.944444444444444	0.923076923076923	2.51180362193139e-05	0.000321028845074778	0.00831406998859291
"26"	"ncMonocyte"	"ATP1A1"	0.392936778608523	1	1	2.52167672868406e-05	0.000321028845074778	0.00834674997194424
"27"	"ncMonocyte"	"CYTH1"	-0.618993190532396	0.944444444444444	1	2.87571493373696e-05	0.00035254134928405	0.00951861643066935
"28"	"ncMonocyte"	"SIRPA"	-0.328192913980633	0.888888888888889	1	3.10605155457071e-05	0.000367179665915324	0.0102810306456291
"29"	"ncMonocyte"	"LYPD2"	0.293784130927176	0.833333333333333	0.346153846153846	3.91878063967802e-05	0.000447281514390836	0.0129711639173342
"30"	"ncMonocyte"	"MTPN"	0.27811323227146	1	0.961538461538462	4.23031446545813e-05	0.000451688415505368	0.0140023408806664
"31"	"ncMonocyte"	"LINC01619"	0.489994574326311	1	1	4.23031446545813e-05	0.000451688415505368	0.0140023408806664
