"cellType"	"gene"	"log1p_FC"	"pct.ipf"	"pct.copd"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"18"	"ncMonocyte"	"BORCS5"	-0.380240250813678	0.9375	1	0.000177338357830682	0.00179789685011312	0.0351129948504751
"19"	"ncMonocyte"	"IQGAP1"	-0.271834315591855	0.96875	1	0.000190309575159446	0.00179789685011312	0.0376812958815702
"20"	"ncMonocyte"	"PRKAR2A"	-0.286426860615304	0.875	1	0.000207533902153136	0.00179789685011312	0.0410917126263208
"21"	"ncMonocyte"	"PPP2R5C"	-0.357982332363465	0.96875	1	0.000208846603801018	0.00179789685011312	0.0413516275526016
"22"	"ncMonocyte"	"QKI"	-0.352358939895406	0.96875	1	0.000208846603801018	0.00179789685011312	0.0413516275526016
"23"	"ncMonocyte"	"ACTG1"	0.364536425811501	1	1	0.000208846603801018	0.00179789685011312	0.0413516275526016
"24"	"ncMonocyte"	"ACTB"	0.429780553723933	1	1	0.000229020639710825	0.0018894202776143	0.0453460866627433
"25"	"ncMonocyte"	"CRYBG1"	-0.595998312409739	0.90625	1	0.00024378343279235	0.00191115881762004	0.0482691196928853
"26"	"ncMonocyte"	"CFL1"	0.326822550792405	1	1	0.000250960248778389	0.00191115881762004	0.049690129258121
"27"	"ncMonocyte"	"PDE4D"	-0.293365123836836	0.9375	1	0.000264055649128377	0.00193640809360809	0.0522830185274185
"28"	"ncMonocyte"	"PDE4A"	-0.268948634074627	0.9375	1	0.000285607750136727	0.00201965480453828	0.0565503345270719
"29"	"ncMonocyte"	"CSTB"	0.357871247244368	0.9375	0.944444444444444	0.000333415096913852	0.00227642031686009	0.0660161891889428
"30"	"ncMonocyte"	"TLE4"	-0.29466133521038	0.96875	1	0.000359268414710275	0.00237117153708781	0.0711351461126344
"31"	"ncMonocyte"	"CRIP1"	0.553311765386083	0.96875	1	0.000392292568372322	0.00250561059799096	0.0776739285377198
"32"	"ncMonocyte"	"TRAK1"	-0.28942812359724	0.9375	1	0.000420365192152818	0.00260100962644556	0.0832323080462579
"33"	"ncMonocyte"	"S100A10"	0.376602787667109	0.96875	1	0.00046676279503301	0.00266541139315125	0.092419033416536
"34"	"ncMonocyte"	"NBPF14"	-0.361973180089427	0.96875	1	0.00046676279503301	0.00266541139315125	0.092419033416536
"35"	"ncMonocyte"	"GAB2"	-0.365607395398634	0.96875	0.944444444444444	0.000471158579597442	0.00266541139315125	0.0932893987602936
"36"	"ncMonocyte"	"STAT3"	-0.358041330749506	1	1	0.000553867092044619	0.00303321418371861	0.109665684224835
"37"	"ncMonocyte"	"PTPN2"	-0.27592860609884	0.9375	1	0.000568719342708316	0.00303321418371861	0.112606429856247
"38"	"ncMonocyte"	"RILPL2"	-0.356134818496644	0.96875	0.944444444444444	0.000590362576862577	0.00303321418371861	0.11689179021879
"39"	"ncMonocyte"	"FTL"	0.487000546126893	1	1	0.000602733406197353	0.00303321418371861	0.119341214427076
"40"	"ncMonocyte"	"VCL"	-0.437378052543373	0.9375	1	0.000612770542165376	0.00303321418371861	0.121328567348745
"41"	"ncMonocyte"	"NAMPT"	-0.33844579620794	1	1	0.000712372810035951	0.00335832896159805	0.141049816387118
"42"	"ncMonocyte"	"PLIN2"	0.327134447027808	1	0.944444444444444	0.000712372810035951	0.00335832896159805	0.141049816387118
"43"	"ncMonocyte"	"ENSG00000213240"	-0.272744145985203	0.9375	0.944444444444444	0.000764036739633726	0.00340429500450932	0.151279274447478
"44"	"ncMonocyte"	"CYBA"	0.354738568359799	1	1	0.000773703410115755	0.00340429500450932	0.153193275202919
