source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	relation	relation_label	marker_scope	marker_scope_label	n_markers	n_comparison_profiles	n_background_profiles	paper_n_profiles	local_marker_lb_log2	atlas_marker_lb_log2	marker_lb_gap_log2	observed_mean_profile_recall	expected_mean_profile_recall	mean_profile_recall_lift	observed_union_recall	expected_union_recall	union_recall_lift	n_recovered_markers	n_unrecovered_markers	recovered_marker_names	unrecovered_marker_names
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	MICROGLIA	MICROGLIA	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	16	202	3342	9	4	12	8	0.0201113861386	0.0031605326152	6.36329017517	0.625	0.37774929321	1.6545365173	10	6	C3; ITGAX; VSIG4; C1QC; CX3CR1; P2RY12; ITGAM; C1QB; C1QA; CR1	APBB1IP; C5AR2; ITGB2; C3AR1; C5AR1; CFB
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	MICROGLIA	MICROGLIA	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	13	202	3342	9	4	12	8	0.024371667936	0.00379781798094	6.41728172817	0.692307692308	0.447647774643	1.54654559125	9	4	C3; ITGAX; VSIG4; C1QC; CX3CR1; P2RY12; ITGAM; C1QB; C1QA	APBB1IP; C5AR2; ITGB2; C3AR1
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	OLIGODENDROCYTE	OLIGODENDROCYTE		same_exact_label	Same reported label	all_reported_markers	All reported markers	5	6	3342	9	4	12	8	0.4	0.00359066427289	111.4	0.8	0.0212773907834	37.59859506	4	1	PLP1; MOG; MOBP; MBP	CR1
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	OLIGODENDROCYTE	OLIGODENDROCYTE		same_exact_label	Same reported label	local_private_markers	Local-only markers	4	6	3342	9	4	12	8	0.5	0.00441352483543	113.288135593	1	0.0261482410631	38.2434901677	4	0	PLP1; MOG; MOBP; MBP	NA
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	OPC	OPC		same_exact_label	Same reported label	all_reported_markers	All reported markers	7	4	3342	9	4	12	8	0.25	0.0032486962469	76.9539473684	0.285714285714	0.0127325736311	22.4396334937	2	5	PDGFRA; CSPG4	CSMD2; SUSD4; CSMD3; CSMD1; OLIG1
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	OPC	OPC		same_exact_label	Same reported label	local_private_markers	Local-only markers	3	4	3342	9	4	12	8	0.583333333333	0.00758029124277	76.9539473684	0.666666666667	0.0297093384727	22.4396334937	2	1	PDGFRA; CSPG4	OLIG1
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	T CELL	T CELL	T cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	37	3342	9	4	12	8	0.22972972973	0.0060592459605	37.9139139139	0.75	0.188361831459	3.98169838438	3	1	CD3D; CD3E; TRBC2	CR2
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	T CELL	T CELL	T cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	4	37	3342	9	4	12	8	0.22972972973	0.0060592459605	37.9139139139	0.75	0.188361831459	3.98169838438	3	1	CD3D; CD3E; TRBC2	CR2
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	T CELL	T CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	255	3342	9	4	12	8	0.0509803921569	0.0060592459605	8.41365286855	1	0.591485478629	1.69065858103	4	0	CR2; CD3D; CD3E; TRBC2	NA
biorxiv	b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	T CELL	T CELL	T cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	4	255	3342	9	4	12	8	0.0509803921569	0.0060592459605	8.41365286855	1	0.591485478629	1.69065858103	4	0	CR2; CD3D; CD3E; TRBC2	NA
biorxiv	b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081	LUMINAL EPITHELIAL	LUMINAL EPITHELIAL	epithelial	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	1	3347	4	2	12	10	0	0.00219101683099	0	0	0.00219101683099	0	0	3	NA	NR3C1; FOXA1; AR
biorxiv	b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081	LUMINAL EPITHELIAL	LUMINAL EPITHELIAL	epithelial	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	1	3347	4	2	12	10	0	0.00219101683099	0	0	0.00219101683099	0	0	3	NA	NR3C1; FOXA1; AR
biorxiv	b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081	LUMINAL EPITHELIAL	LUMINAL EPITHELIAL	epithelial	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	123	3347	4	2	12	10	0	0.00219101683099	0	0	0.23600042854	0	0	3	NA	NR3C1; FOXA1; AR
biorxiv	b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081	LUMINAL EPITHELIAL	LUMINAL EPITHELIAL	epithelial	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	123	3347	4	2	12	10	0	0.00219101683099	0	0	0.23600042854	0	0	3	NA	NR3C1; FOXA1; AR
biorxiv	b71d9b5e-6f1d-1014-9408-ec8c7da502b4	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	IMMUNE CELL	IMMUNE CELL		same_exact_label	Same reported label	all_reported_markers	All reported markers	4	6	3349	2	1	12	11	0.0416666666667	0.00948044192296	4.39501312336	0.25	0.0555376436316	4.50145133377	1	3	CD4	FOXP3; CD68; CD8A
biorxiv	b71d9b5e-6f1d-1014-9408-ec8c7da502b4	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	T CELL	T CELL	T cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	37	3349	2	1	12	11	0.0945945945946	0.00948044192296	9.97786763141	0.5	0.29658468246	1.68585914772	2	2	CD4; CD8A	FOXP3; CD68
biorxiv	b71d9b5e-6f1d-1014-9408-ec8c7da502b4	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	T CELL	T CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	255	3349	2	1	12	11	0.0588235294118	0.00948044192296	6.20472440945	0.75	0.909229000551	0.824874701033	3	1	CD4; FOXP3; CD8A	CD68
biorxiv	b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	biorxiv:b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	GOBLET-LIKE	GOBLET LIKE	epithelial	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	123	3345	6	3	12	9	0.0325203252033	0.001644245142	19.77827051	1	0.172619656005	5.79308303088	4	0	ATOH1; ZG16; MUC2; FCGBP	NA
biorxiv	b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	biorxiv:b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	GOBLET-LIKE	GOBLET LIKE	epithelial	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	4	123	3345	6	3	12	9	0.0325203252033	0.001644245142	19.77827051	1	0.172619656005	5.79308303088	4	0	ATOH1; ZG16; MUC2; FCGBP	NA
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	M1	M 1		same_exact_label	Same reported label	all_reported_markers	All reported markers	20	2	3347	4	2	12	10	0.025	0.00225575141918	11.082781457	0.05	0.00449717109954	11.1181004443	1	19	CD86	SP100; NFKB2; JAK2; RIPK2; JAK3; NFKB1; STAT1; GBP1; IDO1; MYL; NCOR1; MX1; STAT3; RAF1; RELA; JUN; MAPK11; ISG15; SRC
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	M1	M 1		same_exact_label	Same reported label	local_private_markers	Local-only markers	20	2	3347	4	2	12	10	0.025	0.00225575141918	11.082781457	0.05	0.00449717109954	11.1181004443	1	19	CD86	SP100; NFKB2; JAK2; RIPK2; JAK3; NFKB1; STAT1; GBP1; IDO1; MYL; NCOR1; MX1; STAT3; RAF1; RELA; JUN; MAPK11; ISG15; SRC
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	28	3347	4	2	12	10	0.0833333333333	0.0112538591774	7.40486725664	0.333333333333	0.261007079566	1.277104567	1	2	CD14	LYZ; AIF1
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	28	3347	4	2	12	10	0.0833333333333	0.0112538591774	7.40486725664	0.333333333333	0.261007079566	1.277104567	1	2	CD14	LYZ; AIF1
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	202	3347	4	2	12	10	0.102310231023	0.0112538591774	9.09112415666	1	0.799777501002	1.2503477514	3	0	LYZ; CD14; AIF1	NA
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	202	3347	4	2	12	10	0.102310231023	0.0112538591774	9.09112415666	1	0.799777501002	1.2503477514	3	0	LYZ; CD14; AIF1	NA
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	DENDRITIC CELL	DENDRITIC CELL	dendritic cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	6	3349	2	1	12	11	0	0.000696725390664	0	0	0.0041692234909	0	0	3	NA	SDC2; GPC6; C5AR1
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	DENDRITIC CELL	DENDRITIC CELL	dendritic cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	6	3349	2	1	12	11	0	0.000696725390664	0	0	0.0041692234909	0	0	3	NA	SDC2; GPC6; C5AR1
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	DENDRITIC CELL	DENDRITIC CELL	dendritic cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	40	3349	2	1	12	11	0	0.000696725390664	0	0	0.0272973738357	0	0	3	NA	SDC2; GPC6; C5AR1
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	DENDRITIC CELL	DENDRITIC CELL	dendritic cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	40	3349	2	1	12	11	0	0.000696725390664	0	0	0.0272973738357	0	0	3	NA	SDC2; GPC6; C5AR1
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	28	3349	2	1	12	11	0	0	NA	0	0	NA	0	3	NA	RNF144B; ABR; RBM47
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	28	3349	2	1	12	11	0	0	NA	0	0	NA	0	3	NA	RNF144B; ABR; RBM47
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	202	3349	2	1	12	11	0	0	NA	0	0	NA	0	3	NA	RNF144B; ABR; RBM47
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	MACROPHAGE	MACROPHAGE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	202	3349	2	1	12	11	0	0	NA	0	0	NA	0	3	NA	RNF144B; ABR; RBM47
biorxiv	ba2fe3cc-7145-1014-8950-ece91a9c7114	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	T-CELL	T CELL	T cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	37	3350	1	0	12	12	0.261261261261	0.00965174129353	27.0688213987	1	0.301173245666	3.32034805345	3	0	CD4; CD8A; CD3E	NA
biorxiv	ba2fe3cc-7145-1014-8950-ece91a9c7114	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	T-CELL	T CELL	T cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	37	3350	1	0	12	12	0.261261261261	0.00965174129353	27.0688213987	1	0.301173245666	3.32034805345	3	0	CD4; CD8A; CD3E	NA
biorxiv	ba2fe3cc-7145-1014-8950-ece91a9c7114	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	T-CELL	T CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	255	3350	1	0	12	12	0.0823529411765	0.00965174129353	8.5324439054	1	0.913654877299	1.09450518445	3	0	CD4; CD8A; CD3E	NA
biorxiv	ba2fe3cc-7145-1014-8950-ece91a9c7114	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	T-CELL	T CELL	T cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	255	3350	1	0	12	12	0.0823529411765	0.00965174129353	8.5324439054	1	0.913654877299	1.09450518445	3	0	CD4; CD8A; CD3E	NA
biorxiv	bb35967a-6c41-1014-8bd7-fd658527e3eb	biorxiv:bb35967a-6c41-1014-8bd7-fd658527e3eb	EPITHELIAL	EPITHELIAL	epithelial	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	3	3350	1	0	12	12	0	0.00365671641791	0	0	0.0108691365693	0	0	4	NA	ACP5; ITGB4; PROM2; KRT5
biorxiv	bb35967a-6c41-1014-8bd7-fd658527e3eb	biorxiv:bb35967a-6c41-1014-8bd7-fd658527e3eb	EPITHELIAL	EPITHELIAL	epithelial	same_exact_label	Same reported label	local_private_markers	Local-only markers	4	3	3350	1	0	12	12	0	0.00365671641791	0	0	0.0108691365693	0	0	4	NA	ACP5; ITGB4; PROM2; KRT5
biorxiv	bb35967a-6c41-1014-8bd7-fd658527e3eb	biorxiv:bb35967a-6c41-1014-8bd7-fd658527e3eb	EPITHELIAL	EPITHELIAL	epithelial	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	123	3350	1	0	12	12	0.0467479674797	0.00365671641791	12.7841380455	0.5	0.278329776498	1.7964301423	2	2	ITGB4; KRT5	ACP5; PROM2
biorxiv	bb35967a-6c41-1014-8bd7-fd658527e3eb	biorxiv:bb35967a-6c41-1014-8bd7-fd658527e3eb	EPITHELIAL	EPITHELIAL	epithelial	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	4	123	3350	1	0	12	12	0.0467479674797	0.00365671641791	12.7841380455	0.5	0.278329776498	1.7964301423	2	2	ITGB4; KRT5	ACP5; PROM2
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	ACINAR CELL	ACINAR CELL		same_exact_label	Same reported label	all_reported_markers	All reported markers	6	6	3339	12	4	12	8	0.0277777777778	0.000199660577019	139.125	0.166666666667	0.00119706687242	139.229203069	1	5	CELA2A	RPS3A; RPL13; MT-CO2; MT-CO1; AMY2B
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	ACINAR CELL	ACINAR CELL		same_exact_label	Same reported label	local_private_markers	Local-only markers	6	6	3339	12	4	12	8	0.0277777777778	0.000199660577019	139.125	0.166666666667	0.00119706687242	139.229203069	1	5	CELA2A	RPS3A; RPL13; MT-CO2; MT-CO1; AMY2B
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	B CELL	B CELL	B cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	29	3339	12	4	12	8	0.0172413793103	0.000598981731057	28.7844827586	0.25	0.0169235971114	14.7722731967	1	3	CD22	AKT1; RAB28; EIF1AY
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	B CELL	B CELL	B cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	29	3339	12	4	12	8	0	9.98302885095e-05	0	0	0.00288297232867	0	0	3	NA	AKT1; RAB28; EIF1AY
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	B CELL	B CELL	B cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	92	3339	12	4	12	8	0.0163043478261	0.000598981731057	27.2201086957	0.25	0.0506901388872	4.93192572536	1	3	CD22	AKT1; RAB28; EIF1AY
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	B CELL	B CELL	B cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	92	3339	12	4	12	8	0	9.98302885095e-05	0	0	0.00906034945017	0	0	3	NA	AKT1; RAB28; EIF1AY
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	BETA CELL	BETA CELL		same_exact_label	Same reported label	all_reported_markers	All reported markers	4	9	3339	12	4	12	8	0	0.000524109014675	0	0	0.00470006993045	0	0	4	NA	CLPS; CTRB2; PRSS1; CELA3B
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	BETA CELL	BETA CELL		same_exact_label	Same reported label	local_private_markers	Local-only markers	2	9	3339	12	4	12	8	0	0.000598981731057	0	0	0.00536507556082	0	0	2	NA	CTRB2; CELA3B
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 T CELL	CD 4 T CELL	T cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	16	3339	12	4	12	8	0.078125	0.00524109014675	14.90625	0.25	0.0722000922732	3.46259945284	1	3	CCR7	RPS4Y1; RPL13A; NBEAL1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 T CELL	CD 4 T CELL	T cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	2	16	3339	12	4	12	8	0.15625	0.0103324348607	15.1222826087	0.5	0.142009631795	3.52088794036	1	1	CCR7	NBEAL1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 T CELL	CD 4 T CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	4	253	3339	12	4	12	8	0.0395256916996	0.00524109014675	7.54150197628	0.25	0.266976246819	0.936412894325	1	3	CCR7	RPS4Y1; RPL13A; NBEAL1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 T CELL	CD 4 T CELL	T cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	2	253	3339	12	4	12	8	0.0790513833992	0.0103324348607	7.65079910638	0.5	0.497461381699	1.00510314648	1	1	CCR7	NBEAL1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 TCM CELL	CD 4 TCM CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	5	253	3339	12	4	12	8	0	0.000598981731057	0	0	0.130026007298	0	0	5	NA	GNAS; RPS4Y1; JUND; RPL13A; RPL36A
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD4 TCM CELL	CD 4 TCM CELL	T cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	253	3339	12	4	12	8	0	0.000898472596586	0	0	0.192382604203	0	0	3	NA	GNAS; JUND; RPL36A
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD8 T CELL	CD 8 T CELL	T cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	5	14	3339	12	4	12	8	0	0.000658879904163	0	0	0.00916418526288	0	0	5	NA	ZFP36; TSC22D3; CMC1; MT-ND1; TNFRSF25
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD8 T CELL	CD 8 T CELL	T cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	5	14	3339	12	4	12	8	0	0.000658879904163	0	0	0.00916418526288	0	0	5	NA	ZFP36; TSC22D3; CMC1; MT-ND1; TNFRSF25
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD8 T CELL	CD 8 T CELL	T cell	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	5	253	3339	12	4	12	8	0.00237154150198	0.000658879904163	3.59935321595	0.4	0.14736702475	2.71431143214	2	3	TSC22D3; CMC1	ZFP36; MT-ND1; TNFRSF25
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	CD8 T CELL	CD 8 T CELL	T cell	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	5	253	3339	12	4	12	8	0.00237154150198	0.000658879904163	3.59935321595	0.4	0.14736702475	2.71431143214	2	3	TSC22D3; CMC1	ZFP36; MT-ND1; TNFRSF25
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	DUCTAL CELL	DUCTAL CELL		same_exact_label	Same reported label	all_reported_markers	All reported markers	4	4	3339	12	4	12	8	0	0.000524109014675	0	0	0.0020914638251	0	0	4	NA	HSPB1; TMBIM1; CLPS; PNLIP
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	DUCTAL CELL	DUCTAL CELL		same_exact_label	Same reported label	local_private_markers	Local-only markers	3	4	3339	12	4	12	8	0	0.000598981731057	0	0	0.00238947663318	0	0	3	NA	HSPB1; TMBIM1; PNLIP
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	HSPC	HSPC		same_exact_label	Same reported label	all_reported_markers	All reported markers	5	3	3339	12	4	12	8	0	0.00119796346211	0	0	0.00358754419736	0	0	5	NA	WFDC2; RPS15; BPIFB1; RPL32; SNCG
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	HSPC	HSPC		same_exact_label	Same reported label	local_private_markers	Local-only markers	3	3	3339	12	4	12	8	0	0.00119796346211	0	0	0.00358904928595	0	0	3	NA	WFDC2; BPIFB1; RPL32
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	IMMUNE CELL	IMMUNE CELL		same_exact_label	Same reported label	all_reported_markers	All reported markers	6	6	3339	12	4	12	8	0	0.0010981331736	0	0	0.00655125841912	0	0	6	NA	TMSB10; PPDPF; CLPS; S100A6; PRSS1; MIF
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	IMMUNE CELL	IMMUNE CELL		same_exact_label	Same reported label	local_private_markers	Local-only markers	4	6	3339	12	4	12	8	0	0.00142258161126	0	0	0.00848085930258	0	0	4	NA	TMSB10; PPDPF; S100A6; MIF
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	MONOCYTE	MONOCYTE	monocyte/macrophage	same_exact_label	Same reported label	all_reported_markers	All reported markers	3	23	3339	12	4	12	8	0	0.000299490865529	0	0	0.00685061092795	0	0	3	NA	HABP4; FLNB; KCNN3
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	MONOCYTE	MONOCYTE	monocyte/macrophage	same_exact_label	Same reported label	local_private_markers	Local-only markers	3	23	3339	12	4	12	8	0	0.000299490865529	0	0	0.00685061092795	0	0	3	NA	HABP4; FLNB; KCNN3
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	MONOCYTE	MONOCYTE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	all_reported_markers	All reported markers	3	202	3339	12	4	12	8	0	0.000299490865529	0	0	0.0575683999369	0	0	3	NA	HABP4; FLNB; KCNN3
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	MONOCYTE	MONOCYTE	monocyte/macrophage	same_broad_neighborhood	Same broad lineage	local_private_markers	Local-only markers	3	202	3339	12	4	12	8	0	0.000299490865529	0	0	0.0575683999369	0	0	3	NA	HABP4; FLNB; KCNN3
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	NK CELL	NK CELL	NK cell	same_exact_label	Same reported label	all_reported_markers	All reported markers	4	15	3339	12	4	12	8	0	0.00306978137167	0	0	0.0442044467609	0	0	4	NA	RAB34; BTG1; S100B; CX3CR1
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	NK CELL	NK CELL	NK cell	same_exact_label	Same reported label	local_private_markers	Local-only markers	4	15	3339	12	4	12	8	0	0.00306978137167	0	0	0.0442044467609	0	0	4	NA	RAB34; BTG1; S100B; CX3CR1
