source_corpus	paper_id	paper_key	n_profiles	n_genes	n_distinct_marker_signatures	n_duplicate_profile_signatures	all_profiles_locally_identifiable	information_lower_bound_log2	greedy_local_panel_size	greedy_local_panel_genes	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
hca	0168_10.1038_s41586-022-04552-0_f98a6428c8	hca:0168_10.1038_s41586-022-04552-0_f98a6428c8	3	6	3	0	True	2	2	CEACAM6; SPP1	3	0.2333333333333333	0.2	0.1	0.35	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	1.0
hca	0175_10.1038_s41587-020-00796-1_81545d4d48	hca:0175_10.1038_s41587-020-00796-1_81545d4d48	3	13	3	0	True	2	2	ICAM1; CCL7	3	0.037037037037037035	0.0	0.0	0.05555555555555555	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	3	14	3	0	True	2	2	TNFRSF9; LAG3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0193_10.15252_emmm.202012871_3b35c5fb8f	hca:0193_10.15252_emmm.202012871_3b35c5fb8f	3	16	3	0	True	2	2	CFH; TNC	3	0.03333333333333333	0.0	0.0	0.05	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0208_10.1038_nbt.2967_18c9fd3939	hca:0208_10.1038_nbt.2967_18c9fd3939	3	12	3	0	True	2	2	PAX6; SLC1A3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0214_10.1126_science.abo0510_808a3cb920	hca:0214_10.1126_science.abo0510_808a3cb920	3	11	3	0	True	2	2	DNTT; SPN	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0216_10.1038_s41588-021-00972-2_b07f96cf7c	hca:0216_10.1038_s41588-021-00972-2_b07f96cf7c	3	11	3	0	True	2	2	PTGS1; CSRNP1	3	0.125	0.0	0.0	0.1875	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0
hca	0234_10.1038_s41467-022-32972-z_b918df798f	hca:0234_10.1038_s41467-022-32972-z_b918df798f	3	20	3	0	True	2	2	PROM1; HNF4A	3	0.15303643724696356	0.15384615384615385	0.12955465587044535	0.17692307692307693	0.0	1.0	0.0	0.0	2.0
hca	0252_10.1073_pnas.2025813118_95804f2d74	hca:0252_10.1073_pnas.2025813118_95804f2d74	3	18	3	0	True	2	2	ACTB; SLC17A7	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0266_10.1016_j.neuron.2021.05.003_0cca870e2c	hca:0266_10.1016_j.neuron.2021.05.003_0cca870e2c	3	9	3	0	True	2	2	ATP1B3; GAD1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0269_10.1016_j.xgen.2022.100142_dd45161589	hca:0269_10.1016_j.xgen.2022.100142_dd45161589	3	11	3	0	True	2	2	DCX; POU4F2	3	0.5348484848484848	0.45454545454545453	0.42727272727272725	0.6022727272727273	0.0	1.0	1.0	0.0	5.0
hca	0270_10.1038_s41467-022-30557-4_ba2c76ba96	hca:0270_10.1038_s41467-022-30557-4_ba2c76ba96	3	14	3	0	True	2	2	PTPRC; CD209	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0294_10.1038_ni.3368_b6f196ee59	hca:0294_10.1038_ni.3368_b6f196ee59	3	21	3	0	True	2	2	TNFRSF1B; IL17RB	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0296_10.1038_s41467-021-25328-6_8814b43a21	hca:0296_10.1038_s41467-021-25328-6_8814b43a21	3	19	3	0	True	2	2	TNMD; CENPF	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0300_10.1186_s13287-023-03256-0_d71fd1c1ed	hca:0300_10.1186_s13287-023-03256-0_d71fd1c1ed	3	9	3	0	True	2	2	CD74; THBS4	3	0.05555555555555555	0.0	0.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0304_10.1126_sciimmunol.abg5539_d30f748444	hca:0304_10.1126_sciimmunol.abg5539_d30f748444	3	13	3	0	True	2	2	PTPRC; C1ORF54	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05	3	19	3	0	True	2	2	PROM1; SLC12A1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0340_10.1038_s41467-020-16164-1_15fae00c00	hca:0340_10.1038_s41467-020-16164-1_15fae00c00	3	11	3	0	True	2	2	MARCO; CCL20	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0343_10.1038_s41597-019-0351-8_0cf4fb36a1	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	3	8	3	0	True	2	2	NKG7; ATP6V1B1	3	0.13333333333333333	0.0	0.0	0.2	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.6666666666666666
hca	0357_10.1126_science.abf1970_a409ac73f2	hca:0357_10.1126_science.abf1970_a409ac73f2	3	9	3	0	True	2	2	TBX21; GZMH	3	0.16666666666666666	0.0	0.0	0.25	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0
hca	0363_10.1016_j.omtn.2021.03.017_8083e53d24	hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24	3	10	3	0	True	2	2	TP63; CEACAM6	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0377_10.7554_elife.64875_32e53ae733	hca:0377_10.7554_elife.64875_32e53ae733	3	7	3	0	True	2	2	CAMK2A; PENK	3	0.25	0.0	0.0	0.375	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0
hca	0397_10.1186_s13059-023-03111-8_05defe1911	hca:0397_10.1186_s13059-023-03111-8_05defe1911	3	17	3	0	True	2	2	NFIX; REST	3	0.037037037037037035	0.0	0.0	0.05555555555555555	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0416_10.1126_science.aat1699_46d73cdfcb	hca:0416_10.1126_science.aat1699_46d73cdfcb	3	8	3	0	True	2	2	FLT4; FLT1	3	0.06666666666666667	0.0	0.0	0.1	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0448_10.1101_2022.02.15.480622_6cb3eae5b8	hca:0448_10.1101_2022.02.15.480622_6cb3eae5b8	3	11	3	0	True	2	2	ATP1A2; PTPRC	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0497_10.1016_j.cell.2016.03.023_1e72ea1d04	hca:0497_10.1016_j.cell.2016.03.023_1e72ea1d04	3	30	3	0	True	2	2	FGF4; GATA3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0512_10.1016_j.gastha.2022.12.004_3866b352db	hca:0512_10.1016_j.gastha.2022.12.004_3866b352db	3	46	3	0	True	2	2	KITLG; GUCY1B1	3	0.04584304584304585	0.06060606060606061	0.030303030303030304	0.06876456876456877	0.3333333333333333	0.0	0.0	0.0	1.3333333333333333
hca	0513_10.1186_s13059-019-1906-x_0a4cb34cd5	hca:0513_10.1186_s13059-019-1906-x_0a4cb34cd5	3	12	3	0	True	2	2	CD5L; SFTPA1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	5200cce7-72d7-1014-98f6-994ae061fa4b	biorxiv:5200cce7-72d7-1014-98f6-994ae061fa4b	3	6	2	2	False	1	1	EBI3	3	0.3333333333333333	0.0	0.0	0.5	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0
biorxiv	bc5fc02e-800c-1014-9d28-ba34bfc46990	biorxiv:bc5fc02e-800c-1014-9d28-ba34bfc46990	3	6	2	2	False	1	1	KCNMB4	3	0.4444444444444445	0.16666666666666666	0.16666666666666666	0.5833333333333333	0.0	1.0	0.3333333333333333	0.3333333333333333	2.0
hca	0010_10.1016_j.cels.2016.08.011_1f66aabffa	hca:0010_10.1016_j.cels.2016.08.011_1f66aabffa	3	7	2	2	False	1	1	ESR1	3	0.3333333333333333	0.0	0.0	0.5	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0
hca	0262_10.1038_s41586-018-0698-6_e4aeb353b8	hca:0262_10.1038_s41586-018-0698-6_e4aeb353b8	3	8	2	2	False	1	1	CLEC2D	3	0.4166666666666667	0.125	0.125	0.5625	0.0	1.0	0.3333333333333333	0.3333333333333333	2.6666666666666665
biorxiv	466eace1-7692-1014-9cbc-8d16e477b905	biorxiv:466eace1-7692-1014-9cbc-8d16e477b905	3	3	1	3	False	0	0		3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0
biorxiv	b4865554-70d4-1014-b98c-d54405b178ea	biorxiv:b4865554-70d4-1014-b98c-d54405b178ea	3	4	1	3	False	0	0		3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0
biorxiv	0bcdadb5-70f3-1014-974d-abbf00aa9865	biorxiv:0bcdadb5-70f3-1014-974d-abbf00aa9865	2	8	2	0	True	1	1	CXCL2	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	11b72b7e-6c1b-1014-84e4-aaf6df161d14	biorxiv:11b72b7e-6c1b-1014-84e4-aaf6df161d14	2	10	2	0	True	1	1	CD209	1	0.1	0.1	0.1	0.1	0.0	1.0	0.0	0.0	1.0
biorxiv	1819420a-7028-1014-9d82-b8532c727b67	biorxiv:1819420a-7028-1014-9d82-b8532c727b67	2	10	2	0	True	1	1	PAX6	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	1b938bfc-6db4-1014-bcdd-aff1924d9f72	biorxiv:1b938bfc-6db4-1014-bcdd-aff1924d9f72	2	5	2	0	True	1	1	MYH11	1	0.8	0.8	0.8	0.8	0.0	1.0	1.0	0.0	4.0
biorxiv	1efd9fbe-6f02-1014-8df4-f37a8d806beb	biorxiv:1efd9fbe-6f02-1014-8df4-f37a8d806beb	2	5	2	0	True	1	1	CD274	1	0.6	0.6	0.6	0.6	0.0	1.0	1.0	0.0	3.0
biorxiv	1f87890c-7e00-1014-91de-cf40554be0ec	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec	2	7	2	0	True	1	1	LYZ	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	24629940-6c09-1014-990c-ab0ee25195e2	biorxiv:24629940-6c09-1014-990c-ab0ee25195e2	2	6	2	0	True	1	1	ISL1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	29ae8fb9-6d50-1014-8923-847f08fdc25e	biorxiv:29ae8fb9-6d50-1014-8923-847f08fdc25e	2	11	2	0	True	1	1	DCN	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	29dae57b-6d36-1014-8489-e77255373be6	biorxiv:29dae57b-6d36-1014-8489-e77255373be6	2	11	2	0	True	1	1	PTPRC	1	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	1.0
biorxiv	30a348aa-6c75-1014-b586-8a08f0d76748	biorxiv:30a348aa-6c75-1014-b586-8a08f0d76748	2	8	2	0	True	1	1	HAS1	1	0.125	0.125	0.125	0.125	0.0	1.0	0.0	0.0	1.0
biorxiv	3ae0337b-6d88-1014-9c93-86c75bb9b558	biorxiv:3ae0337b-6d88-1014-9c93-86c75bb9b558	2	27	2	0	True	1	1	SAMD4A	1	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	1.0	0.0	0.0	3.0
biorxiv	41a5df78-7c74-1014-a3a2-9b6aef50b1e5	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	2	9	2	0	True	1	1	TCF7	1	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.0	1.0	0.0	0.0	1.0
biorxiv	4c4207c3-7213-1014-8a55-9b25fcf723e1	biorxiv:4c4207c3-7213-1014-8a55-9b25fcf723e1	2	13	2	0	True	1	1	CD38	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	51fac41a-6c0a-1014-9c40-ecb16ebed7ec	biorxiv:51fac41a-6c0a-1014-9c40-ecb16ebed7ec	2	6	2	0	True	1	1	SMAD5	1	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	1.0	0.0	0.0	1.0
biorxiv	54c905c7-6e9f-1014-9168-935cc2dc841b	biorxiv:54c905c7-6e9f-1014-9168-935cc2dc841b	2	8	2	0	True	1	1	LGALS1	1	0.125	0.125	0.125	0.125	0.0	1.0	0.0	0.0	1.0
biorxiv	5dff1c13-6c00-1014-9211-b5130fed8524	biorxiv:5dff1c13-6c00-1014-9211-b5130fed8524	2	11	2	0	True	1	1	MPO	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	653bfd04-6cbf-1014-864b-c74846f5cd96	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	2	10	2	0	True	1	1	CD38	1	0.1	0.1	0.1	0.1	0.0	1.0	0.0	0.0	1.0
biorxiv	700d25d7-7306-1014-9c30-ec481bfe1ae1	biorxiv:700d25d7-7306-1014-9c30-ec481bfe1ae1	2	18	2	0	True	1	1	CD74	1	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.0	1.0	0.0	0.0	4.0
biorxiv	783f7e3b-7683-1014-81ff-bc1eeadb858f	biorxiv:783f7e3b-7683-1014-81ff-bc1eeadb858f	2	6	2	0	True	1	1	TAC1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	7c2da8c6-7024-1014-8c11-de157ff3a710	biorxiv:7c2da8c6-7024-1014-8c11-de157ff3a710	2	46	2	0	True	1	1	LIG3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	84e54dbc-6c17-1014-b8ff-c69d804e210e	biorxiv:84e54dbc-6c17-1014-b8ff-c69d804e210e	2	15	2	0	True	1	1	DCT	1	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	1.0	1.0	0.0	5.0
biorxiv	9081da13-83e1-1014-ba34-dc521a45201b	biorxiv:9081da13-83e1-1014-ba34-dc521a45201b	2	6	2	0	True	1	1	CD72	1	0.5	0.5	0.5	0.5	0.0	1.0	1.0	0.0	3.0
biorxiv	9ea3f9c1-6d62-1014-8a0f-e0eee23ad569	biorxiv:9ea3f9c1-6d62-1014-8a0f-e0eee23ad569	2	11	2	0	True	1	1	CD4	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	a9b298c9-7797-1014-9b95-8bbbe23c746a	biorxiv:a9b298c9-7797-1014-9b95-8bbbe23c746a	2	7	2	0	True	1	1	TTC38	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	ab2a1489-7001-1014-b2bf-f5e47d205c33	biorxiv:ab2a1489-7001-1014-b2bf-f5e47d205c33	2	9	2	0	True	1	1	NOTCH3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	b9f9eea1-7c5b-1014-87f0-cbc500249f07	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	2	6	2	0	True	1	1	RNF144B	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	bc60e3db-6f3b-1014-9d48-bca06f1504df	biorxiv:bc60e3db-6f3b-1014-9d48-bca06f1504df	2	15	2	0	True	1	1	CFTR	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	c07140e5-7138-1014-aa16-8cb2f542cef3	biorxiv:c07140e5-7138-1014-aa16-8cb2f542cef3	2	24	2	0	True	1	1	PDK4	1	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0	0.0	2.0
biorxiv	c6b2e62c-6bf8-1014-b389-a9824584e0b5	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	2	9	2	0	True	1	1	PAX2	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	c8264099-6fc3-1014-9d27-9ae05a0c1d33	biorxiv:c8264099-6fc3-1014-9d27-9ae05a0c1d33	2	6	2	0	True	1	1	CD4	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	c94927bb-7bec-1014-9cd8-fedd121e156b	biorxiv:c94927bb-7bec-1014-9cd8-fedd121e156b	2	8	2	0	True	1	1	OAS1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	cc41b42e-6c00-1014-9887-9bb7d49b64ad	biorxiv:cc41b42e-6c00-1014-9887-9bb7d49b64ad	2	19	2	0	True	1	1	TGFBR3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	d249a77b-6c97-1014-8df4-e171a53e6bf0	biorxiv:d249a77b-6c97-1014-8df4-e171a53e6bf0	2	9	2	0	True	1	1	CDC27	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	d5d99202-6f97-1014-84ab-c6b2cf40b34b	biorxiv:d5d99202-6f97-1014-84ab-c6b2cf40b34b	2	10	2	0	True	1	1	TJP1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	d95d7dc6-6c35-1014-b1f0-b4af8a20948e	biorxiv:d95d7dc6-6c35-1014-b1f0-b4af8a20948e	2	8	2	0	True	1	1	SMOC2	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	e6e04172-6c15-1014-9229-c57ac33d21f6	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	2	7	2	0	True	1	1	CD79B	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	e78eaa01-6c93-1014-839e-bb3dc2108ab1	biorxiv:e78eaa01-6c93-1014-839e-bb3dc2108ab1	2	7	2	0	True	1	1	DCN	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	e8350987-7003-1014-ae7a-192d8e5e2a06	biorxiv:e8350987-7003-1014-ae7a-192d8e5e2a06	2	19	2	0	True	1	1	KCNQ1	1	0.15789473684210525	0.15789473684210525	0.15789473684210525	0.15789473684210525	0.0	1.0	0.0	0.0	3.0
biorxiv	ede8f8d0-6d2d-1014-a8e8-fbbc8a92dcf4	biorxiv:ede8f8d0-6d2d-1014-a8e8-fbbc8a92dcf4	2	4	2	0	True	1	1	CIT	1	0.75	0.75	0.75	0.75	0.0	1.0	1.0	0.0	3.0
biorxiv	fa200037-7001-1014-b4a8-b2d1b5dda72e	biorxiv:fa200037-7001-1014-b4a8-b2d1b5dda72e	2	10	2	0	True	1	1	CLEC10A	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	fbd95004-6cf9-1014-bead-f9f2e4a06d20	biorxiv:fbd95004-6cf9-1014-bead-f9f2e4a06d20	2	8	2	0	True	1	1	NKG7	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	fd4da487-6bfd-1014-9109-ef3323dd2b7b	biorxiv:fd4da487-6bfd-1014-9109-ef3323dd2b7b	2	9	2	0	True	1	1	SELE	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	ffdab866-6d97-1014-b85a-c9e16d463b4e	biorxiv:ffdab866-6d97-1014-b85a-c9e16d463b4e	2	16	2	0	True	1	1	BCORL1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0013_10.1016_j.cell.2022.01.012_62a71f9225	hca:0013_10.1016_j.cell.2022.01.012_62a71f9225	2	10	2	0	True	1	1	VCAN	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0020_10.1038_s44161-022-00019-7_10ae5c8129	hca:0020_10.1038_s44161-022-00019-7_10ae5c8129	2	22	2	0	True	1	1	PFKP	1	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.0	1.0
hca	0025_10.1038_s41467-020-17876-0_159e232bbb	hca:0025_10.1038_s41467-020-17876-0_159e232bbb	2	8	2	0	True	1	1	GABRA1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9	hca:0030_10.1016_j.jcmgh.2022.02.007_2ccf593bb9	2	19	2	0	True	1	1	CFTR	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0036_10.1016_j.cell.2021.10.024_2ce0b899c4	hca:0036_10.1016_j.cell.2021.10.024_2ce0b899c4	2	10	2	0	True	1	1	MYH7	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0057_10.1038_s41586-019-0903-2_059a54df94	hca:0057_10.1038_s41586-019-0903-2_059a54df94	2	8	2	0	True	1	1	CD74	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0074_10.3389_fimmu.2022.846281_c0060ff2e9	hca:0074_10.3389_fimmu.2022.846281_c0060ff2e9	2	8	2	0	True	1	1	LY75	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0075_10.1126_scitranslmed.abm1375_6de08b3db5	hca:0075_10.1126_scitranslmed.abm1375_6de08b3db5	2	22	2	0	True	1	1	CD44	1	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.0	0.0	0.0	0.0	2.0
hca	0091_10.1101_2025.06.19.660575_df9b499d76	hca:0091_10.1101_2025.06.19.660575_df9b499d76	2	11	2	0	True	1	1	CD44	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0098_10.1038_s41586-020-03148-w_f50cb505c0	hca:0098_10.1038_s41586-020-03148-w_f50cb505c0	2	10	2	0	True	1	1	FOXP3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0103_10.1172_jci.insight.151621_2faf375c31	hca:0103_10.1172_jci.insight.151621_2faf375c31	2	33	2	0	True	1	1	ARX	1	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.2727272727272727	0.0	1.0	1.0	0.0	9.0
hca	0118_10.1016_j.jid.2019.07.726_f70095db05	hca:0118_10.1016_j.jid.2019.07.726_f70095db05	2	8	2	0	True	1	1	TNC	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0121_10.7554_elife.62810_069377f2ec	hca:0121_10.7554_elife.62810_069377f2ec	2	7	2	0	True	1	1	IGF1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0127_10.1016_j.cell.2021.11.031_38bd899f1b	hca:0127_10.1016_j.cell.2021.11.031_38bd899f1b	2	30	2	0	True	1	1	FOSL2	1	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.0	0.0	0.0	0.0	1.0
hca	0152_10.15252_embr.201847483_d14f9b2105	hca:0152_10.15252_embr.201847483_d14f9b2105	2	7	2	0	True	1	1	DCN	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0153_10.1038_s41556-020-00607-4_a7b29ac44b	hca:0153_10.1038_s41556-020-00607-4_a7b29ac44b	2	14	2	0	True	1	1	SPO11	1	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.0	0.0	0.0	1.0
hca	0172_10.1093_hmg_ddab140_444d3c140d	hca:0172_10.1093_hmg_ddab140_444d3c140d	2	9	2	0	True	1	1	FAT1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0182_10.1126_sciimmunol.abk1741_33c534a538	hca:0182_10.1126_sciimmunol.abk1741_33c534a538	2	6	2	0	True	1	1	LYZ	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0211_10.1016_j.cels.2022.06.005_7669df70b6	hca:0211_10.1016_j.cels.2022.06.005_7669df70b6	2	12	2	0	True	1	1	TP63	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0225_10.1016_j.exer.2019.05.001_df51932aea	hca:0225_10.1016_j.exer.2019.05.001_df51932aea	2	7	2	0	True	1	1	NEFM	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0226_10.1038_s41593-020-00764-7_dc0bba5691	hca:0226_10.1038_s41593-020-00764-7_dc0bba5691	2	16	2	0	True	1	1	CD44	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0231_10.1101_2023.08.08.551504_0d646c9546	hca:0231_10.1101_2023.08.08.551504_0d646c9546	2	6	2	0	True	1	1	POSTN	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0263_10.1126_science.abq3061_cd915f6391	hca:0263_10.1126_science.abq3061_cd915f6391	2	13	2	0	True	1	1	VIM	1	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.23076923076923078	0.0	1.0	0.0	0.0	3.0
hca	0272_10.1016_j.cell.2020.04.035_15a2d05837	hca:0272_10.1016_j.cell.2020.04.035_15a2d05837	2	11	2	0	True	1	1	CEACAM5	1	0.18181818181818182	0.18181818181818182	0.18181818181818182	0.18181818181818182	0.0	1.0	0.0	0.0	2.0
hca	0279_10.1186_s12860-019-0199-y_bf14d4299c	hca:0279_10.1186_s12860-019-0199-y_bf14d4299c	2	12	2	0	True	1	1	ID2	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0342_10.18632_aging.203124_280d72e18e	hca:0342_10.18632_aging.203124_280d72e18e	2	6	2	0	True	1	1	LTF	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0351_10.1038_s41422-018-0103-x_169d6c1666	hca:0351_10.1038_s41422-018-0103-x_169d6c1666	2	10	2	0	True	1	1	SIRT1	1	0.1	0.1	0.1	0.1	0.0	1.0	0.0	0.0	1.0
hca	0373_10.1038_s41592-018-0253-2_ae3c4efc48	hca:0373_10.1038_s41592-018-0253-2_ae3c4efc48	2	8	2	0	True	1	1	MEOX1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0393_10.1038_s42255-022-00531-x_b92878970e	hca:0393_10.1038_s42255-022-00531-x_b92878970e	2	10	2	0	True	1	1	SPI1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a	2	7	2	0	True	1	1	EGR1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0417_10.1101_gr.212720.116_ba8d2583ab	hca:0417_10.1101_gr.212720.116_ba8d2583ab	2	9	2	0	True	1	1	TNS1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0425_10.1038_s41598-017-05266-4_54c44ec7e0	hca:0425_10.1038_s41598-017-05266-4_54c44ec7e0	2	46	2	0	True	1	1	PDK4	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
