source_corpus	paper_id	paper_key	n_profiles	n_genes	n_distinct_marker_signatures	n_duplicate_profile_signatures	all_profiles_locally_identifiable	information_lower_bound_log2	greedy_local_panel_size	greedy_local_panel_genes	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
biorxiv	1c7188d4-6df9-1014-ac27-b7cf1f27940e	biorxiv:1c7188d4-6df9-1014-ac27-b7cf1f27940e	6	29	6	0	True	3	5	NFKBIA; SCGB2A2; MGST1; RGS1; SAT1	15	0.046515151515151516	0.0	0.0	0.0	0.8	0.2	0.13333333333333333	0.0	0.4666666666666667
biorxiv	1d26f338-6e4a-1014-b712-c54808557510	biorxiv:1d26f338-6e4a-1014-b712-c54808557510	6	20	6	0	True	3	5	NGFR; LHX5; STMN2; TFAP2B; PAX3	15	0.02222222222222222	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333
biorxiv	2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	biorxiv:2439b48c-6d2d-1014-8b64-9f8fdc0d5fe9	6	21	6	0	True	3	5	LPCAT1; VIM; CD44; TP63; HOPX	15	0.04	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.2
biorxiv	307b2bd7-6cb9-1014-a6b4-a58a7220bba3	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	6	20	6	0	True	3	5	GZMH; CD3D; CD79B; CST7; CD3E	15	0.045714285714285714	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.13333333333333333	0.0	0.26666666666666666
biorxiv	83bdb6b6-6c6e-1014-9f71-e3b544524924	biorxiv:83bdb6b6-6c6e-1014-9f71-e3b544524924	6	54	6	0	True	3	5	TMSB10; SLC2A3; ITGAE; LAMB1; ZKSCAN1	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	8bff4e38-6c13-1014-bcce-e068e3eafd28	biorxiv:8bff4e38-6c13-1014-bcce-e068e3eafd28	6	29	6	0	True	3	5	AGR2; IL32; SLC26A3; CLCA1; CHGA	15	0.013333333333333334	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.13333333333333333
biorxiv	a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	6	28	6	0	True	3	5	HOPX; POR; CXCL12; CXCR4; NR4A1	15	0.06965452847805789	0.0	0.0	0.07142857142857142	0.7333333333333333	0.26666666666666666	0.06666666666666667	0.0	0.6
biorxiv	b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	biorxiv:b7d0eaf3-6f9e-1014-bc01-ef7867d59c7e	6	24	6	0	True	3	5	CEACAM7; VEGFA; HELLS; IDO1; BEST4	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	e9d73630-745a-1014-825d-9281d616c32c	biorxiv:e9d73630-745a-1014-825d-9281d616c32c	6	27	6	0	True	3	5	ZIC2; DNMT3B; SUSD2; MEST; CD57	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	efe4cabd-770f-1014-96d7-8e75af964dbd	biorxiv:efe4cabd-770f-1014-96d7-8e75af964dbd	6	19	6	0	True	3	5	LAMP5; TYROBP; CD44; CBLN4; CALB1	15	0.013333333333333334	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0019_10.1126_science.aba7721_1646acb14b	hca:0019_10.1126_science.aba7721_1646acb14b	6	26	6	0	True	3	5	MEOX1; CD5L; NUAK1; AHR; F13A1	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0063_10.1016_j.cell.2021.04.028_f5e4882de7	hca:0063_10.1016_j.cell.2021.04.028_f5e4882de7	6	18	6	0	True	3	5	MKI67; SALL1; FOXA2; OLFM4; GSC	15	0.013333333333333334	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0071_10.1038_s41586-021-03929-x_6a378f8954	hca:0071_10.1038_s41586-021-03929-x_6a378f8954	6	24	6	0	True	3	5	FLI1; SELE; VIM; SPI1; MCAM	15	0.01111111111111111	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0100_10.1038_s41467-021-22804-x_e7667133b9	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	6	36	6	0	True	3	5	CD79A; CD7; CD79B; CD4; LYZ	15	0.017777777777777778	0.0	0.0	0.0	0.8666666666666667	0.06666666666666667	0.0	0.0	0.2
hca	0102_10.1038_s41586-019-0992-y_40614812e9	hca:0102_10.1038_s41586-019-0992-y_40614812e9	6	26	6	0	True	3	5	CLCA1; CXCL2; JAK2; CHGA; BAG1	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0105_10.1038_s41563-020-00853-9_ec3e5ef313	hca:0105_10.1038_s41563-020-00853-9_ec3e5ef313	6	21	6	0	True	3	5	HOXA11; LRP2; FLT1; EYA1; SULT1E1	15	0.016666666666666666	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333
hca	0128_10.1016_j.devcel.2020.07.023_7908e44bb1	hca:0128_10.1016_j.devcel.2020.07.023_7908e44bb1	6	22	6	0	True	3	5	KDR; MEOX1; PTPRC; PDGFB; CXCL12	15	0.013333333333333334	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.13333333333333333
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	6	23	6	0	True	3	5	ZEB2; TCF7; ITGAE; BCL6; KLF2	15	0.009523809523809523	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0200_10.1242_dev.172361_e8969b05b0	hca:0200_10.1242_dev.172361_e8969b05b0	6	19	6	0	True	3	5	LRP2; PAX2; MYF6; PDGFRB; EPCAM	15	0.05	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.2
hca	0220_10.1038_s42003-021-02562-8_904d08be85	hca:0220_10.1038_s42003-021-02562-8_904d08be85	6	24	6	0	True	3	5	VIM; CD44; RBL1; VCAN; CXCL2	15	0.019047619047619046	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333
hca	0295_10.1016_j.isci.2021.102551_1c1e582cdd	hca:0295_10.1016_j.isci.2021.102551_1c1e582cdd	6	28	6	0	True	3	5	LIMCH1; MCAM; MEF2C; CCDC80; ASPN	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0301_10.1101_2023.11.07.566105_6b05614dad	hca:0301_10.1101_2023.11.07.566105_6b05614dad	6	18	6	0	True	3	5	SALL4; NFIA; NFIX; ISL1; UTRN	15	0.03238095238095238	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.2
hca	0309_10.1101_721258_f9cb0ad906	hca:0309_10.1101_721258_f9cb0ad906	6	21	6	0	True	3	5	CD74; VIM; RORA; BCL11A; LRP12	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0319_10.1016_j.cell.2018.05.060_d1a05e99e8	hca:0319_10.1016_j.cell.2018.05.060_d1a05e99e8	6	28	6	0	True	3	5	FOXP3; GZMH; CD33; KLRC1; CCR8	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	6	29	6	0	True	3	5	ATP1A2; SALL1; GLI3; ANXA1; ALDH1L1	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0376_10.1038_s41590-017-0001-2_5fb0775c07	hca:0376_10.1038_s41590-017-0001-2_5fb0775c07	6	27	6	0	True	3	5	JCHAIN; MPO; MECOM; RUNX3; CYTIP	15	0.013333333333333334	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.13333333333333333
hca	0390_10.1038_s41591-020-0901-9_be86edb292	hca:0390_10.1038_s41591-020-0901-9_be86edb292	6	31	6	0	True	3	5	CXCR6; MARCO; NR1H3; ITGAE; FCN1	15	0.008333333333333333	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0438_10.1016_j.celrep.2023.112086_4947038a16	hca:0438_10.1016_j.celrep.2023.112086_4947038a16	6	27	6	0	True	3	5	HIF3A; VCAN; CELSR1; PIK3C2A; KIF9	15	0.019047619047619046	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.13333333333333333
hca	0442_10.1038_s41591-024-03011-9_e42f5ec07c	hca:0442_10.1038_s41591-024-03011-9_e42f5ec07c	6	43	6	0	True	3	5	SOX10; ARHGAP15; RUNX1T1; BARX2; MECOM	15	0.005128205128205128	0.0	0.0	0.0	0.9333333333333333	0.0	0.0	0.0	0.06666666666666667
hca	0451_10.1016_j.jid.2018.01.016_d2589a157e	hca:0451_10.1016_j.jid.2018.01.016_d2589a157e	6	21	6	0	True	3	5	COL6A5; CD74; COL23A1; SLC12A2; ENTPD1	15	0.04634920634920635	0.0	0.0	0.0	0.8	0.2	0.06666666666666667	0.0	0.3333333333333333
hca	0453_10.1038_s41586-022-05060-x_14fb298894	hca:0453_10.1038_s41586-022-05060-x_14fb298894	6	30	6	0	True	3	5	ANKRD1; MEOX1; PDGFRA; MYH7; KLF4	15	0.006666666666666667	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
hca	0458_10.1038_s41467-024-55325-4_d40c28a5ea	hca:0458_10.1038_s41467-024-55325-4_d40c28a5ea	6	30	6	0	True	3	5	MARCO; LEPR; SLC7A2; CYP2E1; IL18	15	0.0375	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.4
hca	0473_10.1016_j.cell.2020.08.003_9ae06495c4	hca:0473_10.1016_j.cell.2020.08.003_9ae06495c4	6	32	6	0	True	3	5	GFRA1; GAL; OPRK1; ETV1; VIPR2	15	0.0047619047619047615	0.0	0.0	0.0	0.9333333333333333	0.0	0.0	0.0	0.06666666666666667
hca	0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233	6	28	6	0	True	3	5	ROBO2; CFH; IFNGR1; THSD7A; WNK1	15	0.014814814814814814	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.0	0.0	0.13333333333333333
hca	0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618	6	20	6	0	True	3	5	SLC11A1; NRXN3; FLT4; PTPRC; MYL7	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf	6	28	6	0	True	3	5	KRT18; DCN; MSR1; MYLK; SOX10	15	0.05454545454545455	0.0	0.0	0.0	0.9333333333333333	0.06666666666666667	0.06666666666666667	0.0	0.6
biorxiv	39623bbc-6d42-1014-9e37-a92d75e9c8ca	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	6	21	6	0	True	3	4	SOX9; COL17A1; GZMB; DUSP1	15	0.0674074074074074	0.0	0.0	0.05	0.7333333333333333	0.26666666666666666	0.13333333333333333	0.0	0.6666666666666666
biorxiv	48122146-7aab-1014-a240-edfb3f67c90f	biorxiv:48122146-7aab-1014-a240-edfb3f67c90f	6	18	6	0	True	3	4	COL10A1; SOX9; CD44; NANOG	15	0.06666666666666667	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.13333333333333333	0.0	0.4666666666666667
biorxiv	9338c4d5-712d-1014-b47b-dc1970abe2d9	biorxiv:9338c4d5-712d-1014-b47b-dc1970abe2d9	6	28	6	0	True	3	4	NANOG; TFAP2C; PRDM1; HNF4A	15	0.1725	0.0	0.0	0.3666666666666667	0.6	0.4	0.3333333333333333	0.0	1.9333333333333333
biorxiv	a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	6	24	6	0	True	3	4	CREBBP; PROX1; CD36; DTX4	15	0.04126984126984127	0.0	0.0	0.041666666666666664	0.7333333333333333	0.13333333333333333	0.06666666666666667	0.0	0.3333333333333333
biorxiv	ee1031b0-6c51-1014-b641-cbb0196af9f8	biorxiv:ee1031b0-6c51-1014-b641-cbb0196af9f8	6	40	6	0	True	3	4	BARX2; ESR1; TBX3; PRSS22	15	0.03575757575757576	0.0	0.0	0.0	0.8	0.06666666666666667	0.06666666666666667	0.0	0.4
hca	0002_10.1038_s41586-019-1373-2_de5bb9e220	hca:0002_10.1038_s41586-019-1373-2_de5bb9e220	6	26	6	0	True	3	4	FGFR2; HES1; DERL3; HNF4A	15	0.025925925925925925	0.0	0.0	0.0	0.8	0.2	0.0	0.0	0.2
hca	0012_10.1164_rccm.202207-1384oc_21f7132a40	hca:0012_10.1164_rccm.202207-1384oc_21f7132a40	6	18	5	2	False	3	4	SFTPA1; CDH19; NOTCH3; MGP	15	0.08148148148148149	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.06666666666666667	0.06666666666666667	0.3333333333333333
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	6	45	6	0	True	3	4	SOHLH2; TSPYL5; TXNIP; SMC1B	15	0.024855699855699857	0.0	0.0	0.0	0.8	0.06666666666666667	0.06666666666666667	0.0	0.4
hca	0221_10.7554_elife.69603_ab573a325d	hca:0221_10.7554_elife.69603_ab573a325d	6	42	6	0	True	3	4	AREG; VEGFA; PGR; PTGS1	15	0.010690758516845474	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.2
hca	0235_10.1016_j.isci.2024.111337_a37d387ae6	hca:0235_10.1016_j.isci.2024.111337_a37d387ae6	6	29	5	2	False	3	4	GFAP; CD74; VIM; SLC1A3	15	0.08333333333333333	0.0	0.0	0.0	0.8	0.2	0.06666666666666667	0.06666666666666667	0.4666666666666667
hca	0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	hca:0265_10.1038_s41591-019-0750-6_ba0c7c2ce5	6	18	5	2	False	3	4	SOX2; VIM; CDH1; NKG7	15	0.10666666666666666	0.0	0.0	0.1	0.7333333333333333	0.26666666666666666	0.06666666666666667	0.06666666666666667	0.4666666666666667
hca	0267_10.1038_s41586-019-1631-3_36f09e3445	hca:0267_10.1038_s41586-019-1631-3_36f09e3445	6	31	6	0	True	3	4	PDGFB; PLVAP; TNFRSF12A; MARCO	15	0.020588235294117647	0.0	0.0	0.0	0.8666666666666667	0.06666666666666667	0.06666666666666667	0.0	0.2
hca	0280_10.1681_asn.2017080890_022062f455	hca:0280_10.1681_asn.2017080890_022062f455	6	36	6	0	True	3	4	UNC5B; TNFRSF19; GATA3; CCND1	15	0.023611111111111107	0.0	0.0	0.0	0.8666666666666667	0.13333333333333333	0.0	0.0	0.4
hca	0398_10.3389_fimmu.2022.1034159_e51dfc8bb5	hca:0398_10.3389_fimmu.2022.1034159_e51dfc8bb5	6	29	6	0	True	3	4	APOBEC3H; TNFRSF1B; IFNGR1; APOBEC3A	15	0.2111214630779848	0.041666666666666664	0.0	0.38095238095238093	0.4666666666666667	0.4	0.4	0.0	3.2666666666666666
biorxiv	315fa881-726d-1014-9d3d-bbe9b5731a1d	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	6	8	6	0	True	3	3	GZMB; NKG7; PRF1	15	0.4452380952380952	0.42857142857142855	0.33035714285714285	0.5714285714285714	0.0	1.0	0.9333333333333333	0.0	3.066666666666667
biorxiv	611722dd-8008-1014-b70e-fa0b81b0ac37	biorxiv:611722dd-8008-1014-b70e-fa0b81b0ac37	6	19	5	2	False	3	3	IFI6; APOBEC3A; GZMH	15	0.21111111111111114	0.0	0.0	0.4027777777777778	0.6	0.4	0.4	0.06666666666666667	1.6
hca	0379_10.1038_s41698-022-00300-9_7bb9a273c6	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	6	19	5	2	False	3	3	TNFRSF9; GZMB; TCF7	15	0.11660561660561661	0.0	0.0	0.14285714285714285	0.5333333333333333	0.3333333333333333	0.06666666666666667	0.06666666666666667	0.8
biorxiv	dbf486c9-6c54-1014-9bc5-bf4d8f303013	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	6	4	2	6	False	1	1	HAL	15	0.8666666666666667	0.75	0.75	1.0	0.0	1.0	1.0	0.4666666666666667	3.066666666666667
biorxiv	5c1d40eb-7190-1014-a458-8ab6cf3c7650	biorxiv:5c1d40eb-7190-1014-a458-8ab6cf3c7650	5	15	5	0	True	3	4	TP63; KRT18; SLPI; CNN1	10	0.056666666666666664	0.0	0.0	0.0	0.8	0.2	0.1	0.0	0.3
biorxiv	7883a920-6c54-1014-9611-e2c343a4c7dc	biorxiv:7883a920-6c54-1014-9611-e2c343a4c7dc	5	15	5	0	True	3	4	EYA1; LRP2; PAX2; GATA3	10	0.075	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.3
biorxiv	78e3a11a-7eb2-1014-99eb-f342cda99662	biorxiv:78e3a11a-7eb2-1014-99eb-f342cda99662	5	16	5	0	True	3	4	SLC17A7; SOX6; SOX9; TOP2A	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	7a206a01-6c0e-1014-b046-f87c164ca53d	biorxiv:7a206a01-6c0e-1014-b046-f87c164ca53d	5	24	5	0	True	3	4	S100B; CD4; VIM; DCX	10	0.02	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.1
biorxiv	e3c88c7c-7fe3-1014-8c3f-f97dd191bd5b	biorxiv:e3c88c7c-7fe3-1014-8c3f-f97dd191bd5b	5	15	5	0	True	3	4	CD9; MYL9; CDH1; BPIFB1	10	0.17619047619047618	0.0	0.0	0.3214285714285714	0.7	0.3	0.3	0.0	1.1
biorxiv	e7144333-745a-1014-ab12-e9455a30c9da	biorxiv:e7144333-745a-1014-ab12-e9455a30c9da	5	13	5	0	True	3	4	NANOG; KLF4; KRT18; NODAL	10	0.12857142857142856	0.0	0.0	0.10714285714285714	0.7	0.3	0.2	0.0	0.9
biorxiv	f29672cc-6d87-1014-b915-87fbd4bb053f	biorxiv:f29672cc-6d87-1014-b915-87fbd4bb053f	5	16	5	0	True	3	4	TMCC3; NANOG; FOXA2; SIX3	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0006_10.3389_fcell.2022.835445_847c20f209	hca:0006_10.3389_fcell.2022.835445_847c20f209	5	27	5	0	True	3	4	TFAP2C; LHB; NANOG; SNAI1	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0026_10.1038_s41586-020-2922-4_1612ece6e2	hca:0026_10.1038_s41586-020-2922-4_1612ece6e2	5	25	5	0	True	3	4	DKK3; LYZ; PDGFRL; HBEGF	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0031_10.1016_j.jtos.2021.03.010_0c2fa1a2be	hca:0031_10.1016_j.jtos.2021.03.010_0c2fa1a2be	5	22	5	0	True	3	4	TP63; TYR; CASP14; BMP2	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0032_10.15252_msb.20209682_ea064ade0e	hca:0032_10.15252_msb.20209682_ea064ade0e	5	16	5	0	True	3	4	MARCO; CDH17; NKG7; COL1A1	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0073_10.1016_j.isci.2021.102482_6ff6d432ab	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	5	20	5	0	True	3	4	PRDM1; CD38; CLEC2D; SDC1	10	0.07428571428571429	0.10555555555555556	0.0	0.1111111111111111	0.4	0.6	0.0	0.0	0.6
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	5	20	5	0	True	3	4	GZMB; IL32; NKG7; F13A1	10	0.075	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.3
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	5	38	5	0	True	3	4	ACTN1; KMT2C; ETV1; MYH7	10	0.013636363636363636	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.3
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	5	31	5	0	True	3	4	PXDN; TRAPPC6A; WNT5A; ID2	10	0.08	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.4
hca	0191_10.1126_sciimmunol.abh3768_bc0f7a7105	hca:0191_10.1126_sciimmunol.abh3768_bc0f7a7105	5	27	5	0	True	3	4	BCL6; RUNX3; IL4R; ELF2	10	0.014285714285714285	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.2
hca	0198_10.1038_s41467-021-27619-4_12529026b3	hca:0198_10.1038_s41467-021-27619-4_12529026b3	5	13	5	0	True	3	4	GZMK; PVR; FAP; ENTPD1	10	0.05	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.2
hca	0205_10.1038_s41588-020-0636-z_f39ba80540	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	5	18	5	0	True	3	4	ACTA2; DCN; SOX10; CNN1	10	0.02857142857142857	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.2
hca	0209_10.1126_scitranslmed.abe4282_13877fdeac	hca:0209_10.1126_scitranslmed.abe4282_13877fdeac	5	39	5	0	True	3	4	VIM; PLTP; MMP9; INHBA	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0289_10.1172_jci.insight.93009_72829a2871	hca:0289_10.1172_jci.insight.93009_72829a2871	5	65	5	0	True	3	4	SELE; CD4; DCN; SLC12A3	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0321_10.1002_stem.3302_bfd2270715	hca:0321_10.1002_stem.3302_bfd2270715	5	16	5	0	True	3	4	CAV1; TP63; PGC; IGFBP2	10	0.1	0.0	0.0	0.0	0.8	0.2	0.2	0.0	0.6
hca	0330_10.1016_j.celrep.2020.01.007_2459125119	hca:0330_10.1016_j.celrep.2020.01.007_2459125119	5	14	5	0	True	3	4	DLL3; SLC1A3; VSX1; HES6	10	0.02	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.1
hca	0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7	5	15	5	0	True	3	4	CXCL8; GATA1; NFKBIA; RETN	10	0.016666666666666666	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.1
hca	0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb	5	41	5	0	True	3	4	PDGFRB; VIM; MYLK; GPC4	10	0.006666666666666666	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.1
hca	0383_10.1126_sciadv.aaw3851_fd6802ffee	hca:0383_10.1126_sciadv.aaw3851_fd6802ffee	5	18	5	0	True	3	4	VEGFA; FGFR2; FGF10; AQP5	10	0.04	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.2
hca	0430_10.1101_2021.07.06.451312_11ba989c20	hca:0430_10.1101_2021.07.06.451312_11ba989c20	5	32	5	0	True	3	4	DCN; SIGLEC1; MYL7; CCL2	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0467_10.1016_j.cell.2018.08.067_51639edc11	hca:0467_10.1016_j.cell.2018.08.067_51639edc11	5	42	5	0	True	3	4	DCN; CD74; PTGS2; HSD17B2	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0472_10.1016_j.stem.2019.12.005_97b804f298	hca:0472_10.1016_j.stem.2019.12.005_97b804f298	5	19	5	0	True	3	4	AMH; FGFR3; BAMBI; INHA	10	0.05	0.0	0.0	0.0	0.8	0.2	0.1	0.0	0.4
hca	0515_10.1084_jem.20201189_d8d9a9e257	hca:0515_10.1084_jem.20201189_d8d9a9e257	5	22	5	0	True	3	4	TRGC1; CD38; CD99; TGFB1	10	0.02727272727272727	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.3
biorxiv	01e5e65d-751c-1014-a8e3-b5f1d7a951ab	biorxiv:01e5e65d-751c-1014-a8e3-b5f1d7a951ab	5	39	5	0	True	3	3	IL21R; IL23A; CD33	10	0.02192982456140351	0.0	0.0	0.039473684210526314	0.7	0.1	0.0	0.0	0.4
biorxiv	10f6f17d-749e-1014-bdcf-fe1d1407f022	biorxiv:10f6f17d-749e-1014-bdcf-fe1d1407f022	5	41	5	0	True	3	3	GSN; PCSK1; SYNE2	10	0.007294429708222812	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.2
biorxiv	4d508308-6c00-1014-97df-8810bda21050	biorxiv:4d508308-6c00-1014-97df-8810bda21050	5	34	4	2	False	2	3	PROM1; POU2F2; GSTP1	10	0.1	0.0	0.0	0.0	0.9	0.1	0.1	0.1	1.2
biorxiv	8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1	biorxiv:8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1	5	14	5	0	True	3	3	PAX7; MYOG; ASPN	10	0.06666666666666667	0.0	0.0	0.0	0.8	0.2	0.2	0.0	0.4
biorxiv	ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	5	43	5	0	True	3	3	TCF7; LAG3; LDHB	10	0.20327679814680982	0.1449579831932773	0.06578947368421052	0.18826473859844273	0.1	0.7	0.2	0.0	5.7
biorxiv	b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe	5	42	5	0	True	3	3	ASPN; SPARC; CXCL2	10	0.02724089635854342	0.0	0.0	0.05357142857142857	0.7	0.1	0.0	0.0	0.5
biorxiv	ebaf49e5-7438-1014-8951-c3e925f71d14	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	5	23	5	0	True	3	3	TSPO; ISG15; ITGA2B	10	0.0590909090909091	0.0	0.0	0.0	0.8	0.1	0.1	0.0	0.5
hca	0140_10.1101_2021.03.01.21252411_572fc1288d	hca:0140_10.1101_2021.03.01.21252411_572fc1288d	5	23	5	0	True	3	3	HIF1A; PPBP; GZMB	10	0.018803418803418803	0.0	0.0	0.0	0.8	0.1	0.0	0.0	0.2
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	5	51	5	0	True	3	3	ARX; ETV1; PAX6	10	0.038437761069340014	0.023809523809523808	0.0	0.05482456140350877	0.5	0.1	0.0	0.0	0.7
hca	0212_10.1038_s41586-022-04571-x_30a05d7904	hca:0212_10.1038_s41586-022-04571-x_30a05d7904	5	47	5	0	True	3	3	CYP26B1; RUNX1T1; CXCR4	10	0.05730994152046783	0.0	0.0	0.027777777777777776	0.6	0.2	0.1	0.0	1.4
hca	0238_10.1002_art.41813_55de40d8f6	hca:0238_10.1002_art.41813_55de40d8f6	5	29	5	0	True	3	3	CCL2; CCL13; TREM1	10	0.01534090909090909	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.2
