label_token	display_label_token	n_profiles_with_token	n_papers_with_token	n_cross_paper_pairs_with_token	marker_linked_fraction	background_marker_linked_fraction	marker_linked_lift	mean_marker_jaccard	background_mean_marker_jaccard	mean_marker_jaccard_lift
CD14	CD14	3	3	3	1.0	0.5148619957537155	1.9422680412371134	0.2333333333333333	0.1484548242510026	1.5717463848720798
monocyte	monocyte	14	14	91	0.7472527472527473	0.5148619957537155	1.4513651297156451	0.24174952032094874	0.1484548242510026	1.628438291181474
macrophages	macrophages	4	4	6	0.6666666666666666	0.5148619957537155	1.294845360824742	0.12103174603174603	0.1484548242510026	0.8152766112006538
macrophage	macrophage	18	18	153	0.5359477124183006	0.5148619957537155	1.0409541136042046	0.14511360099595386	0.1484548242510026	0.9774933332621141
