resource	normalized_cell_type	n_profiles	n_studies	example_reported_labels	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_gt_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes	underspecification_score
CAP	MYELOID	3	3	Myeloid; myeloid	3	0.037037037037037035	0.0	0.0	0.05555555555555555	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.0	0.6666666666666666	1.0
CAP	PC	3	3	PC	3	0.3333333333333333	0.0	0.0	0.5	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0	1.0
CAP	NKT	3	3	NKT	3	0.3703703703703704	0.05555555555555555	0.05555555555555555	0.5277777777777778	0.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	3.6666666666666665	0.9444444444444444
CAP	PLASMA CELLS	4	4	Plasma cells; Plasma_cells	6	0.25297619047619047	0.07142857142857142	0.017857142857142856	0.29910714285714285	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.16666666666666666	2.0	0.9285714285714286
CAP	PERICYTES	8	8	Pericytes; pericytes	28	0.15758288961517622	0.08116883116883117	0.0	0.22142857142857142	0.39285714285714285	0.6071428571428571	0.42857142857142855	0.25	0.03571428571428571	1.0	0.9188311688311688
CAP	SMOOTH MUSCLE CELLS	3	3	Smooth Muscle Cells; Smooth_muscle_cells	3	0.10592769803296119	0.08333333333333333	0.06798245614035087	0.13257575757575757	0.0	1.0	0.3333333333333333	0.0	0.0	1.3333333333333333	0.9166666666666666
CAP	T CELLS	3	3	T cells; T_cells	3	0.2515873015873016	0.08333333333333333	0.07738095238095238	0.3416666666666667	0.0	1.0	0.3333333333333333	0.3333333333333333	0.0	1.6666666666666667	0.9166666666666666
CAP	B CELL	5	5	B Cell; B-cell; B_cell	10	0.1	0.1	0.0	0.2	0.5	0.5	0.5	0.0	0.0	0.5	0.9
CAP	ENDOTHELIAL	3	3	endothelial	3	0.4000000000000001	0.1	0.1	0.55	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	2.3333333333333335	0.9
CAP	B MEMORY	3	3	B Memory; B memory	3	0.40740740740740744	0.1111111111111111	0.1111111111111111	0.5555555555555556	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	2.0	0.8888888888888888
CAP	COLONOCYTES	4	4	Colonocytes; colonocytes	6	0.4166666666666667	0.125	0.125	0.78125	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	2.1666666666666665	0.875
CAP	B	4	3	B	5	0.48571428571428565	0.14285714285714285	0.14285714285714285	1.0	0.0	1.0	1.0	0.4	0.4	2.2	0.8571428571428572
CAP	SMOOTH MUSCLE CELLS SMC	4	4	Smooth Muscle Cells (SMC); smooth muscle cells (SMC)	6	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.7857142857142857	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	2.0	0.8571428571428572
CAP	DC	4	4	DC	6	0.27777777777777773	0.16666666666666666	0.0	0.3333333333333333	0.5	0.5	0.5	0.5	0.16666666666666666	2.1666666666666665	0.8333333333333334
CAP	CD 4 TFH	3	3	CD4 TFH; CD4 Tfh	3	0.4444444444444445	0.16666666666666666	0.16666666666666666	0.5833333333333333	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	2.6666666666666665	0.8333333333333334
CAP	MAST	4	4	MAST; Mast	6	0.4666666666666666	0.2	0.2	0.8	0.0	1.0	1.0	0.3333333333333333	0.3333333333333333	1.6666666666666667	0.8
CAP	MAST CELLS	4	4	Mast Cells; Mast cells; Mast_cells	6	0.34393939393939393	0.2	0.18636363636363637	0.275	0.0	1.0	1.0	0.3333333333333333	0.16666666666666666	2.0	0.8
CAP	CD 4 NAIVE	4	4	CD4 Naive; CD4 naive	6	0.30416666666666664	0.225	0.096875	0.25	0.0	1.0	0.6666666666666666	0.5	0.16666666666666666	3.0	0.775
CAP	ILC 3	4	4	ILC3	6	0.5	0.25	0.25	0.8125	0.0	1.0	1.0	1.0	0.3333333333333333	3.0	0.75
CAP	CD 4 TREG	3	3	CD4 TREG; CD4 Treg	3	0.5151515151515151	0.2727272727272727	0.2727272727272727	0.6363636363636364	0.0	1.0	1.0	1.0	0.3333333333333333	4.0	0.7272727272727273
CAP	CDC 1	8	8	cDC1	28	0.47275368480725616	0.2857142857142857	0.19166666666666668	1.0	0.0	1.0	0.7857142857142857	0.5357142857142857	0.35714285714285715	2.857142857142857	0.7142857142857143
CAP	CD 8 NAIVE	4	4	CD8 Naive; CD8 naive	6	0.3527777777777778	0.2875	0.1125	0.375	0.0	1.0	0.6666666666666666	0.5	0.16666666666666666	2.3333333333333335	0.7125
CAP	PDC	13	13	PDC; pDC	78	0.373844353652046	0.3	0.1357142857142857	0.375	0.038461538461538464	0.9615384615384616	0.9230769230769231	0.6794871794871795	0.15384615384615385	2.923076923076923	0.7
CAP	NK	3	3	NK	3	0.33829365079365087	0.3125	0.29910714285714285	0.36458333333333337	0.0	1.0	1.0	1.0	0.0	4.666666666666667	0.6875
CAP	CD 16 NK	3	2	CD16+NK; CD16+_NK; CD16-NK	2	0.32323232323232326	0.32323232323232326	0.20707070707070707	0.43939393939393945	0.0	1.0	0.5	0.5	0.0	3.0	0.6767676767676767
CAP	CDC 2	4	4	cDC2	6	0.42777777777777776	0.35	0.3	0.4	0.0	1.0	1.0	0.8333333333333334	0.16666666666666666	2.5	0.65
CAP	MAST CELL	3	3	Mast Cell; Mast_cell	3	0.6	0.4	0.4	0.7	0.0	1.0	1.0	1.0	0.3333333333333333	2.3333333333333335	0.6
CAP	NEUTROPHILS	7	7	Neutrophils	21	0.7047619047619048	0.5	0.4	1.0	0.0	1.0	1.0	1.0	0.47619047619047616	4.190476190476191	0.5
CAP	MONOCYTES	4	4	Monocytes	6	0.5	0.5	0.0	1.0	0.5	0.5	0.5	0.5	0.5	3.5	0.5
CAP	FIB	3	2	FIB	2	0.5	0.5	0.25	0.75	0.5	0.5	0.5	0.5	0.5	4.0	0.5
CAP	OFF SAC	4	2	OFF-SAC; OFF-SAC*	4	0.5588235294117647	0.5588235294117647	0.11764705882352941	1.0	0.0	1.0	1.0	0.5	0.5	5.75	0.4411764705882353
CAP	CD 14 CD 16 MONOCYTES	10	5	CD14⁺CD16⁺ Monocytes; CD14⁺CD16⁻ Monocytes	40	0.5625	0.5625	0.125	1.0	0.0	1.0	1.0	0.5	0.5	2.75	0.4375
CAP	B CELLS	13	8	B Cells; B cells	73	0.4583852220838523	0.6	0.0	1.0	0.3013698630136986	0.6986301369863014	0.6301369863013698	0.5616438356164384	0.273972602739726	2.136986301369863	0.4
CAP	VG 3	4	2	VG3; VG3*	4	0.625	0.625	0.25	1.0	0.0	1.0	1.0	1.0	0.5	5.25	0.375
CAP	AII	4	2	AII; AII*	4	0.6428571428571428	0.6428571428571428	0.2857142857142857	1.0	0.0	1.0	1.0	1.0	0.5	6.5	0.3571428571428572
CAP	SEG	4	2	SEG; SEG*	4	0.6428571428571428	0.6428571428571428	0.2857142857142857	1.0	0.0	1.0	1.0	1.0	0.5	6.5	0.3571428571428572
CAP	MESOTHELIAL CELLS	8	5	Mesothelial cells; mesothelial cells	25	0.6	1.0	0.16666666666666666	1.0	0.0	1.0	1.0	0.52	0.52	2.08	0.0
CAP	MACROPHAGES MONOCYTES	6	6	Macrophages & Monocytes; Macrophages/Monocytes	15	0.6666666666666666	1.0	0.0	1.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	0.0
CAP	ACTIVATED DCS	5	5	Activated DCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	ARTERIAL ECS	5	5	Arterial ECs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	0.0
CAP	CAPILLARY ECS	5	5	Capillary ECs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	0.0
CAP	CD 14 S 100 A 8 9 MONOCYTES	5	5	CD14⁺S100A8/9⁺ Monocytes	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	CD 4 T CELLS	5	5	CD4⁺ T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	CD 56 CD 16 IMMATURE NK CELLS	5	5	CD56⁺CD16⁻ Immature NK cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	CD 56 CD 16 NK CELLS	5	5	CD56⁺CD16⁺ NK cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	8.0	0.0
CAP	CD 8 T CELLS	5	5	CD8⁺ T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	CDC 2 B	5	5	cDC2B	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	CYTOTOXIC CD 8 T CELLS	5	5	Cytotoxic CD8⁺ T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	DPP 4 ASPCS	5	5	DPP4⁺ ASPCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	ECS	5	5	ECs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	EPHA 3 ASPCS	5	5	EPHA3⁺ ASPCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	IGFBP 2 ASPCS	5	5	IGFBP2⁺ ASPCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	INFLAMMATORY MACROPHAGES	5	5	Inflammatory macrophages	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	LAMS	5	5	LAMs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	LYMPHATIC ECS	5	5	Lymphatic ECs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	6.0	0.0
CAP	MEMORY CD 4 T CELLS	5	5	Memory CD4⁺ T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	MUCOSAL ASSOCIATED INVARIANT T CELLS	5	5	Mucosal-associated invariant T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	MURAL CELLS	5	5	Mural cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	PPARG ASPCS	5	5	PPARG⁺ ASPCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	PROLIFERATING T CELLS	5	5	Proliferating T cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0
CAP	PVMS	5	5	PVMs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	T NK CELLS	5	5	T & NK cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	TENM 2 ASPCS	5	5	TENM2⁺ ASPCs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	4.0	0.0
CAP	TREG CELLS	5	5	Treg cells	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	VENOUS ECS	5	5	Venous ECs	10	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	IMMUNE	4	2	immune	4	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	MESENCHYMAL	4	3	mesenchymal	5	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	ATL	3	2	ATL	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	9.0	0.0
CAP	GOBLET CELLS	3	3	goblet cells	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	PEC	3	2	PEC	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5.0	0.0
CAP	POD	3	2	POD	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	0.0
LLMarkers	T CELL	38	37	T CELL; T-CELL; ΑΒ T CELL; ΓΔ T CELL	702	0.1191675383645694	0.0	0.0	0.2	0.5398860398860399	0.4601139601139601	0.4373219373219373	0.12535612535612536	0.01566951566951567	0.6267806267806267	1.0
LLMarkers	FIBROBLAST	29	29	FIBROBLAST	406	0.08446198308919259	0.0	0.0	0.15384615384615385	0.5665024630541872	0.43349753694581283	0.3522167487684729	0.08620689655172414	0.0024630541871921183	0.6231527093596059	1.0
LLMarkers	MACROPHAGE	29	29	MACROPHAGE	406	0.06034770873223495	0.0	0.0	0.1	0.7019704433497537	0.29802955665024633	0.270935960591133	0.054187192118226604	0.0	0.3793103448275862	1.0
LLMarkers	ENDOTHELIAL CELL	28	28	ENDOTHELIAL CELL	378	0.08631415876427816	0.0	0.0	0.16666666666666666	0.5026455026455027	0.4973544973544973	0.3253968253968254	0.0873015873015873	0.007936507936507936	0.6878306878306878	1.0
LLMarkers	MONOCYTE	24	24	MONOCYTE	276	0.06106945590641243	0.0	0.0	0.09090909090909091	0.7427536231884058	0.2572463768115942	0.2463768115942029	0.08333333333333333	0.0	0.34782608695652173	1.0
LLMarkers	CELL	19	8	Α CELL; Α-CELL; Β CELL; Β-CELL; Γ-CELL; Δ-CELL; Ε-CELL	150	0.04426646935020233	0.0	0.0	0.06839080459770115	0.5933333333333334	0.4066666666666667	0.17333333333333334	0.02666666666666667	0.0	0.8933333333333333	1.0
LLMarkers	CLUSTER 2	19	19	CLUSTER 2; CLUSTER-2	171	0.004262258209626631	0.0	0.0	0.0	0.9590643274853801	0.04093567251461988	0.023391812865497075	0.0	0.0	0.05263157894736842	1.0
LLMarkers	MICROGLIA	18	18	MICROGLIA	153	0.04228405018148907	0.0	0.0	0.07142857142857142	0.5751633986928104	0.42483660130718953	0.20261437908496732	0.013071895424836602	0.0	0.6405228758169934	1.0
LLMarkers	CD 4 T CELL	17	17	CD4 + T CELL; CD4 T CELL; CD4+ T CELL; CD4+T CELL	136	0.04228032506300957	0.0	0.0	0.06724137931034482	0.6544117647058824	0.34558823529411764	0.17647058823529413	0.03676470588235294	0.0	0.5661764705882353	1.0
LLMarkers	NK CELL	16	16	NK CELL	120	0.06973577549041945	0.0	0.0	0.125	0.55	0.45	0.39166666666666666	0.041666666666666664	0.0	0.625	1.0
LLMarkers	CD 8 T CELL	15	15	CD8 + T CELL; CD8 T CELL; CD8+ T CELL; CD8+ T-CELL	105	0.046700051018578485	0.0	0.0	0.07407407407407407	0.638095238095238	0.3619047619047619	0.14285714285714285	0.02857142857142857	0.009523809523809525	0.5904761904761905	1.0
LLMarkers	CLUSTER 1	14	14	CLUSTER 1; CLUSTER-1	91	0.002106227106227106	0.0	0.0	0.0	0.978021978021978	0.02197802197802198	0.01098901098901099	0.0	0.0	0.03296703296703297	1.0
LLMarkers	CLUSTER 3	12	12	CLUSTER 3; CLUSTER-3	66	0.003911926280347333	0.0	0.0	0.0	0.9393939393939394	0.06060606060606061	0.015151515151515152	0.0	0.0	0.06060606060606061	1.0
LLMarkers	CLUSTER 4	11	11	CLUSTER 4; CLUSTER-4	55	0.0013986013986013986	0.0	0.0	0.0	0.9818181818181818	0.01818181818181818	0.0	0.0	0.0	0.01818181818181818	1.0
LLMarkers	AT 2	10	10	AT2	45	0.058933782267115604	0.0	0.0	0.125	0.6888888888888889	0.3111111111111111	0.28888888888888886	0.06666666666666667	0.0	0.4	1.0
LLMarkers	MYELOID CELL	10	10	MYELOID CELL	45	0.08705467372134039	0.0	0.0	0.16666666666666666	0.5111111111111111	0.4888888888888889	0.4888888888888889	0.044444444444444446	0.0	0.5333333333333333	1.0
LLMarkers	CARDIOMYOCYTE	9	9	CARDIOMYOCYTE	36	0.030932766687597604	0.0	0.0	0.05075757575757576	0.6388888888888888	0.3611111111111111	0.1388888888888889	0.0	0.0	0.4722222222222222	1.0
LLMarkers	CLUSTER 5	9	9	CLUSTER 5	36	0.008597883597883597	0.0	0.0	0.0	0.9444444444444444	0.05555555555555555	0.05555555555555555	0.0	0.0	0.05555555555555555	1.0
LLMarkers	ACINAR CELL	7	7	ACINAR CELL	21	0.09569160997732426	0.0	0.0	0.1	0.7142857142857143	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.0	0.5714285714285714	1.0
LLMarkers	BASAL	7	7	BASAL	21	0.1380952380952381	0.0	0.0	0.16666666666666666	0.6190476190476191	0.38095238095238093	0.38095238095238093	0.14285714285714285	0.047619047619047616	0.5714285714285714	1.0
LLMarkers	DENDRITIC CELL	7	7	DENDRITIC CELL	21	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
LLMarkers	EC	7	7	EC	21	0.060167827814886644	0.0	0.0	0.07692307692307693	0.6190476190476191	0.38095238095238093	0.23809523809523808	0.14285714285714285	0.0	0.6190476190476191	1.0
LLMarkers	EPITHELIAL CELL	7	7	EPITHELIAL CELL	21	0.13900226757369616	0.0	0.0	0.14285714285714285	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.19047619047619047	0.047619047619047616	0.6190476190476191	1.0
LLMarkers	IMMUNE CELL	7	7	IMMUNE CELL	21	0.007936507936507936	0.0	0.0	0.0	0.9523809523809523	0.047619047619047616	0.047619047619047616	0.0	0.0	0.047619047619047616	1.0
LLMarkers	MESENCHYMAL	7	7	MESENCHYMAL	21	0.07346938775510205	0.0	0.0	0.14285714285714285	0.7142857142857143	0.2857142857142857	0.2857142857142857	0.09523809523809523	0.0	0.38095238095238093	1.0
LLMarkers	PODOCYTE	7	7	PODOCYTE	21	0.13462629533240844	0.0	0.0	0.2727272727272727	0.5238095238095238	0.47619047619047616	0.42857142857142855	0.2857142857142857	0.0	1.4761904761904763	1.0
LLMarkers	ASTROCYTES	6	6	ASTROCYTES	15	0.040578403078403075	0.0	0.0	0.08116883116883117	0.6	0.4	0.13333333333333333	0.0	0.0	0.4666666666666667	1.0
LLMarkers	C 1	6	6	C1	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
LLMarkers	FB 1	6	6	FB-1; FB1	15	0.04584126984126984	0.0	0.0	0.07380952380952381	0.6	0.4	0.26666666666666666	0.0	0.0	0.5333333333333333	1.0
LLMarkers	FIBROBLASTS	6	6	FIBROBLASTS	15	0.05999999999999999	0.0	0.0	0.0	0.8	0.2	0.2	0.06666666666666667	0.0	0.26666666666666666	1.0
LLMarkers	MACROPHAGES	6	6	MACROPHAGES	15	0.0421043771043771	0.0	0.0	0.07272727272727272	0.6666666666666666	0.3333333333333333	0.26666666666666666	0.06666666666666667	0.0	0.4	1.0
LLMarkers	CLUSTER 0	5	5	CLUSTER 0	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
LLMarkers	CLUSTER 7	5	5	CLUSTER 7	10	0.02777777777777778	0.0	0.0	0.0	0.8	0.2	0.2	0.0	0.0	0.2	1.0
LLMarkers	DC	5	5	DC	10	0.014285714285714285	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.0	0.1	1.0
LLMarkers	DUCTAL CELL	5	5	DUCTAL CELL	10	0.05277777777777778	0.0	0.0	0.12152777777777778	0.6	0.4	0.4	0.0	0.0	0.4	1.0
LLMarkers	FB 2	5	5	FB2	10	0.013333333333333332	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.0	0.2	1.0
LLMarkers	HEPATOCYTE	5	5	HEPATOCYTE	10	0.06777777777777777	0.0	0.0	0.10833333333333334	0.6	0.4	0.4	0.1	0.0	0.6	1.0
LLMarkers	LYMPHOCYTE	5	5	LYMPHOCYTE	10	0.016666666666666666	0.0	0.0	0.0	0.9	0.1	0.1	0.0	0.0	0.1	1.0
LLMarkers	MAC 2	5	5	MAC 2; MAC2	10	0.11944444444444444	0.0	0.0	0.0	0.8	0.2	0.2	0.2	0.0	0.7	1.0
LLMarkers	MYOFIBROBLASTS	5	5	MYOFIBROBLASTS	10	0.1553846153846154	0.0	0.0	0.18846153846153846	0.6	0.4	0.4	0.1	0.1	0.7	1.0
LLMarkers	NK CELLS	5	5	NK CELLS	10	0.07916666666666666	0.0	0.0	0.09375	0.7	0.3	0.3	0.1	0.0	0.4	1.0
