n_profiles	n_pairs	n_pairs_marker_positive	n_pairs_ontology_positive	spearman_marker_vs_ontology	spearman_marker_vs_label	mean_marker_jaccard_when_ontology_positive	mean_marker_jaccard_when_label_positive	mean_marker_jaccard_all_pairs
18	152	13	120	0.25883952554420214	0.1986675305659599	0.017026452828503912	0.125	0.013441936443555721
