profile_idx_a	profile_idx_b	paper_key_a	paper_key_b	cell_type_a	cell_type_b	normalized_cell_type_a	normalized_cell_type_b	label_relation	label_linked	n_markers_a	n_markers_b	n_shared	n_union	jaccard	shared_gene_ids	shared_gene_names	weighted_gene_score	weighted_gene_probability
9	14	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTE	INFLAMMATORY MONOCYTES	MONOCYTE	INFLAMMATORY MONOCYTES	Different	0	4	4	3	5	0.6	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
9	15	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTE	MONOCYTES	MONOCYTE	MONOCYTES	Different	0	4	5	3	6	0.5	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
9	16	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MONOCYTE	MONOCYTE	MONOCYTE	MONOCYTE	Exact	1	4	3	2	5	0.4	ENSG00000143546;ENSG00000170458	S100A8;CD14	-0.5003157029630767	0.3774664802986703
9	17	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0284_10.1002_hep4.1854_fe09f5fe1e	MONOCYTE	INFLAMMATORY MACROPHAGES	MONOCYTE	INFLAMMATORY MACROPHAGES	Different	0	4	3	3	4	0.75	ENSG00000090382;ENSG00000143546;ENSG00000163220	LYZ;S100A8;S100A9	-0.274449251234396	0.4318151381079454
9	18	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	MONOCYTE	MACROPHAGES	MONOCYTE	MACROPHAGES	Different	0	4	5	3	6	0.5	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
9	19	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	MONOCYTE	MDSC	MONOCYTE	MDSC	Different	0	4	3	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
9	20	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MONOCYTE	MONOCYTE	MONOCYTE	MONOCYTE	Exact	1	4	4	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
9	21	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
9	25	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0068_10.1093_ibd_izac201_351dddd961	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000143546	S100A8	0.0	0.5
9	27	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0161_10.1681_asn.2020030326_bf5d42b566	MONOCYTE	DONOR MACROPHAGE	MONOCYTE	DONOR MACROPHAGE	Different	0	4	6	1	9	0.1111111111111111	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	33	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	MONOCYTE	MONOCYTE	MONOCYTE	MONOCYTE	Exact	1	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	34	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	35	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0060_10.3389_fcell.2022.872688_ac00c45d48	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	37	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MONOCYTE	MONOCYTE CELL LINEAGE	MONOCYTE	MONOCYTE CELL LINEAGE	Partial	1	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	39	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	40	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0228_10.1128_mbio.02583-20_5085db2792	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	41	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0393_10.1038_s42255-022-00531-x_b92878970e	MONOCYTE	MACROPHAGES	MONOCYTE	MACROPHAGES	Different	0	4	4	1	7	0.14285714285714285	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
9	42	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0418_10.1038_s42003-020-0922-4_8904851286	MONOCYTE	MACROPHAGES AND DENDRITIC CELLS	MONOCYTE	MACROPHAGES AND DENDRITIC CELLS	Different	0	4	5	1	8	0.125	ENSG00000090382	LYZ	-0.274449251234396	0.4318151381079454
9	43	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	hca:0420_10.1111_cas.15979_052ebae233	MONOCYTE	MACROPHAGE	MONOCYTE	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
10	11	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	DYSFUNCTIONAL CD14 MONOCYTE	MONOCYTE-DERIVED CELL	DYSFUNCTIONAL CD 14 MONOCYTE	MONOCYTE DERIVED CELL	Partial	1	5	3	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	13	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	DYSFUNCTIONAL CD14 MONOCYTE	MONOCYTES	DYSFUNCTIONAL CD 14 MONOCYTE	MONOCYTES	Different	0	5	3	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	14	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0109_10.7554_elife.91792.1_056dda27be	DYSFUNCTIONAL CD14 MONOCYTE	INFLAMMATORY MONOCYTES	DYSFUNCTIONAL CD 14 MONOCYTE	INFLAMMATORY MONOCYTES	Different	0	5	4	2	7	0.2857142857142857	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	15	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0109_10.7554_elife.91792.1_056dda27be	DYSFUNCTIONAL CD14 MONOCYTE	MONOCYTES	DYSFUNCTIONAL CD 14 MONOCYTE	MONOCYTES	Different	0	5	5	2	8	0.25	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	16	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	DYSFUNCTIONAL CD14 MONOCYTE	MONOCYTE	DYSFUNCTIONAL CD 14 MONOCYTE	MONOCYTE	Partial	1	5	3	1	7	0.14285714285714285	ENSG00000143546	S100A8	0.0	0.5
10	17	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0284_10.1002_hep4.1854_fe09f5fe1e	DYSFUNCTIONAL CD14 MONOCYTE	INFLAMMATORY MACROPHAGES	DYSFUNCTIONAL CD 14 MONOCYTE	INFLAMMATORY MACROPHAGES	Different	0	5	3	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	18	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	DYSFUNCTIONAL CD14 MONOCYTE	MACROPHAGES	DYSFUNCTIONAL CD 14 MONOCYTE	MACROPHAGES	Different	0	5	5	2	8	0.25	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
10	19	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	DYSFUNCTIONAL CD14 MONOCYTE	MDSC	DYSFUNCTIONAL CD 14 MONOCYTE	MDSC	Different	0	5	3	3	5	0.6	ENSG00000143546;ENSG00000163220;ENSG00000163221	S100A8;S100A9;S100A12	0.0	0.5
10	20	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	DYSFUNCTIONAL CD14 MONOCYTE	MONOCYTE	DYSFUNCTIONAL CD 14 MONOCYTE	MONOCYTE	Partial	1	5	4	3	6	0.5	ENSG00000143546;ENSG00000163220;ENSG00000163221	S100A8;S100A9;S100A12	0.0	0.5
10	21	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	DYSFUNCTIONAL CD14 MONOCYTE	MACROPHAGE	DYSFUNCTIONAL CD 14 MONOCYTE	MACROPHAGE	Different	0	5	3	3	5	0.6	ENSG00000143546;ENSG00000163220;ENSG00000163221	S100A8;S100A9;S100A12	0.0	0.5
10	25	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	hca:0068_10.1093_ibd_izac201_351dddd961	DYSFUNCTIONAL CD14 MONOCYTE	MACROPHAGE	DYSFUNCTIONAL CD 14 MONOCYTE	MACROPHAGE	Different	0	5	3	1	7	0.14285714285714285	ENSG00000143546	S100A8	0.0	0.5
11	13	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	MONOCYTE-DERIVED CELL	MONOCYTES	MONOCYTE DERIVED CELL	MONOCYTES	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	14	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTE-DERIVED CELL	INFLAMMATORY MONOCYTES	MONOCYTE DERIVED CELL	INFLAMMATORY MONOCYTES	Different	0	3	4	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	15	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTE-DERIVED CELL	MONOCYTES	MONOCYTE DERIVED CELL	MONOCYTES	Different	0	3	5	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	16	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MONOCYTE-DERIVED CELL	MONOCYTE	MONOCYTE DERIVED CELL	MONOCYTE	Partial	1	3	3	1	5	0.2	ENSG00000143546	S100A8	0.0	0.5
11	17	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0284_10.1002_hep4.1854_fe09f5fe1e	MONOCYTE-DERIVED CELL	INFLAMMATORY MACROPHAGES	MONOCYTE DERIVED CELL	INFLAMMATORY MACROPHAGES	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	18	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	MONOCYTE-DERIVED CELL	MACROPHAGES	MONOCYTE DERIVED CELL	MACROPHAGES	Different	0	3	5	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	19	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	MONOCYTE-DERIVED CELL	MDSC	MONOCYTE DERIVED CELL	MDSC	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	20	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MONOCYTE-DERIVED CELL	MONOCYTE	MONOCYTE DERIVED CELL	MONOCYTE	Partial	1	3	4	3	4	0.75	ENSG00000038427;ENSG00000143546;ENSG00000163220	VCAN;S100A8;S100A9	0.0	0.5
11	21	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	MONOCYTE-DERIVED CELL	MACROPHAGE	MONOCYTE DERIVED CELL	MACROPHAGE	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
11	25	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0068_10.1093_ibd_izac201_351dddd961	MONOCYTE-DERIVED CELL	MACROPHAGE	MONOCYTE DERIVED CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000143546	S100A8	0.0	0.5
11	39	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MONOCYTE-DERIVED CELL	MACROPHAGE	MONOCYTE DERIVED CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000038427	VCAN	0.0	0.5
12	13	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	MYELOID CELL	MONOCYTES	MYELOID CELL	MONOCYTES	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	14	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0109_10.7554_elife.91792.1_056dda27be	MYELOID CELL	INFLAMMATORY MONOCYTES	MYELOID CELL	INFLAMMATORY MONOCYTES	Different	0	3	4	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	15	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0109_10.7554_elife.91792.1_056dda27be	MYELOID CELL	MONOCYTES	MYELOID CELL	MONOCYTES	Different	0	3	5	1	7	0.14285714285714285	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	16	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MYELOID CELL	MONOCYTE	MYELOID CELL	MONOCYTE	Different	0	3	3	2	4	0.5	ENSG00000169896;ENSG00000170458	ITGAM;CD14	-0.5003157029630767	0.3774664802986703
12	17	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0284_10.1002_hep4.1854_fe09f5fe1e	MYELOID CELL	INFLAMMATORY MACROPHAGES	MYELOID CELL	INFLAMMATORY MACROPHAGES	Different	0	3	3	1	5	0.2	ENSG00000090382	LYZ	-0.274449251234396	0.4318151381079454
12	18	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	MYELOID CELL	MACROPHAGES	MYELOID CELL	MACROPHAGES	Different	0	3	5	1	7	0.14285714285714285	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	27	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0161_10.1681_asn.2020030326_bf5d42b566	MYELOID CELL	DONOR MACROPHAGE	MYELOID CELL	DONOR MACROPHAGE	Different	0	3	6	1	8	0.125	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	33	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	MYELOID CELL	MONOCYTE	MYELOID CELL	MONOCYTE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	34	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	MYELOID CELL	MACROPHAGE	MYELOID CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	35	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0060_10.3389_fcell.2022.872688_ac00c45d48	MYELOID CELL	MACROPHAGE	MYELOID CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	37	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MYELOID CELL	MONOCYTE CELL LINEAGE	MYELOID CELL	MONOCYTE CELL LINEAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	39	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MYELOID CELL	MACROPHAGE	MYELOID CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	40	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0228_10.1128_mbio.02583-20_5085db2792	MYELOID CELL	MACROPHAGE	MYELOID CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	41	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0393_10.1038_s42255-022-00531-x_b92878970e	MYELOID CELL	MACROPHAGES	MYELOID CELL	MACROPHAGES	Different	0	3	4	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
12	42	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0418_10.1038_s42003-020-0922-4_8904851286	MYELOID CELL	MACROPHAGES AND DENDRITIC CELLS	MYELOID CELL	MACROPHAGES AND DENDRITIC CELLS	Different	0	3	5	1	7	0.14285714285714285	ENSG00000090382	LYZ	-0.274449251234396	0.4318151381079454
12	43	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	hca:0420_10.1111_cas.15979_052ebae233	MYELOID CELL	MACROPHAGE	MYELOID CELL	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	14	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTES	INFLAMMATORY MONOCYTES	MONOCYTES	INFLAMMATORY MONOCYTES	Partial	1	3	4	3	4	0.75	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
13	15	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTES	MONOCYTES	MONOCYTES	MONOCYTES	Exact	1	3	5	3	5	0.6	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
13	16	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MONOCYTES	MONOCYTE	MONOCYTES	MONOCYTE	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000170458	S100A8;CD14	-0.5003157029630767	0.3774664802986703
13	17	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0284_10.1002_hep4.1854_fe09f5fe1e	MONOCYTES	INFLAMMATORY MACROPHAGES	MONOCYTES	INFLAMMATORY MACROPHAGES	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
13	18	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	MONOCYTES	MACROPHAGES	MONOCYTES	MACROPHAGES	Different	0	3	5	3	5	0.6	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
13	19	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	MONOCYTES	MDSC	MONOCYTES	MDSC	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
13	20	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MONOCYTES	MONOCYTE	MONOCYTES	MONOCYTE	Different	0	3	4	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
13	21	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	2	4	0.5	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
13	25	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0068_10.1093_ibd_izac201_351dddd961	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000143546	S100A8	0.0	0.5
13	27	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0161_10.1681_asn.2020030326_bf5d42b566	MONOCYTES	DONOR MACROPHAGE	MONOCYTES	DONOR MACROPHAGE	Different	0	3	6	1	8	0.125	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	33	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	MONOCYTES	MONOCYTE	MONOCYTES	MONOCYTE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	34	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	35	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0060_10.3389_fcell.2022.872688_ac00c45d48	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	37	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MONOCYTES	MONOCYTE CELL LINEAGE	MONOCYTES	MONOCYTE CELL LINEAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	39	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	40	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0228_10.1128_mbio.02583-20_5085db2792	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	41	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0393_10.1038_s42255-022-00531-x_b92878970e	MONOCYTES	MACROPHAGES	MONOCYTES	MACROPHAGES	Different	0	3	4	1	6	0.16666666666666666	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
13	43	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	hca:0420_10.1111_cas.15979_052ebae233	MONOCYTES	MACROPHAGE	MONOCYTES	MACROPHAGE	Different	0	3	3	1	5	0.2	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
14	16	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	INFLAMMATORY MONOCYTES	MONOCYTE	INFLAMMATORY MONOCYTES	MONOCYTE	Different	0	4	3	2	5	0.4	ENSG00000143546;ENSG00000170458	S100A8;CD14	-0.5003157029630767	0.3774664802986703
14	17	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0284_10.1002_hep4.1854_fe09f5fe1e	INFLAMMATORY MONOCYTES	INFLAMMATORY MACROPHAGES	INFLAMMATORY MONOCYTES	INFLAMMATORY MACROPHAGES	Partial	1	4	3	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
14	18	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	INFLAMMATORY MONOCYTES	MACROPHAGES	INFLAMMATORY MONOCYTES	MACROPHAGES	Different	0	4	5	3	6	0.5	ENSG00000143546;ENSG00000163220;ENSG00000170458	S100A8;S100A9;CD14	-0.5003157029630767	0.3774664802986703
14	19	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	INFLAMMATORY MONOCYTES	MDSC	INFLAMMATORY MONOCYTES	MDSC	Different	0	4	3	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
14	20	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	INFLAMMATORY MONOCYTES	MONOCYTE	INFLAMMATORY MONOCYTES	MONOCYTE	Different	0	4	4	2	6	0.3333333333333333	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
14	21	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	INFLAMMATORY MONOCYTES	MACROPHAGE	INFLAMMATORY MONOCYTES	MACROPHAGE	Different	0	4	3	2	5	0.4	ENSG00000143546;ENSG00000163220	S100A8;S100A9	0.0	0.5
14	25	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0068_10.1093_ibd_izac201_351dddd961	INFLAMMATORY MONOCYTES	MACROPHAGE	INFLAMMATORY MONOCYTES	MACROPHAGE	Different	0	4	3	1	6	0.16666666666666666	ENSG00000143546	S100A8	0.0	0.5
14	27	hca:0109_10.7554_elife.91792.1_056dda27be	hca:0161_10.1681_asn.2020030326_bf5d42b566	INFLAMMATORY MONOCYTES	DONOR MACROPHAGE	INFLAMMATORY MONOCYTES	DONOR MACROPHAGE	Different	0	4	6	1	9	0.1111111111111111	ENSG00000170458	CD14	-0.5003157029630767	0.3774664802986703
