source	comparison	k	profiles	mean_overlap_at_k	median_overlap_at_k	mean_jaccard_at_k	mean_marker_jaccard_to_neighbors	median_marker_jaccard_to_neighbors	mean_ontology_similarity_to_neighbors
Ontology	Observed	3	3	0.4444444444444444	0.3333333333333333	0.3	0.0699023199023199	0.08333333333333333	0.3395061728395062
Ontology	Random	3	3	0.0	0.0	0.0	0.006535947712418301	0.0	0.12028619528619529
