fraction	n_profiles	ontology_relation
0.09090909090909091	1	marker_is_ancestor
0.09090909090909091	1	marker_is_descendant
0.5454545454545454	6	same_term
0.2727272727272727	3	shared_parent
1.0	11	label_context_vs_full:same_term
0.09090909090909091	1	marker_context_vs_full:marker_is_ancestor
0.09090909090909091	1	marker_context_vs_full:marker_is_descendant
0.5454545454545454	6	marker_context_vs_full:same_term
0.2727272727272727	3	marker_context_vs_full:shared_parent
