fraction	n_profiles	ontology_relation
0.16666666666666666	1	different_branch
0.16666666666666666	1	marker_is_descendant
0.6666666666666666	4	same_term
1.0	6	label_context_vs_full:same_term
0.16666666666666666	1	marker_context_vs_full:different_branch
0.16666666666666666	1	marker_context_vs_full:marker_is_descendant
0.6666666666666666	4	marker_context_vs_full:same_term
