group	target	rank	nnz	nnz_frac	mean	log_fc	p_raw	p_corr
CD8 T	ENSG00000164543	342.0	61.0	0.2785388127853881	0.2873894502518868	0.1807346776206277	1.1438591953751595e-07	0.0038541191728970626
CD8 T	ENSG00000211772	150.0	121.0	0.5525114155251142	0.7185245660522653	0.4625199973816306	9.38582929321737e-17	3.1624613220566605e-12
CD8 T	ENSG00000205542	2.0	219.0	1.0	3.7871796838045517	0.2359799194440062	3.5901320817852452e-09	0.00012096591036367205
CD8 T	ENSG00000147168	257.0	72.0	0.3287671232876712	0.35996663025782427	0.21608977120602743	4.225858490547301e-08	0.0014238607598050074
CD8 T	ENSG00000078596	193.0	99.0	0.4520547945205479	0.534942679718477	0.3412200080421717	3.6834403211315835e-13	1.2410983818020758e-08
CD8 T	ENSG00000183918	491.0	42.0	0.1917808219178082	0.2156129422105574	0.15952727725403343	8.22085841842009e-07	0.02769936035502465
CD8 T	ENSG00000147403	5.0	217.0	0.9908675799086758	2.809264800274018	0.22287709800170097	1.5896675495065417e-07	0.0053562258413073415
CD8 T	ENSG00000104660	223.0	83.0	0.3789954337899543	0.43190167882807773	0.20755695061575577	9.300119665091569e-07	0.031335823199559534
CD8 T	ENSG00000137154	21.0	217.0	0.9908675799086758	2.29259730195574	0.2406751502075135	2.79325039606358e-08	0.0009411577884496627
CD8 T	ENSG00000166441	20.0	215.0	0.9817351598173516	2.294402870445584	0.3446662802202425	1.1281185898102833e-13	3.801082776506768e-09
CD8 T	ENSG00000133321	246.0	73.0	0.3333333333333333	0.37981668663195595	0.21004198056310033	2.7531819892629663e-07	0.00927657139462264
CD8 T	ENSG00000251562	0.0	219.0	1.0	5.261304205305248	0.8901632554385497	6.49854753597143e-32	2.1896206067702137e-27
CD8 T	ENSG00000149273	22.0	213.0	0.9726027397260274	2.2549384834664488	0.41159927886010417	1.4359810307550484e-17	4.838394485026061e-13
CD8 T	ENSG00000198851	197.0	109.0	0.4977168949771689	0.5244281496110688	0.3333087344222942	4.271517463308255e-15	1.4392450940870833e-10
CD8 T	ENSG00000167286	147.0	132.0	0.6027397260273972	0.7415187210242604	0.45716510160268875	2.6233016604301675e-18	8.838952614653407e-14
CD8 T	ENSG00000139193	308.0	63.0	0.2876712328767123	0.31092228773197933	0.23132869976502257	5.770868839816588e-10	1.944436546887801e-05
CD8 T	ENSG00000139187	407.0	49.0	0.2237442922374429	0.25194950861015186	0.21944281868980217	4.62968743274957e-10	1.55992688359064e-05
CD8 T	ENSG00000069493	250.0	73.0	0.3333333333333333	0.3741915669406415	0.24239122426850798	7.750437154401073e-09	0.00026114322948038975
CD8 T	ENSG00000110848	106.0	160.0	0.730593607305936	1.0819364182837818	0.7013877664282686	1.4482541775677033e-27	4.8797476258966194e-23
CD8 T	ENSG00000111348	143.0	133.0	0.6073059360730594	0.7661336258314374	0.23739364565033172	1.121111918346993e-06	0.037774744976783584
CD8 T	ENSG00000197728	53.0	207.0	0.9452054794520548	1.8501828353965644	0.34960918433616506	5.352506195135719e-11	1.8034734373890292e-06
CD8 T	ENSG00000229117	12.0	217.0	0.9908675799086758	2.5753455272429693	0.31490112125626046	5.4899055368853655e-12	1.849768771598155e-07
CD8 T	ENSG00000133639	64.0	197.0	0.8995433789954338	1.659775967982635	0.7248925381628112	2.8595683794083588e-30	9.635029697578525e-26
CD8 T	ENSG00000277734	103.0	162.0	0.7397260273972602	1.1172850155047223	0.7048149593715035	1.1227586611189187e-26	3.7830230327740846e-22
CD8 T	ENSG00000213741	41.0	213.0	0.9726027397260274	2.0578505786051244	0.3758537099077539	6.578092870948151e-14	2.21642261193727e-09
CD8 T	ENSG00000166710	1.0	219.0	1.0	3.8396852545062403	0.7157496626907656	3.821888413204729e-38	1.2877470819452014e-33
CD8 T	ENSG00000172183	267.0	73.0	0.3333333333333333	0.35673079614944786	0.2088226270544351	2.947186078332479e-08	0.0009930248772333455
CD8 T	ENSG00000008517	65.0	200.0	0.91324200913242	1.6487158661828505	1.1512939079770548	1.6450795407919731e-62	5.542931004744474e-58
CD8 T	ENSG00000134419	27.0	214.0	0.9771689497716894	2.198321679713624	0.24122428897484172	2.732579535912645e-07	0.009207153488304066
CD8 T	ENSG00000102879	155.0	127.0	0.5799086757990868	0.703006277164505	0.32259050088361946	6.59088179766199e-11	2.220731712904231e-06
CD8 T	ENSG00000167526	11.0	219.0	1.0	2.631372152078429	0.23683452743471856	2.0841974066453324e-09	7.022494741950783e-05
CD8 T	ENSG00000072818	227.0	82.0	0.3744292237442922	0.4253950952916914	0.23269417825766958	3.99535128397364e-08	0.0013461936616220782
CD8 T	ENSG00000198242	34.0	213.0	0.9726027397260274	2.1616731375864187	0.34879235514015217	1.1206735377408553e-12	3.775997418064038e-08
CD8 T	ENSG00000271503	43.0	205.0	0.9360730593607306	2.0291772273870063	1.560267492612541	1.48255499140689e-74	4.995320788046376e-70
CD8 T	ENSG00000275302	86.0	157.0	0.7168949771689498	1.378422405204255	1.0332626589643001	8.309133439823081e-32	2.799679421213989e-27
CD8 T	ENSG00000276070	179.0	82.0	0.3744292237442922	0.5928811232465145	0.4699756329341538	2.0300749803336194e-13	6.8401346387360974e-09
CD8 T	ENSG00000101608	99.0	175.0	0.7990867579908676	1.147399016316022	0.38883344401766196	9.321705589897876e-13	3.14085548146019e-08
CD8 T	ENSG00000077984	154.0	116.0	0.5296803652968036	0.7045483061597062	0.5669175623338957	2.490430367248722e-22	8.391256079407844e-18
CD8 T	ENSG00000125534	172.0	112.0	0.5114155251141552	0.6176677037404824	0.25878358184240463	8.187378198152223e-08	0.00275865521008541
CD8 T	ENSG00000197540	209.0	92.0	0.4200913242009132	0.462170108726502	0.3532518152567883	3.937879203832494e-16	1.3268290189393205e-11
CD8 T	ENSG00000126264	135.0	142.0	0.6484018264840182	0.8744596845624374	0.4464298986163726	3.652032673866017e-15	1.2305158891324159e-10
CD8 T	ENSG00000142541	4.0	218.0	0.9954337899543378	2.821887266663506	0.3474866414677207	1.799121226430265e-15	6.061959060334134e-11
CD8 T	ENSG00000105374	153.0	108.0	0.4931506849315068	0.705359425694173	0.5121991546374838	3.572801370605163e-17	1.2038196938117038e-12
CD8 T	ENSG00000108107	42.0	217.0	0.9908675799086758	2.0561134043209086	0.33601252536819115	1.5934472871707848e-14	5.368961289393242e-10
CD8 T	ENSG00000100316	32.0	214.0	0.9771689497716894	2.182245100920267	0.3002260531190841	1.4208490441003286e-10	4.787408769191647e-06
LAM	ENSG00000142669	105.0	43.0	0.9148936170212766	1.026642891769003	0.43222254188255294	8.034359187325564e-07	0.027070969845774756
LAM	ENSG00000065978	67.0	46.0	0.9787234042553191	1.2742846807290438	0.5616752885167723	5.3053033922748435e-15	1.7875689249930858e-10
LAM	ENSG00000117410	227.0	39.0	0.8297872340425532	0.5066012916642451	0.3020527033942161	6.787118500451029e-08	0.00228685170754197
LAM	ENSG00000117450	183.0	42.0	0.8936170212765957	0.6501688501502606	0.3883036386779366	1.4789248395813028e-09	4.983089354485242e-05
LAM	ENSG00000143110	265.0	39.0	0.8297872340425532	0.44324824876264196	0.2598353086852845	4.843863123636849e-07	0.016320912408781998
LAM	ENSG00000163131	136.0	43.0	0.9148936170212766	0.8697737192121526	0.616916336773152	7.365599969707439e-10	2.4817652537932244e-05
LAM	ENSG00000163191	70.0	43.0	0.9148936170212766	1.2506033324137262	0.6187761800196285	5.677924524604357e-10	1.913119889320192e-05
LAM	ENSG00000133063	124.0	33.0	0.7021276595744681	0.9365197601626093	0.9301278453388165	4.69062078939051e-08	0.0015804577687772382
LAM	ENSG00000117691	358.0	39.0	0.8297872340425532	0.33333998797651204	0.16701171923815758	5.402173832546789e-07	0.018202084511383148
LAM	ENSG00000042493	231.0	33.0	0.7021276595744681	0.5007267185416351	0.43224439370369805	2.3915245932130885e-08	0.000805800296437218
LAM	ENSG00000155368	156.0	41.0	0.8723404255319149	0.7778523384903382	0.5011440816139867	1.187637383166753e-10	4.0016253988420574e-06
LAM	ENSG00000135929	362.0	31.0	0.6595744680851063	0.3306677495229511	0.3097640371459395	2.3122780841449962e-08	0.000779098977671815
LAM	ENSG00000233276	87.0	44.0	0.9361702127659575	1.1025426396922067	0.5504598076848158	5.233128924845843e-12	1.7632504599375585e-07
LAM	ENSG00000074416	486.0	31.0	0.6595744680851063	0.2521821619462919	0.21749183186358106	1.923759940709864e-08	0.0006481916744227816
LAM	ENSG00000118785	141.0	27.0	0.574468085106383	0.849293067605873	0.8389929270019887	2.265958654020531e-07	0.007634921088856777
LAM	ENSG00000164111	207.0	39.0	0.8297872340425532	0.5627673577736283	0.3266900174239013	9.598724907301357e-08	0.003234194370266119
LAM	ENSG00000049860	349.0	35.0	0.7446808510638298	0.3422940595935294	0.2604903996168487	1.387710076466104e-08	0.00046757503316448913
LAM	ENSG00000113648	268.0	36.0	0.7659574468085106	0.43966346430935965	0.3012308205167674	1.0621193673477198e-08	0.00035787049963414074
LAM	ENSG00000019582	10.0	45.0	0.9574468085106383	1.9859652848877845	0.8357959130953416	6.77017990221882e-10	2.2811444162536092e-05
LAM	ENSG00000113269	238.0	40.0	0.851063829787234	0.48017905342689937	0.33802228683440594	2.5202059574546215e-09	8.491581953047602e-05
LAM	ENSG00000204287	21.0	47.0	1.0	1.687262816704313	0.8899867199076558	3.857037225979366e-10	1.2995901229214876e-05
LAM	ENSG00000198502	175.0	43.0	0.9148936170212766	0.683822919017341	0.3891796824467095	2.6028815388767404e-07	0.00877014905709129
LAM	ENSG00000196126	80.0	44.0	0.9361702127659575	1.142960755978684	0.5900367321989777	8.63178077829477e-08	0.0029083922154386397
LAM	ENSG00000204257	186.0	43.0	0.9148936170212766	0.6434958492621863	0.3957304832156221	1.0647167740537076e-08	0.00035874566984965626
LAM	ENSG00000231389	133.0	42.0	0.8936170212765957	0.8819092382038016	0.47560991320219764	7.51141005834116e-07	0.025308945050574704
LAM	ENSG00000223865	101.0	44.0	0.9361702127659575	1.0465616167385523	0.5266080353353749	3.8383212342345675e-07	0.012932839566629951
LAM	ENSG00000095970	177.0	40.0	0.851063829787234	0.6719573563981627	0.6516182925764212	2.108951808320129e-13	7.105902222953843e-09
LAM	ENSG00000146070	250.0	36.0	0.7659574468085106	0.455725771106661	0.4504234904616004	6.25501858837915e-12	2.1075659631684708e-07
LAM	ENSG00000136235	167.0	42.0	0.8936170212765957	0.7333520538503355	0.674829361566892	2.3120187148839843e-12	7.790115857930097e-08
LAM	ENSG00000135218	161.0	40.0	0.851063829787234	0.7614901515634805	0.6264794578141512	4.112740151586538e-09	0.00013857466666755683
LAM	ENSG00000128524	198.0	39.0	0.8297872340425532	0.5762332465200801	0.3951772477092134	2.0743171074051518e-11	6.989204061690918e-07
LAM	ENSG00000185825	300.0	37.0	0.7872340425531915	0.3822986847278582	0.24585506809394145	5.637368898631867e-07	0.018994550767050214
LAM	ENSG00000164733	72.0	46.0	0.9787234042553191	1.2316095312804616	0.864110849517554	2.3745683254171195e-16	8.000870515660442e-12
LAM	ENSG00000104763	222.0	38.0	0.8085106382978723	0.5224470992758645	0.377099605924642	1.7669874478216908e-10	5.953687506690405e-06
LAM	ENSG00000147416	499.0	30.0	0.6382978723404256	0.2463324262793454	0.18869385368044914	9.925189061254674e-08	0.00334419320229915
LAM	ENSG00000137575	138.0	43.0	0.9148936170212766	0.8618120102423533	0.446695469436242	3.8065830749720475e-09	0.00012825901012810816
LAM	ENSG00000164687	17.0	46.0	0.9787234042553191	1.7597076201863873	1.6183014496622754	2.121395381730374e-19	7.147829599202322e-15
LAM	ENSG00000170323	7.0	46.0	0.9787234042553191	2.2769904373986725	1.7145591261372788	1.7714640263227915e-13	5.968770890292013e-09
LAM	ENSG00000147872	212.0	36.0	0.7659574468085106	0.5453735514564194	0.4181176465088337	2.3761516550451775e-08	0.0008006205386509221
LAM	ENSG00000122694	534.0	29.0	0.6170212765957447	0.23081242517563338	0.16802246673660579	1.2515138183035082e-06	0.0421685065939184
LAM	ENSG00000135047	172.0	43.0	0.9148936170212766	0.6970073048734405	0.5901799618530158	4.396548212796439e-08	0.0014813729548196321
LAM	ENSG00000117984	29.0	47.0	1.0	1.6166168649338222	1.3216233432708848	2.0419018140605316e-18	6.879983972295556e-14
LAM	ENSG00000066336	326.0	37.0	0.7872340425531915	0.36400159638389173	0.25080570291510995	2.1619310284630013e-08	0.0007284410407303237
LAM	ENSG00000167996	1.0	47.0	1.0	3.3283366237899967	1.046154424421779	3.0000390941857915e-24	1.0108331723949605e-19
LAM	ENSG00000137714	219.0	33.0	0.7021276595744681	0.5273936384429131	0.46676070145849674	2.0689209416041575e-08	0.0006971022220641049
LAM	ENSG00000026025	46.0	45.0	0.9574468085106383	1.416055954216431	0.6579281151378589	8.272443398006621e-11	2.787317078524351e-06
LAM	ENSG00000197746	45.0	46.0	0.9787234042553191	1.4230627742861381	0.8841155937474047	1.3571395548462083e-14	4.5727460160988143e-10
LAM	ENSG00000107798	61.0	47.0	1.0	1.3069988362796443	1.1941996393881444	1.8343446210538655e-17	6.180640766178895e-13
LAM	ENSG00000010278	170.0	37.0	0.7872340425531915	0.7097040700598758	0.6425716469320488	9.375962630116143e-12	3.1591368485913334e-07
LAM	ENSG00000175899	272.0	36.0	0.7659574468085106	0.43223189600677614	0.3266242596563831	4.819338785244671e-07	0.016238280103003395
LAM	ENSG00000123416	115.0	43.0	0.9148936170212766	0.9803410485991275	0.5086061757388085	2.583990871236589e-09	8.706498841544563e-05
