file_id	file_name	file_type	file_uri	data_id	data_type	group_label	group_name	group_id
Supplementary Table 1#Cluster_Markers_CD45PosNeg	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_CD45PosNeg	deg	cDC1	TYPE 1 DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	deg	cDC1	TYPE 1 DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#DEG_Celltype_LeanvsObese	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#DEG_Celltype_LeanvsObese	deg	cDC1	TYPE 1 DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	deg	Mo-1	TYPE 1 MONOCYTE	http://purl.obolibrary.org/obo/CL_0000576
Supplementary Table 1#DEG_Celltype_LeanvsObese	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#DEG_Celltype_LeanvsObese	deg	Mo-1	TYPE 1 MONOCYTE	http://purl.obolibrary.org/obo/CL_0000576
Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	deg	Mo-2	TYPE 2 MONOCYTE	http://purl.obolibrary.org/obo/CL_0000576
Supplementary Table 1#DEG_Celltype_LeanvsObese	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#DEG_Celltype_LeanvsObese	deg	Mo-2	TYPE 2 MONOCYTE	http://purl.obolibrary.org/obo/CL_0000576
Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	deg	cDC2A	TYPE 2A DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#DEG_Celltype_LeanvsObese	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#DEG_Celltype_LeanvsObese	deg	cDC2A	TYPE 2A DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#Cluster_Markers_CD45PosNeg	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_CD45PosNeg	deg	cDC2B	TYPE 2B DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#Cluster_Markers_Celltype_Myeloi	deg	cDC2B	TYPE 2B DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
Supplementary Table 1#DEG_Celltype_LeanvsObese	Supplementary Table 1.xlsx	xlsx	tables/Supplementary Table 1.xlsx	Supplementary Table 1#DEG_Celltype_LeanvsObese	deg	cDC2B	TYPE 2B DENDRITIC CELL	http://purl.obolibrary.org/obo/CL_0000451
