
Full Name,Synonyms,Marker Gene Evidence,Organisms,Tissues
5236 Astro-OLF NN_3,unknown,"Sfrp1, S1pr1, Aqp4, 6530411M01Rik",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5237 Astroependymal NN_1,"neuroglial cell, neuroglia","Ano1, Gjb6, Rspo3, Aqp4",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5238 Astroependymal NN_1,"neuroglial cell, neuroglia","Myoc, Slc13a4",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5239 Astroependymal NN_1,"neuroglial cell, neuroglia","Six3, Zic1, Agt, Gfap",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5240 Astroependymal NN_2,"neuroglial cell, neuroglia","Wif1, Wt1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5241 Astroependymal NN_3,"neuroglial cell, neuroglia","Prokr2, Gm29683, Gfap",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5242 Astroependymal NN_3,"neuroglial cell, neuroglia","Prokr2, C230072F16Rik, Cubn, Gfap",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5244 Tanycyte NN_1,unknown,"C230072F16Rik, Glp1r",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5248 Tanycyte NN_2,unknown,"Ccdc146, Otx2, Tbx3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5251 Ependymal NN_1,unknown,"Ifitm1, Tmem212",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5252 Ependymal NN_1,unknown,"Pgm5, Cldn2, Tmem212",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5253 Ependymal NN_1,unknown,"Ccdc153, Slc43a3, Pax3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5254 Ependymal NN_1,unknown,"Wt1, Dnah12, Ecrg4",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5255 Ependymal NN_1,unknown,"Ccdc153, Col6a5, Qrfp",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5256 Ependymal NN_1,unknown,"Ccdc153, Lhfp, Sntn, Folr1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5257 Ependymal NN_1,unknown,"Adgrl3, Zic4, Lamb1, Tmem212",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5258 Ependymal NN_1,unknown,"Ccdc153, Six3, Zic4",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5259 Ependymal NN_1,unknown,"Ccdc153, Sntn, Cd36",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5260 Ependymal NN_2,unknown,"C4b, Ccdc153, Ccdc146",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5261 Ependymal NN_2,unknown,"Gm10714, Hoxc4, Vmn2r30",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5262 Ependymal NN_2,unknown,"Ttc6, Ucma, Tmem212",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5263 Hypendymal NN_1,unknown,"Sspo, Wfdc2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5264 CHOR NN_1,unknown,"Tbc1d1, 2900040C04Rik",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5265 CHOR NN_1,unknown,"2900040C04Rik, Slc17a8",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5266 OPC NN_1,unknown,"Mki67, Foxg1, Pdgfra, Pclaf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5267 OPC NN_1,unknown,"Irx2, Pdgfra, Pclaf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5268 OPC NN_1,unknown,"Mms22l, Pdgfra, Top2a, Olig1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5269 OPC NN_1,unknown,"Col27a1, Pdgfra, Olig1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5270 OPC NN_1,unknown,"Col27a1, Rmi2, Pdgfra, Olig1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5271 OPC NN_2,unknown,"Cenpa, Pdgfra, Cenpf",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5272 COP NN_1,unknown,"Bmp4, Gpr17, Zfp36l1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5273 COP NN_1,unknown,"Gpr17, Pdzd2, Gp1bb, Plekhg1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5274 COP NN_1,unknown,"C1ql1, Gpr17, Gstp1, Bgn",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5275 COP NN_1,unknown,"Bmp4, 9630013A20Rik, Mob3b",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5276 COP NN_1,unknown,"Rab32, 9630013A20Rik, Opalin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5277 COP NN_1,unknown,"Bmp4, 9630013A20Rik, Ptger1, Cck",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5278 NFOL NN_2,unknown,"9630013A20Rik, Grin2b",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5279 NFOL NN_2,unknown,"9630013A20Rik, Dbx2, Rassf10",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5280 NFOL NN_2,unknown,"9630013A20Rik, Rgs16, Rhbdl2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5281 NFOL NN_2,unknown,"Ptprb, 9630013A20Rik, Piezo2",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5282 MFOL NN_3,unknown,"Cxcl12, Opalin, Efhd1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5283 MFOL NN_3,unknown,"Ppp1r14a, 9630013A20Rik, Mroh3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5284 MOL NN_4,unknown,"Hapln2, Grm7, Prr5l, Enpp6",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5285 MOL NN_4,unknown,"A230001M10Rik, Cldn11, Rhoj, Spock3",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5286 MOL NN_4,unknown,"Dlc1, Apod, Klk6",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5287 MOL NN_4,unknown,"Gm5087, Grm3, Opalin",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5288 MOL NN_4,unknown,"Anln, Gm32633, Mog",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5289 OEC NN_1,unknown,"Cldn5, Adamts12",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5290 OEC NN_1,unknown,"Cldn5, Apod, Aqp1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5291 OEC NN_1,unknown,"Mybpc1, Syk, Apod",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5292 OEC NN_1,unknown,"Rasgef1c, Mybpc1, Apod",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5293 ABC NN_1,unknown,"Slc47a1, Pde11a",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
5294 ABC NN_1,unknown,"Slc47a1, Dapl1",Mus musculus,"hippocampal formation, pons, cerebral cortex, midbrain, olfactory cortex, striatum, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
