resource	label_basis	profile_idx	normalized_cell_type	cell_type	context_uid	comparison_context	n_local_markers	n_comparison_profiles	observed_global_recovery
LLMarkers	reported label	3095	GOBLET CELL	GOBLET CELL	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	3	7	1.0
LLMarkers	reported label	3098	MACROPHAGE	MACROPHAGE	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	3	28	0.3333333333333333
LLMarkers	reported label	3099	MAST CELL	MAST CELL	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	3	14	1.0
LLMarkers	reported label	3100	MONOCYTE	MONOCYTE	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	3	23	0.6666666666666666
LLMarkers	reported label	3101	MYOFIBROBLAST	MYOFIBROBLAST	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	6	7	0.3333333333333333
LLMarkers	reported label	3109	STEM CELL	STEM CELL	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941	3	6	1.0
LLMarkers	reported label	3111	EC	EC	hca|0466_10.1038_s41467-020-18957-w_ce0dae83ad	hca|0466_10.1038_s41467-020-18957-w_ce0dae83ad	11	6	0.09090909090909091
LLMarkers	reported label	3112	MYOFIBROBLASTS	MYOFIBROBLASTS	hca|0467_10.1016_j.cell.2018.08.067_51639edc11	hca|0467_10.1016_j.cell.2018.08.067_51639edc11	3	4	1.0
LLMarkers	reported label	3133	CD 4 T CELL	CD4+ T CELL	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	2	16	1.0
LLMarkers	reported label	3134	CD 8 T CELL	CD8+ T CELL	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	1	14	1.0
LLMarkers	reported label	3135	CDC 1	CDC1	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	5	10	0.6
LLMarkers	reported label	3136	CDC 2	CDC2	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	5	8	0.4
LLMarkers	reported label	3137	CLUSTER 1	CLUSTER 1	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	5	13	0.0
LLMarkers	reported label	3139	CLUSTER 2	CLUSTER 2	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	6	18	0.3333333333333333
LLMarkers	reported label	3141	CLUSTER 3	CLUSTER 3	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	13	11	0.0
LLMarkers	reported label	3148	MACROPHAGE	MACROPHAGE	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	6	28	1.0
LLMarkers	reported label	3149	TREG	TREG	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	hca|0474_10.3389_fimmu.2021.689019_ff96e36403	7	14	0.8571428571428571
LLMarkers	reported label	3150	T CELL	T CELL	hca|0475_10.1101_2021.07.19.452956_e30bf05aad	hca|0475_10.1101_2021.07.19.452956_e30bf05aad	9	37	1.0
LLMarkers	reported label	3151	T CELL	T CELL	hca|0476_10.1126_science.abl4896_6d8fed9731	hca|0476_10.1126_science.abl4896_6d8fed9731	9	37	1.0
LLMarkers	reported label	3155	B CELL	B CELL	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	3	29	1.0
LLMarkers	reported label	3164	MEMORY B CELL	MEMORY B CELL	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	3	4	0.3333333333333333
LLMarkers	reported label	3167	MYELOID CELL	MYELOID CELL	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98	3	9	0.3333333333333333
LLMarkers	reported label	3185	B CELL	B CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	4	29	0.5
LLMarkers	reported label	3187	ENTEROCYTE	ENTEROCYTE	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	5	1.0
LLMarkers	reported label	3188	ENTEROENDOCRINE CELL	ENTEROENDOCRINE CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	6	1.0
LLMarkers	reported label	3190	FIBROBLAST	FIBROBLAST	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	28	0.3333333333333333
LLMarkers	reported label	3196	MACROPHAGE	MACROPHAGE	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	28	1.0
LLMarkers	reported label	3197	MAST CELL	MAST CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	14	1.0
LLMarkers	reported label	3198	MONOCYTE	MONOCYTE	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	23	0.3333333333333333
LLMarkers	reported label	3199	NK CELL	NK CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	3	15	1.0
LLMarkers	reported label	3201	PLASMA CELL	PLASMA CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	4	15	0.75
LLMarkers	reported label	3202	STEM CELL	STEM CELL	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	5	6	1.0
LLMarkers	reported label	3205	LYMPHOCYTE	LYMPHOCYTE	hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	3	4	0.0
LLMarkers	reported label	3210	FB 1	FB1	hca|0485_10.1038_s41467-021-26495-2_5e641690ff	hca|0485_10.1038_s41467-021-26495-2_5e641690ff	12	5	0.08333333333333333
LLMarkers	reported label	3213	CLUSTER 0	CLUSTER 0	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	1	4	0.0
LLMarkers	reported label	3214	CLUSTER 1	CLUSTER 1	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	2	13	0.0
LLMarkers	reported label	3215	CLUSTER 2	CLUSTER 2	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	4	18	0.25
LLMarkers	reported label	3216	CLUSTER 3	CLUSTER 3	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	1	11	0.0
LLMarkers	reported label	3217	CLUSTER 4	CLUSTER 4	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	3	10	0.0
LLMarkers	reported label	3218	CLUSTER 5	CLUSTER 5	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	3	8	0.3333333333333333
LLMarkers	reported label	3219	CLUSTER 7	CLUSTER 7	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	2	4	0.0
LLMarkers	reported label	3225	ENDOTHELIAL CELL	ENDOTHELIAL CELL	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	2	27	0.0
LLMarkers	reported label	3227	MONOCYTE	MONOCYTE	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	6	23	0.0
LLMarkers	reported label	3229	PODOCYTE	PODOCYTE	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca|0488_10.1073_pnas.1908706116_5dfd6c0233	5	6	0.0
LLMarkers	reported label	3260	LYMPHOCYTE	LYMPHOCYTE	hca|0493_10.1161_circulationaha.119.045401_814f085618	hca|0493_10.1161_circulationaha.119.045401_814f085618	3	4	0.3333333333333333
LLMarkers	reported label	3261	MAST CELL	MAST CELL	hca|0493_10.1161_circulationaha.119.045401_814f085618	hca|0493_10.1161_circulationaha.119.045401_814f085618	3	14	1.0
LLMarkers	reported label	3267	MACROPHAGE	MACROPHAGE	hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	3	28	1.0
LLMarkers	reported label	3277	ASTROCYTE	ASTROCYTE	hca|0500_10.1073_pnas.2306153120_5c49b25904	hca|0500_10.1073_pnas.2306153120_5c49b25904	5	7	0.2
LLMarkers	reported label	3278	C 1	C1	hca|0500_10.1073_pnas.2306153120_5c49b25904	hca|0500_10.1073_pnas.2306153120_5c49b25904	2	5	0.0
LLMarkers	reported label	3312	SMC	SMC	hca|0502_10.1016_j.xcrm.2024.101556_a84a219a11	hca|0502_10.1016_j.xcrm.2024.101556_a84a219a11	3	4	0.3333333333333333
LLMarkers	reported label	3322	B CELL	B CELL	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	5	29	1.0
LLMarkers	reported label	3325	PC	PC	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	6	4	0.5
LLMarkers	reported label	3327	T CELL	T CELL	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	3	37	0.6666666666666666
LLMarkers	reported label	3329	TREG	TREG	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86	4	14	0.75
LLMarkers	reported label	3331	DUCTAL CELL	DUCTAL CELL	hca|0509_10.1186_s13073-021-00941-8_26def488c5	hca|0509_10.1186_s13073-021-00941-8_26def488c5	3	4	0.6666666666666666
LLMarkers	reported label	3332	CELL	Β-CELL	hca|0509_10.1186_s13073-021-00941-8_26def488c5	hca|0509_10.1186_s13073-021-00941-8_26def488c5	5	18	0.8
LLMarkers	reported label	3336	PC	PΑC	hca|0512_10.1016_j.gastha.2022.12.004_3866b352db	hca|0512_10.1016_j.gastha.2022.12.004_3866b352db	13	4	0.0
LLMarkers	reported label	3337	SMC	SMC	hca|0512_10.1016_j.gastha.2022.12.004_3866b352db	hca|0512_10.1016_j.gastha.2022.12.004_3866b352db	20	4	0.25
LLMarkers	reported label	3339	MACROPHAGE	MACROPHAGE	hca|0513_10.1186_s13059-019-1906-x_0a4cb34cd5	hca|0513_10.1186_s13059-019-1906-x_0a4cb34cd5	6	28	0.6666666666666666
LLMarkers	reported label	3340	PLASMA CELL	PLASMA CELL	hca|0513_10.1186_s13059-019-1906-x_0a4cb34cd5	hca|0513_10.1186_s13059-019-1906-x_0a4cb34cd5	3	15	1.0
CAP	Cell Ontology term	222	B CELL	B cell	cap|1208|author_cell_type	565	3	22	0.0
CAP	Cell Ontology term	223	ENDOTHELIAL CELL	endothelial cell	cap|1208|author_cell_type	565	4	17	0.0
CAP	Cell Ontology term	227	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	8	6	0.0
CAP	Cell Ontology term	228	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	6	6	0.0
CAP	Cell Ontology term	229	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	1	6	0.0
CAP	Cell Ontology term	231	FIBROBLAST	fibroblast	cap|1208|author_cell_type	565	7	29	0.14285714285714285
CAP	Cell Ontology term	234	FIBROBLAST	fibroblast	cap|1208|author_cell_type	565	7	29	0.2857142857142857
CAP	Cell Ontology term	235	FIBROBLAST	fibroblast	cap|1208|author_cell_type	565	7	29	0.14285714285714285
CAP	Cell Ontology term	236	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	5	6	0.0
CAP	Cell Ontology term	237	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	6	6	0.0
CAP	Cell Ontology term	239	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1208|author_cell_type	565	7	15	0.2857142857142857
CAP	Cell Ontology term	240	MACROPHAGE	macrophage	cap|1208|author_cell_type	565	2	14	0.0
CAP	Cell Ontology term	241	MAST CELL	mast cell	cap|1208|author_cell_type	565	7	13	0.7142857142857143
CAP	Cell Ontology term	242	MELANOCYTE	melanocyte	cap|1208|author_cell_type	565	10	2	0.0
CAP	Cell Ontology term	243	MONOCYTE	monocyte	cap|1208|author_cell_type	565	5	13	0.0
CAP	Cell Ontology term	244	LYMPHOCYTE	lymphocyte	cap|1208|author_cell_type	565	5	9	0.2
CAP	Cell Ontology term	245	PERICYTE	pericyte	cap|1208|author_cell_type	565	6	16	0.16666666666666666
CAP	Cell Ontology term	246	ENDOTHELIAL CELL	endothelial cell	cap|1208|author_cell_type	565	5	17	0.2
CAP	Cell Ontology term	247	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|1208|author_cell_type	565	7	4	0.42857142857142855
CAP	Cell Ontology term	248	NON MYELINATING SCHWANN CELL	non-myelinating Schwann cell	cap|1208|author_cell_type	565	7	3	0.2857142857142857
CAP	Cell Ontology term	249	SMOOTH MUSCLE CELL	smooth muscle cell	cap|1208|author_cell_type	565	8	6	0.25
CAP	Cell Ontology term	250	EPITHELIAL CELL	epithelial cell	cap|1208|author_cell_type	565	3	6	0.0
CAP	Cell Ontology term	251	LEUKOCYTE	leukocyte	cap|1208|author_cell_type	565	1	4	0.0
CAP	Cell Ontology term	253	ENDOTHELIAL CELL	endothelial cell	cap|1209|author_cell_type	565	4	17	0.25
CAP	Cell Ontology term	255	MELANOCYTE	melanocyte	cap|1209|author_cell_type	565	5	2	0.0
CAP	Cell Ontology term	260	EPITHELIAL CELL	epithelial cell	cap|1209|author_cell_type	565	9	6	0.0
CAP	Cell Ontology term	261	EPITHELIAL CELL	epithelial cell	cap|1209|author_cell_type	565	9	6	0.1111111111111111
CAP	Cell Ontology term	262	EPITHELIAL CELL	epithelial cell	cap|1209|author_cell_type	565	9	6	0.1111111111111111
CAP	Cell Ontology term	263	EPITHELIAL CELL	epithelial cell	cap|1209|author_cell_type	565	10	6	0.1
CAP	Cell Ontology term	265	FIBROBLAST	fibroblast	cap|1209|author_cell_type	565	5	29	0.2
CAP	Cell Ontology term	266	EPITHELIAL CELL	epithelial cell	cap|1209|author_cell_type	565	9	6	0.0
CAP	Cell Ontology term	268	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1209|author_cell_type	565	5	15	0.2
CAP	Cell Ontology term	269	MYELOID LEUKOCYTE	myeloid leukocyte	cap|1209|author_cell_type	565	7	5	0.0
CAP	Cell Ontology term	270	LYMPHOCYTE	lymphocyte	cap|1209|author_cell_type	565	8	9	0.125
CAP	Cell Ontology term	271	PERICYTE	pericyte	cap|1209|author_cell_type	565	8	16	0.0
CAP	Cell Ontology term	272	ENDOTHELIAL CELL	endothelial cell	cap|1209|author_cell_type	565	4	17	0.25
CAP	Cell Ontology term	273	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|1209|author_cell_type	565	7	4	0.0
CAP	Cell Ontology term	274	NON MYELINATING SCHWANN CELL	non-myelinating Schwann cell	cap|1209|author_cell_type	565	8	3	0.25
CAP	Cell Ontology term	275	SMOOTH MUSCLE CELL	smooth muscle cell	cap|1209|author_cell_type	565	9	6	0.1111111111111111
CAP	Cell Ontology term	276	FIBROBLAST	fibroblast	cap|1209|author_cell_type	565	6	29	0.0
CAP	Cell Ontology term	277	MELANOCYTE	melanocyte	cap|1209|author_cell_type	565	7	2	0.0
CAP	Cell Ontology term	278	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1209|author_cell_type	565	4	7	0.0
CAP	Cell Ontology term	279	FIBROBLAST	fibroblast	cap|1241|author_cell_type	574	2	30	0.0
CAP	Cell Ontology term	280	FIBROBLAST	fibroblast	cap|1241|author_cell_type	574	2	30	1.0
CAP	Cell Ontology term	284	MAST CELL	mast cell	cap|1241|author_cell_type	574	3	12	0.6666666666666666
CAP	Cell Ontology term	285	LYMPHOCYTE	lymphocyte	cap|1241|author_cell_type	574	3	9	0.3333333333333333
CAP	Cell Ontology term	286	PERICYTE	pericyte	cap|1241|author_cell_type	574	5	15	0.4
CAP	Cell Ontology term	287	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|1241|author_cell_type	574	3	4	1.0
CAP	Cell Ontology term	288	MELANOCYTE	melanocyte	cap|1241|author_cell_type	574	3	3	0.0
CAP	Cell Ontology term	289	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1241|author_cell_type	574	3	7	0.0
CAP	Cell Ontology term	290	B CELL	B cell	cap|1242|author_cell_type	574	3	22	0.6666666666666666
CAP	Cell Ontology term	291	FIBROBLAST	fibroblast	cap|1242|author_cell_type	574	2	30	0.0
CAP	Cell Ontology term	292	FIBROBLAST	fibroblast	cap|1242|author_cell_type	574	2	30	1.0
CAP	Cell Ontology term	296	MAST CELL	mast cell	cap|1242|author_cell_type	574	3	12	0.6666666666666666
CAP	Cell Ontology term	297	LYMPHOCYTE	lymphocyte	cap|1242|author_cell_type	574	4	9	0.25
CAP	Cell Ontology term	298	PERICYTE	pericyte	cap|1242|author_cell_type	574	5	15	0.4
CAP	Cell Ontology term	299	PERICYTE	pericyte	cap|1242|author_cell_type	574	3	15	0.3333333333333333
CAP	Cell Ontology term	300	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|1242|author_cell_type	574	3	4	1.0
CAP	Cell Ontology term	301	MELANOCYTE	melanocyte	cap|1242|author_cell_type	574	3	3	0.0
CAP	Cell Ontology term	302	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1242|author_cell_type	574	4	7	0.0
CAP	Cell Ontology term	319	ENDOTHELIAL CELL	endothelial cell	cap|1326|subclass.l1	588	6	19	0.8333333333333334
CAP	Cell Ontology term	320	FIBROBLAST	fibroblast	cap|1326|subclass.l1	588	7	31	0.5714285714285714
CAP	Cell Ontology term	322	NEURAL CELL	neural cell	cap|1326|subclass.l1	588	3	2	0.0
CAP	Cell Ontology term	329	PERICYTE	pericyte	cap|1326|subclass.l1	588	3	15	0.6666666666666666
CAP	Cell Ontology term	331	B CELL	B cell	cap|1326|subclass.l2	588	4	20	0.5
CAP	Cell Ontology term	335	DENDRITIC CELL	dendritic cell	cap|1326|subclass.l2	588	7	19	0.2857142857142857
CAP	Cell Ontology term	343	ENDOTHELIAL CELL OF ARTERIOLE	endothelial cell of arteriole	cap|1326|subclass.l2	588	6	2	0.16666666666666666
CAP	Cell Ontology term	347	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1326|subclass.l2	588	4	15	0.75
CAP	Cell Ontology term	349	FIBROBLAST	fibroblast	cap|1326|subclass.l2	588	7	31	0.2857142857142857
CAP	Cell Ontology term	353	ALTERNATIVELY ACTIVATED MACROPHAGE	alternatively activated macrophage	cap|1326|subclass.l2	588	6	2	0.3333333333333333
CAP	Cell Ontology term	354	MAST CELL	mast cell	cap|1326|subclass.l2	588	2	12	1.0
CAP	Cell Ontology term	358	NEUTROPHIL	neutrophil	cap|1326|subclass.l2	588	5	8	0.6
CAP	Cell Ontology term	359	NON CLASSICAL MONOCYTE	non-classical monocyte	cap|1326|subclass.l2	588	6	3	0.3333333333333333
CAP	Cell Ontology term	360	MATURE NK T CELL	mature NK T cell	cap|1326|subclass.l2	588	7	3	0.14285714285714285
CAP	Cell Ontology term	364	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|1326|subclass.l2	588	5	12	0.6
CAP	Cell Ontology term	366	PLASMA CELL	plasma cell	cap|1326|subclass.l2	588	6	7	0.3333333333333333
CAP	Cell Ontology term	373	T CELL	T cell	cap|1326|subclass.l2	588	4	8	0.25
CAP	Cell Ontology term	374	VASCULAR ASSOCIATED SMOOTH MUSCLE CELL	vascular associated smooth muscle cell	cap|1326|subclass.l2	588	5	3	0.4
CAP	Cell Ontology term	375	PERICYTE	pericyte	cap|1326|subclass.l2	588	5	15	0.6
CAP	Cell Ontology term	377	B CELL	B cell	cap|1327|author_cell_type	588	4	20	0.5
CAP	Cell Ontology term	380	DENDRITIC CELL	dendritic cell	cap|1327|author_cell_type	588	7	19	0.2857142857142857
CAP	Cell Ontology term	386	ENDOTHELIAL CELL OF ARTERIOLE	endothelial cell of arteriole	cap|1327|author_cell_type	588	11	2	0.09090909090909091
CAP	Cell Ontology term	389	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1327|author_cell_type	588	4	15	0.75
CAP	Cell Ontology term	391	FIBROBLAST	fibroblast	cap|1327|author_cell_type	588	7	31	0.2857142857142857
CAP	Cell Ontology term	394	ALTERNATIVELY ACTIVATED MACROPHAGE	alternatively activated macrophage	cap|1327|author_cell_type	588	6	2	0.3333333333333333
CAP	Cell Ontology term	395	MAST CELL	mast cell	cap|1327|author_cell_type	588	3	12	1.0
CAP	Cell Ontology term	398	NON CLASSICAL MONOCYTE	non-classical monocyte	cap|1327|author_cell_type	588	6	3	0.3333333333333333
CAP	Cell Ontology term	399	MATURE NK T CELL	mature NK T cell	cap|1327|author_cell_type	588	7	3	0.14285714285714285
CAP	Cell Ontology term	400	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|1327|author_cell_type	588	5	12	0.6
CAP	Cell Ontology term	402	PLASMA CELL	plasma cell	cap|1327|author_cell_type	588	6	7	0.3333333333333333
CAP	Cell Ontology term	406	T CELL	T cell	cap|1327|author_cell_type	588	4	8	0.25
CAP	Cell Ontology term	407	VASCULAR ASSOCIATED SMOOTH MUSCLE CELL	vascular associated smooth muscle cell	cap|1327|author_cell_type	588	5	3	0.4
CAP	Cell Ontology term	408	PERICYTE	pericyte	cap|1327|author_cell_type	588	5	15	0.6
CAP	Cell Ontology term	409	B CELL	B cell	cap|1327|subclass.l1	588	4	20	0.5
CAP	Cell Ontology term	410	ENDOTHELIAL CELL	endothelial cell	cap|1327|subclass.l1	588	6	19	0.8333333333333334
CAP	Cell Ontology term	414	T CELL	T cell	cap|1327|subclass.l1	588	6	8	0.16666666666666666
CAP	Cell Ontology term	416	ENDOTHELIAL CELL	endothelial cell	cap|1373|level_1	604	5	18	0.6
CAP	Cell Ontology term	417	EPITHELIAL CELL	epithelial cell	cap|1373|level_1	604	3	14	0.3333333333333333
CAP	Cell Ontology term	418	LEUKOCYTE	leukocyte	cap|1373|level_1	604	5	1	0.0
CAP	Cell Ontology term	420	NEURAL CELL	neural cell	cap|1373|level_1	604	4	1	0.0
CAP	Cell Ontology term	421	COLONOCYTE	colonocyte	cap|1373|level_2	604	3	8	0.6666666666666666
CAP	Cell Ontology term	424	ENTEROCYTE	enterocyte	cap|1373|level_2	604	3	4	0.0
CAP	Cell Ontology term	425	GOBLET CELL	goblet cell	cap|1373|level_2	604	5	4	0.8
CAP	Cell Ontology term	426	LEUKOCYTE	leukocyte	cap|1373|level_2	604	5	1	0.0
CAP	Cell Ontology term	428	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1373|level_2	604	5	15	0.0
CAP	Cell Ontology term	430	MESOTHELIAL CELL	mesothelial cell	cap|1373|level_2	604	4	9	0.5
CAP	Cell Ontology term	432	PERICYTE	pericyte	cap|1373|level_2	604	4	16	0.75
CAP	Cell Ontology term	433	SMOOTH MUSCLE CELL	smooth muscle cell	cap|1373|level_2	604	4	6	0.5
CAP	Cell Ontology term	435	STROMAL CELL	stromal cell	cap|1373|level_2	604	5	2	0.0
CAP	Cell Ontology term	436	STROMAL CELL	stromal cell	cap|1373|level_2	604	5	2	0.0
CAP	Cell Ontology term	437	STROMAL CELL	stromal cell	cap|1373|level_2	604	6	2	0.0
CAP	Cell Ontology term	438	INTESTINAL TUFT CELL	intestinal tuft cell	cap|1373|level_2	604	3	1	0.0
CAP	Cell Ontology term	439	ENDOTHELIAL CELL	endothelial cell	cap|1374|level_1	604	5	18	0.6
CAP	Cell Ontology term	440	EPITHELIAL CELL	epithelial cell	cap|1374|level_1	604	3	14	0.3333333333333333
CAP	Cell Ontology term	441	LEUKOCYTE	leukocyte	cap|1374|level_1	604	5	1	0.0
CAP	Cell Ontology term	443	NEURAL CELL	neural cell	cap|1374|level_1	604	4	1	0.0
CAP	Cell Ontology term	444	BEST 4 ENTEROCYTE	BEST4+ enterocyte	cap|1374|level_2	604	3	2	1.0
CAP	Cell Ontology term	445	CHOLANGIOCYTE	cholangiocyte	cap|1374|level_2	604	4	2	0.25
CAP	Cell Ontology term	446	COLONOCYTE	colonocyte	cap|1374|level_2	604	3	8	0.6666666666666666
CAP	Cell Ontology term	449	ENTEROCYTE	enterocyte	cap|1374|level_2	604	3	4	0.0
CAP	Cell Ontology term	450	GOBLET CELL	goblet cell	cap|1374|level_2	604	5	4	0.8
CAP	Cell Ontology term	451	HEPATOCYTE	hepatocyte	cap|1374|level_2	604	7	5	0.0
CAP	Cell Ontology term	452	LEUKOCYTE	leukocyte	cap|1374|level_2	604	5	1	0.0
CAP	Cell Ontology term	455	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1374|level_2	604	5	15	0.0
CAP	Cell Ontology term	457	MESOTHELIAL CELL	mesothelial cell	cap|1374|level_2	604	4	9	0.5
CAP	Cell Ontology term	458	PERICYTE	pericyte	cap|1374|level_2	604	3	16	0.6666666666666666
CAP	Cell Ontology term	459	SMOOTH MUSCLE CELL	smooth muscle cell	cap|1374|level_2	604	2	6	0.0
CAP	Cell Ontology term	460	HEPATIC STELLATE CELL	hepatic stellate cell	cap|1374|level_2	604	2	4	0.0
CAP	Cell Ontology term	462	STROMAL CELL	stromal cell	cap|1374|level_2	604	5	2	0.0
CAP	Cell Ontology term	463	STROMAL CELL	stromal cell	cap|1374|level_2	604	5	2	0.0
CAP	Cell Ontology term	464	STROMAL CELL	stromal cell	cap|1374|level_2	604	6	2	0.0
CAP	Cell Ontology term	466	INTESTINAL TUFT CELL	intestinal tuft cell	cap|1374|level_2	604	3	1	0.0
CAP	Cell Ontology term	467	EPITHELIAL CELL	epithelial cell	cap|1375|level_1	604	3	14	0.3333333333333333
CAP	Cell Ontology term	469	ENTEROCYTE	enterocyte	cap|1375|level_2	604	3	4	0.0
CAP	Cell Ontology term	470	GOBLET CELL	goblet cell	cap|1375|level_2	604	5	4	0.8
