resource	label_basis	profile_idx	normalized_cell_type	cell_type	context_uid	comparison_context	n_local_markers	n_comparison_profiles	observed_global_recovery
CAP	Cell Ontology term	894	GROUP 3 INNATE LYMPHOID CELL HUMAN	group 3 innate lymphoid cell, human	cap|2858|hgca_celltype_v0	901	1	2	0.0
CAP	Cell Ontology term	898	M CELL OF GUT	M cell of gut	cap|2858|hgca_celltype_v0	901	10	1	0.0
CAP	Cell Ontology term	899	MONOCYTE	monocyte	cap|2858|hgca_celltype_v0	901	7	11	0.5714285714285714
CAP	Cell Ontology term	901	GOBLET CELL	goblet cell	cap|2858|hgca_celltype_v0	901	4	4	0.75
CAP	Cell Ontology term	902	PANETH CELL	paneth cell	cap|2858|hgca_celltype_v0	901	6	1	0.5
CAP	Cell Ontology term	903	TRANSIT AMPLIFYING CELL	transit amplifying cell	cap|2858|hgca_celltype_v0	901	5	1	0.0
CAP	Cell Ontology term	905	SMOOTH MUSCLE CELL	smooth muscle cell	cap|2858|hgca_celltype_v0	901	3	6	0.6666666666666666
CAP	Cell Ontology term	906	CYCLING T CELL	cycling T cell	cap|2858|hgca_celltype_v0	901	1	6	0.0
CAP	Cell Ontology term	907	GAMMA DELTA T CELL	gamma-delta T cell	cap|2858|hgca_celltype_v0	901	6	4	0.6666666666666666
CAP	Cell Ontology term	908	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|2858|hgca_celltype_v0	901	4	5	0.0
CAP	Cell Ontology term	909	MATURE NK T CELL	mature NK T cell	cap|2858|hgca_celltype_v0	901	3	3	0.0
CAP	Cell Ontology term	911	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|2858|hgca_celltype_v0	901	5	9	0.4
CAP	Cell Ontology term	912	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|2858|hgca_celltype_v0	901	4	7	0.25
CAP	Cell Ontology term	913	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|2858|hgca_celltype_v0	901	1	13	0.0
CAP	Cell Ontology term	914	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|2858|hgca_celltype_v0	901	2	13	1.0
CAP	Cell Ontology term	915	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|2858|hgca_celltype_v0	901	4	11	0.75
CAP	Cell Ontology term	917	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|2926|author_cell_type	915	4	10	0.5
CAP	Cell Ontology term	918	B CELL	B cell	cap|2926|author_cell_type	915	3	22	0.6666666666666666
CAP	Cell Ontology term	919	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|2926|author_cell_type	915	3	8	0.3333333333333333
CAP	Cell Ontology term	920	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|2926|author_cell_type	915	6	5	0.16666666666666666
CAP	Cell Ontology term	921	NON CLASSICAL MONOCYTE	non-classical monocyte	cap|2926|author_cell_type	915	4	4	0.25
CAP	Cell Ontology term	922	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|2926|author_cell_type	915	4	7	0.75
CAP	Cell Ontology term	923	CD 16 NEGATIVE CD 56 BRIGHT NATURAL KILLER CELL HUMAN	CD16-negative, CD56-bright natural killer cell, human	cap|2926|author_cell_type	915	3	4	1.0
CAP	Cell Ontology term	924	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|2926|author_cell_type	915	3	5	0.0
CAP	Cell Ontology term	925	CD 8 POSITIVE ALPHA BETA T CELL	CD8-positive, alpha-beta T cell	cap|2926|author_cell_type	915	3	6	0.3333333333333333
CAP	Cell Ontology term	927	CD 1 C POSITIVE MYELOID DENDRITIC CELL	CD1c-positive myeloid dendritic cell	cap|2926|author_cell_type	915	3	5	1.0
CAP	Cell Ontology term	928	FIBROBLAST	fibroblast	cap|2926|author_cell_type	915	8	32	0.0
CAP	Cell Ontology term	932	MACROPHAGE	macrophage	cap|2926|author_cell_type	915	9	14	0.3333333333333333
CAP	Cell Ontology term	933	MAST CELL	mast cell	cap|2926|author_cell_type	915	3	13	1.0
CAP	Cell Ontology term	941	FAST MUSCLE CELL	fast muscle cell	cap|2926|author_cell_type	915	3	1	0.0
CAP	Cell Ontology term	942	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|2926|author_cell_type	915	4	5	0.75
CAP	Cell Ontology term	945	NEUTROPHIL	neutrophil	cap|2926|author_cell_type	915	9	8	0.2222222222222222
CAP	Cell Ontology term	948	NON MYELINATING SCHWANN CELL	non-myelinating Schwann cell	cap|2926|author_cell_type	915	2	4	0.0
CAP	Cell Ontology term	949	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|2926|author_cell_type	915	4	13	1.0
CAP	Cell Ontology term	950	PERICYTE	pericyte	cap|2926|author_cell_type	915	5	17	0.6
CAP	Cell Ontology term	951	FIBROBLAST	fibroblast	cap|2926|author_cell_type	915	6	32	0.16666666666666666
CAP	Cell Ontology term	952	VASCULAR ASSOCIATED SMOOTH MUSCLE CELL	vascular associated smooth muscle cell	cap|2926|author_cell_type	915	5	4	0.2
CAP	Cell Ontology term	954	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|2926|author_cell_type	915	7	12	0.2857142857142857
CAP	Cell Ontology term	955	ADIPOCYTE	adipocyte	cap|2980|author_cell_type	927	8	2	0.25
CAP	Cell Ontology term	956	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|2980|author_cell_type	927	8	27	0.25
CAP	Cell Ontology term	957	LYMPHOCYTE	lymphocyte	cap|2980|author_cell_type	927	10	10	0.0
CAP	Cell Ontology term	958	MESOTHELIAL CELL	mesothelial cell	cap|2980|author_cell_type	927	9	10	0.4444444444444444
CAP	Cell Ontology term	959	MYELOID CELL	myeloid cell	cap|2980|author_cell_type	927	10	2	0.2
CAP	Cell Ontology term	960	ENDOTHELIAL CELL	endothelial cell	cap|2980|author_cell_type	927	10	20	0.2
CAP	Cell Ontology term	961	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3012|lvl3_cell_types	934	3	3	1.0
CAP	Cell Ontology term	962	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3012|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	963	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3012|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	964	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3012|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	965	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3012|lvl3_cell_types	934	3	3	0.0
CAP	Cell Ontology term	966	ENDOTHELIAL CELL	endothelial cell	cap|3013|lvl2_cell_types	934	4	16	0.75
CAP	Cell Ontology term	967	MURAL CELL	mural cell	cap|3013|lvl2_cell_types	934	4	1	0.0
CAP	Cell Ontology term	968	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|3013|lvl3_cell_types	934	3	6	0.3333333333333333
CAP	Cell Ontology term	969	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|3013|lvl3_cell_types	934	3	4	0.3333333333333333
CAP	Cell Ontology term	970	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|3013|lvl3_cell_types	934	2	12	1.0
CAP	Cell Ontology term	971	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3013|lvl3_cell_types	934	1	8	1.0
CAP	Cell Ontology term	972	MESOTHELIAL CELL	mesothelial cell	cap|3014|lvl2_cell_types	934	3	5	1.0
CAP	Cell Ontology term	973	MESOTHELIAL CELL	mesothelial cell	cap|3014|lvl3_cell_types	934	3	5	1.0
CAP	Cell Ontology term	974	B CELL	B cell	cap|3015|lvl2_cell_types	934	5	13	0.4
CAP	Cell Ontology term	975	ENDOTHELIAL CELL	endothelial cell	cap|3015|lvl2_cell_types	934	4	16	0.75
CAP	Cell Ontology term	976	MYELOID LEUKOCYTE	myeloid leukocyte	cap|3015|lvl2_cell_types	934	3	1	0.0
CAP	Cell Ontology term	977	MURAL CELL	mural cell	cap|3015|lvl2_cell_types	934	4	1	0.0
CAP	Cell Ontology term	978	LYMPHOCYTE	lymphocyte	cap|3015|lvl2_cell_types	934	4	6	0.25
CAP	Cell Ontology term	979	DENDRITIC CELL	dendritic cell	cap|3015|lvl3_cell_types	934	4	11	0.75
CAP	Cell Ontology term	980	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|3015|lvl3_cell_types	934	3	6	0.3333333333333333
CAP	Cell Ontology term	981	B CELL	B cell	cap|3015|lvl3_cell_types	934	3	13	0.6666666666666666
CAP	Cell Ontology term	982	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|3015|lvl3_cell_types	934	3	4	0.3333333333333333
CAP	Cell Ontology term	983	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|3015|lvl3_cell_types	934	3	1	0.6666666666666666
CAP	Cell Ontology term	984	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|3015|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	985	MONOCYTE	monocyte	cap|3015|lvl3_cell_types	934	1	9	1.0
CAP	Cell Ontology term	986	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|3015|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	987	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|3015|lvl3_cell_types	934	4	3	1.0
CAP	Cell Ontology term	990	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|3015|lvl3_cell_types	934	3	13	1.0
CAP	Cell Ontology term	991	DENDRITIC CELL	dendritic cell	cap|3015|lvl3_cell_types	934	3	11	0.0
CAP	Cell Ontology term	992	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|3015|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	993	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3015|lvl3_cell_types	934	2	3	1.0
CAP	Cell Ontology term	994	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3015|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	995	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3015|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	997	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|3015|lvl3_cell_types	934	3	2	0.6666666666666666
CAP	Cell Ontology term	998	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|3015|lvl3_cell_types	934	1	12	1.0
CAP	Cell Ontology term	1000	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|3015|lvl3_cell_types	934	2	2	0.0
CAP	Cell Ontology term	1001	NEUTROPHIL	neutrophil	cap|3015|lvl3_cell_types	934	4	4	1.0
CAP	Cell Ontology term	1002	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|3015|lvl3_cell_types	934	7	9	0.8571428571428571
CAP	Cell Ontology term	1003	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3015|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1004	CYCLING T CELL	cycling T cell	cap|3015|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1006	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3015|lvl3_cell_types	934	3	3	0.0
CAP	Cell Ontology term	1007	REGULATORY T CELL	regulatory T cell	cap|3015|lvl3_cell_types	934	3	6	1.0
CAP	Cell Ontology term	1008	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3015|lvl3_cell_types	934	1	8	1.0
CAP	Cell Ontology term	1009	B CELL	B cell	cap|3016|lvl2_cell_types	934	5	13	0.4
CAP	Cell Ontology term	1010	LYMPHOCYTE	lymphocyte	cap|3016|lvl2_cell_types	934	4	6	0.25
CAP	Cell Ontology term	1011	B CELL	B cell	cap|3016|lvl3_cell_types	934	3	13	0.6666666666666666
CAP	Cell Ontology term	1012	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|3016|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1013	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|3016|lvl3_cell_types	934	5	3	1.0
CAP	Cell Ontology term	1016	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|3016|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1018	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|3016|lvl3_cell_types	934	2	2	0.0
CAP	Cell Ontology term	1019	CYCLING T CELL	cycling T cell	cap|3016|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1020	REGULATORY T CELL	regulatory T cell	cap|3016|lvl3_cell_types	934	3	6	1.0
CAP	Cell Ontology term	1021	MYELOID LEUKOCYTE	myeloid leukocyte	cap|3017|lvl2_cell_types	934	3	1	0.0
CAP	Cell Ontology term	1022	DENDRITIC CELL	dendritic cell	cap|3017|lvl3_cell_types	934	4	11	0.75
CAP	Cell Ontology term	1023	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|3017|lvl3_cell_types	934	4	1	0.75
CAP	Cell Ontology term	1024	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|3017|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1025	MONOCYTE	monocyte	cap|3017|lvl3_cell_types	934	1	9	1.0
CAP	Cell Ontology term	1026	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|3017|lvl3_cell_types	934	4	13	0.75
CAP	Cell Ontology term	1027	DENDRITIC CELL	dendritic cell	cap|3017|lvl3_cell_types	934	3	11	0.0
CAP	Cell Ontology term	1029	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|3017|lvl3_cell_types	934	3	2	0.6666666666666666
CAP	Cell Ontology term	1030	NEUTROPHIL	neutrophil	cap|3017|lvl3_cell_types	934	4	4	1.0
CAP	Cell Ontology term	1031	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|3017|lvl3_cell_types	934	7	9	0.8571428571428571
CAP	Cell Ontology term	1033	B CELL	B cell	cap|3018|lvl2_cell_types	934	5	13	0.4
CAP	Cell Ontology term	1034	ENDOTHELIAL CELL	endothelial cell	cap|3018|lvl2_cell_types	934	4	16	0.75
CAP	Cell Ontology term	1035	MYELOID LEUKOCYTE	myeloid leukocyte	cap|3018|lvl2_cell_types	934	3	1	0.0
CAP	Cell Ontology term	1036	MURAL CELL	mural cell	cap|3018|lvl2_cell_types	934	4	1	0.0
CAP	Cell Ontology term	1037	LYMPHOCYTE	lymphocyte	cap|3018|lvl2_cell_types	934	4	6	0.25
CAP	Cell Ontology term	1038	DENDRITIC CELL	dendritic cell	cap|3018|lvl3_cell_types	934	4	11	0.75
CAP	Cell Ontology term	1039	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|3018|lvl3_cell_types	934	3	6	0.3333333333333333
CAP	Cell Ontology term	1040	B CELL	B cell	cap|3018|lvl3_cell_types	934	3	13	0.6666666666666666
CAP	Cell Ontology term	1041	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|3018|lvl3_cell_types	934	3	4	0.3333333333333333
CAP	Cell Ontology term	1042	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|3018|lvl3_cell_types	934	3	1	0.6666666666666666
CAP	Cell Ontology term	1043	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|3018|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1044	MONOCYTE	monocyte	cap|3018|lvl3_cell_types	934	1	9	1.0
CAP	Cell Ontology term	1045	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|3018|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1046	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|3018|lvl3_cell_types	934	4	3	1.0
CAP	Cell Ontology term	1049	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|3018|lvl3_cell_types	934	3	13	1.0
CAP	Cell Ontology term	1050	DENDRITIC CELL	dendritic cell	cap|3018|lvl3_cell_types	934	3	11	0.0
CAP	Cell Ontology term	1051	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|3018|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1052	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3018|lvl3_cell_types	934	2	3	1.0
CAP	Cell Ontology term	1053	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3018|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1054	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3018|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1056	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|3018|lvl3_cell_types	934	3	2	0.6666666666666666
CAP	Cell Ontology term	1057	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|3018|lvl3_cell_types	934	1	12	1.0
CAP	Cell Ontology term	1059	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|3018|lvl3_cell_types	934	2	2	0.0
CAP	Cell Ontology term	1060	NEUTROPHIL	neutrophil	cap|3018|lvl3_cell_types	934	4	4	1.0
CAP	Cell Ontology term	1061	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|3018|lvl3_cell_types	934	7	9	0.8571428571428571
CAP	Cell Ontology term	1062	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3018|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1063	CYCLING T CELL	cycling T cell	cap|3018|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1065	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3018|lvl3_cell_types	934	3	3	0.0
CAP	Cell Ontology term	1066	REGULATORY T CELL	regulatory T cell	cap|3018|lvl3_cell_types	934	3	6	1.0
CAP	Cell Ontology term	1067	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3018|lvl3_cell_types	934	1	8	1.0
CAP	Cell Ontology term	1068	B CELL	B cell	cap|3019|lvl2_cell_types	934	5	13	0.4
CAP	Cell Ontology term	1069	ENDOTHELIAL CELL	endothelial cell	cap|3019|lvl2_cell_types	934	4	16	0.75
CAP	Cell Ontology term	1070	MYELOID LEUKOCYTE	myeloid leukocyte	cap|3019|lvl2_cell_types	934	3	1	0.0
CAP	Cell Ontology term	1071	MESOTHELIAL CELL	mesothelial cell	cap|3019|lvl2_cell_types	934	3	5	1.0
CAP	Cell Ontology term	1072	MURAL CELL	mural cell	cap|3019|lvl2_cell_types	934	4	1	0.0
CAP	Cell Ontology term	1073	LYMPHOCYTE	lymphocyte	cap|3019|lvl2_cell_types	934	4	6	0.25
CAP	Cell Ontology term	1074	DENDRITIC CELL	dendritic cell	cap|3019|lvl3_cell_types	934	4	11	0.75
CAP	Cell Ontology term	1075	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|3019|lvl3_cell_types	934	3	6	0.3333333333333333
CAP	Cell Ontology term	1076	B CELL	B cell	cap|3019|lvl3_cell_types	934	3	13	0.6666666666666666
CAP	Cell Ontology term	1077	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|3019|lvl3_cell_types	934	3	4	0.3333333333333333
CAP	Cell Ontology term	1078	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|3019|lvl3_cell_types	934	3	1	0.6666666666666666
CAP	Cell Ontology term	1079	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|3019|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1080	MONOCYTE	monocyte	cap|3019|lvl3_cell_types	934	1	9	1.0
CAP	Cell Ontology term	1081	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|3019|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1082	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|3019|lvl3_cell_types	934	4	3	1.0
CAP	Cell Ontology term	1085	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|3019|lvl3_cell_types	934	3	13	1.0
CAP	Cell Ontology term	1086	DENDRITIC CELL	dendritic cell	cap|3019|lvl3_cell_types	934	3	11	0.0
CAP	Cell Ontology term	1087	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|3019|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1088	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3019|lvl3_cell_types	934	2	3	1.0
CAP	Cell Ontology term	1089	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3019|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1090	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3019|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1092	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|3019|lvl3_cell_types	934	3	2	0.6666666666666666
CAP	Cell Ontology term	1093	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|3019|lvl3_cell_types	934	1	12	1.0
CAP	Cell Ontology term	1095	MESOTHELIAL CELL	mesothelial cell	cap|3019|lvl3_cell_types	934	3	5	1.0
CAP	Cell Ontology term	1096	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|3019|lvl3_cell_types	934	2	2	0.0
CAP	Cell Ontology term	1097	NEUTROPHIL	neutrophil	cap|3019|lvl3_cell_types	934	4	4	1.0
CAP	Cell Ontology term	1098	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|3019|lvl3_cell_types	934	7	9	0.8571428571428571
CAP	Cell Ontology term	1099	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3019|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1100	CYCLING T CELL	cycling T cell	cap|3019|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1102	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3019|lvl3_cell_types	934	3	3	0.0
CAP	Cell Ontology term	1103	REGULATORY T CELL	regulatory T cell	cap|3019|lvl3_cell_types	934	3	6	1.0
CAP	Cell Ontology term	1104	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3019|lvl3_cell_types	934	1	8	1.0
CAP	Cell Ontology term	1105	B CELL	B cell	cap|3021|lvl2_cell_types	934	5	13	0.4
CAP	Cell Ontology term	1106	ENDOTHELIAL CELL	endothelial cell	cap|3021|lvl2_cell_types	934	4	16	0.75
CAP	Cell Ontology term	1107	MYELOID LEUKOCYTE	myeloid leukocyte	cap|3021|lvl2_cell_types	934	3	1	0.0
CAP	Cell Ontology term	1108	MESOTHELIAL CELL	mesothelial cell	cap|3021|lvl2_cell_types	934	3	5	1.0
CAP	Cell Ontology term	1109	MURAL CELL	mural cell	cap|3021|lvl2_cell_types	934	4	1	0.0
CAP	Cell Ontology term	1110	LYMPHOCYTE	lymphocyte	cap|3021|lvl2_cell_types	934	4	6	0.25
CAP	Cell Ontology term	1111	DENDRITIC CELL	dendritic cell	cap|3021|lvl3_cell_types	934	4	11	0.75
CAP	Cell Ontology term	1112	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|3021|lvl3_cell_types	934	3	6	0.3333333333333333
CAP	Cell Ontology term	1113	B CELL	B cell	cap|3021|lvl3_cell_types	934	3	13	0.6666666666666666
CAP	Cell Ontology term	1114	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|3021|lvl3_cell_types	934	3	4	0.3333333333333333
CAP	Cell Ontology term	1115	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|3021|lvl3_cell_types	934	3	1	0.6666666666666666
CAP	Cell Ontology term	1116	CD 14 POSITIVE CD 16 NEGATIVE CLASSICAL MONOCYTE	CD14-positive, CD16-negative classical monocyte	cap|3021|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1117	MONOCYTE	monocyte	cap|3021|lvl3_cell_types	934	1	9	1.0
CAP	Cell Ontology term	1118	CD 4 POSITIVE ALPHA BETA T CELL	CD4-positive, alpha-beta T cell	cap|3021|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1119	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|3021|lvl3_cell_types	934	4	3	1.0
CAP	Cell Ontology term	1122	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|3021|lvl3_cell_types	934	3	13	1.0
CAP	Cell Ontology term	1123	DENDRITIC CELL	dendritic cell	cap|3021|lvl3_cell_types	934	3	11	0.0
CAP	Cell Ontology term	1124	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|3021|lvl3_cell_types	934	2	1	0.0
CAP	Cell Ontology term	1125	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3021|lvl3_cell_types	934	2	3	1.0
CAP	Cell Ontology term	1126	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3021|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1127	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3021|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1129	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|3021|lvl3_cell_types	934	3	2	0.6666666666666666
CAP	Cell Ontology term	1130	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|3021|lvl3_cell_types	934	1	12	1.0
CAP	Cell Ontology term	1132	MESOTHELIAL CELL	mesothelial cell	cap|3021|lvl3_cell_types	934	3	5	1.0
