pair_category	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
within_paper_different_label	15426	0.02774123666972537	0.0	0.0	0.0	0.901724361467652	0.078309347854272	0.035718916115648904	0.0066122131466355505	0.21016465707247503
within_paper_same_exact_label	28	0.048924880957167564	0.0	0.0	0.05637254901960784	0.6428571428571429	0.17857142857142858	0.07142857142857142	0.0	0.7857142857142857
between_paper_same_exact_label	5620	0.09763460604712561	0.0	0.0	0.16666666666666666	0.5635231316725978	0.3628113879003559	0.11637010676156584	0.00800711743772242	0.6871886120996441
between_paper_same_broad_neighborhood	77048	0.026476944198486597	0.0	0.0	0.0	0.8490810923060949	0.11211193022531409	0.027099989616862215	0.0006619250337451978	0.2144377530889835
between_paper_different_broad_neighborhood	426381	0.0019460196690766593	0.0	0.0	0.0	0.9849031734528508	0.009212418001740228	0.001285235505334431	4.690640530417631e-06	0.018671094631327382
between_paper_other	5088422	0.002268731689140273	0.0	0.0	0.0	0.9817770617295499	0.010372174320447479	0.0012037130568180077	1.0415802777363984e-05	0.021673516858468106
