local_label	global_label	context	rank	feature_id	feature_name	score	log2fc	pct_in	pct_out
mature LAMs	Macrophages	local	66	ENSG00000135094	SDS	14.27355184997457	3.126692644659117	0.384180790960452	0.048696947133283694
mature LAMs	Macrophages	local	67	ENSG00000167468	GPX4	14.201902748771483	0.42253134586202196	0.9096045197740112	0.76530156366344
mature LAMs	Macrophages	local	68	ENSG00000090013	BLVRB	14.173478512123744	0.6072695709181517	0.8418079096045198	0.6133531893770167
mature LAMs	Macrophages	local	69	ENSG00000118515	SGK1	14.132149924036728	0.881084572228219	0.711864406779661	0.4303301067262348
mature LAMs	Macrophages	local	70	ENSG00000161960	EIF4A1	14.004750422616633	0.2285479891900782	0.9774011299435028	0.9238520724745595
mature LAMs	Macrophages	local	71	ENSG00000104870	FCGRT	13.989395925584963	0.37514515820662553	0.9303201506591338	0.7815586994291387
mature LAMs	Macrophages	local	72	ENSG00000137101	CD72	13.980936391207784	1.8553870967679218	0.455743879472693	0.13395383469843633
mature LAMs	Macrophages	local	73	ENSG00000049860	HEXB	13.960173558426936	1.05542777315952	0.6308851224105462	0.3221891288160834
mature LAMs	Macrophages	local	74	ENSG00000187474	FPR3	13.927627272420832	1.82829618940241	0.4595103578154426	0.12834450235790518
mature LAMs	Macrophages	local	75	ENSG00000143226	FCGR2A	13.913508381527876	0.8176685639664418	0.7288135593220338	0.44321171506577317
mature LAMs	Macrophages	local	76	ENSG00000117632	STMN1	13.5327770249796	1.8144928920558454	0.4500941619585687	0.13221643087614793
mature LAMs	Macrophages	local	77	ENSG00000161011	SQSTM1	13.37630530186329	0.8711117221006454	0.6836158192090396	0.39295110449242987
mature LAMs	Macrophages	local	78	ENSG00000143870	PDIA6	13.350566213763864	0.9953844630630975	0.6308851224105462	0.3531645569620253
mature LAMs	Macrophages	local	79	ENSG00000155659	VSIG4	13.230139702762866	1.0506898962037479	0.6064030131826742	0.2606105733432614
mature LAMs	Macrophages	local	80	ENSG00000126264	HCST	13.183773150783308	0.4504573444301569	0.896421845574388	0.7203772648299827
mature LAMs	Macrophages	local	81	ENSG00000102575	ACP5	13.08594128527339	1.8310655370676436	0.4387947269303202	0.1399354678580293
mature LAMs	Macrophages	local	82	ENSG00000189067	LITAF	13.073569931472655	0.7720135000074821	0.71939736346516	0.4646562422437329
mature LAMs	Macrophages	local	83	ENSG00000160789	LMNA	13.027575692186346	1.7825768998011409	0.448210922787194	0.13899230578307273
mature LAMs	Macrophages	local	84	ENSG00000096384	HSP90AB1	12.781140640955348	0.4734758715536839	0.8549905838041432	0.6652767436088359
mature LAMs	Macrophages	local	85	ENSG00000066294	CD84	12.57794035069919	1.3055817884534229	0.5103578154425612	0.20992802184164805
mature LAMs	Macrophages	local	86	ENSG00000100997	ABHD12	12.41678785637192	1.9390614189947823	0.3804143126177024	0.09960287912633407
mature LAMs	Macrophages	local	87	ENSG00000090621	PABPC4	12.365387653719436	0.8470350485646376	0.6497175141242938	0.3835691238520725
mature LAMs	Macrophages	local	88	ENSG00000113269	RNF130	12.31221294715962	0.5036380716149058	0.8248587570621468	0.6135765698684537
mature LAMs	Macrophages	local	89	ENSG00000166927	MS4A7	12.268609875281257	0.37665712659410544	0.9171374764595104	0.7488706875155126
mature LAMs	Macrophages	local	90	ENSG00000120708	TGFBI	12.174783291835157	0.7317828247730975	0.704331450094162	0.4531397369074212
mature LAMs	Macrophages	local	91	ENSG00000177575	CD163	11.969579283950043	0.5719191158266269	0.7984934086629002	0.5524199553239018
mature LAMs	Macrophages	local	92	ENSG00000117448	AKR1A1	11.958464171688252	0.8406060573850787	0.6365348399246704	0.3620004964010921
mature LAMs	Macrophages	local	93	ENSG00000117450	PRDX1	11.9505656549635	0.6720963013586555	0.7250470809792844	0.49868453710598165
mature LAMs	Macrophages	local	94	ENSG00000074416	MGLL	11.941888304699665	2.3276395242134154	0.3314500941619586	0.07190369818813601
mature LAMs	Macrophages	local	95	ENSG00000099860	GADD45B	11.876591470549178	0.5791614785261837	0.7890772128060264	0.5465127823281212
mature LAMs	Macrophages	local	96	ENSG00000110651	CD81	11.864336122288659	1.23302762185044	0.5103578154425612	0.23072722759990072
